Rank 107641: 104985 - [001, 107638, 000] - HP: 510, STR: 818, VIT: 207, SPD: 15, LUK: 1, Attack: 131804, Defense: 87632, Current HP: 510, A Avg: 1097927, D Avg: 122684, [Tekken[188, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106135 - [001, 107638, 000] - HP: 589, STR: -30847, VIT: 39, SPD: 17, LUK: 1, Attack: 102629, Defense: 86827, Current HP: 589, A Avg: 854899, D Avg: 121557, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106136 - [001, 107638, 000] - HP: 620, STR: -26807, VIT: 150, SPD: 18, LUK: 1, Attack: 108689, Defense: 86938, Current HP: 620, A Avg: 905379, D Avg: 121713, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106137 - [001, 107638, 000] - HP: 684, STR: -26093, VIT: 118, SPD: 17, LUK: 1, Attack: 109760, Defense: 86906, Current HP: 684, A Avg: 914300, D Avg: 121668, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106138 - [001, 107638, 000] - HP: 589, STR: -17617, VIT: 39, SPD: 17, LUK: 2, Attack: 122474, Defense: 86827, Current HP: 589, A Avg: 1020208, D Avg: 121557, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106139 - [001, 107638, 000] - HP: 860, STR: -19291, VIT: 258, SPD: 19, LUK: 1, Attack: 119963, Defense: 87046, Current HP: 860, A Avg: 999291, D Avg: 121864, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106140 - [001, 107638, 000] - HP: 902, STR: -27753, VIT: 104, SPD: 19, LUK: 1, Attack: 107270, Defense: 86892, Current HP: 902, A Avg: 893559, D Avg: 121648, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106141 - [001, 107638, 000] - HP: 950, STR: -22462, VIT: 421, SPD: 17, LUK: 1, Attack: 115207, Defense: 87209, Current HP: 950, A Avg: 959674, D Avg: 122092, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106142 - [001, 107638, 000] - HP: 792, STR: -17678, VIT: 116, SPD: 17, LUK: 1, Attack: 122383, Defense: 86904, Current HP: 792, A Avg: 1019450, D Avg: 121665, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106143 - [001, 107638, 000] - HP: 684, STR: -26093, VIT: 80, SPD: 17, LUK: 1, Attack: 109760, Defense: 86868, Current HP: 684, A Avg: 914300, D Avg: 121615, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106144 - [001, 107638, 000] - HP: 760, STR: -25876, VIT: 226, SPD: 20, LUK: 1, Attack: 110086, Defense: 87014, Current HP: 760, A Avg: 917016, D Avg: 121819, [Sword of Evil[189, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106145 - [001, 107638, 000] - HP: 351, STR: -18842, VIT: 550, SPD: 15, LUK: 1, Attack: 120637, Defense: 87390, Current HP: 351, A Avg: 1004906, D Avg: 122345, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 106146 - [001, 107638, 000] - HP: 342, STR: -18831, VIT: 550, SPD: 15, LUK: 1, Attack: 120653, Defense: 87390, Current HP: 342, A Avg: 1005039, D Avg: 122345, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 106147 - [001, 107638, 000] - HP: 522, STR: -18842, VIT: 381, SPD: 15, LUK: 1, Attack: 120637, Defense: 87221, Current HP: 522, A Avg: 1004906, D Avg: 122109, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 106148 - [001, 107638, 000] - HP: 380, STR: -18842, VIT: 381, SPD: 29, LUK: 1, Attack: 120637, Defense: 87221, Current HP: 380, A Avg: 1004906, D Avg: 122109, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 106149 - [001, 107638, 000] - HP: 361, STR: -24225, VIT: 392, SPD: 25, LUK: 1, Attack: 112562, Defense: 87232, Current HP: 361, A Avg: 937641, D Avg: 122124, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 106150 - [001, 107638, 000] - HP: 342, STR: -18831, VIT: 581, SPD: 15, LUK: 1, Attack: 120653, Defense: 87421, Current HP: 342, A Avg: 1005039, D Avg: 122389, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106151 - [001, 107638, 000] - HP: 361, STR: -18821, VIT: 392, SPD: 15, LUK: 2, Attack: 120668, Defense: 87232, Current HP: 361, A Avg: 1005164, D Avg: 122124, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106152 - [001, 107638, 000] - HP: 342, STR: -27752, VIT: 392, SPD: 15, LUK: 1, Attack: 107272, Defense: 87232, Current HP: 342, A Avg: 893575, D Avg: 122124, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 106153 - [001, 107638, 000] - HP: 667, STR: -18831, VIT: 402, SPD: 15, LUK: 1, Attack: 120653, Defense: 87242, Current HP: 667, A Avg: 1005039, D Avg: 122138, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 106154 - [001, 107638, 000] - HP: 607, STR: -18779, VIT: 381, SPD: 15, LUK: 1, Attack: 120731, Defense: 87221, Current HP: 607, A Avg: 1005689, D Avg: 122109, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 106155 - [001, 107638, 000] - HP: 616, STR: -18842, VIT: 581, SPD: 15, LUK: 1, Attack: 120637, Defense: 87421, Current HP: 616, A Avg: 1004906, D Avg: 122389, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 106156 - [001, 107638, 000] - HP: 528, STR: -18779, VIT: 371, SPD: 15, LUK: 2, Attack: 120731, Defense: 87211, Current HP: 528, A Avg: 1005689, D Avg: 122095, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 106157 - [001, 107638, 000] - HP: 399, STR: -21533, VIT: 412, SPD: 25, LUK: 1, Attack: 116600, Defense: 87252, Current HP: 399, A Avg: 971277, D Avg: 122152, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 106158 - [001, 107638, 000] - HP: 342, STR: -32827, VIT: 371, SPD: 15, LUK: 1, Attack: 99659, Defense: 87211, Current HP: 342, A Avg: 830159, D Avg: 122095, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106159 - [001, 107638, 000] - HP: 360, STR: -28519, VIT: 498, SPD: 17, LUK: 1, Attack: 106121, Defense: 87338, Current HP: 360, A Avg: 883987, D Avg: 122273, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106160 - [001, 107638, 000] - HP: 437, STR: -27752, VIT: 450, SPD: 15, LUK: 1, Attack: 107272, Defense: 87290, Current HP: 437, A Avg: 893575, D Avg: 122205, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106161 - [001, 107638, 000] - HP: 342, STR: -18741, VIT: 371, SPD: 15, LUK: 2, Attack: 120788, Defense: 87211, Current HP: 342, A Avg: 1006164, D Avg: 122095, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106162 - [001, 107638, 000] - HP: 587, STR: -20521, VIT: 782, SPD: 18, LUK: 1, Attack: 118118, Defense: 87622, Current HP: 587, A Avg: 983922, D Avg: 122670, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106163 - [001, 107638, 000] - HP: 629, STR: -29519, VIT: 468, SPD: 18, LUK: 1, Attack: 104621, Defense: 87308, Current HP: 629, A Avg: 871492, D Avg: 122231, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106164 - [001, 107638, 000] - HP: 703, STR: -23906, VIT: 913, SPD: 15, LUK: 1, Attack: 113041, Defense: 87753, Current HP: 703, A Avg: 941631, D Avg: 122854, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106165 - [001, 107638, 000] - HP: 506, STR: -18802, VIT: 608, SPD: 15, LUK: 1, Attack: 120697, Defense: 87448, Current HP: 506, A Avg: 1005406, D Avg: 122427, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106166 - [001, 107638, 000] - HP: 437, STR: -27752, VIT: 412, SPD: 15, LUK: 1, Attack: 107272, Defense: 87252, Current HP: 437, A Avg: 893575, D Avg: 122152, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106167 - [001, 107638, 000] - HP: 513, STR: -27535, VIT: 558, SPD: 19, LUK: 1, Attack: 107597, Defense: 87398, Current HP: 513, A Avg: 896283, D Avg: 122357, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106168 - [001, 107638, 000] - HP: 520, STR: -18842, VIT: 307, SPD: 15, LUK: 1, Attack: 120637, Defense: 87732, Current HP: 520, A Avg: 1004906, D Avg: 122824, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 106169 - [001, 107638, 000] - HP: 510, STR: -18831, VIT: 307, SPD: 15, LUK: 1, Attack: 120653, Defense: 87732, Current HP: 510, A Avg: 1005039, D Avg: 122824, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 106170 - [001, 107638, 000] - HP: 765, STR: -18842, VIT: 217, SPD: 15, LUK: 1, Attack: 120637, Defense: 87642, Current HP: 765, A Avg: 1004906, D Avg: 122698, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 106171 - [001, 107638, 000] - HP: 550, STR: -18842, VIT: 217, SPD: 29, LUK: 1, Attack: 120637, Defense: 87642, Current HP: 550, A Avg: 1004906, D Avg: 122698, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 106172 - [001, 107638, 000] - HP: 530, STR: -24225, VIT: 228, SPD: 25, LUK: 1, Attack: 112562, Defense: 87653, Current HP: 530, A Avg: 937641, D Avg: 122714, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 106173 - [001, 107638, 000] - HP: 510, STR: -18831, VIT: 338, SPD: 15, LUK: 1, Attack: 120653, Defense: 87763, Current HP: 510, A Avg: 1005039, D Avg: 122868, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106174 - [001, 107638, 000] - HP: 530, STR: -18821, VIT: 228, SPD: 15, LUK: 2, Attack: 120668, Defense: 87653, Current HP: 530, A Avg: 1005164, D Avg: 122714, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106175 - [001, 107638, 000] - HP: 510, STR: -27752, VIT: 228, SPD: 15, LUK: 1, Attack: 107272, Defense: 87653, Current HP: 510, A Avg: 893575, D Avg: 122714, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 106176 - [001, 107638, 000] - HP: 915, STR: -18831, VIT: 238, SPD: 15, LUK: 1, Attack: 120653, Defense: 87663, Current HP: 915, A Avg: 1005039, D Avg: 122728, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 106177 - [001, 107638, 000] - HP: 874, STR: -18779, VIT: 217, SPD: 15, LUK: 1, Attack: 120731, Defense: 87642, Current HP: 874, A Avg: 1005689, D Avg: 122698, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 106178 - [001, 107638, 000] - HP: 816, STR: -18842, VIT: 338, SPD: 15, LUK: 1, Attack: 120637, Defense: 87763, Current HP: 816, A Avg: 1004906, D Avg: 122868, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 106179 - [001, 107638, 000] - HP: 724, STR: -18779, VIT: 207, SPD: 15, LUK: 2, Attack: 120731, Defense: 87632, Current HP: 724, A Avg: 1005689, D Avg: 122684, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 106180 - [001, 107638, 000] - HP: 570, STR: -21533, VIT: 249, SPD: 25, LUK: 1, Attack: 116600, Defense: 87674, Current HP: 570, A Avg: 971277, D Avg: 122743, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 106181 - [001, 107638, 000] - HP: 510, STR: -32827, VIT: 207, SPD: 15, LUK: 1, Attack: 99659, Defense: 87632, Current HP: 510, A Avg: 830159, D Avg: 122684, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106182 - [001, 107638, 000] - HP: 535, STR: -28519, VIT: 326, SPD: 17, LUK: 1, Attack: 106121, Defense: 87751, Current HP: 535, A Avg: 883987, D Avg: 122851, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106183 - [001, 107638, 000] - HP: 610, STR: -27752, VIT: 286, SPD: 15, LUK: 1, Attack: 107272, Defense: 87711, Current HP: 610, A Avg: 893575, D Avg: 122795, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106184 - [001, 107638, 000] - HP: 510, STR: -18741, VIT: 207, SPD: 15, LUK: 2, Attack: 120788, Defense: 87632, Current HP: 510, A Avg: 1006164, D Avg: 122684, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106185 - [001, 107638, 000] - HP: 781, STR: -20521, VIT: 524, SPD: 18, LUK: 1, Attack: 118118, Defense: 87949, Current HP: 781, A Avg: 983922, D Avg: 123128, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106186 - [001, 107638, 000] - HP: 825, STR: -29519, VIT: 288, SPD: 18, LUK: 1, Attack: 104621, Defense: 87713, Current HP: 825, A Avg: 871492, D Avg: 122798, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106187 - [001, 107638, 000] - HP: 890, STR: -23906, VIT: 670, SPD: 15, LUK: 1, Attack: 113041, Defense: 88095, Current HP: 890, A Avg: 941631, D Avg: 123332, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106188 - [001, 107638, 000] - HP: 701, STR: -18802, VIT: 365, SPD: 15, LUK: 1, Attack: 120697, Defense: 87790, Current HP: 701, A Avg: 1005406, D Avg: 122905, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106189 - [001, 107638, 000] - HP: 610, STR: -27752, VIT: 249, SPD: 15, LUK: 1, Attack: 107272, Defense: 87674, Current HP: 610, A Avg: 893575, D Avg: 122743, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106190 - [001, 107638, 000] - HP: 690, STR: -27535, VIT: 394, SPD: 19, LUK: 1, Attack: 107597, Defense: 87819, Current HP: 690, A Avg: 896283, D Avg: 122946, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106191 - [001, 107638, 000] - HP: 807, STR: -19519, VIT: 1088, SPD: 15, LUK: 1, Attack: 119621, Defense: 88656, Current HP: 807, A Avg: 996442, D Avg: 124118, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 106192 - [001, 107638, 000] - HP: 798, STR: -19508, VIT: 1088, SPD: 15, LUK: 1, Attack: 119638, Defense: 88656, Current HP: 798, A Avg: 996584, D Avg: 124118, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 106193 - [001, 107638, 000] - HP: 1218, STR: -19519, VIT: 744, SPD: 15, LUK: 1, Attack: 119621, Defense: 88312, Current HP: 1218, A Avg: 996442, D Avg: 123636, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 106194 - [001, 107638, 000] - HP: 836, STR: -19519, VIT: 744, SPD: 29, LUK: 1, Attack: 119621, Defense: 88312, Current HP: 836, A Avg: 996442, D Avg: 123636, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 106195 - [001, 107638, 000] - HP: 817, STR: -24842, VIT: 755, SPD: 25, LUK: 1, Attack: 111637, Defense: 88323, Current HP: 817, A Avg: 929936, D Avg: 123652, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 106196 - [001, 107638, 000] - HP: 798, STR: -19508, VIT: 1119, SPD: 15, LUK: 1, Attack: 119638, Defense: 88687, Current HP: 798, A Avg: 996584, D Avg: 124161, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106197 - [001, 107638, 000] - HP: 817, STR: -19497, VIT: 755, SPD: 15, LUK: 2, Attack: 119654, Defense: 88323, Current HP: 817, A Avg: 996717, D Avg: 123652, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106198 - [001, 107638, 000] - HP: 798, STR: -28327, VIT: 755, SPD: 15, LUK: 1, Attack: 106409, Defense: 88323, Current HP: 798, A Avg: 886386, D Avg: 123652, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 106199 - [001, 107638, 000] - HP: 1363, STR: -19508, VIT: 765, SPD: 15, LUK: 1, Attack: 119638, Defense: 88333, Current HP: 1363, A Avg: 996584, D Avg: 123666, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 106200 - [001, 107638, 000] - HP: 1375, STR: -19453, VIT: 744, SPD: 15, LUK: 1, Attack: 119720, Defense: 88312, Current HP: 1375, A Avg: 997267, D Avg: 123636, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 106201 - [001, 107638, 000] - HP: 1144, STR: -19519, VIT: 1119, SPD: 15, LUK: 1, Attack: 119621, Defense: 88687, Current HP: 1144, A Avg: 996442, D Avg: 124161, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 106202 - [001, 107638, 000] - HP: 1056, STR: -19453, VIT: 734, SPD: 15, LUK: 2, Attack: 119720, Defense: 88302, Current HP: 1056, A Avg: 997267, D Avg: 123622, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 106203 - [001, 107638, 000] - HP: 855, STR: -22180, VIT: 776, SPD: 25, LUK: 1, Attack: 115630, Defense: 88344, Current HP: 855, A Avg: 963197, D Avg: 123681, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 106204 - [001, 107638, 000] - HP: 798, STR: -33334, VIT: 734, SPD: 15, LUK: 1, Attack: 98899, Defense: 88302, Current HP: 798, A Avg: 823828, D Avg: 123622, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106205 - [001, 107638, 000] - HP: 840, STR: -29080, VIT: 878, SPD: 17, LUK: 1, Attack: 105280, Defense: 88446, Current HP: 840, A Avg: 876982, D Avg: 123824, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106206 - [001, 107638, 000] - HP: 893, STR: -28327, VIT: 813, SPD: 15, LUK: 1, Attack: 106409, Defense: 88381, Current HP: 893, A Avg: 886386, D Avg: 123733, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106207 - [001, 107638, 000] - HP: 798, STR: -19413, VIT: 734, SPD: 15, LUK: 2, Attack: 119780, Defense: 88302, Current HP: 798, A Avg: 997767, D Avg: 123622, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106208 - [001, 107638, 000] - HP: 1091, STR: -21173, VIT: 1355, SPD: 18, LUK: 1, Attack: 117140, Defense: 88923, Current HP: 1091, A Avg: 975776, D Avg: 124492, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106209 - [001, 107638, 000] - HP: 1133, STR: -30074, VIT: 866, SPD: 18, LUK: 1, Attack: 103789, Defense: 88434, Current HP: 1133, A Avg: 864562, D Avg: 123807, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106210 - [001, 107638, 000] - HP: 1159, STR: -24512, VIT: 1451, SPD: 15, LUK: 1, Attack: 112132, Defense: 89019, Current HP: 1159, A Avg: 934059, D Avg: 124626, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106211 - [001, 107638, 000] - HP: 1034, STR: -19477, VIT: 1146, SPD: 15, LUK: 1, Attack: 119684, Defense: 88714, Current HP: 1034, A Avg: 996967, D Avg: 124199, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106212 - [001, 107638, 000] - HP: 893, STR: -28327, VIT: 776, SPD: 15, LUK: 1, Attack: 106409, Defense: 88344, Current HP: 893, A Avg: 886386, D Avg: 123681, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106213 - [001, 107638, 000] - HP: 969, STR: -28103, VIT: 921, SPD: 19, LUK: 1, Attack: 106745, Defense: 88489, Current HP: 969, A Avg: 889185, D Avg: 123884, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106214 - [001, 107638, 000] - HP: 237, STR: -18842, VIT: 58, SPD: 15, LUK: 1, Attack: 120637, Defense: 86847, Current HP: 237, A Avg: 1004906, D Avg: 121585, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 106215 - [001, 107638, 000] - HP: 228, STR: -18831, VIT: 58, SPD: 15, LUK: 1, Attack: 120653, Defense: 86847, Current HP: 228, A Avg: 1005039, D Avg: 121585, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 106216 - [001, 107638, 000] - HP: 348, STR: -18842, VIT: 49, SPD: 15, LUK: 1, Attack: 120637, Defense: 86838, Current HP: 348, A Avg: 1004906, D Avg: 121573, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 106217 - [001, 107638, 000] - HP: 266, STR: -18842, VIT: 49, SPD: 29, LUK: 1, Attack: 120637, Defense: 86838, Current HP: 266, A Avg: 1004906, D Avg: 121573, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 106218 - [001, 107638, 000] - HP: 247, STR: -24225, VIT: 60, SPD: 25, LUK: 1, Attack: 112562, Defense: 86849, Current HP: 247, A Avg: 937641, D Avg: 121588, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 106219 - [001, 107638, 000] - HP: 228, STR: -18831, VIT: 89, SPD: 15, LUK: 1, Attack: 120653, Defense: 86878, Current HP: 228, A Avg: 1005039, D Avg: 121629, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106220 - [001, 107638, 000] - HP: 247, STR: -18821, VIT: 60, SPD: 15, LUK: 2, Attack: 120668, Defense: 86849, Current HP: 247, A Avg: 1005164, D Avg: 121588, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106221 - [001, 107638, 000] - HP: 228, STR: -27752, VIT: 60, SPD: 15, LUK: 1, Attack: 107272, Defense: 86849, Current HP: 228, A Avg: 893575, D Avg: 121588, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
