Rank 1000: HP: 1322, STR: 601, VIT: 418412, SPD: 45, LUK: 1, Attack: 86947, Defense: 502216, Current HP: 1322, A Avg: 91294, D Avg: 502216, [Progress[147, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 676: HP: 1558, STR: 536, VIT: 418397, SPD: 45, LUK: 1, Attack: 85502, Defense: 503261, Current HP: 1558, A Avg: 89777, D Avg: 503261, [Red Shark[134, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 675: HP: 1222, STR: 151, VIT: 419334, SPD: 45, LUK: 1, Attack: 84539, Defense: 503262, Current HP: 1222, A Avg: 88765, D Avg: 503262, [Encryption Key[173, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 674: HP: 4246, STR: 1231, VIT: 419334, SPD: 45, LUK: 1, Attack: 89113, Defense: 503262, Current HP: 4246, A Avg: 93568, D Avg: 503262, [Wild Card[175, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 673: HP: 1222, STR: 669, VIT: 419334, SPD: 45, LUK: 1, Attack: 86313, Defense: 503262, Current HP: 1222, A Avg: 90628, D Avg: 503262, [Portal Sword[176, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 672: HP: 1637, STR: 437, VIT: 418406, SPD: 45, LUK: 1, Attack: 84755, Defense: 503270, Current HP: 1637, A Avg: 88992, D Avg: 503270, [Ruby Knuckle[151, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 671: HP: 860, STR: 151, VIT: 419348, SPD: 45, LUK: 1, Attack: 84539, Defense: 503276, Current HP: 860, A Avg: 88765, D Avg: 503276, [Encryption Key[173, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 670: HP: 3884, STR: 1231, VIT: 419348, SPD: 45, LUK: 1, Attack: 89113, Defense: 503276, Current HP: 3884, A Avg: 93568, D Avg: 503276, [Wild Card[175, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 669: HP: 860, STR: 669, VIT: 419348, SPD: 45, LUK: 1, Attack: 86313, Defense: 503276, Current HP: 860, A Avg: 90628, D Avg: 503276, [Portal Sword[176, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 668: HP: 1406, STR: 707, VIT: 418435, SPD: 45, LUK: 1, Attack: 85441, Defense: 503299, Current HP: 1406, A Avg: 89713, D Avg: 503299, [Irruption[154, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 667: HP: 1049, STR: 151, VIT: 419473, SPD: 45, LUK: 1, Attack: 84539, Defense: 503310, Current HP: 1049, A Avg: 88765, D Avg: 503310, [Encryption Key[173, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 666: HP: 4073, STR: 1231, VIT: 419473, SPD: 45, LUK: 1, Attack: 89113, Defense: 503310, Current HP: 4073, A Avg: 93568, D Avg: 503310, [Wild Card[175, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 665: HP: 1049, STR: 669, VIT: 419473, SPD: 45, LUK: 1, Attack: 86313, Defense: 503310, Current HP: 1049, A Avg: 90628, D Avg: 503310, [Portal Sword[176, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 664: HP: 1398, STR: 487, VIT: 418458, SPD: 45, LUK: 1, Attack: 84597, Defense: 503322, Current HP: 1398, A Avg: 88826, D Avg: 503322, [Dragon Killer[139, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 663: HP: 1406, STR: 491, VIT: 418458, SPD: 45, LUK: 1, Attack: 85004, Defense: 503322, Current HP: 1406, A Avg: 89254, D Avg: 503322, [Volcano[142, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 662: HP: 1427, STR: 487, VIT: 418461, SPD: 45, LUK: 1, Attack: 86456, Defense: 503325, Current HP: 1427, A Avg: 90778, D Avg: 503325, [Fire Chariot[138, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 661: HP: 1763, STR: 1076, VIT: 419090, SPD: 45, LUK: 1, Attack: 86410, Defense: 503330, Current HP: 1763, A Avg: 90730, D Avg: 503330, [Impulse[166, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 660: HP: 1658, STR: 585, VIT: 418475, SPD: 45, LUK: 1, Attack: 85683, Defense: 503339, Current HP: 1658, A Avg: 89967, D Avg: 503339, [Yggdrasil[126, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 659: HP: 1406, STR: 547, VIT: 418475, SPD: 45, LUK: 1, Attack: 85372, Defense: 503339, Current HP: 1406, A Avg: 89640, D Avg: 503339, [Kraken[145, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 658: HP: 1469, STR: 489, VIT: 418475, SPD: 45, LUK: 1, Attack: 85301, Defense: 503339, Current HP: 1469, A Avg: 89566, D Avg: 503339, [Granada[150, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 657: HP: 1507, STR: 498, VIT: 418481, SPD: 45, LUK: 1, Attack: 84530, Defense: 503345, Current HP: 1507, A Avg: 88756, D Avg: 503345, [Alucard[146, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 656: HP: 978, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 83972, Defense: 503371, Current HP: 978, A Avg: 88170, D Avg: 503371, [Wooden Stick[101, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 655: HP: 978, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 84011, Defense: 503371, Current HP: 978, A Avg: 88211, D Avg: 503371, [Club[102, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 654: HP: 978, STR: 252, VIT: 418533, SPD: 45, LUK: 1, Attack: 84024, Defense: 503371, Current HP: 978, A Avg: 88225, D Avg: 503371, [Short Sword[103, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 653: HP: 978, STR: 298, VIT: 418533, SPD: 45, LUK: 1, Attack: 84109, Defense: 503371, Current HP: 978, A Avg: 88314, D Avg: 503371, [Long Sword[104, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 652: HP: 978, STR: 333, VIT: 418533, SPD: 45, LUK: 1, Attack: 84105, Defense: 503371, Current HP: 978, A Avg: 88310, D Avg: 503371, [Wasp Knife[105, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 651: HP: 978, STR: 289, VIT: 418533, SPD: 45, LUK: 1, Attack: 84113, Defense: 503371, Current HP: 978, A Avg: 88318, D Avg: 503371, [Stun Knuckle[106, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 650: HP: 978, STR: 342, VIT: 418533, SPD: 45, LUK: 1, Attack: 84185, Defense: 503371, Current HP: 978, A Avg: 88394, D Avg: 503371, [Battle Scythe[107, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 649: HP: 999, STR: 342, VIT: 418533, SPD: 45, LUK: 1, Attack: 84231, Defense: 503371, Current HP: 999, A Avg: 88442, D Avg: 503371, [Iron Lumps[108, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 648: HP: 978, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 84014, Defense: 503371, Current HP: 978, A Avg: 88214, D Avg: 503371, [Decorative Swords[109, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 647: HP: 978, STR: 360, VIT: 418533, SPD: 45, LUK: 1, Attack: 84483, Defense: 503371, Current HP: 978, A Avg: 88707, D Avg: 503371, [Pinpoint[112, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 646: HP: 999, STR: 385, VIT: 418533, SPD: 45, LUK: 1, Attack: 84391, Defense: 503371, Current HP: 999, A Avg: 88610, D Avg: 503371, [Great Iron Mass[122, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 645: HP: 989, STR: 289, VIT: 418533, SPD: 45, LUK: 1, Attack: 84282, Defense: 503371, Current HP: 989, A Avg: 88496, D Avg: 503371, [Sword of Wood[124, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 644: HP: 1251, STR: 437, VIT: 418533, SPD: 45, LUK: 1, Attack: 84625, Defense: 503371, Current HP: 1251, A Avg: 88856, D Avg: 503371, [Sword of the Spirit Tree[125, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 643: HP: 989, STR: 342, VIT: 418533, SPD: 45, LUK: 1, Attack: 84341, Defense: 503371, Current HP: 989, A Avg: 88558, D Avg: 503371, [Greatsword[127, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 642: HP: 1247, STR: 390, VIT: 418533, SPD: 45, LUK: 1, Attack: 84812, Defense: 503371, Current HP: 1247, A Avg: 89052, D Avg: 503371, [Dreaming Sword[128, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 641: HP: 999, STR: 264, VIT: 418533, SPD: 45, LUK: 1, Attack: 84039, Defense: 503371, Current HP: 999, A Avg: 88240, D Avg: 503371, [Peacemaker[131, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 640: HP: 1041, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 84148, Defense: 503371, Current HP: 1041, A Avg: 88355, D Avg: 503371, [Daydream[132, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 639: HP: 1692, STR: 462, VIT: 418533, SPD: 45, LUK: 1, Attack: 86145, Defense: 503371, Current HP: 1692, A Avg: 90452, D Avg: 503371, [Dancing[155, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 638: HP: 978, STR: 739, VIT: 418533, SPD: 45, LUK: 1, Attack: 85395, Defense: 503371, Current HP: 978, A Avg: 89664, D Avg: 503371, [Penetra[161, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 637: HP: 978, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 85087, Defense: 503371, Current HP: 978, A Avg: 89341, D Avg: 503371, [Grand Slam[163, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 636: HP: 1188, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 85214, Defense: 503371, Current HP: 1188, A Avg: 89474, D Avg: 503371, [Cluster Bomb[170, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 635: HP: 1608, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 92432, Defense: 503371, Current HP: 1608, A Avg: 97053, D Avg: 503371, [Big Bang[171, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 634: HP: 4002, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 85299, Defense: 503371, Current HP: 4002, A Avg: 89563, D Avg: 503371, [Common Key[174, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 633: HP: 1608, STR: 246, VIT: 418533, SPD: 45, LUK: 1, Attack: 86488, Defense: 503371, Current HP: 1608, A Avg: 90812, D Avg: 503371, [Droid Hammer[177, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 632: HP: 978, STR: 1560, VIT: 418533, SPD: 45, LUK: 1, Attack: 86489, Defense: 503371, Current HP: 978, A Avg: 90813, D Avg: 503371, [Jack Knife[185, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 631: HP: 978, STR: 1974, VIT: 418533, SPD: 45, LUK: 1, Attack: 86552, Defense: 503371, Current HP: 978, A Avg: 90879, D Avg: 503371, [Magical[187, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 630: HP: 978, STR: 642, VIT: 418533, SPD: 45, LUK: 1, Attack: 87693, Defense: 503371, Current HP: 978, A Avg: 92077, D Avg: 503371, [Tekken[188, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 629: HP: 978, STR: -42911, VIT: 418533, SPD: 45, LUK: 1, Attack: 56355, Defense: 503371, Current HP: 978, A Avg: 59172, D Avg: 503371, [Sword of Evil[189, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 628: HP: 978, STR: 2334, VIT: 418533, SPD: 45, LUK: 1, Attack: 89995, Defense: 503371, Current HP: 978, A Avg: 94494, D Avg: 503371, [Neural Edge[190, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 627: HP: 1406, STR: 489, VIT: 418516, SPD: 45, LUK: 1, Attack: 84430, Defense: 503380, Current HP: 1406, A Avg: 88651, D Avg: 503380, [Rusty Knife[156, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 626: HP: 1230, STR: 388, VIT: 418551, SPD: 45, LUK: 1, Attack: 84355, Defense: 503389, Current HP: 1230, A Avg: 88572, D Avg: 503389, [Phantom Sword[117, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 625: HP: 989, STR: 333, VIT: 418562, SPD: 45, LUK: 1, Attack: 84176, Defense: 503400, Current HP: 989, A Avg: 88384, D Avg: 503400, [Salamander[110, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 624: HP: 978, STR: 376, VIT: 418562, SPD: 45, LUK: 1, Attack: 84460, Defense: 503400, Current HP: 978, A Avg: 88683, D Avg: 503400, [Phantom Scythe[116, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 623: HP: 989, STR: 333, VIT: 418562, SPD: 45, LUK: 1, Attack: 84205, Defense: 503400, Current HP: 989, A Avg: 88415, D Avg: 503400, [Undine[118, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 622: HP: 989, STR: 333, VIT: 418562, SPD: 45, LUK: 1, Attack: 84232, Defense: 503400, Current HP: 989, A Avg: 88443, D Avg: 503400, [Sylph[119, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 621: HP: 989, STR: 333, VIT: 418562, SPD: 45, LUK: 1, Attack: 84259, Defense: 503400, Current HP: 989, A Avg: 88471, D Avg: 503400, [Gnome[120, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 620: HP: 1406, STR: 455, VIT: 418545, SPD: 45, LUK: 1, Attack: 85930, Defense: 503409, Current HP: 1406, A Avg: 90226, D Avg: 503409, [Elemental[121, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 619: HP: 1658, STR: 559, VIT: 418545, SPD: 45, LUK: 1, Attack: 85209, Defense: 503409, Current HP: 1658, A Avg: 89469, D Avg: 503409, [Diamond Knuckle[152, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 618: HP: 1133, STR: 718, VIT: 418551, SPD: 45, LUK: 1, Attack: 85556, Defense: 503415, Current HP: 1133, A Avg: 89833, D Avg: 503415, [Classic[168, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 617: HP: 1020, STR: 273, VIT: 418577, SPD: 45, LUK: 1, Attack: 88440, Defense: 503415, Current HP: 1020, A Avg: 92862, D Avg: 503415, [Basic[169, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 616: HP: 1012, STR: 169, VIT: 419487, SPD: 45, LUK: 1, Attack: 84557, Defense: 503428, Current HP: 1012, A Avg: 88784, D Avg: 503428, [Encryption Key[173, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 615: HP: 4036, STR: 1249, VIT: 419487, SPD: 45, LUK: 1, Attack: 89131, Defense: 503428, Current HP: 4036, A Avg: 93587, D Avg: 503428, [Wild Card[175, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 614: HP: 1012, STR: 687, VIT: 419487, SPD: 45, LUK: 1, Attack: 86331, Defense: 503428, Current HP: 1012, A Avg: 90647, D Avg: 503428, [Portal Sword[176, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 613: HP: 978, STR: 342, VIT: 418603, SPD: 45, LUK: 1, Attack: 84218, Defense: 503441, Current HP: 978, A Avg: 88428, D Avg: 503441, [Tornado[111, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 612: HP: 1230, STR: 333, VIT: 418603, SPD: 45, LUK: 1, Attack: 84358, Defense: 503441, Current HP: 1230, A Avg: 88575, D Avg: 503441, [Fairy Sword[113, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 611: HP: 978, STR: 394, VIT: 418603, SPD: 45, LUK: 1, Attack: 84543, Defense: 503441, Current HP: 978, A Avg: 88770, D Avg: 503441, [Giant Tornado[114, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 610: HP: 993, STR: 342, VIT: 418603, SPD: 45, LUK: 1, Attack: 84158, Defense: 503441, Current HP: 993, A Avg: 88365, D Avg: 503441, [Hand Axe[140, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 609: HP: 999, STR: 376, VIT: 418603, SPD: 45, LUK: 1, Attack: 84369, Defense: 503441, Current HP: 999, A Avg: 88587, D Avg: 503441, [Wooden Boomerang[167, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 608: HP: 1098, STR: 345, VIT: 418606, SPD: 45, LUK: 1, Attack: 84143, Defense: 503444, Current HP: 1098, A Avg: 88350, D Avg: 503444, [Ninja[135, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 607: HP: 995, STR: 342, VIT: 418609, SPD: 45, LUK: 1, Attack: 84348, Defense: 503447, Current HP: 995, A Avg: 88565, D Avg: 503447, [Crescent[141, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 606: HP: 1406, STR: 819, VIT: 418586, SPD: 45, LUK: 1, Attack: 85657, Defense: 503450, Current HP: 1406, A Avg: 89939, D Avg: 503450, [Willow Blade[157, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 605: HP: 2015, STR: 696, VIT: 418586, SPD: 45, LUK: 1, Attack: 85619, Defense: 503450, Current HP: 2015, A Avg: 89899, D Avg: 503450, [Pangaea[164, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 604: HP: 1133, STR: 644, VIT: 419224, SPD: 45, LUK: 1, Attack: 86197, Defense: 503464, Current HP: 1133, A Avg: 90506, D Avg: 503464, [Hammer of Justice[186, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 603: HP: 1251, STR: 437, VIT: 418632, SPD: 45, LUK: 1, Attack: 85119, Defense: 503470, Current HP: 1251, A Avg: 89374, D Avg: 503470, [Thunder Whip[143, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 602: HP: 1385, STR: 921, VIT: 419235, SPD: 45, LUK: 1, Attack: 87410, Defense: 503475, Current HP: 1385, A Avg: 91780, D Avg: 503475, [Cuttlefish[178, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 601: HP: 1490, STR: 541, VIT: 418615, SPD: 45, LUK: 1, Attack: 85873, Defense: 503479, Current HP: 1490, A Avg: 90166, D Avg: 503479, [Tower[149, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 600: HP: 1398, STR: 2179, VIT: 418649, SPD: 45, LUK: 1, Attack: 92088, Defense: 503487, Current HP: 1398, A Avg: 96692, D Avg: 503487, [Spectral Sword Shigure[172, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 599: HP: 1272, STR: 333, VIT: 418673, SPD: 45, LUK: 1, Attack: 84189, Defense: 503511, Current HP: 1272, A Avg: 88398, D Avg: 503511, [Emerald Sword[115, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 598: HP: 1129, STR: 385, VIT: 418678, SPD: 45, LUK: 1, Attack: 84287, Defense: 503516, Current HP: 1129, A Avg: 88501, D Avg: 503516, [Crossed Shuriken[136, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 597: HP: 1272, STR: 428, VIT: 418687, SPD: 45, LUK: 1, Attack: 84941, Defense: 503525, Current HP: 1272, A Avg: 89188, D Avg: 503525, [Maximum Iron Mass[123, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 596: HP: 986, STR: 151, VIT: 418568, SPD: 45, LUK: 1, Attack: 83877, Defense: 503536, Current HP: 986, A Avg: 88070, D Avg: 503536, [Wooden Stick[101, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 595: HP: 986, STR: 151, VIT: 418568, SPD: 45, LUK: 1, Attack: 83916, Defense: 503536, Current HP: 986, A Avg: 88111, D Avg: 503536, [Club[102, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 594: HP: 986, STR: 156, VIT: 418568, SPD: 45, LUK: 1, Attack: 83928, Defense: 503536, Current HP: 986, A Avg: 88124, D Avg: 503536, [Short Sword[103, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 593: HP: 986, STR: 203, VIT: 418568, SPD: 45, LUK: 1, Attack: 84014, Defense: 503536, Current HP: 986, A Avg: 88214, D Avg: 503536, [Long Sword[104, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 592: HP: 986, STR: 237, VIT: 418568, SPD: 45, LUK: 1, Attack: 84009, Defense: 503536, Current HP: 986, A Avg: 88209, D Avg: 503536, [Wasp Knife[105, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 591: HP: 986, STR: 194, VIT: 418568, SPD: 45, LUK: 1, Attack: 84018, Defense: 503536, Current HP: 986, A Avg: 88218, D Avg: 503536, [Stun Knuckle[106, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 590: HP: 986, STR: 246, VIT: 418568, SPD: 45, LUK: 1, Attack: 84089, Defense: 503536, Current HP: 986, A Avg: 88293, D Avg: 503536, [Battle Scythe[107, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 589: HP: 1007, STR: 246, VIT: 418568, SPD: 45, LUK: 1, Attack: 84135, Defense: 503536, Current HP: 1007, A Avg: 88341, D Avg: 503536, [Iron Lumps[108, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 588: HP: 986, STR: 151, VIT: 418568, SPD: 45, LUK: 1, Attack: 83919, Defense: 503536, Current HP: 986, A Avg: 88114, D Avg: 503536, [Decorative Swords[109, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 587: HP: 986, STR: 264, VIT: 418568, SPD: 45, LUK: 1, Attack: 84387, Defense: 503536, Current HP: 986, A Avg: 88606, D Avg: 503536, [Pinpoint[112, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 586: HP: 1007, STR: 289, VIT: 418568, SPD: 45, LUK: 1, Attack: 84295, Defense: 503536, Current HP: 1007, A Avg: 88509, D Avg: 503536, [Great Iron Mass[122, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
