Rank 1000: HP: 247, STR: 278, VIT: 233, SPD: 8, LUK: 1, Attack: 86806, Defense: 90011, Current HP: 247, A Avg: 93316, D Avg: 90011, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 655: HP: 589, STR: 2048, VIT: 278, SPD: 9, LUK: 1, Attack: 91957, Defense: 90056, Current HP: 589, A Avg: 96554, D Avg: 90056, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 654: HP: 200, STR: 267, VIT: 278, SPD: 8, LUK: 1, Attack: 84208, Defense: 90056, Current HP: 200, A Avg: 105260, D Avg: 90056, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 653: HP: 232, STR: 264, VIT: 278, SPD: 8, LUK: 1, Attack: 84374, Defense: 90056, Current HP: 232, A Avg: 105467, D Avg: 90056, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 652: HP: 200, STR: 270, VIT: 278, SPD: 8, LUK: 1, Attack: 84783, Defense: 90056, Current HP: 200, A Avg: 105978, D Avg: 90056, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 651: HP: 520, STR: 196, VIT: 279, SPD: 9, LUK: 1, Attack: 85840, Defense: 90057, Current HP: 520, A Avg: 90132, D Avg: 90057, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 650: HP: 264, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 83770, Defense: 90058, Current HP: 264, A Avg: 105550, D Avg: 90058, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 649: HP: 264, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 83809, Defense: 90058, Current HP: 264, A Avg: 105599, D Avg: 90058, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 648: HP: 264, STR: 49, VIT: 280, SPD: 8, LUK: 1, Attack: 83821, Defense: 90058, Current HP: 264, A Avg: 105614, D Avg: 90058, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 647: HP: 264, STR: 59, VIT: 280, SPD: 8, LUK: 1, Attack: 83870, Defense: 90058, Current HP: 264, A Avg: 105676, D Avg: 90058, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 646: HP: 264, STR: 57, VIT: 280, SPD: 8, LUK: 1, Attack: 83829, Defense: 90058, Current HP: 264, A Avg: 105624, D Avg: 90058, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 645: HP: 264, STR: 51, VIT: 280, SPD: 8, LUK: 1, Attack: 83875, Defense: 90058, Current HP: 264, A Avg: 105682, D Avg: 90058, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 644: HP: 264, STR: 65, VIT: 280, SPD: 8, LUK: 1, Attack: 83908, Defense: 90058, Current HP: 264, A Avg: 105724, D Avg: 90058, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 643: HP: 286, STR: 65, VIT: 280, SPD: 8, LUK: 1, Attack: 83954, Defense: 90058, Current HP: 286, A Avg: 105782, D Avg: 90058, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 642: HP: 264, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 83812, Defense: 90058, Current HP: 264, A Avg: 105603, D Avg: 90058, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 641: HP: 133, STR: 51, VIT: 280, SPD: 8, LUK: 1, Attack: 83927, Defense: 90058, Current HP: 133, A Avg: 88123, D Avg: 90058, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 640: HP: 374, STR: 43, VIT: 280, SPD: 8, LUK: 1, Attack: 83919, Defense: 90058, Current HP: 374, A Avg: 88114, D Avg: 90058, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 639: HP: 264, STR: 81, VIT: 280, SPD: 8, LUK: 1, Attack: 84204, Defense: 90058, Current HP: 264, A Avg: 106097, D Avg: 90058, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 638: HP: 171, STR: 43, VIT: 280, SPD: 8, LUK: 1, Attack: 84068, Defense: 90058, Current HP: 171, A Avg: 88271, D Avg: 90058, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 637: HP: 418, STR: 35, VIT: 280, SPD: 8, LUK: 1, Attack: 84060, Defense: 90058, Current HP: 418, A Avg: 88263, D Avg: 90058, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 636: HP: 133, STR: 65, VIT: 280, SPD: 8, LUK: 1, Attack: 84214, Defense: 90058, Current HP: 133, A Avg: 88424, D Avg: 90058, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 635: HP: 374, STR: 57, VIT: 280, SPD: 8, LUK: 1, Attack: 84206, Defense: 90058, Current HP: 374, A Avg: 88416, D Avg: 90058, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 634: HP: 286, STR: 72, VIT: 280, SPD: 8, LUK: 1, Attack: 84078, Defense: 90058, Current HP: 286, A Avg: 105938, D Avg: 90058, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 633: HP: 275, STR: 51, VIT: 280, SPD: 8, LUK: 1, Attack: 84044, Defense: 90058, Current HP: 275, A Avg: 105895, D Avg: 90058, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 632: HP: 330, STR: 86, VIT: 280, SPD: 8, LUK: 1, Attack: 84274, Defense: 90058, Current HP: 330, A Avg: 106185, D Avg: 90058, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 631: HP: 275, STR: 65, VIT: 280, SPD: 8, LUK: 1, Attack: 84064, Defense: 90058, Current HP: 275, A Avg: 105920, D Avg: 90058, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 630: HP: 325, STR: 76, VIT: 280, SPD: 8, LUK: 1, Attack: 84498, Defense: 90058, Current HP: 325, A Avg: 106467, D Avg: 90058, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 629: HP: 286, STR: 60, VIT: 280, SPD: 8, LUK: 1, Attack: 83835, Defense: 90058, Current HP: 286, A Avg: 105632, D Avg: 90058, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 628: HP: 330, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 83946, Defense: 90058, Current HP: 330, A Avg: 105771, D Avg: 90058, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 627: HP: 146, STR: 51, VIT: 280, SPD: 8, LUK: 1, Attack: 83867, Defense: 90058, Current HP: 146, A Avg: 88060, D Avg: 90058, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 626: HP: 389, STR: 43, VIT: 280, SPD: 8, LUK: 1, Attack: 83859, Defense: 90058, Current HP: 389, A Avg: 88051, D Avg: 90058, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 625: HP: 199, STR: 88, VIT: 280, SPD: 8, LUK: 1, Attack: 84770, Defense: 90058, Current HP: 199, A Avg: 89008, D Avg: 90058, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 624: HP: 190, STR: 72, VIT: 280, SPD: 8, LUK: 1, Attack: 84754, Defense: 90058, Current HP: 190, A Avg: 88991, D Avg: 90058, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 623: HP: 572, STR: 76, VIT: 280, SPD: 8, LUK: 1, Attack: 85759, Defense: 90058, Current HP: 572, A Avg: 108056, D Avg: 90058, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 622: HP: 264, STR: 131, VIT: 280, SPD: 8, LUK: 1, Attack: 84787, Defense: 90058, Current HP: 264, A Avg: 106831, D Avg: 90058, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 621: HP: 264, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 84885, Defense: 90058, Current HP: 264, A Avg: 106955, D Avg: 90058, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 620: HP: 152, STR: 49, VIT: 280, SPD: 8, LUK: 1, Attack: 84042, Defense: 90058, Current HP: 152, A Avg: 88244, D Avg: 90058, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 619: HP: 396, STR: 41, VIT: 280, SPD: 8, LUK: 1, Attack: 84034, Defense: 90058, Current HP: 396, A Avg: 88235, D Avg: 90058, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 618: HP: 484, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 85012, Defense: 90058, Current HP: 484, A Avg: 107115, D Avg: 90058, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 617: HP: 924, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 92230, Defense: 90058, Current HP: 924, A Avg: 116209, D Avg: 90058, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 616: HP: 792, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 85097, Defense: 90058, Current HP: 792, A Avg: 107222, D Avg: 90058, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 615: HP: 924, STR: 44, VIT: 280, SPD: 8, LUK: 1, Attack: 86286, Defense: 90058, Current HP: 924, A Avg: 108720, D Avg: 90058, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 614: HP: 264, STR: 572, VIT: 280, SPD: 8, LUK: 1, Attack: 85501, Defense: 90058, Current HP: 264, A Avg: 107731, D Avg: 90058, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 613: HP: 264, STR: 300, VIT: 280, SPD: 8, LUK: 1, Attack: 84878, Defense: 90058, Current HP: 264, A Avg: 106946, D Avg: 90058, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 612: HP: 264, STR: 236, VIT: 280, SPD: 8, LUK: 1, Attack: 87287, Defense: 90058, Current HP: 264, A Avg: 109981, D Avg: 90058, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 611: HP: 264, STR: -6349, VIT: 280, SPD: 8, LUK: 1, Attack: 92917, Defense: 90058, Current HP: 264, A Avg: 117075, D Avg: 90058, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 610: HP: 264, STR: 620, VIT: 280, SPD: 8, LUK: 1, Attack: 88281, Defense: 90058, Current HP: 264, A Avg: 111234, D Avg: 90058, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 609: HP: 220, STR: 264, VIT: 280, SPD: 8, LUK: 1, Attack: 86233, Defense: 90058, Current HP: 220, A Avg: 107791, D Avg: 90058, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 608: HP: 506, STR: 358, VIT: 281, SPD: 8, LUK: 2, Attack: 85692, Defense: 90059, Current HP: 506, A Avg: 89976, D Avg: 90059, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 607: HP: 323, STR: 764, VIT: 281, SPD: 8, LUK: 1, Attack: 86098, Defense: 90059, Current HP: 323, A Avg: 90402, D Avg: 90059, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 606: HP: 323, STR: 371, VIT: 281, SPD: 8, LUK: 2, Attack: 85705, Defense: 90059, Current HP: 323, A Avg: 89990, D Avg: 90059, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 605: HP: 220, STR: 243, VIT: 282, SPD: 8, LUK: 1, Attack: 84561, Defense: 90060, Current HP: 220, A Avg: 105701, D Avg: 90060, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 604: HP: 152, STR: 64, VIT: 283, SPD: 8, LUK: 1, Attack: 84174, Defense: 90061, Current HP: 152, A Avg: 88382, D Avg: 90061, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 603: HP: 142, STR: 99, VIT: 283, SPD: 8, LUK: 1, Attack: 84209, Defense: 90061, Current HP: 142, A Avg: 88419, D Avg: 90061, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 602: HP: 165, STR: 54, VIT: 283, SPD: 8, LUK: 1, Attack: 83852, Defense: 90061, Current HP: 165, A Avg: 88044, D Avg: 90061, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 601: HP: 411, STR: 46, VIT: 283, SPD: 8, LUK: 1, Attack: 83844, Defense: 90061, Current HP: 411, A Avg: 88036, D Avg: 90061, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 600: HP: 180, STR: 46, VIT: 283, SPD: 8, LUK: 1, Attack: 88213, Defense: 90061, Current HP: 180, A Avg: 92623, D Avg: 90061, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 599: HP: 171, STR: 108, VIT: 283, SPD: 8, LUK: 1, Attack: 88275, Defense: 90061, Current HP: 171, A Avg: 92688, D Avg: 90061, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 598: HP: 142, STR: 48, VIT: 285, SPD: 8, LUK: 1, Attack: 84048, Defense: 90063, Current HP: 142, A Avg: 88250, D Avg: 90063, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 597: HP: 133, STR: 56, VIT: 285, SPD: 8, LUK: 1, Attack: 84056, Defense: 90063, Current HP: 133, A Avg: 88258, D Avg: 90063, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 596: HP: 199, STR: 56, VIT: 285, SPD: 8, LUK: 1, Attack: 84177, Defense: 90063, Current HP: 199, A Avg: 88385, D Avg: 90063, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 595: HP: 190, STR: 64, VIT: 285, SPD: 8, LUK: 1, Attack: 84185, Defense: 90063, Current HP: 190, A Avg: 88394, D Avg: 90063, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 594: HP: 188, STR: 73, VIT: 285, SPD: 8, LUK: 1, Attack: 85821, Defense: 90063, Current HP: 188, A Avg: 90112, D Avg: 90063, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 593: HP: 178, STR: 81, VIT: 285, SPD: 8, LUK: 1, Attack: 85829, Defense: 90063, Current HP: 178, A Avg: 90120, D Avg: 90063, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 592: HP: 148, STR: 51, VIT: 285, SPD: 8, LUK: 1, Attack: 84057, Defense: 90063, Current HP: 148, A Avg: 88259, D Avg: 90063, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 591: HP: 391, STR: 43, VIT: 285, SPD: 8, LUK: 1, Attack: 84049, Defense: 90063, Current HP: 391, A Avg: 88251, D Avg: 90063, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 590: HP: 171, STR: 60, VIT: 285, SPD: 8, LUK: 1, Attack: 84027, Defense: 90063, Current HP: 171, A Avg: 88228, D Avg: 90063, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 589: HP: 418, STR: 52, VIT: 285, SPD: 8, LUK: 1, Attack: 84019, Defense: 90063, Current HP: 418, A Avg: 88219, D Avg: 90063, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 588: HP: 200, STR: 383, VIT: 285, SPD: 8, LUK: 1, Attack: 85221, Defense: 90063, Current HP: 200, A Avg: 106526, D Avg: 90063, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 587: HP: 380, STR: 307, VIT: 285, SPD: 8, LUK: 1, Attack: 85230, Defense: 90063, Current HP: 380, A Avg: 106537, D Avg: 90063, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 586: HP: 203, STR: 22, VIT: 286, SPD: 8, LUK: 1, Attack: 84410, Defense: 90064, Current HP: 203, A Avg: 88630, D Avg: 90064, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 585: HP: 171, STR: 22, VIT: 286, SPD: 14, LUK: 1, Attack: 84410, Defense: 90064, Current HP: 171, A Avg: 88630, D Avg: 108076, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 584: HP: 255, STR: 70, VIT: 286, SPD: 8, LUK: 1, Attack: 84458, Defense: 90064, Current HP: 255, A Avg: 88680, D Avg: 90064, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 583: HP: 899, STR: 182, VIT: 286, SPD: 8, LUK: 1, Attack: 88064, Defense: 90064, Current HP: 899, A Avg: 92467, D Avg: 90064, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 582: HP: 627, STR: 182, VIT: 286, SPD: 14, LUK: 1, Attack: 88064, Defense: 90064, Current HP: 627, A Avg: 92467, D Avg: 108076, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 581: HP: 1023, STR: 230, VIT: 286, SPD: 8, LUK: 1, Attack: 88112, Defense: 90064, Current HP: 1023, A Avg: 92517, D Avg: 90064, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 580: HP: 203, STR: 99, VIT: 286, SPD: 8, LUK: 1, Attack: 85743, Defense: 90064, Current HP: 203, A Avg: 90030, D Avg: 90064, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 579: HP: 171, STR: 99, VIT: 286, SPD: 14, LUK: 1, Attack: 85743, Defense: 90064, Current HP: 171, A Avg: 90030, D Avg: 108076, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 578: HP: 255, STR: 147, VIT: 286, SPD: 8, LUK: 1, Attack: 85791, Defense: 90064, Current HP: 255, A Avg: 90080, D Avg: 90064, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 577: HP: 725, STR: 142, VIT: 286, SPD: 8, LUK: 1, Attack: 85994, Defense: 90064, Current HP: 725, A Avg: 90293, D Avg: 90064, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 576: HP: 218, STR: 77, VIT: 288, SPD: 8, LUK: 1, Attack: 84187, Defense: 90066, Current HP: 218, A Avg: 88396, D Avg: 90066, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 575: HP: 209, STR: 64, VIT: 288, SPD: 8, LUK: 1, Attack: 84174, Defense: 90066, Current HP: 209, A Avg: 88382, D Avg: 90066, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 574: HP: 493, STR: 310, VIT: 289, SPD: 8, LUK: 1, Attack: 85644, Defense: 90067, Current HP: 493, A Avg: 89926, D Avg: 90067, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 573: HP: 361, STR: 310, VIT: 289, SPD: 14, LUK: 1, Attack: 85644, Defense: 90067, Current HP: 361, A Avg: 89926, D Avg: 108080, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 572: HP: 575, STR: 358, VIT: 289, SPD: 8, LUK: 1, Attack: 85692, Defense: 90067, Current HP: 575, A Avg: 89976, D Avg: 90067, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 571: HP: 240, STR: 302, VIT: 289, SPD: 8, LUK: 1, Attack: 85400, Defense: 90067, Current HP: 240, A Avg: 106750, D Avg: 90067, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 570: HP: 200, STR: 299, VIT: 289, SPD: 8, LUK: 1, Attack: 85124, Defense: 90067, Current HP: 200, A Avg: 106405, D Avg: 90067, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 569: HP: 260, STR: 267, VIT: 289, SPD: 8, LUK: 1, Attack: 85079, Defense: 90067, Current HP: 260, A Avg: 106348, D Avg: 90067, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 568: HP: 209, STR: 556, VIT: 291, SPD: 9, LUK: 1, Attack: 85344, Defense: 90069, Current HP: 209, A Avg: 89611, D Avg: 90069, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 567: HP: 264, STR: 65, VIT: 291, SPD: 8, LUK: 1, Attack: 83941, Defense: 90069, Current HP: 264, A Avg: 105765, D Avg: 90069, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 566: HP: 308, STR: 57, VIT: 291, SPD: 8, LUK: 1, Attack: 84082, Defense: 90069, Current HP: 308, A Avg: 105943, D Avg: 90069, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 565: HP: 264, STR: 80, VIT: 291, SPD: 8, LUK: 1, Attack: 84229, Defense: 90069, Current HP: 264, A Avg: 106128, D Avg: 90069, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 564: HP: 209, STR: 43, VIT: 291, SPD: 8, LUK: 1, Attack: 83899, Defense: 90069, Current HP: 209, A Avg: 88093, D Avg: 90069, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 563: HP: 462, STR: 35, VIT: 291, SPD: 8, LUK: 1, Attack: 83891, Defense: 90069, Current HP: 462, A Avg: 88085, D Avg: 90069, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 562: HP: 279, STR: 65, VIT: 291, SPD: 8, LUK: 1, Attack: 83881, Defense: 90069, Current HP: 279, A Avg: 105690, D Avg: 90069, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 561: HP: 286, STR: 64, VIT: 291, SPD: 8, LUK: 1, Attack: 84057, Defense: 90069, Current HP: 286, A Avg: 105911, D Avg: 90069, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 560: HP: 475, STR: 188, VIT: 291, SPD: 8, LUK: 1, Attack: 84896, Defense: 90069, Current HP: 475, A Avg: 89140, D Avg: 90069, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 559: HP: 319, STR: 254, VIT: 292, SPD: 9, LUK: 1, Attack: 85898, Defense: 90070, Current HP: 319, A Avg: 90192, D Avg: 90070, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 558: HP: 216, STR: 280, VIT: 292, SPD: 8, LUK: 1, Attack: 84312, Defense: 90070, Current HP: 216, A Avg: 105390, D Avg: 90070, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 557: HP: 222, STR: 72, VIT: 293, SPD: 8, LUK: 1, Attack: 85038, Defense: 90071, Current HP: 222, A Avg: 89289, D Avg: 90071, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 556: HP: 212, STR: 80, VIT: 293, SPD: 8, LUK: 1, Attack: 85046, Defense: 90071, Current HP: 212, A Avg: 89298, D Avg: 90071, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
