Rank 1000: HP: 570, STR: 742, VIT: 697, SPD: 24, LUK: 1, Attack: 85580, Defense: 90475, Current HP: 570, A Avg: 89859, D Avg: 90475, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 659: HP: 703, STR: 659, VIT: 825, SPD: 24, LUK: 2, Attack: 85993, Defense: 90603, Current HP: 703, A Avg: 90292, D Avg: 90603, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 658: HP: 332, STR: 91, VIT: 826, SPD: 24, LUK: 1, Attack: 83967, Defense: 90604, Current HP: 332, A Avg: 88165, D Avg: 90604, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 657: HP: 323, STR: 99, VIT: 826, SPD: 24, LUK: 1, Attack: 83975, Defense: 90604, Current HP: 323, A Avg: 88173, D Avg: 90604, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 656: HP: 465, STR: 83, VIT: 826, SPD: 24, LUK: 1, Attack: 84108, Defense: 90604, Current HP: 465, A Avg: 88313, D Avg: 90604, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 655: HP: 456, STR: 91, VIT: 826, SPD: 24, LUK: 1, Attack: 84116, Defense: 90604, Current HP: 456, A Avg: 88321, D Avg: 90604, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 654: HP: 332, STR: 121, VIT: 826, SPD: 24, LUK: 1, Attack: 84270, Defense: 90604, Current HP: 332, A Avg: 88483, D Avg: 90604, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 653: HP: 323, STR: 129, VIT: 826, SPD: 24, LUK: 1, Attack: 84278, Defense: 90604, Current HP: 323, A Avg: 88491, D Avg: 90604, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 652: HP: 345, STR: 125, VIT: 826, SPD: 24, LUK: 1, Attack: 83941, Defense: 90604, Current HP: 345, A Avg: 88138, D Avg: 90604, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 651: HP: 336, STR: 99, VIT: 826, SPD: 24, LUK: 1, Attack: 83915, Defense: 90604, Current HP: 336, A Avg: 88110, D Avg: 90604, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 650: HP: 351, STR: 105, VIT: 826, SPD: 24, LUK: 1, Attack: 84098, Defense: 90604, Current HP: 351, A Avg: 88302, D Avg: 90604, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 649: HP: 342, STR: 227, VIT: 826, SPD: 24, LUK: 1, Attack: 84220, Defense: 90604, Current HP: 342, A Avg: 88431, D Avg: 90604, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 648: HP: 402, STR: 94, VIT: 829, SPD: 24, LUK: 1, Attack: 83892, Defense: 90607, Current HP: 402, A Avg: 88086, D Avg: 90607, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 647: HP: 393, STR: 140, VIT: 829, SPD: 24, LUK: 1, Attack: 83938, Defense: 90607, Current HP: 393, A Avg: 88134, D Avg: 90607, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 646: HP: 370, STR: 62, VIT: 829, SPD: 24, LUK: 1, Attack: 88229, Defense: 90607, Current HP: 370, A Avg: 92640, D Avg: 90607, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 645: HP: 361, STR: 140, VIT: 829, SPD: 24, LUK: 1, Attack: 88307, Defense: 90607, Current HP: 361, A Avg: 92722, D Avg: 90607, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 644: HP: 347, STR: 91, VIT: 831, SPD: 24, LUK: 1, Attack: 84097, Defense: 90609, Current HP: 347, A Avg: 88301, D Avg: 90609, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 643: HP: 338, STR: 99, VIT: 831, SPD: 24, LUK: 1, Attack: 84105, Defense: 90609, Current HP: 338, A Avg: 88310, D Avg: 90609, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 642: HP: 456, STR: 124, VIT: 831, SPD: 24, LUK: 1, Attack: 84091, Defense: 90609, Current HP: 456, A Avg: 88295, D Avg: 90609, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 641: HP: 748, STR: 116, VIT: 831, SPD: 24, LUK: 1, Attack: 84083, Defense: 90609, Current HP: 748, A Avg: 88287, D Avg: 90609, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 640: HP: 418, STR: 1486, VIT: 832, SPD: 24, LUK: 1, Attack: 86274, Defense: 90610, Current HP: 418, A Avg: 90587, D Avg: 90610, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 639: HP: 1073, STR: 566, VIT: 833, SPD: 24, LUK: 1, Attack: 85900, Defense: 90611, Current HP: 1073, A Avg: 90195, D Avg: 90611, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 638: HP: 741, STR: 566, VIT: 833, SPD: 43, LUK: 1, Attack: 85900, Defense: 90611, Current HP: 741, A Avg: 90195, D Avg: 108733, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 637: HP: 1215, STR: 614, VIT: 833, SPD: 24, LUK: 1, Attack: 85948, Defense: 90611, Current HP: 1215, A Avg: 90245, D Avg: 90611, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 636: HP: 950, STR: 684, VIT: 835, SPD: 24, LUK: 1, Attack: 86536, Defense: 90613, Current HP: 950, A Avg: 90862, D Avg: 90613, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 635: HP: 741, STR: 597, VIT: 838, SPD: 28, LUK: 1, Attack: 86072, Defense: 90616, Current HP: 741, A Avg: 90375, D Avg: 90616, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 634: HP: 874, STR: 696, VIT: 838, SPD: 28, LUK: 1, Attack: 85346, Defense: 90616, Current HP: 874, A Avg: 89613, D Avg: 90616, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 633: HP: 580, STR: 982, VIT: 839, SPD: 25, LUK: 1, Attack: 86860, Defense: 90617, Current HP: 580, A Avg: 108575, D Avg: 90617, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 632: HP: 540, STR: 1360, VIT: 839, SPD: 25, LUK: 1, Attack: 86900, Defense: 90617, Current HP: 540, A Avg: 108625, D Avg: 90617, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 631: HP: 589, STR: 821, VIT: 841, SPD: 28, LUK: 1, Attack: 85659, Defense: 90619, Current HP: 589, A Avg: 89941, D Avg: 90619, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 630: HP: 722, STR: 566, VIT: 841, SPD: 38, LUK: 1, Attack: 85900, Defense: 90619, Current HP: 722, A Avg: 90195, D Avg: 90619, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 629: HP: 722, STR: 582, VIT: 841, SPD: 24, LUK: 2, Attack: 85916, Defense: 90619, Current HP: 722, A Avg: 90211, D Avg: 90619, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 628: HP: 703, STR: 1084, VIT: 841, SPD: 24, LUK: 1, Attack: 86418, Defense: 90619, Current HP: 703, A Avg: 90738, D Avg: 90619, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 627: HP: 332, STR: 182, VIT: 842, SPD: 24, LUK: 1, Attack: 84025, Defense: 90620, Current HP: 332, A Avg: 88226, D Avg: 90620, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 626: HP: 605, STR: 83, VIT: 842, SPD: 24, LUK: 1, Attack: 83926, Defense: 90620, Current HP: 605, A Avg: 88122, D Avg: 90620, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 625: HP: 323, STR: 113, VIT: 842, SPD: 24, LUK: 1, Attack: 84197, Defense: 90620, Current HP: 323, A Avg: 88406, D Avg: 90620, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 624: HP: 594, STR: 171, VIT: 842, SPD: 24, LUK: 1, Attack: 84255, Defense: 90620, Current HP: 594, A Avg: 88467, D Avg: 90620, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 623: HP: 332, STR: 182, VIT: 842, SPD: 24, LUK: 1, Attack: 84054, Defense: 90620, Current HP: 332, A Avg: 88256, D Avg: 90620, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 622: HP: 605, STR: 83, VIT: 842, SPD: 24, LUK: 1, Attack: 83955, Defense: 90620, Current HP: 605, A Avg: 88152, D Avg: 90620, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 621: HP: 332, STR: 182, VIT: 842, SPD: 24, LUK: 1, Attack: 84081, Defense: 90620, Current HP: 332, A Avg: 88285, D Avg: 90620, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 620: HP: 605, STR: 83, VIT: 842, SPD: 24, LUK: 1, Attack: 83982, Defense: 90620, Current HP: 605, A Avg: 88181, D Avg: 90620, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 619: HP: 332, STR: 182, VIT: 842, SPD: 24, LUK: 1, Attack: 84108, Defense: 90620, Current HP: 332, A Avg: 88313, D Avg: 90620, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 618: HP: 605, STR: 83, VIT: 842, SPD: 24, LUK: 1, Attack: 84009, Defense: 90620, Current HP: 605, A Avg: 88209, D Avg: 90620, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 617: HP: 741, STR: 915, VIT: 844, SPD: 28, LUK: 1, Attack: 85753, Defense: 90622, Current HP: 741, A Avg: 90040, D Avg: 90622, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 616: HP: 1102, STR: 790, VIT: 844, SPD: 28, LUK: 1, Attack: 85713, Defense: 90622, Current HP: 1102, A Avg: 89998, D Avg: 90622, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 615: HP: 1218, STR: 574, VIT: 849, SPD: 24, LUK: 1, Attack: 85908, Defense: 90627, Current HP: 1218, A Avg: 90203, D Avg: 90627, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 614: HP: 484, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 83802, Defense: 90630, Current HP: 484, A Avg: 105590, D Avg: 90630, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 613: HP: 484, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 83841, Defense: 90630, Current HP: 484, A Avg: 105639, D Avg: 90630, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 612: HP: 484, STR: 81, VIT: 852, SPD: 24, LUK: 1, Attack: 83853, Defense: 90630, Current HP: 484, A Avg: 105654, D Avg: 90630, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 611: HP: 484, STR: 107, VIT: 852, SPD: 24, LUK: 1, Attack: 83918, Defense: 90630, Current HP: 484, A Avg: 105736, D Avg: 90630, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 610: HP: 484, STR: 121, VIT: 852, SPD: 24, LUK: 1, Attack: 83893, Defense: 90630, Current HP: 484, A Avg: 105705, D Avg: 90630, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 609: HP: 484, STR: 99, VIT: 852, SPD: 24, LUK: 1, Attack: 83923, Defense: 90630, Current HP: 484, A Avg: 105742, D Avg: 90630, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 608: HP: 484, STR: 129, VIT: 852, SPD: 24, LUK: 1, Attack: 83972, Defense: 90630, Current HP: 484, A Avg: 105804, D Avg: 90630, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 607: HP: 506, STR: 129, VIT: 852, SPD: 24, LUK: 1, Attack: 84018, Defense: 90630, Current HP: 506, A Avg: 105862, D Avg: 90630, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 606: HP: 484, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 83844, Defense: 90630, Current HP: 484, A Avg: 105643, D Avg: 90630, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 605: HP: 323, STR: 99, VIT: 852, SPD: 24, LUK: 1, Attack: 83975, Defense: 90630, Current HP: 323, A Avg: 88173, D Avg: 90630, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 604: HP: 594, STR: 91, VIT: 852, SPD: 24, LUK: 1, Attack: 83967, Defense: 90630, Current HP: 594, A Avg: 88165, D Avg: 90630, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 603: HP: 484, STR: 145, VIT: 852, SPD: 24, LUK: 1, Attack: 84268, Defense: 90630, Current HP: 484, A Avg: 106177, D Avg: 90630, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 602: HP: 456, STR: 91, VIT: 852, SPD: 24, LUK: 1, Attack: 84116, Defense: 90630, Current HP: 456, A Avg: 88321, D Avg: 90630, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 601: HP: 748, STR: 83, VIT: 852, SPD: 24, LUK: 1, Attack: 84108, Defense: 90630, Current HP: 748, A Avg: 88313, D Avg: 90630, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 600: HP: 323, STR: 129, VIT: 852, SPD: 24, LUK: 1, Attack: 84278, Defense: 90630, Current HP: 323, A Avg: 88491, D Avg: 90630, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 599: HP: 594, STR: 121, VIT: 852, SPD: 24, LUK: 1, Attack: 84270, Defense: 90630, Current HP: 594, A Avg: 88483, D Avg: 90630, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 598: HP: 506, STR: 152, VIT: 852, SPD: 24, LUK: 1, Attack: 84158, Defense: 90630, Current HP: 506, A Avg: 106039, D Avg: 90630, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 597: HP: 495, STR: 99, VIT: 852, SPD: 24, LUK: 1, Attack: 84092, Defense: 90630, Current HP: 495, A Avg: 105955, D Avg: 90630, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 596: HP: 660, STR: 182, VIT: 852, SPD: 24, LUK: 1, Attack: 84370, Defense: 90630, Current HP: 660, A Avg: 106306, D Avg: 90630, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 595: HP: 495, STR: 129, VIT: 852, SPD: 24, LUK: 1, Attack: 84128, Defense: 90630, Current HP: 495, A Avg: 106001, D Avg: 90630, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 594: HP: 655, STR: 156, VIT: 852, SPD: 24, LUK: 1, Attack: 84578, Defense: 90630, Current HP: 655, A Avg: 106568, D Avg: 90630, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 593: HP: 506, STR: 92, VIT: 852, SPD: 24, LUK: 1, Attack: 83867, Defense: 90630, Current HP: 506, A Avg: 105672, D Avg: 90630, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 592: HP: 550, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 83978, Defense: 90630, Current HP: 550, A Avg: 105812, D Avg: 90630, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 591: HP: 336, STR: 99, VIT: 852, SPD: 24, LUK: 1, Attack: 83915, Defense: 90630, Current HP: 336, A Avg: 88110, D Avg: 90630, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 590: HP: 609, STR: 91, VIT: 852, SPD: 24, LUK: 1, Attack: 83907, Defense: 90630, Current HP: 609, A Avg: 88102, D Avg: 90630, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 589: HP: 484, STR: 198, VIT: 852, SPD: 24, LUK: 1, Attack: 84880, Defense: 90630, Current HP: 484, A Avg: 89124, D Avg: 90630, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 588: HP: 475, STR: 152, VIT: 852, SPD: 24, LUK: 1, Attack: 84834, Defense: 90630, Current HP: 475, A Avg: 89075, D Avg: 90630, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 587: HP: 1012, STR: 188, VIT: 852, SPD: 24, LUK: 1, Attack: 85871, Defense: 90630, Current HP: 1012, A Avg: 108197, D Avg: 90630, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 586: HP: 484, STR: 339, VIT: 852, SPD: 24, LUK: 1, Attack: 84995, Defense: 90630, Current HP: 484, A Avg: 107093, D Avg: 90630, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 585: HP: 484, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 84917, Defense: 90630, Current HP: 484, A Avg: 106995, D Avg: 90630, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 584: HP: 342, STR: 113, VIT: 852, SPD: 24, LUK: 1, Attack: 84106, Defense: 90630, Current HP: 342, A Avg: 88311, D Avg: 90630, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 583: HP: 616, STR: 105, VIT: 852, SPD: 24, LUK: 1, Attack: 84098, Defense: 90630, Current HP: 616, A Avg: 88302, D Avg: 90630, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 582: HP: 704, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 85044, Defense: 90630, Current HP: 704, A Avg: 107155, D Avg: 90630, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 581: HP: 1144, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 92262, Defense: 90630, Current HP: 1144, A Avg: 116250, D Avg: 90630, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 580: HP: 2332, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 85129, Defense: 90630, Current HP: 2332, A Avg: 107262, D Avg: 90630, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 579: HP: 1144, STR: 76, VIT: 852, SPD: 24, LUK: 1, Attack: 86318, Defense: 90630, Current HP: 1144, A Avg: 108760, D Avg: 90630, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 578: HP: 484, STR: 924, VIT: 852, SPD: 24, LUK: 1, Attack: 85853, Defense: 90630, Current HP: 484, A Avg: 108174, D Avg: 90630, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 577: HP: 484, STR: 972, VIT: 852, SPD: 24, LUK: 1, Attack: 85550, Defense: 90630, Current HP: 484, A Avg: 107793, D Avg: 90630, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 576: HP: 484, STR: 348, VIT: 852, SPD: 24, LUK: 1, Attack: 87399, Defense: 90630, Current HP: 484, A Avg: 110122, D Avg: 90630, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 575: HP: 484, STR: -22301, VIT: 852, SPD: 24, LUK: 1, Attack: 76965, Defense: 90630, Current HP: 484, A Avg: 96975, D Avg: 90630, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 574: HP: 484, STR: 1292, VIT: 852, SPD: 24, LUK: 1, Attack: 88953, Defense: 90630, Current HP: 484, A Avg: 112080, D Avg: 90630, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 573: HP: 393, STR: 102, VIT: 855, SPD: 24, LUK: 1, Attack: 83900, Defense: 90633, Current HP: 393, A Avg: 88095, D Avg: 90633, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 572: HP: 675, STR: 94, VIT: 855, SPD: 24, LUK: 1, Attack: 83892, Defense: 90633, Current HP: 675, A Avg: 88086, D Avg: 90633, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 571: HP: 361, STR: 70, VIT: 855, SPD: 24, LUK: 1, Attack: 88237, Defense: 90633, Current HP: 361, A Avg: 92648, D Avg: 90633, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 570: HP: 638, STR: 62, VIT: 855, SPD: 24, LUK: 1, Attack: 88229, Defense: 90633, Current HP: 638, A Avg: 92640, D Avg: 90633, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 569: HP: 338, STR: 99, VIT: 857, SPD: 24, LUK: 1, Attack: 84105, Defense: 90635, Current HP: 338, A Avg: 88310, D Avg: 90635, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 568: HP: 611, STR: 91, VIT: 857, SPD: 24, LUK: 1, Attack: 84097, Defense: 90635, Current HP: 611, A Avg: 88301, D Avg: 90635, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 567: HP: 760, STR: 566, VIT: 857, SPD: 38, LUK: 1, Attack: 85900, Defense: 90635, Current HP: 760, A Avg: 90195, D Avg: 90635, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 566: HP: 798, STR: 972, VIT: 857, SPD: 24, LUK: 1, Attack: 86306, Defense: 90635, Current HP: 798, A Avg: 92778, D Avg: 90635, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 565: HP: 1166, STR: 1152, VIT: 857, SPD: 24, LUK: 2, Attack: 85652, Defense: 90635, Current HP: 1166, A Avg: 89934, D Avg: 90635, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 564: HP: 893, STR: 2527, VIT: 857, SPD: 24, LUK: 1, Attack: 87027, Defense: 90635, Current HP: 893, A Avg: 91378, D Avg: 90635, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 563: HP: 893, STR: 1196, VIT: 857, SPD: 24, LUK: 2, Attack: 85696, Defense: 90635, Current HP: 893, A Avg: 89980, D Avg: 90635, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 562: HP: 817, STR: 670, VIT: 860, SPD: 28, LUK: 1, Attack: 86002, Defense: 90638, Current HP: 817, A Avg: 90302, D Avg: 90638, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 561: HP: 503, STR: 83, VIT: 863, SPD: 24, LUK: 1, Attack: 83939, Defense: 90641, Current HP: 503, A Avg: 88135, D Avg: 90641, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 560: HP: 494, STR: 91, VIT: 863, SPD: 24, LUK: 1, Attack: 83947, Defense: 90641, Current HP: 494, A Avg: 88144, D Avg: 90641, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
