Rank 1000: HP: 1606, STR: 345, VIT: 641949, SPD: 72, LUK: 1, Attack: 84156, Defense: 726189, Current HP: 1606, A Avg: 88363, D Avg: 726189, [Long Sword[104, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 660: HP: 2036, STR: 790, VIT: 642544, SPD: 72, LUK: 1, Attack: 85615, Defense: 727408, Current HP: 2036, A Avg: 89895, D Avg: 727408, [Kraken[145, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 659: HP: 2099, STR: 705, VIT: 642544, SPD: 72, LUK: 1, Attack: 85517, Defense: 727408, Current HP: 2099, A Avg: 89792, D Avg: 727408, [Granada[150, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 658: HP: 2200, STR: 714, VIT: 642550, SPD: 72, LUK: 1, Attack: 84746, Defense: 727414, Current HP: 2200, A Avg: 88983, D Avg: 727414, [Alucard[146, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 657: HP: 1829, STR: 550, VIT: 642576, SPD: 72, LUK: 1, Attack: 84517, Defense: 727414, Current HP: 1829, A Avg: 88742, D Avg: 727414, [Phantom Sword[117, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 656: HP: 1522, STR: 880, VIT: 643579, SPD: 72, LUK: 1, Attack: 86433, Defense: 727416, Current HP: 1522, A Avg: 90754, D Avg: 727416, [Hammer of Justice[186, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 655: HP: 1430, STR: 468, VIT: 642587, SPD: 72, LUK: 1, Attack: 84311, Defense: 727425, Current HP: 1430, A Avg: 88526, D Avg: 727425, [Salamander[110, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 654: HP: 1419, STR: 538, VIT: 642587, SPD: 72, LUK: 1, Attack: 84622, Defense: 727425, Current HP: 1419, A Avg: 88853, D Avg: 727425, [Phantom Scythe[116, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 653: HP: 1430, STR: 468, VIT: 642587, SPD: 72, LUK: 1, Attack: 84340, Defense: 727425, Current HP: 1430, A Avg: 88557, D Avg: 727425, [Undine[118, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 652: HP: 1430, STR: 468, VIT: 642587, SPD: 72, LUK: 1, Attack: 84367, Defense: 727425, Current HP: 1430, A Avg: 88585, D Avg: 727425, [Sylph[119, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 651: HP: 1430, STR: 468, VIT: 642587, SPD: 72, LUK: 1, Attack: 84394, Defense: 727425, Current HP: 1430, A Avg: 88613, D Avg: 727425, [Gnome[120, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 650: HP: 1461, STR: 354, VIT: 642602, SPD: 72, LUK: 1, Attack: 88521, Defense: 727440, Current HP: 1461, A Avg: 92947, D Avg: 727440, [Basic[169, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 649: HP: 2236, STR: 2320, VIT: 643202, SPD: 72, LUK: 1, Attack: 86820, Defense: 727442, Current HP: 2236, A Avg: 91161, D Avg: 727442, [Divine Dragon Sword[181, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 648: HP: 2366, STR: 1465, VIT: 643504, SPD: 72, LUK: 1, Attack: 86799, Defense: 727445, Current HP: 2366, A Avg: 91138, D Avg: 727445, [Impulse[166, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 647: HP: 2610, STR: 912, VIT: 643208, SPD: 72, LUK: 1, Attack: 86556, Defense: 727448, Current HP: 2610, A Avg: 90883, D Avg: 727448, [Gladius[162, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 646: HP: 1774, STR: 1184, VIT: 643634, SPD: 72, LUK: 1, Attack: 87673, Defense: 727471, Current HP: 1774, A Avg: 92056, D Avg: 727471, [Cuttlefish[178, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 645: HP: 2036, STR: 705, VIT: 642628, SPD: 72, LUK: 1, Attack: 84646, Defense: 727492, Current HP: 2036, A Avg: 88878, D Avg: 727492, [Rusty Knife[156, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 644: HP: 1419, STR: 477, VIT: 642671, SPD: 72, LUK: 1, Attack: 84353, Defense: 727509, Current HP: 1419, A Avg: 88570, D Avg: 727509, [Tornado[111, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 643: HP: 1829, STR: 468, VIT: 642671, SPD: 72, LUK: 1, Attack: 84493, Defense: 727509, Current HP: 1829, A Avg: 88717, D Avg: 727509, [Fairy Sword[113, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 642: HP: 1419, STR: 556, VIT: 642671, SPD: 72, LUK: 1, Attack: 84705, Defense: 727509, Current HP: 1419, A Avg: 88940, D Avg: 727509, [Giant Tornado[114, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 641: HP: 1434, STR: 477, VIT: 642671, SPD: 72, LUK: 1, Attack: 84293, Defense: 727509, Current HP: 1434, A Avg: 88507, D Avg: 727509, [Hand Axe[140, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 640: HP: 1440, STR: 538, VIT: 642671, SPD: 72, LUK: 1, Attack: 84531, Defense: 727509, Current HP: 1440, A Avg: 88757, D Avg: 727509, [Wooden Boomerang[167, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 639: HP: 3370, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 83904, Defense: 727510, Current HP: 3370, A Avg: 88099, D Avg: 727510, [Wooden Stick[101, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 638: HP: 3370, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 83943, Defense: 727510, Current HP: 3370, A Avg: 88140, D Avg: 727510, [Club[102, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 637: HP: 3370, STR: 183, VIT: 641593, SPD: 72, LUK: 1, Attack: 83955, Defense: 727510, Current HP: 3370, A Avg: 88152, D Avg: 727510, [Short Sword[103, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 636: HP: 3370, STR: 257, VIT: 641593, SPD: 72, LUK: 1, Attack: 84068, Defense: 727510, Current HP: 3370, A Avg: 88271, D Avg: 727510, [Long Sword[104, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 635: HP: 3370, STR: 318, VIT: 641593, SPD: 72, LUK: 1, Attack: 84090, Defense: 727510, Current HP: 3370, A Avg: 88294, D Avg: 727510, [Wasp Knife[105, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 634: HP: 3370, STR: 248, VIT: 641593, SPD: 72, LUK: 1, Attack: 84072, Defense: 727510, Current HP: 3370, A Avg: 88275, D Avg: 727510, [Stun Knuckle[106, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 633: HP: 3370, STR: 327, VIT: 641593, SPD: 72, LUK: 1, Attack: 84170, Defense: 727510, Current HP: 3370, A Avg: 88378, D Avg: 727510, [Battle Scythe[107, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 632: HP: 3391, STR: 327, VIT: 641593, SPD: 72, LUK: 1, Attack: 84216, Defense: 727510, Current HP: 3391, A Avg: 88426, D Avg: 727510, [Iron Lumps[108, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 631: HP: 3370, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 83946, Defense: 727510, Current HP: 3370, A Avg: 88143, D Avg: 727510, [Decorative Swords[109, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 630: HP: 3370, STR: 345, VIT: 641593, SPD: 72, LUK: 1, Attack: 84468, Defense: 727510, Current HP: 3370, A Avg: 88691, D Avg: 727510, [Pinpoint[112, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 629: HP: 3391, STR: 397, VIT: 641593, SPD: 72, LUK: 1, Attack: 84403, Defense: 727510, Current HP: 3391, A Avg: 88623, D Avg: 727510, [Great Iron Mass[122, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 628: HP: 3380, STR: 248, VIT: 641593, SPD: 72, LUK: 1, Attack: 84241, Defense: 727510, Current HP: 3380, A Avg: 88453, D Avg: 727510, [Sword of Wood[124, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 627: HP: 3800, STR: 477, VIT: 641593, SPD: 72, LUK: 1, Attack: 84665, Defense: 727510, Current HP: 3800, A Avg: 88898, D Avg: 727510, [Sword of the Spirit Tree[125, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 626: HP: 3380, STR: 327, VIT: 641593, SPD: 72, LUK: 1, Attack: 84326, Defense: 727510, Current HP: 3380, A Avg: 88542, D Avg: 727510, [Greatsword[127, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 625: HP: 3796, STR: 403, VIT: 641593, SPD: 72, LUK: 1, Attack: 84825, Defense: 727510, Current HP: 3796, A Avg: 89066, D Avg: 727510, [Dreaming Sword[128, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 624: HP: 3391, STR: 196, VIT: 641593, SPD: 72, LUK: 1, Attack: 83971, Defense: 727510, Current HP: 3391, A Avg: 88169, D Avg: 727510, [Peacemaker[131, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 623: HP: 3433, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 84080, Defense: 727510, Current HP: 3433, A Avg: 88284, D Avg: 727510, [Daydream[132, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 622: HP: 4399, STR: 529, VIT: 641593, SPD: 72, LUK: 1, Attack: 86212, Defense: 727510, Current HP: 4399, A Avg: 90522, D Avg: 727510, [Dancing[155, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 621: HP: 3370, STR: 968, VIT: 641593, SPD: 72, LUK: 1, Attack: 85624, Defense: 727510, Current HP: 3370, A Avg: 89905, D Avg: 727510, [Penetra[161, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 620: HP: 3370, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 85019, Defense: 727510, Current HP: 3370, A Avg: 89269, D Avg: 727510, [Grand Slam[163, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 619: HP: 3580, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 85146, Defense: 727510, Current HP: 3580, A Avg: 89403, D Avg: 727510, [Cluster Bomb[170, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 618: HP: 4000, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 92364, Defense: 727510, Current HP: 4000, A Avg: 96982, D Avg: 727510, [Big Bang[171, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 617: HP: 8284, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 85231, Defense: 727510, Current HP: 8284, A Avg: 89492, D Avg: 727510, [Common Key[174, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 616: HP: 4000, STR: 178, VIT: 641593, SPD: 72, LUK: 1, Attack: 86420, Defense: 727510, Current HP: 4000, A Avg: 90741, D Avg: 727510, [Droid Hammer[177, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 615: HP: 3370, STR: 2032, VIT: 641593, SPD: 72, LUK: 1, Attack: 86961, Defense: 727510, Current HP: 3370, A Avg: 91309, D Avg: 727510, [Jack Knife[185, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 614: HP: 3370, STR: 2986, VIT: 641593, SPD: 72, LUK: 1, Attack: 87564, Defense: 727510, Current HP: 3370, A Avg: 91942, D Avg: 727510, [Magical[187, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 613: HP: 3370, STR: 709, VIT: 641593, SPD: 72, LUK: 1, Attack: 87760, Defense: 727510, Current HP: 3370, A Avg: 92148, D Avg: 727510, [Tekken[188, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 612: HP: 3370, STR: -69952, VIT: 641593, SPD: 72, LUK: 1, Attack: 29314, Defense: 727510, Current HP: 3370, A Avg: 30779, D Avg: 727510, [Sword of Evil[189, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 611: HP: 3370, STR: 3346, VIT: 641593, SPD: 72, LUK: 1, Attack: 91007, Defense: 727510, Current HP: 3370, A Avg: 95557, D Avg: 727510, [Neural Edge[190, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 610: HP: 1602, STR: 480, VIT: 642674, SPD: 72, LUK: 1, Attack: 84278, Defense: 727512, Current HP: 1602, A Avg: 88491, D Avg: 727512, [Ninja[135, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 609: HP: 1839, STR: 2719, VIT: 642674, SPD: 72, LUK: 1, Attack: 92628, Defense: 727512, Current HP: 1839, A Avg: 97259, D Avg: 727512, [Spectral Sword Shigure[172, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 608: HP: 1436, STR: 477, VIT: 642677, SPD: 72, LUK: 1, Attack: 84483, Defense: 727515, Current HP: 1436, A Avg: 88707, D Avg: 727515, [Crescent[141, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 607: HP: 2036, STR: 644, VIT: 642657, SPD: 72, LUK: 1, Attack: 86119, Defense: 727521, Current HP: 2036, A Avg: 90424, D Avg: 727521, [Elemental[121, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 606: HP: 2446, STR: 802, VIT: 642657, SPD: 72, LUK: 1, Attack: 85452, Defense: 727521, Current HP: 2446, A Avg: 89724, D Avg: 727521, [Diamond Knuckle[152, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 605: HP: 1606, STR: 1069, VIT: 642663, SPD: 72, LUK: 1, Attack: 85907, Defense: 727527, Current HP: 1606, A Avg: 90202, D Avg: 727527, [Classic[168, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 604: HP: 3779, STR: 401, VIT: 641610, SPD: 72, LUK: 1, Attack: 84368, Defense: 727527, Current HP: 3779, A Avg: 88586, D Avg: 727527, [Phantom Sword[117, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 603: HP: 1421, STR: 898, VIT: 643594, SPD: 72, LUK: 1, Attack: 86451, Defense: 727535, Current HP: 1421, A Avg: 90773, D Avg: 727535, [Hammer of Justice[186, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 602: HP: 1850, STR: 626, VIT: 642700, SPD: 72, LUK: 1, Attack: 85308, Defense: 727538, Current HP: 1850, A Avg: 89573, D Avg: 727538, [Thunder Whip[143, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 601: HP: 3380, STR: 318, VIT: 641622, SPD: 72, LUK: 1, Attack: 84161, Defense: 727539, Current HP: 3380, A Avg: 88369, D Avg: 727539, [Salamander[110, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 600: HP: 3370, STR: 388, VIT: 641622, SPD: 72, LUK: 1, Attack: 84472, Defense: 727539, Current HP: 3370, A Avg: 88695, D Avg: 727539, [Phantom Scythe[116, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 599: HP: 3380, STR: 318, VIT: 641622, SPD: 72, LUK: 1, Attack: 84190, Defense: 727539, Current HP: 3380, A Avg: 88399, D Avg: 727539, [Undine[118, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 598: HP: 3380, STR: 318, VIT: 641622, SPD: 72, LUK: 1, Attack: 84217, Defense: 727539, Current HP: 3380, A Avg: 88427, D Avg: 727539, [Sylph[119, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 597: HP: 3380, STR: 318, VIT: 641622, SPD: 72, LUK: 1, Attack: 84244, Defense: 727539, Current HP: 3380, A Avg: 88456, D Avg: 727539, [Gnome[120, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 596: HP: 1606, STR: 1499, VIT: 643307, SPD: 72, LUK: 1, Attack: 86287, Defense: 727547, Current HP: 1606, A Avg: 90601, D Avg: 727547, [Pulse Knife[165, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 595: HP: 3412, STR: 205, VIT: 641636, SPD: 72, LUK: 1, Attack: 88372, Defense: 727553, Current HP: 3412, A Avg: 92790, D Avg: 727553, [Basic[169, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 594: HP: 1511, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 84363, Defense: 727587, Current HP: 1511, A Avg: 88581, D Avg: 727587, [Wooden Stick[101, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 593: HP: 1511, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 84402, Defense: 727587, Current HP: 1511, A Avg: 88622, D Avg: 727587, [Club[102, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 592: HP: 1511, STR: 642, VIT: 642593, SPD: 72, LUK: 1, Attack: 84414, Defense: 727587, Current HP: 1511, A Avg: 88634, D Avg: 727587, [Short Sword[103, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 591: HP: 1511, STR: 716, VIT: 642593, SPD: 72, LUK: 1, Attack: 84527, Defense: 727587, Current HP: 1511, A Avg: 88753, D Avg: 727587, [Long Sword[104, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 590: HP: 1511, STR: 777, VIT: 642593, SPD: 72, LUK: 1, Attack: 84549, Defense: 727587, Current HP: 1511, A Avg: 88776, D Avg: 727587, [Wasp Knife[105, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 589: HP: 1511, STR: 707, VIT: 642593, SPD: 72, LUK: 1, Attack: 84531, Defense: 727587, Current HP: 1511, A Avg: 88757, D Avg: 727587, [Stun Knuckle[106, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 588: HP: 1511, STR: 786, VIT: 642593, SPD: 72, LUK: 1, Attack: 84629, Defense: 727587, Current HP: 1511, A Avg: 88860, D Avg: 727587, [Battle Scythe[107, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 587: HP: 1532, STR: 786, VIT: 642593, SPD: 72, LUK: 1, Attack: 84675, Defense: 727587, Current HP: 1532, A Avg: 88908, D Avg: 727587, [Iron Lumps[108, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 586: HP: 1511, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 84405, Defense: 727587, Current HP: 1511, A Avg: 88625, D Avg: 727587, [Decorative Swords[109, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 585: HP: 1511, STR: 804, VIT: 642593, SPD: 72, LUK: 1, Attack: 84927, Defense: 727587, Current HP: 1511, A Avg: 89173, D Avg: 727587, [Pinpoint[112, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 584: HP: 1532, STR: 856, VIT: 642593, SPD: 72, LUK: 1, Attack: 84862, Defense: 727587, Current HP: 1532, A Avg: 89105, D Avg: 727587, [Great Iron Mass[122, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 583: HP: 1522, STR: 707, VIT: 642593, SPD: 72, LUK: 1, Attack: 84700, Defense: 727587, Current HP: 1522, A Avg: 88935, D Avg: 727587, [Sword of Wood[124, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 582: HP: 1942, STR: 936, VIT: 642593, SPD: 72, LUK: 1, Attack: 85124, Defense: 727587, Current HP: 1942, A Avg: 89380, D Avg: 727587, [Sword of the Spirit Tree[125, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 581: HP: 1522, STR: 786, VIT: 642593, SPD: 72, LUK: 1, Attack: 84785, Defense: 727587, Current HP: 1522, A Avg: 89024, D Avg: 727587, [Greatsword[127, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 580: HP: 1938, STR: 862, VIT: 642593, SPD: 72, LUK: 1, Attack: 85284, Defense: 727587, Current HP: 1938, A Avg: 89548, D Avg: 727587, [Dreaming Sword[128, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 579: HP: 1532, STR: 655, VIT: 642593, SPD: 72, LUK: 1, Attack: 84430, Defense: 727587, Current HP: 1532, A Avg: 88651, D Avg: 727587, [Peacemaker[131, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 578: HP: 1574, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 84539, Defense: 727587, Current HP: 1574, A Avg: 88765, D Avg: 727587, [Daydream[132, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 577: HP: 2540, STR: 988, VIT: 642593, SPD: 72, LUK: 1, Attack: 86671, Defense: 727587, Current HP: 2540, A Avg: 91004, D Avg: 727587, [Dancing[155, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 576: HP: 1511, STR: 1427, VIT: 642593, SPD: 72, LUK: 1, Attack: 86083, Defense: 727587, Current HP: 1511, A Avg: 90387, D Avg: 727587, [Penetra[161, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 575: HP: 1721, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 85605, Defense: 727587, Current HP: 1721, A Avg: 89885, D Avg: 727587, [Cluster Bomb[170, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 574: HP: 2141, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 92823, Defense: 727587, Current HP: 2141, A Avg: 97464, D Avg: 727587, [Big Bang[171, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 573: HP: 6425, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 85690, Defense: 727587, Current HP: 6425, A Avg: 89974, D Avg: 727587, [Common Key[174, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 572: HP: 2141, STR: 637, VIT: 642593, SPD: 72, LUK: 1, Attack: 86879, Defense: 727587, Current HP: 2141, A Avg: 91222, D Avg: 727587, [Droid Hammer[177, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 571: HP: 1511, STR: 2491, VIT: 642593, SPD: 72, LUK: 1, Attack: 87420, Defense: 727587, Current HP: 1511, A Avg: 91791, D Avg: 727587, [Jack Knife[185, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 570: HP: 1511, STR: 3445, VIT: 642593, SPD: 72, LUK: 1, Attack: 88023, Defense: 727587, Current HP: 1511, A Avg: 92424, D Avg: 727587, [Magical[187, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 569: HP: 1511, STR: 1168, VIT: 642593, SPD: 72, LUK: 1, Attack: 88219, Defense: 727587, Current HP: 1511, A Avg: 92629, D Avg: 727587, [Tekken[188, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
