Rank 1000: HP: 1553, STR: 428, VIT: 477737, SPD: 54, LUK: 1, Attack: 86397, Defense: 561574, Current HP: 1553, A Avg: 90716, D Avg: 561574, [Fire Chariot[138, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 665: HP: 1146, STR: 387, VIT: 477896, SPD: 54, LUK: 1, Attack: 84276, Defense: 562734, Current HP: 1146, A Avg: 88489, D Avg: 562734, [Iron Lumps[108, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 664: HP: 1125, STR: 273, VIT: 477896, SPD: 54, LUK: 1, Attack: 84041, Defense: 562734, Current HP: 1125, A Avg: 88243, D Avg: 562734, [Decorative Swords[109, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 663: HP: 1125, STR: 405, VIT: 477896, SPD: 54, LUK: 1, Attack: 84528, Defense: 562734, Current HP: 1125, A Avg: 88754, D Avg: 562734, [Pinpoint[112, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 662: HP: 1146, STR: 439, VIT: 477896, SPD: 54, LUK: 1, Attack: 84445, Defense: 562734, Current HP: 1146, A Avg: 88667, D Avg: 562734, [Great Iron Mass[122, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 661: HP: 1136, STR: 325, VIT: 477896, SPD: 54, LUK: 1, Attack: 84318, Defense: 562734, Current HP: 1136, A Avg: 88533, D Avg: 562734, [Sword of Wood[124, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 660: HP: 1451, STR: 500, VIT: 477896, SPD: 54, LUK: 1, Attack: 84688, Defense: 562734, Current HP: 1451, A Avg: 88922, D Avg: 562734, [Sword of the Spirit Tree[125, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 659: HP: 1136, STR: 387, VIT: 477896, SPD: 54, LUK: 1, Attack: 84386, Defense: 562734, Current HP: 1136, A Avg: 88605, D Avg: 562734, [Greatsword[127, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 658: HP: 1446, STR: 444, VIT: 477896, SPD: 54, LUK: 1, Attack: 84866, Defense: 562734, Current HP: 1446, A Avg: 89109, D Avg: 562734, [Dreaming Sword[128, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 657: HP: 1146, STR: 291, VIT: 477896, SPD: 54, LUK: 1, Attack: 84066, Defense: 562734, Current HP: 1146, A Avg: 88269, D Avg: 562734, [Peacemaker[131, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 656: HP: 1188, STR: 273, VIT: 477896, SPD: 54, LUK: 1, Attack: 84175, Defense: 562734, Current HP: 1188, A Avg: 88383, D Avg: 562734, [Daydream[132, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 655: HP: 1944, STR: 534, VIT: 477896, SPD: 54, LUK: 1, Attack: 86217, Defense: 562734, Current HP: 1944, A Avg: 90527, D Avg: 562734, [Dancing[155, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 654: HP: 1125, STR: 865, VIT: 477896, SPD: 54, LUK: 1, Attack: 85521, Defense: 562734, Current HP: 1125, A Avg: 89797, D Avg: 562734, [Penetra[161, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 653: HP: 1125, STR: 273, VIT: 477896, SPD: 54, LUK: 1, Attack: 85114, Defense: 562734, Current HP: 1125, A Avg: 89369, D Avg: 562734, [Grand Slam[163, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 652: HP: 1335, STR: 273, VIT: 477896, SPD: 54, LUK: 1, Attack: 85241, Defense: 562734, Current HP: 1335, A Avg: 89503, D Avg: 562734, [Cluster Bomb[170, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 651: HP: 1755, STR: 273, VIT: 477896, SPD: 54, LUK: 1, Attack: 92459, Defense: 562734, Current HP: 1755, A Avg: 97081, D Avg: 562734, [Big Bang[171, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 650: HP: 4779, STR: 273, VIT: 477896, SPD: 54, LUK: 1, Attack: 85326, Defense: 562734, Current HP: 4779, A Avg: 89592, D Avg: 562734, [Common Key[174, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 649: HP: 1755, STR: 273, VIT: 477896, SPD: 54, LUK: 1, Attack: 86515, Defense: 562734, Current HP: 1755, A Avg: 90840, D Avg: 562734, [Droid Hammer[177, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 648: HP: 1125, STR: 1767, VIT: 477896, SPD: 54, LUK: 1, Attack: 86696, Defense: 562734, Current HP: 1125, A Avg: 91030, D Avg: 562734, [Jack Knife[185, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 647: HP: 1125, STR: 2361, VIT: 477896, SPD: 54, LUK: 1, Attack: 86939, Defense: 562734, Current HP: 1125, A Avg: 91285, D Avg: 562734, [Magical[187, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 646: HP: 1125, STR: 714, VIT: 477896, SPD: 54, LUK: 1, Attack: 87765, Defense: 562734, Current HP: 1125, A Avg: 92153, D Avg: 562734, [Tekken[188, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 645: HP: 1125, STR: -51875, VIT: 477896, SPD: 54, LUK: 1, Attack: 47391, Defense: 562734, Current HP: 1125, A Avg: 49760, D Avg: 562734, [Sword of Evil[189, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 644: HP: 1125, STR: 2721, VIT: 477896, SPD: 54, LUK: 1, Attack: 90382, Defense: 562734, Current HP: 1125, A Avg: 94901, D Avg: 562734, [Neural Edge[190, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 643: HP: 1430, STR: 442, VIT: 477914, SPD: 54, LUK: 1, Attack: 84409, Defense: 562752, Current HP: 1430, A Avg: 88629, D Avg: 562752, [Phantom Sword[117, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 642: HP: 1136, STR: 378, VIT: 477925, SPD: 54, LUK: 1, Attack: 84221, Defense: 562763, Current HP: 1136, A Avg: 88432, D Avg: 562763, [Salamander[110, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 641: HP: 1125, STR: 430, VIT: 477925, SPD: 54, LUK: 1, Attack: 84514, Defense: 562763, Current HP: 1125, A Avg: 88739, D Avg: 562763, [Phantom Scythe[116, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 640: HP: 1136, STR: 378, VIT: 477925, SPD: 54, LUK: 1, Attack: 84250, Defense: 562763, Current HP: 1136, A Avg: 88462, D Avg: 562763, [Undine[118, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 639: HP: 1136, STR: 378, VIT: 477925, SPD: 54, LUK: 1, Attack: 84277, Defense: 562763, Current HP: 1136, A Avg: 88490, D Avg: 562763, [Sylph[119, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 638: HP: 1136, STR: 378, VIT: 477925, SPD: 54, LUK: 1, Attack: 84304, Defense: 562763, Current HP: 1136, A Avg: 88519, D Avg: 562763, [Gnome[120, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 637: HP: 881, STR: 160, VIT: 478900, SPD: 54, LUK: 1, Attack: 84548, Defense: 562763, Current HP: 881, A Avg: 88775, D Avg: 562763, [Encryption Key[173, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 636: HP: 4535, STR: 1465, VIT: 478900, SPD: 54, LUK: 1, Attack: 89347, Defense: 562763, Current HP: 4535, A Avg: 93814, D Avg: 562763, [Wild Card[175, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 635: HP: 881, STR: 786, VIT: 478900, SPD: 54, LUK: 1, Attack: 86430, Defense: 562763, Current HP: 881, A Avg: 90751, D Avg: 562763, [Portal Sword[176, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 634: HP: 1616, STR: 561, VIT: 477908, SPD: 54, LUK: 1, Attack: 84502, Defense: 562772, Current HP: 1616, A Avg: 88727, D Avg: 562772, [Rusty Knife[156, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 633: HP: 1167, STR: 300, VIT: 477940, SPD: 54, LUK: 1, Attack: 88467, Defense: 562778, Current HP: 1167, A Avg: 92890, D Avg: 562778, [Basic[169, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 632: HP: 1616, STR: 518, VIT: 477937, SPD: 54, LUK: 1, Attack: 85993, Defense: 562801, Current HP: 1616, A Avg: 90292, D Avg: 562801, [Elemental[121, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 631: HP: 1921, STR: 640, VIT: 477937, SPD: 54, LUK: 1, Attack: 85290, Defense: 562801, Current HP: 1921, A Avg: 89554, D Avg: 562801, [Diamond Knuckle[152, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 630: HP: 1291, STR: 835, VIT: 477943, SPD: 54, LUK: 1, Attack: 85673, Defense: 562807, Current HP: 1291, A Avg: 89956, D Avg: 562807, [Classic[168, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 629: HP: 1125, STR: 387, VIT: 477980, SPD: 54, LUK: 1, Attack: 84263, Defense: 562818, Current HP: 1125, A Avg: 88476, D Avg: 562818, [Tornado[111, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 628: HP: 1430, STR: 378, VIT: 477980, SPD: 54, LUK: 1, Attack: 84403, Defense: 562818, Current HP: 1430, A Avg: 88623, D Avg: 562818, [Fairy Sword[113, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 627: HP: 1125, STR: 448, VIT: 477980, SPD: 54, LUK: 1, Attack: 84597, Defense: 562818, Current HP: 1125, A Avg: 88826, D Avg: 562818, [Giant Tornado[114, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 626: HP: 1140, STR: 387, VIT: 477980, SPD: 54, LUK: 1, Attack: 84203, Defense: 562818, Current HP: 1140, A Avg: 88413, D Avg: 562818, [Hand Axe[140, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 625: HP: 1146, STR: 430, VIT: 477980, SPD: 54, LUK: 1, Attack: 84423, Defense: 562818, Current HP: 1146, A Avg: 88644, D Avg: 562818, [Wooden Boomerang[167, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 624: HP: 881, STR: 160, VIT: 478929, SPD: 54, LUK: 1, Attack: 84548, Defense: 562818, Current HP: 881, A Avg: 88775, D Avg: 562818, [Encryption Key[173, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 623: HP: 4535, STR: 1465, VIT: 478929, SPD: 54, LUK: 1, Attack: 89347, Defense: 562818, Current HP: 4535, A Avg: 93814, D Avg: 562818, [Wild Card[175, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 622: HP: 881, STR: 786, VIT: 478929, SPD: 54, LUK: 1, Attack: 86430, Defense: 562818, Current HP: 881, A Avg: 90751, D Avg: 562818, [Portal Sword[176, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 621: HP: 1266, STR: 390, VIT: 477983, SPD: 54, LUK: 1, Attack: 84188, Defense: 562821, Current HP: 1266, A Avg: 88397, D Avg: 562821, [Ninja[135, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 620: HP: 1142, STR: 387, VIT: 477986, SPD: 54, LUK: 1, Attack: 84393, Defense: 562824, Current HP: 1142, A Avg: 88612, D Avg: 562824, [Crescent[141, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 619: HP: 2026, STR: 1229, VIT: 478584, SPD: 54, LUK: 1, Attack: 86563, Defense: 562824, Current HP: 2026, A Avg: 90891, D Avg: 562824, [Impulse[166, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 618: HP: 1411, STR: 160, VIT: 478900, SPD: 54, LUK: 1, Attack: 84548, Defense: 562828, Current HP: 1411, A Avg: 88775, D Avg: 562828, [Encryption Key[173, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 617: HP: 5065, STR: 1465, VIT: 478900, SPD: 54, LUK: 1, Attack: 89347, Defense: 562828, Current HP: 5065, A Avg: 93814, D Avg: 562828, [Wild Card[175, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 616: HP: 1411, STR: 786, VIT: 478900, SPD: 54, LUK: 1, Attack: 86430, Defense: 562828, Current HP: 1411, A Avg: 90751, D Avg: 562828, [Portal Sword[176, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 615: HP: 965, STR: 160, VIT: 478914, SPD: 54, LUK: 1, Attack: 84548, Defense: 562842, Current HP: 965, A Avg: 88775, D Avg: 562842, [Encryption Key[173, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 614: HP: 4619, STR: 1465, VIT: 478914, SPD: 54, LUK: 1, Attack: 89347, Defense: 562842, Current HP: 4619, A Avg: 93814, D Avg: 562842, [Wild Card[175, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 613: HP: 965, STR: 786, VIT: 478914, SPD: 54, LUK: 1, Attack: 86430, Defense: 562842, Current HP: 965, A Avg: 90751, D Avg: 562842, [Portal Sword[176, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 612: HP: 1451, STR: 500, VIT: 478009, SPD: 54, LUK: 1, Attack: 85182, Defense: 562847, Current HP: 1451, A Avg: 89441, D Avg: 562847, [Thunder Whip[143, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 611: HP: 1545, STR: 2359, VIT: 478012, SPD: 54, LUK: 1, Attack: 92268, Defense: 562850, Current HP: 1545, A Avg: 96881, D Avg: 562850, [Spectral Sword Shigure[172, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 610: HP: 1616, STR: 954, VIT: 477992, SPD: 54, LUK: 1, Attack: 85792, Defense: 562856, Current HP: 1616, A Avg: 90081, D Avg: 562856, [Willow Blade[157, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 609: HP: 2330, STR: 813, VIT: 477992, SPD: 54, LUK: 1, Attack: 85736, Defense: 562856, Current HP: 2330, A Avg: 90022, D Avg: 562856, [Pangaea[164, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 608: HP: 1700, STR: 622, VIT: 478021, SPD: 54, LUK: 1, Attack: 85954, Defense: 562885, Current HP: 1700, A Avg: 90251, D Avg: 562885, [Tower[149, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 607: HP: 1472, STR: 378, VIT: 478065, SPD: 54, LUK: 1, Attack: 84234, Defense: 562903, Current HP: 1472, A Avg: 88445, D Avg: 562903, [Emerald Sword[115, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 606: HP: 1207, STR: 160, VIT: 479068, SPD: 54, LUK: 1, Attack: 84548, Defense: 562905, Current HP: 1207, A Avg: 88775, D Avg: 562905, [Encryption Key[173, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 605: HP: 4861, STR: 1465, VIT: 479068, SPD: 54, LUK: 1, Attack: 89347, Defense: 562905, Current HP: 4861, A Avg: 93814, D Avg: 562905, [Wild Card[175, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 604: HP: 1207, STR: 786, VIT: 479068, SPD: 54, LUK: 1, Attack: 86430, Defense: 562905, Current HP: 1207, A Avg: 90751, D Avg: 562905, [Portal Sword[176, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 603: HP: 1308, STR: 439, VIT: 478070, SPD: 54, LUK: 1, Attack: 84341, Defense: 562908, Current HP: 1308, A Avg: 88558, D Avg: 562908, [Crossed Shuriken[136, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 602: HP: 1472, STR: 491, VIT: 478079, SPD: 54, LUK: 1, Attack: 85004, Defense: 562917, Current HP: 1472, A Avg: 89254, D Avg: 562917, [Maximum Iron Mass[123, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 601: HP: 1091, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 83886, Defense: 562943, Current HP: 1091, A Avg: 88080, D Avg: 562943, [Wooden Stick[101, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 600: HP: 1091, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 83925, Defense: 562943, Current HP: 1091, A Avg: 88121, D Avg: 562943, [Club[102, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 599: HP: 1091, STR: 165, VIT: 477975, SPD: 54, LUK: 1, Attack: 83937, Defense: 562943, Current HP: 1091, A Avg: 88133, D Avg: 562943, [Short Sword[103, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 598: HP: 1091, STR: 221, VIT: 477975, SPD: 54, LUK: 1, Attack: 84032, Defense: 562943, Current HP: 1091, A Avg: 88233, D Avg: 562943, [Long Sword[104, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 597: HP: 1091, STR: 264, VIT: 477975, SPD: 54, LUK: 1, Attack: 84036, Defense: 562943, Current HP: 1091, A Avg: 88237, D Avg: 562943, [Wasp Knife[105, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 596: HP: 1091, STR: 212, VIT: 477975, SPD: 54, LUK: 1, Attack: 84036, Defense: 562943, Current HP: 1091, A Avg: 88237, D Avg: 562943, [Stun Knuckle[106, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 595: HP: 1091, STR: 273, VIT: 477975, SPD: 54, LUK: 1, Attack: 84116, Defense: 562943, Current HP: 1091, A Avg: 88321, D Avg: 562943, [Battle Scythe[107, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 594: HP: 1112, STR: 273, VIT: 477975, SPD: 54, LUK: 1, Attack: 84162, Defense: 562943, Current HP: 1112, A Avg: 88370, D Avg: 562943, [Iron Lumps[108, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 593: HP: 1091, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 83928, Defense: 562943, Current HP: 1091, A Avg: 88124, D Avg: 562943, [Decorative Swords[109, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 592: HP: 1091, STR: 291, VIT: 477975, SPD: 54, LUK: 1, Attack: 84414, Defense: 562943, Current HP: 1091, A Avg: 88634, D Avg: 562943, [Pinpoint[112, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 591: HP: 1112, STR: 325, VIT: 477975, SPD: 54, LUK: 1, Attack: 84331, Defense: 562943, Current HP: 1112, A Avg: 88547, D Avg: 562943, [Great Iron Mass[122, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 590: HP: 1102, STR: 212, VIT: 477975, SPD: 54, LUK: 1, Attack: 84205, Defense: 562943, Current HP: 1102, A Avg: 88415, D Avg: 562943, [Sword of Wood[124, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 589: HP: 1417, STR: 387, VIT: 477975, SPD: 54, LUK: 1, Attack: 84575, Defense: 562943, Current HP: 1417, A Avg: 88803, D Avg: 562943, [Sword of the Spirit Tree[125, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 588: HP: 1102, STR: 273, VIT: 477975, SPD: 54, LUK: 1, Attack: 84272, Defense: 562943, Current HP: 1102, A Avg: 88485, D Avg: 562943, [Greatsword[127, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 587: HP: 1413, STR: 331, VIT: 477975, SPD: 54, LUK: 1, Attack: 84753, Defense: 562943, Current HP: 1413, A Avg: 88990, D Avg: 562943, [Dreaming Sword[128, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 586: HP: 1112, STR: 178, VIT: 477975, SPD: 54, LUK: 1, Attack: 83953, Defense: 562943, Current HP: 1112, A Avg: 88150, D Avg: 562943, [Peacemaker[131, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 585: HP: 1154, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 84062, Defense: 562943, Current HP: 1154, A Avg: 88265, D Avg: 562943, [Daydream[132, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 584: HP: 1910, STR: 421, VIT: 477975, SPD: 54, LUK: 1, Attack: 86104, Defense: 562943, Current HP: 1910, A Avg: 90409, D Avg: 562943, [Dancing[155, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 583: HP: 1091, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 85001, Defense: 562943, Current HP: 1091, A Avg: 89251, D Avg: 562943, [Grand Slam[163, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 582: HP: 1301, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 85128, Defense: 562943, Current HP: 1301, A Avg: 89384, D Avg: 562943, [Cluster Bomb[170, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 581: HP: 1721, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 92346, Defense: 562943, Current HP: 1721, A Avg: 96963, D Avg: 562943, [Big Bang[171, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 580: HP: 4745, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 85213, Defense: 562943, Current HP: 4745, A Avg: 89473, D Avg: 562943, [Common Key[174, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 579: HP: 1721, STR: 160, VIT: 477975, SPD: 54, LUK: 1, Attack: 86402, Defense: 562943, Current HP: 1721, A Avg: 90722, D Avg: 562943, [Droid Hammer[177, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 578: HP: 1091, STR: 1654, VIT: 477975, SPD: 54, LUK: 1, Attack: 86583, Defense: 562943, Current HP: 1091, A Avg: 90912, D Avg: 562943, [Jack Knife[185, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 577: HP: 1291, STR: 752, VIT: 478703, SPD: 54, LUK: 1, Attack: 86305, Defense: 562943, Current HP: 1291, A Avg: 90620, D Avg: 562943, [Hammer of Justice[186, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 576: HP: 1091, STR: 2248, VIT: 477975, SPD: 54, LUK: 1, Attack: 86826, Defense: 562943, Current HP: 1091, A Avg: 91167, D Avg: 562943, [Magical[187, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 575: HP: 1091, STR: 601, VIT: 477975, SPD: 54, LUK: 1, Attack: 87652, Defense: 562943, Current HP: 1091, A Avg: 92034, D Avg: 562943, [Tekken[188, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 574: HP: 1091, STR: -51988, VIT: 477975, SPD: 54, LUK: 1, Attack: 47278, Defense: 562943, Current HP: 1091, A Avg: 49641, D Avg: 562943, [Sword of Evil[189, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
