Rank 1000: HP: 171, STR: 101, VIT: 48, SPD: 1, LUK: 1, Attack: 84107, Defense: 89826, Current HP: 171, A Avg: 90415, D Avg: 89826, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 643: HP: 190, STR: 88, VIT: 56, SPD: 1, LUK: 1, Attack: 86057, Defense: 89834, Current HP: 190, A Avg: 90359, D Avg: 89834, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 642: HP: 190, STR: 88, VIT: 56, SPD: 1, LUK: 1, Attack: 86057, Defense: 89834, Current HP: 190, A Avg: 92511, D Avg: 89834, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 641: HP: 261, STR: 55, VIT: 56, SPD: 1, LUK: 1, Attack: 84737, Defense: 89834, Current HP: 261, A Avg: 88973, D Avg: 89834, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 640: HP: 152, STR: 24, VIT: 56, SPD: 2, LUK: 1, Attack: 84134, Defense: 89834, Current HP: 152, A Avg: 88340, D Avg: 89834, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 639: HP: 190, STR: 90, VIT: 56, SPD: 1, LUK: 1, Attack: 84200, Defense: 89834, Current HP: 190, A Avg: 88410, D Avg: 89834, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 638: HP: 190, STR: 101, VIT: 56, SPD: 1, LUK: 1, Attack: 84211, Defense: 89834, Current HP: 190, A Avg: 90526, D Avg: 89834, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 637: HP: 261, STR: 61, VIT: 56, SPD: 1, LUK: 1, Attack: 84886, Defense: 89834, Current HP: 261, A Avg: 89130, D Avg: 89834, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 636: HP: 290, STR: 55, VIT: 56, SPD: 1, LUK: 1, Attack: 86401, Defense: 89834, Current HP: 290, A Avg: 90721, D Avg: 89834, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 635: HP: 377, STR: 55, VIT: 56, SPD: 1, LUK: 1, Attack: 85387, Defense: 89834, Current HP: 377, A Avg: 89656, D Avg: 89834, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 634: HP: 348, STR: 32, VIT: 56, SPD: 1, LUK: 1, Attack: 84844, Defense: 89834, Current HP: 348, A Avg: 89086, D Avg: 89834, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 633: HP: 232, STR: 33, VIT: 56, SPD: 1, LUK: 1, Attack: 84351, Defense: 89834, Current HP: 232, A Avg: 88568, D Avg: 89834, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 632: HP: 261, STR: 77, VIT: 56, SPD: 1, LUK: 1, Attack: 84727, Defense: 89834, Current HP: 261, A Avg: 88963, D Avg: 89834, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 631: HP: 116, STR: 64, VIT: 56, SPD: 1, LUK: 1, Attack: 84798, Defense: 89834, Current HP: 116, A Avg: 89037, D Avg: 89834, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 630: HP: 114, STR: 64, VIT: 56, SPD: 2, LUK: 1, Attack: 84798, Defense: 89834, Current HP: 114, A Avg: 89037, D Avg: 107800, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 629: HP: 159, STR: 112, VIT: 56, SPD: 1, LUK: 1, Attack: 84846, Defense: 89834, Current HP: 159, A Avg: 89088, D Avg: 89834, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 628: HP: 290, STR: 24, VIT: 56, SPD: 1, LUK: 1, Attack: 84732, Defense: 89834, Current HP: 290, A Avg: 88968, D Avg: 89834, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 627: HP: 228, STR: 24, VIT: 56, SPD: 2, LUK: 1, Attack: 84732, Defense: 89834, Current HP: 228, A Avg: 88968, D Avg: 107800, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 626: HP: 351, STR: 72, VIT: 56, SPD: 1, LUK: 1, Attack: 84780, Defense: 89834, Current HP: 351, A Avg: 89019, D Avg: 89834, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 625: HP: 133, STR: 34, VIT: 56, SPD: 2, LUK: 1, Attack: 85678, Defense: 89834, Current HP: 133, A Avg: 89961, D Avg: 89834, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 624: HP: 171, STR: 98, VIT: 56, SPD: 1, LUK: 1, Attack: 85742, Defense: 89834, Current HP: 171, A Avg: 90029, D Avg: 89834, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 623: HP: 171, STR: 98, VIT: 56, SPD: 1, LUK: 1, Attack: 85742, Defense: 89834, Current HP: 171, A Avg: 92172, D Avg: 89834, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 622: HP: 114, STR: 40, VIT: 56, SPD: 2, LUK: 1, Attack: 88207, Defense: 89834, Current HP: 114, A Avg: 92617, D Avg: 89834, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 621: HP: 114, STR: 66, VIT: 56, SPD: 1, LUK: 2, Attack: 88233, Defense: 89834, Current HP: 114, A Avg: 92644, D Avg: 89834, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 620: HP: 95, STR: 116, VIT: 56, SPD: 1, LUK: 1, Attack: 88283, Defense: 89834, Current HP: 95, A Avg: 92697, D Avg: 89834, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 619: HP: 114, STR: 32, VIT: 57, SPD: 2, LUK: 1, Attack: 83999, Defense: 89835, Current HP: 114, A Avg: 88198, D Avg: 89835, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 618: HP: 152, STR: 96, VIT: 57, SPD: 1, LUK: 1, Attack: 84063, Defense: 89835, Current HP: 152, A Avg: 88266, D Avg: 89835, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 617: HP: 152, STR: 96, VIT: 57, SPD: 1, LUK: 1, Attack: 84063, Defense: 89835, Current HP: 152, A Avg: 90367, D Avg: 89835, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 616: HP: 57, STR: 32, VIT: 57, SPD: 1, LUK: 1, Attack: 83934, Defense: 89835, Current HP: 57, A Avg: 88130, D Avg: 89835, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 615: HP: 286, STR: 24, VIT: 57, SPD: 1, LUK: 1, Attack: 83926, Defense: 89835, Current HP: 286, A Avg: 88122, D Avg: 89835, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 614: HP: 176, STR: 40, VIT: 57, SPD: 1, LUK: 1, Attack: 83942, Defense: 89835, Current HP: 176, A Avg: 105766, D Avg: 89835, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 613: HP: 72, STR: 32, VIT: 57, SPD: 1, LUK: 1, Attack: 84038, Defense: 89835, Current HP: 72, A Avg: 88239, D Avg: 89835, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 612: HP: 303, STR: 24, VIT: 57, SPD: 1, LUK: 1, Attack: 84030, Defense: 89835, Current HP: 303, A Avg: 88231, D Avg: 89835, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 611: HP: 193, STR: 40, VIT: 57, SPD: 1, LUK: 1, Attack: 84046, Defense: 89835, Current HP: 193, A Avg: 105897, D Avg: 89835, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 610: HP: 85, STR: 44, VIT: 57, SPD: 1, LUK: 1, Attack: 84076, Defense: 89835, Current HP: 85, A Avg: 88279, D Avg: 89835, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 609: HP: 76, STR: 40, VIT: 57, SPD: 1, LUK: 1, Attack: 84072, Defense: 89835, Current HP: 76, A Avg: 88275, D Avg: 89835, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 608: HP: 66, STR: 35, VIT: 57, SPD: 1, LUK: 1, Attack: 84873, Defense: 89835, Current HP: 66, A Avg: 89116, D Avg: 89835, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 607: HP: 57, STR: 86, VIT: 57, SPD: 1, LUK: 1, Attack: 84924, Defense: 89835, Current HP: 57, A Avg: 89170, D Avg: 89835, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 606: HP: 133, STR: 32, VIT: 59, SPD: 2, LUK: 1, Attack: 84998, Defense: 89837, Current HP: 133, A Avg: 89247, D Avg: 89837, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 605: HP: 171, STR: 96, VIT: 59, SPD: 1, LUK: 1, Attack: 85062, Defense: 89837, Current HP: 171, A Avg: 89315, D Avg: 89837, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 604: HP: 171, STR: 96, VIT: 59, SPD: 1, LUK: 1, Attack: 85062, Defense: 89837, Current HP: 171, A Avg: 91441, D Avg: 89837, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 603: HP: 66, STR: 33, VIT: 59, SPD: 1, LUK: 1, Attack: 84143, Defense: 89837, Current HP: 66, A Avg: 88350, D Avg: 89837, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 602: HP: 297, STR: 25, VIT: 59, SPD: 1, LUK: 1, Attack: 84135, Defense: 89837, Current HP: 297, A Avg: 88341, D Avg: 89837, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 601: HP: 187, STR: 41, VIT: 59, SPD: 1, LUK: 1, Attack: 84151, Defense: 89837, Current HP: 187, A Avg: 106030, D Avg: 89837, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 600: HP: 261, STR: 55, VIT: 59, SPD: 1, LUK: 1, Attack: 84087, Defense: 89837, Current HP: 261, A Avg: 88291, D Avg: 89837, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 599: HP: 190, STR: 27, VIT: 59, SPD: 2, LUK: 1, Attack: 85070, Defense: 89837, Current HP: 190, A Avg: 89323, D Avg: 89837, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 598: HP: 228, STR: 96, VIT: 59, SPD: 1, LUK: 1, Attack: 85139, Defense: 89837, Current HP: 228, A Avg: 89395, D Avg: 89837, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 597: HP: 228, STR: 107, VIT: 59, SPD: 1, LUK: 1, Attack: 85150, Defense: 89837, Current HP: 228, A Avg: 91536, D Avg: 89837, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 596: HP: 232, STR: 43, VIT: 59, SPD: 1, LUK: 1, Attack: 84881, Defense: 89837, Current HP: 232, A Avg: 89125, D Avg: 89837, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 595: HP: 57, STR: 24, VIT: 62, SPD: 1, LUK: 1, Attack: 84024, Defense: 89840, Current HP: 57, A Avg: 88225, D Avg: 89840, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 594: HP: 286, STR: 16, VIT: 62, SPD: 1, LUK: 1, Attack: 84016, Defense: 89840, Current HP: 286, A Avg: 88216, D Avg: 89840, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 593: HP: 176, STR: 32, VIT: 62, SPD: 1, LUK: 1, Attack: 84032, Defense: 89840, Current HP: 176, A Avg: 105880, D Avg: 89840, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 592: HP: 76, STR: 32, VIT: 62, SPD: 1, LUK: 1, Attack: 84153, Defense: 89840, Current HP: 76, A Avg: 88360, D Avg: 89840, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 591: HP: 308, STR: 24, VIT: 62, SPD: 1, LUK: 1, Attack: 84145, Defense: 89840, Current HP: 308, A Avg: 88352, D Avg: 89840, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 590: HP: 198, STR: 40, VIT: 62, SPD: 1, LUK: 1, Attack: 84161, Defense: 89840, Current HP: 198, A Avg: 106042, D Avg: 89840, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 589: HP: 114, STR: 30, VIT: 62, SPD: 1, LUK: 1, Attack: 84140, Defense: 89840, Current HP: 114, A Avg: 88347, D Avg: 89840, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 588: HP: 352, STR: 22, VIT: 62, SPD: 1, LUK: 1, Attack: 84132, Defense: 89840, Current HP: 352, A Avg: 88338, D Avg: 89840, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 587: HP: 242, STR: 38, VIT: 62, SPD: 1, LUK: 1, Attack: 84148, Defense: 89840, Current HP: 242, A Avg: 106026, D Avg: 89840, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 586: HP: 76, STR: 33, VIT: 62, SPD: 1, LUK: 1, Attack: 84546, Defense: 89840, Current HP: 76, A Avg: 88773, D Avg: 89840, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 585: HP: 308, STR: 25, VIT: 62, SPD: 1, LUK: 1, Attack: 84538, Defense: 89840, Current HP: 308, A Avg: 88764, D Avg: 89840, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 584: HP: 198, STR: 41, VIT: 62, SPD: 1, LUK: 1, Attack: 84554, Defense: 89840, Current HP: 198, A Avg: 106538, D Avg: 89840, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 583: HP: 64, STR: 30, VIT: 62, SPD: 1, LUK: 1, Attack: 85778, Defense: 89840, Current HP: 64, A Avg: 90066, D Avg: 89840, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 582: HP: 294, STR: 22, VIT: 62, SPD: 1, LUK: 1, Attack: 85770, Defense: 89840, Current HP: 294, A Avg: 90058, D Avg: 89840, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 581: HP: 184, STR: 38, VIT: 62, SPD: 1, LUK: 1, Attack: 85786, Defense: 89840, Current HP: 184, A Avg: 108090, D Avg: 89840, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 580: HP: 123, STR: 16, VIT: 64, SPD: 2, LUK: 1, Attack: 83859, Defense: 89842, Current HP: 123, A Avg: 88051, D Avg: 89842, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 579: HP: 161, STR: 95, VIT: 64, SPD: 1, LUK: 1, Attack: 83938, Defense: 89842, Current HP: 161, A Avg: 88134, D Avg: 89842, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 578: HP: 161, STR: 77, VIT: 64, SPD: 1, LUK: 1, Attack: 83920, Defense: 89842, Current HP: 161, A Avg: 90214, D Avg: 89842, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 577: HP: 114, STR: 19, VIT: 64, SPD: 2, LUK: 1, Attack: 84103, Defense: 89842, Current HP: 114, A Avg: 88308, D Avg: 89842, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 576: HP: 152, STR: 77, VIT: 64, SPD: 1, LUK: 1, Attack: 84161, Defense: 89842, Current HP: 152, A Avg: 88369, D Avg: 89842, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 575: HP: 152, STR: 77, VIT: 64, SPD: 1, LUK: 1, Attack: 84161, Defense: 89842, Current HP: 152, A Avg: 90473, D Avg: 89842, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 574: HP: 123, STR: 16, VIT: 64, SPD: 2, LUK: 1, Attack: 83888, Defense: 89842, Current HP: 123, A Avg: 88082, D Avg: 89842, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 573: HP: 161, STR: 95, VIT: 64, SPD: 1, LUK: 1, Attack: 83967, Defense: 89842, Current HP: 161, A Avg: 88165, D Avg: 89842, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 572: HP: 161, STR: 77, VIT: 64, SPD: 1, LUK: 1, Attack: 83949, Defense: 89842, Current HP: 161, A Avg: 90245, D Avg: 89842, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 571: HP: 123, STR: 16, VIT: 64, SPD: 2, LUK: 1, Attack: 83915, Defense: 89842, Current HP: 123, A Avg: 88110, D Avg: 89842, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 570: HP: 161, STR: 95, VIT: 64, SPD: 1, LUK: 1, Attack: 83994, Defense: 89842, Current HP: 161, A Avg: 88193, D Avg: 89842, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 569: HP: 161, STR: 77, VIT: 64, SPD: 1, LUK: 1, Attack: 83976, Defense: 89842, Current HP: 161, A Avg: 90274, D Avg: 89842, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 568: HP: 123, STR: 16, VIT: 64, SPD: 2, LUK: 1, Attack: 83942, Defense: 89842, Current HP: 123, A Avg: 88139, D Avg: 89842, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 567: HP: 161, STR: 95, VIT: 64, SPD: 1, LUK: 1, Attack: 84021, Defense: 89842, Current HP: 161, A Avg: 88222, D Avg: 89842, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 566: HP: 161, STR: 77, VIT: 64, SPD: 1, LUK: 1, Attack: 84003, Defense: 89842, Current HP: 161, A Avg: 90303, D Avg: 89842, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 565: HP: 133, STR: 32, VIT: 64, SPD: 2, LUK: 1, Attack: 85507, Defense: 89842, Current HP: 133, A Avg: 89782, D Avg: 89842, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 564: HP: 171, STR: 127, VIT: 64, SPD: 1, LUK: 1, Attack: 85602, Defense: 89842, Current HP: 171, A Avg: 89882, D Avg: 89842, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 563: HP: 171, STR: 103, VIT: 64, SPD: 1, LUK: 1, Attack: 85578, Defense: 89842, Current HP: 171, A Avg: 91996, D Avg: 89842, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 562: HP: 95, STR: 32, VIT: 64, SPD: 1, LUK: 1, Attack: 84545, Defense: 89842, Current HP: 95, A Avg: 88772, D Avg: 89842, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 561: HP: 330, STR: 24, VIT: 64, SPD: 1, LUK: 1, Attack: 84537, Defense: 89842, Current HP: 330, A Avg: 88763, D Avg: 89842, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 560: HP: 220, STR: 40, VIT: 64, SPD: 1, LUK: 1, Attack: 84553, Defense: 89842, Current HP: 220, A Avg: 106536, D Avg: 89842, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 559: HP: 133, STR: 38, VIT: 64, SPD: 2, LUK: 1, Attack: 85136, Defense: 89842, Current HP: 133, A Avg: 89392, D Avg: 89842, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 558: HP: 171, STR: 103, VIT: 64, SPD: 1, LUK: 1, Attack: 85201, Defense: 89842, Current HP: 171, A Avg: 89461, D Avg: 89842, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 557: HP: 171, STR: 103, VIT: 64, SPD: 1, LUK: 1, Attack: 85201, Defense: 89842, Current HP: 171, A Avg: 91591, D Avg: 89842, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 556: HP: 95, STR: 30, VIT: 64, SPD: 1, LUK: 1, Attack: 85999, Defense: 89842, Current HP: 95, A Avg: 90298, D Avg: 89842, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 555: HP: 330, STR: 22, VIT: 64, SPD: 1, LUK: 1, Attack: 85991, Defense: 89842, Current HP: 330, A Avg: 90290, D Avg: 89842, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 554: HP: 220, STR: 38, VIT: 64, SPD: 1, LUK: 1, Attack: 86007, Defense: 89842, Current HP: 220, A Avg: 108368, D Avg: 89842, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 553: HP: 133, STR: 32, VIT: 64, SPD: 2, LUK: 1, Attack: 84714, Defense: 89842, Current HP: 133, A Avg: 88949, D Avg: 89842, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 552: HP: 171, STR: 103, VIT: 64, SPD: 1, LUK: 1, Attack: 84785, Defense: 89842, Current HP: 171, A Avg: 89024, D Avg: 89842, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 551: HP: 171, STR: 116, VIT: 64, SPD: 1, LUK: 1, Attack: 84798, Defense: 89842, Current HP: 171, A Avg: 91157, D Avg: 89842, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 550: HP: 95, STR: 32, VIT: 64, SPD: 1, LUK: 1, Attack: 84142, Defense: 89842, Current HP: 95, A Avg: 88349, D Avg: 89842, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 549: HP: 330, STR: 24, VIT: 64, SPD: 1, LUK: 1, Attack: 84134, Defense: 89842, Current HP: 330, A Avg: 88340, D Avg: 89842, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 548: HP: 220, STR: 40, VIT: 64, SPD: 1, LUK: 1, Attack: 84150, Defense: 89842, Current HP: 220, A Avg: 106029, D Avg: 89842, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 547: HP: 133, STR: 36, VIT: 64, SPD: 2, LUK: 1, Attack: 84861, Defense: 89842, Current HP: 133, A Avg: 89104, D Avg: 89842, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 546: HP: 171, STR: 111, VIT: 64, SPD: 1, LUK: 1, Attack: 84936, Defense: 89842, Current HP: 171, A Avg: 89182, D Avg: 89842, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 545: HP: 171, STR: 124, VIT: 64, SPD: 1, LUK: 1, Attack: 84949, Defense: 89842, Current HP: 171, A Avg: 91320, D Avg: 89842, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 544: HP: 152, STR: 32, VIT: 64, SPD: 2, LUK: 1, Attack: 86378, Defense: 89842, Current HP: 152, A Avg: 90696, D Avg: 89842, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
