Rank 1000: HP: 1713, STR: 482, VIT: 560065, SPD: 63, LUK: 1, Attack: 84592, Defense: 643902, Current HP: 1713, A Avg: 88821, D Avg: 643902, [Dragon Killer[139, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 704: HP: 1511, STR: 379, VIT: 560071, SPD: 63, LUK: 1, Attack: 84567, Defense: 644935, Current HP: 1511, A Avg: 88795, D Avg: 644935, [Cagliostro[133, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 703: HP: 1459, STR: 635, VIT: 560079, SPD: 63, LUK: 1, Attack: 84745, Defense: 644943, Current HP: 1459, A Avg: 88982, D Avg: 644943, [Windmill[137, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 702: HP: 1448, STR: 563, VIT: 560082, SPD: 63, LUK: 1, Attack: 84563, Defense: 644946, Current HP: 1448, A Avg: 88791, D Avg: 644946, [Kirisame[129, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 701: HP: 1826, STR: 572, VIT: 560082, SPD: 63, LUK: 1, Attack: 84693, Defense: 644946, Current HP: 1826, A Avg: 88927, D Avg: 644946, [Black Kirisame[130, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 700: HP: 1814, STR: 754, VIT: 560082, SPD: 63, LUK: 1, Attack: 86502, Defense: 644946, Current HP: 1814, A Avg: 90827, D Avg: 644946, [Scythe of the Grim Reaper[148, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 699: HP: 1847, STR: 572, VIT: 560085, SPD: 63, LUK: 1, Attack: 84682, Defense: 644949, Current HP: 1847, A Avg: 88916, D Avg: 644949, [Serpent[144, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 698: HP: 2041, STR: 698, VIT: 560091, SPD: 63, LUK: 1, Attack: 85664, Defense: 644955, Current HP: 2041, A Avg: 89947, D Avg: 644955, [Red Shark[134, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 697: HP: 2666, STR: 563, VIT: 560720, SPD: 63, LUK: 1, Attack: 85271, Defense: 644960, Current HP: 2666, A Avg: 89534, D Avg: 644960, [Thin Blade[158, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 696: HP: 2162, STR: 563, VIT: 560100, SPD: 63, LUK: 1, Attack: 84881, Defense: 644964, Current HP: 2162, A Avg: 89125, D Avg: 644964, [Ruby Knuckle[151, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 695: HP: 1364, STR: 781, VIT: 561132, SPD: 63, LUK: 1, Attack: 86334, Defense: 644969, Current HP: 1364, A Avg: 90650, D Avg: 644969, [Hammer of Justice[186, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 694: HP: 2125, STR: 1321, VIT: 561042, SPD: 63, LUK: 1, Attack: 86655, Defense: 644983, Current HP: 2125, A Avg: 90987, D Avg: 644983, [Impulse[166, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 693: HP: 2666, STR: 914, VIT: 560749, SPD: 63, LUK: 1, Attack: 86766, Defense: 644989, Current HP: 2666, A Avg: 91104, D Avg: 644989, [Santoku[159, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 692: HP: 1826, STR: 923, VIT: 560129, SPD: 63, LUK: 1, Attack: 85657, Defense: 644993, Current HP: 1826, A Avg: 89939, D Avg: 644993, [Irruption[154, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 691: HP: 1616, STR: 1076, VIT: 561173, SPD: 63, LUK: 1, Attack: 87565, Defense: 645010, Current HP: 1616, A Avg: 91943, D Avg: 645010, [Cuttlefish[178, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 690: HP: 2326, STR: 813, VIT: 560775, SPD: 63, LUK: 1, Attack: 86457, Defense: 645015, Current HP: 2326, A Avg: 90779, D Avg: 645015, [Gladius[162, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 689: HP: 1797, STR: 631, VIT: 560181, SPD: 63, LUK: 1, Attack: 84741, Defense: 645045, Current HP: 1797, A Avg: 88978, D Avg: 645045, [Dragon Killer[139, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 688: HP: 1826, STR: 635, VIT: 560181, SPD: 63, LUK: 1, Attack: 85148, Defense: 645045, Current HP: 1826, A Avg: 89405, D Avg: 645045, [Volcano[142, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 687: HP: 1847, STR: 631, VIT: 560184, SPD: 63, LUK: 1, Attack: 86600, Defense: 645048, Current HP: 1847, A Avg: 90930, D Avg: 645048, [Fire Chariot[138, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 686: HP: 2078, STR: 2131, VIT: 560813, SPD: 63, LUK: 1, Attack: 86631, Defense: 645053, Current HP: 2078, A Avg: 90962, D Avg: 645053, [Divine Dragon Sword[181, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 685: HP: 2183, STR: 765, VIT: 560198, SPD: 63, LUK: 1, Attack: 85863, Defense: 645062, Current HP: 2183, A Avg: 90156, D Avg: 645062, [Yggdrasil[126, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 684: HP: 1826, STR: 709, VIT: 560198, SPD: 63, LUK: 1, Attack: 85534, Defense: 645062, Current HP: 1826, A Avg: 89810, D Avg: 645062, [Kraken[145, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 683: HP: 1889, STR: 633, VIT: 560198, SPD: 63, LUK: 1, Attack: 85445, Defense: 645062, Current HP: 1889, A Avg: 89717, D Avg: 645062, [Granada[150, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 682: HP: 1272, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 84026, Defense: 645065, Current HP: 1272, A Avg: 88227, D Avg: 645065, [Wooden Stick[101, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 681: HP: 1272, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 84065, Defense: 645065, Current HP: 1272, A Avg: 88268, D Avg: 645065, [Club[102, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 680: HP: 1272, STR: 306, VIT: 560227, SPD: 63, LUK: 1, Attack: 84078, Defense: 645065, Current HP: 1272, A Avg: 88281, D Avg: 645065, [Short Sword[103, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 679: HP: 1272, STR: 370, VIT: 560227, SPD: 63, LUK: 1, Attack: 84181, Defense: 645065, Current HP: 1272, A Avg: 88390, D Avg: 645065, [Long Sword[104, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 678: HP: 1272, STR: 423, VIT: 560227, SPD: 63, LUK: 1, Attack: 84195, Defense: 645065, Current HP: 1272, A Avg: 88404, D Avg: 645065, [Wasp Knife[105, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 677: HP: 1272, STR: 361, VIT: 560227, SPD: 63, LUK: 1, Attack: 84185, Defense: 645065, Current HP: 1272, A Avg: 88394, D Avg: 645065, [Stun Knuckle[106, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 676: HP: 1272, STR: 432, VIT: 560227, SPD: 63, LUK: 1, Attack: 84275, Defense: 645065, Current HP: 1272, A Avg: 88488, D Avg: 645065, [Battle Scythe[107, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 675: HP: 1293, STR: 432, VIT: 560227, SPD: 63, LUK: 1, Attack: 84321, Defense: 645065, Current HP: 1293, A Avg: 88537, D Avg: 645065, [Iron Lumps[108, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 674: HP: 1272, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 84068, Defense: 645065, Current HP: 1272, A Avg: 88271, D Avg: 645065, [Decorative Swords[109, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 673: HP: 1272, STR: 450, VIT: 560227, SPD: 63, LUK: 1, Attack: 84573, Defense: 645065, Current HP: 1272, A Avg: 88801, D Avg: 645065, [Pinpoint[112, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 672: HP: 1293, STR: 493, VIT: 560227, SPD: 63, LUK: 1, Attack: 84499, Defense: 645065, Current HP: 1293, A Avg: 88723, D Avg: 645065, [Great Iron Mass[122, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 671: HP: 1283, STR: 361, VIT: 560227, SPD: 63, LUK: 1, Attack: 84354, Defense: 645065, Current HP: 1283, A Avg: 88571, D Avg: 645065, [Sword of Wood[124, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 670: HP: 1650, STR: 563, VIT: 560227, SPD: 63, LUK: 1, Attack: 84751, Defense: 645065, Current HP: 1650, A Avg: 88988, D Avg: 645065, [Sword of the Spirit Tree[125, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 669: HP: 1283, STR: 432, VIT: 560227, SPD: 63, LUK: 1, Attack: 84431, Defense: 645065, Current HP: 1283, A Avg: 88652, D Avg: 645065, [Greatsword[127, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 668: HP: 1646, STR: 498, VIT: 560227, SPD: 63, LUK: 1, Attack: 84920, Defense: 645065, Current HP: 1646, A Avg: 89166, D Avg: 645065, [Dreaming Sword[128, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 667: HP: 1293, STR: 318, VIT: 560227, SPD: 63, LUK: 1, Attack: 84093, Defense: 645065, Current HP: 1293, A Avg: 88297, D Avg: 645065, [Peacemaker[131, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 666: HP: 1335, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 84202, Defense: 645065, Current HP: 1335, A Avg: 88412, D Avg: 645065, [Daydream[132, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 665: HP: 2196, STR: 606, VIT: 560227, SPD: 63, LUK: 1, Attack: 86289, Defense: 645065, Current HP: 2196, A Avg: 90603, D Avg: 645065, [Dancing[155, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 664: HP: 1272, STR: 991, VIT: 560227, SPD: 63, LUK: 1, Attack: 85647, Defense: 645065, Current HP: 1272, A Avg: 89929, D Avg: 645065, [Penetra[161, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 663: HP: 1272, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 85141, Defense: 645065, Current HP: 1272, A Avg: 89398, D Avg: 645065, [Grand Slam[163, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 662: HP: 1482, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 85268, Defense: 645065, Current HP: 1482, A Avg: 89531, D Avg: 645065, [Cluster Bomb[170, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 661: HP: 1902, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 92486, Defense: 645065, Current HP: 1902, A Avg: 97110, D Avg: 645065, [Big Bang[171, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 660: HP: 5556, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 85353, Defense: 645065, Current HP: 5556, A Avg: 89620, D Avg: 645065, [Common Key[174, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 659: HP: 1902, STR: 300, VIT: 560227, SPD: 63, LUK: 1, Attack: 86542, Defense: 645065, Current HP: 1902, A Avg: 90869, D Avg: 645065, [Droid Hammer[177, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 658: HP: 1272, STR: 1974, VIT: 560227, SPD: 63, LUK: 1, Attack: 86903, Defense: 645065, Current HP: 1272, A Avg: 91248, D Avg: 645065, [Jack Knife[185, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 657: HP: 1272, STR: 2748, VIT: 560227, SPD: 63, LUK: 1, Attack: 87326, Defense: 645065, Current HP: 1272, A Avg: 91692, D Avg: 645065, [Magical[187, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 656: HP: 1272, STR: 786, VIT: 560227, SPD: 63, LUK: 1, Attack: 87837, Defense: 645065, Current HP: 1272, A Avg: 92228, D Avg: 645065, [Tekken[188, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 655: HP: 1272, STR: -60839, VIT: 560227, SPD: 63, LUK: 1, Attack: 38427, Defense: 645065, Current HP: 1272, A Avg: 40348, D Avg: 645065, [Sword of Evil[189, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 654: HP: 1272, STR: 3108, VIT: 560227, SPD: 63, LUK: 1, Attack: 90769, Defense: 645065, Current HP: 1272, A Avg: 95307, D Avg: 645065, [Neural Edge[190, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 653: HP: 1969, STR: 642, VIT: 560204, SPD: 63, LUK: 1, Attack: 84674, Defense: 645068, Current HP: 1969, A Avg: 88907, D Avg: 645068, [Alucard[146, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 652: HP: 1629, STR: 496, VIT: 560245, SPD: 63, LUK: 1, Attack: 84463, Defense: 645083, Current HP: 1629, A Avg: 88686, D Avg: 645083, [Phantom Sword[117, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 651: HP: 1285, STR: 799, VIT: 561147, SPD: 63, LUK: 1, Attack: 86352, Defense: 645088, Current HP: 1285, A Avg: 90669, D Avg: 645088, [Hammer of Justice[186, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 650: HP: 1283, STR: 423, VIT: 560256, SPD: 63, LUK: 1, Attack: 84266, Defense: 645094, Current HP: 1283, A Avg: 88479, D Avg: 645094, [Salamander[110, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 649: HP: 1272, STR: 484, VIT: 560256, SPD: 63, LUK: 1, Attack: 84568, Defense: 645094, Current HP: 1272, A Avg: 88796, D Avg: 645094, [Phantom Scythe[116, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 648: HP: 1283, STR: 423, VIT: 560256, SPD: 63, LUK: 1, Attack: 84295, Defense: 645094, Current HP: 1283, A Avg: 88509, D Avg: 645094, [Undine[118, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 647: HP: 1283, STR: 423, VIT: 560256, SPD: 63, LUK: 1, Attack: 84322, Defense: 645094, Current HP: 1283, A Avg: 88538, D Avg: 645094, [Sylph[119, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 646: HP: 1283, STR: 423, VIT: 560256, SPD: 63, LUK: 1, Attack: 84349, Defense: 645094, Current HP: 1283, A Avg: 88566, D Avg: 645094, [Gnome[120, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 645: HP: 1448, STR: 1346, VIT: 560860, SPD: 63, LUK: 1, Attack: 86134, Defense: 645100, Current HP: 1448, A Avg: 90440, D Avg: 645100, [Pulse Knife[165, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 644: HP: 1314, STR: 327, VIT: 560271, SPD: 63, LUK: 1, Attack: 88494, Defense: 645109, Current HP: 1314, A Avg: 92918, D Avg: 645109, [Basic[169, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 643: HP: 1537, STR: 1094, VIT: 561187, SPD: 63, LUK: 1, Attack: 87583, Defense: 645128, Current HP: 1537, A Avg: 91962, D Avg: 645128, [Cuttlefish[178, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 642: HP: 1826, STR: 633, VIT: 560268, SPD: 63, LUK: 1, Attack: 84574, Defense: 645132, Current HP: 1826, A Avg: 88802, D Avg: 645132, [Rusty Knife[156, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 641: HP: 1826, STR: 581, VIT: 560297, SPD: 63, LUK: 1, Attack: 86056, Defense: 645161, Current HP: 1826, A Avg: 90358, D Avg: 645161, [Elemental[121, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 640: HP: 2183, STR: 721, VIT: 560297, SPD: 63, LUK: 1, Attack: 85371, Defense: 645161, Current HP: 2183, A Avg: 89639, D Avg: 645161, [Diamond Knuckle[152, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 639: HP: 986, STR: 169, VIT: 561358, SPD: 63, LUK: 1, Attack: 84557, Defense: 645162, Current HP: 986, A Avg: 88784, D Avg: 645162, [Encryption Key[173, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 638: HP: 5270, STR: 1699, VIT: 561358, SPD: 63, LUK: 1, Attack: 89581, Defense: 645162, Current HP: 5270, A Avg: 94060, D Avg: 645162, [Wild Card[175, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 637: HP: 986, STR: 903, VIT: 561358, SPD: 63, LUK: 1, Attack: 86547, Defense: 645162, Current HP: 986, A Avg: 90874, D Avg: 645162, [Portal Sword[176, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 636: HP: 1272, STR: 432, VIT: 560326, SPD: 63, LUK: 1, Attack: 84308, Defense: 645164, Current HP: 1272, A Avg: 88523, D Avg: 645164, [Tornado[111, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 635: HP: 1629, STR: 423, VIT: 560326, SPD: 63, LUK: 1, Attack: 84448, Defense: 645164, Current HP: 1629, A Avg: 88670, D Avg: 645164, [Fairy Sword[113, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 634: HP: 1272, STR: 502, VIT: 560326, SPD: 63, LUK: 1, Attack: 84651, Defense: 645164, Current HP: 1272, A Avg: 88883, D Avg: 645164, [Giant Tornado[114, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 633: HP: 1287, STR: 432, VIT: 560326, SPD: 63, LUK: 1, Attack: 84248, Defense: 645164, Current HP: 1287, A Avg: 88460, D Avg: 645164, [Hand Axe[140, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 632: HP: 1293, STR: 484, VIT: 560326, SPD: 63, LUK: 1, Attack: 84477, Defense: 645164, Current HP: 1293, A Avg: 88700, D Avg: 645164, [Wooden Boomerang[167, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 631: HP: 1448, STR: 952, VIT: 560303, SPD: 63, LUK: 1, Attack: 85790, Defense: 645167, Current HP: 1448, A Avg: 90079, D Avg: 645167, [Classic[168, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 630: HP: 1434, STR: 435, VIT: 560329, SPD: 63, LUK: 1, Attack: 84233, Defense: 645167, Current HP: 1434, A Avg: 88444, D Avg: 645167, [Ninja[135, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 629: HP: 1289, STR: 432, VIT: 560332, SPD: 63, LUK: 1, Attack: 84438, Defense: 645170, Current HP: 1289, A Avg: 88659, D Avg: 645170, [Crescent[141, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 628: HP: 1692, STR: 2539, VIT: 560343, SPD: 63, LUK: 1, Attack: 92448, Defense: 645181, Current HP: 1692, A Avg: 97070, D Avg: 645181, [Spectral Sword Shigure[172, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 627: HP: 1650, STR: 563, VIT: 560355, SPD: 63, LUK: 1, Attack: 85245, Defense: 645193, Current HP: 1650, A Avg: 89507, D Avg: 645193, [Thunder Whip[143, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 626: HP: 986, STR: 169, VIT: 561350, SPD: 63, LUK: 1, Attack: 84557, Defense: 645219, Current HP: 986, A Avg: 88784, D Avg: 645219, [Encryption Key[173, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 625: HP: 5270, STR: 1699, VIT: 561350, SPD: 63, LUK: 1, Attack: 89581, Defense: 645219, Current HP: 5270, A Avg: 94060, D Avg: 645219, [Wild Card[175, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 624: HP: 986, STR: 903, VIT: 561350, SPD: 63, LUK: 1, Attack: 86547, Defense: 645219, Current HP: 986, A Avg: 90874, D Avg: 645219, [Portal Sword[176, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 623: HP: 1826, STR: 1089, VIT: 560367, SPD: 63, LUK: 1, Attack: 85927, Defense: 645231, Current HP: 1826, A Avg: 90223, D Avg: 645231, [Willow Blade[157, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 622: HP: 2645, STR: 930, VIT: 560367, SPD: 63, LUK: 1, Attack: 85853, Defense: 645231, Current HP: 2645, A Avg: 90145, D Avg: 645231, [Pangaea[164, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 621: HP: 1910, STR: 703, VIT: 560396, SPD: 63, LUK: 1, Attack: 86035, Defense: 645260, Current HP: 1910, A Avg: 90336, D Avg: 645260, [Tower[149, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 620: HP: 1671, STR: 423, VIT: 560425, SPD: 63, LUK: 1, Attack: 84279, Defense: 645263, Current HP: 1671, A Avg: 88492, D Avg: 645263, [Emerald Sword[115, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 619: HP: 1486, STR: 493, VIT: 560430, SPD: 63, LUK: 1, Attack: 84395, Defense: 645268, Current HP: 1486, A Avg: 88614, D Avg: 645268, [Crossed Shuriken[136, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 618: HP: 1671, STR: 554, VIT: 560439, SPD: 63, LUK: 1, Attack: 85067, Defense: 645277, Current HP: 1671, A Avg: 89320, D Avg: 645277, [Maximum Iron Mass[123, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 617: HP: 3107, STR: 169, VIT: 559363, SPD: 63, LUK: 1, Attack: 83895, Defense: 645280, Current HP: 3107, A Avg: 88089, D Avg: 645280, [Wooden Stick[101, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 616: HP: 3107, STR: 169, VIT: 559363, SPD: 63, LUK: 1, Attack: 83934, Defense: 645280, Current HP: 3107, A Avg: 88130, D Avg: 645280, [Club[102, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 615: HP: 3107, STR: 174, VIT: 559363, SPD: 63, LUK: 1, Attack: 83946, Defense: 645280, Current HP: 3107, A Avg: 88143, D Avg: 645280, [Short Sword[103, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 614: HP: 3107, STR: 239, VIT: 559363, SPD: 63, LUK: 1, Attack: 84050, Defense: 645280, Current HP: 3107, A Avg: 88252, D Avg: 645280, [Long Sword[104, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
