Rank 1000: HP: 2551, STR: 302, VIT: 806495, SPD: 90, LUK: 1, Attack: 86544, Defense: 890735, Current HP: 2551, A Avg: 90871, D Avg: 890735, [Droid Hammer[177, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 657: HP: 2244, STR: 660, VIT: 807220, SPD: 90, LUK: 1, Attack: 85082, Defense: 892058, Current HP: 2244, A Avg: 89336, D Avg: 892058, [Dreaming Sword[128, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 656: HP: 1734, STR: 399, VIT: 807220, SPD: 90, LUK: 1, Attack: 84174, Defense: 892058, Current HP: 1734, A Avg: 88382, D Avg: 892058, [Peacemaker[131, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 655: HP: 1776, STR: 381, VIT: 807220, SPD: 90, LUK: 1, Attack: 84283, Defense: 892058, Current HP: 1776, A Avg: 88497, D Avg: 892058, [Daydream[132, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 654: HP: 2952, STR: 822, VIT: 807220, SPD: 90, LUK: 1, Attack: 86505, Defense: 892058, Current HP: 2952, A Avg: 90830, D Avg: 892058, [Dancing[155, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 653: HP: 1713, STR: 1369, VIT: 807220, SPD: 90, LUK: 1, Attack: 86025, Defense: 892058, Current HP: 1713, A Avg: 90326, D Avg: 892058, [Penetra[161, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 652: HP: 1713, STR: 381, VIT: 807220, SPD: 90, LUK: 1, Attack: 85222, Defense: 892058, Current HP: 1713, A Avg: 89483, D Avg: 892058, [Grand Slam[163, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 651: HP: 1923, STR: 381, VIT: 807220, SPD: 90, LUK: 1, Attack: 85349, Defense: 892058, Current HP: 1923, A Avg: 89616, D Avg: 892058, [Cluster Bomb[170, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 650: HP: 2343, STR: 381, VIT: 807220, SPD: 90, LUK: 1, Attack: 92567, Defense: 892058, Current HP: 2343, A Avg: 97195, D Avg: 892058, [Big Bang[171, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 649: HP: 7887, STR: 381, VIT: 807220, SPD: 90, LUK: 1, Attack: 85434, Defense: 892058, Current HP: 7887, A Avg: 89705, D Avg: 892058, [Common Key[174, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 648: HP: 2343, STR: 381, VIT: 807220, SPD: 90, LUK: 1, Attack: 86623, Defense: 892058, Current HP: 2343, A Avg: 90954, D Avg: 892058, [Droid Hammer[177, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 647: HP: 1713, STR: 2595, VIT: 807220, SPD: 90, LUK: 1, Attack: 87524, Defense: 892058, Current HP: 1713, A Avg: 91900, D Avg: 892058, [Jack Knife[185, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 646: HP: 1713, STR: 3909, VIT: 807220, SPD: 90, LUK: 1, Attack: 88487, Defense: 892058, Current HP: 1713, A Avg: 92911, D Avg: 892058, [Magical[187, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 645: HP: 1713, STR: 1002, VIT: 807220, SPD: 90, LUK: 1, Attack: 88053, Defense: 892058, Current HP: 1713, A Avg: 92455, D Avg: 892058, [Tekken[188, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 644: HP: 1713, STR: -87731, VIT: 807220, SPD: 90, LUK: 1, Attack: 11535, Defense: 892058, Current HP: 1713, A Avg: 12111, D Avg: 892058, [Sword of Evil[189, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 643: HP: 1713, STR: 4269, VIT: 807220, SPD: 90, LUK: 1, Attack: 91930, Defense: 892058, Current HP: 1713, A Avg: 96526, D Avg: 892058, [Neural Edge[190, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 642: HP: 2540, STR: 1735, VIT: 808143, SPD: 90, LUK: 1, Attack: 87069, Defense: 892071, Current HP: 2540, A Avg: 91422, D Avg: 892071, [Impulse[166, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 641: HP: 2228, STR: 658, VIT: 807238, SPD: 90, LUK: 1, Attack: 84625, Defense: 892076, Current HP: 2228, A Avg: 88856, D Avg: 892076, [Phantom Sword[117, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 640: HP: 2396, STR: 847, VIT: 807217, SPD: 90, LUK: 1, Attack: 84957, Defense: 892081, Current HP: 2396, A Avg: 89204, D Avg: 892081, [Dragon Killer[139, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 639: HP: 2456, STR: 851, VIT: 807217, SPD: 90, LUK: 1, Attack: 85364, Defense: 892081, Current HP: 2456, A Avg: 89632, D Avg: 892081, [Volcano[142, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 638: HP: 2477, STR: 847, VIT: 807220, SPD: 90, LUK: 1, Attack: 86816, Defense: 892084, Current HP: 2477, A Avg: 91156, D Avg: 892084, [Fire Chariot[138, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 637: HP: 4315, STR: 2894, VIT: 806168, SPD: 90, LUK: 1, Attack: 92803, Defense: 892085, Current HP: 4315, A Avg: 97443, D Avg: 892085, [Spectral Sword Shigure[172, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 636: HP: 1724, STR: 558, VIT: 807249, SPD: 90, LUK: 1, Attack: 84401, Defense: 892087, Current HP: 1724, A Avg: 88621, D Avg: 892087, [Salamander[110, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 635: HP: 1713, STR: 646, VIT: 807249, SPD: 90, LUK: 1, Attack: 84730, Defense: 892087, Current HP: 1713, A Avg: 88966, D Avg: 892087, [Phantom Scythe[116, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 634: HP: 1724, STR: 558, VIT: 807249, SPD: 90, LUK: 1, Attack: 84430, Defense: 892087, Current HP: 1724, A Avg: 88651, D Avg: 892087, [Undine[118, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 633: HP: 1724, STR: 558, VIT: 807249, SPD: 90, LUK: 1, Attack: 84457, Defense: 892087, Current HP: 1724, A Avg: 88679, D Avg: 892087, [Sylph[119, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 632: HP: 1724, STR: 558, VIT: 807249, SPD: 90, LUK: 1, Attack: 84484, Defense: 892087, Current HP: 1724, A Avg: 88708, D Avg: 892087, [Gnome[120, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 631: HP: 2971, STR: 1035, VIT: 807235, SPD: 90, LUK: 1, Attack: 86133, Defense: 892099, Current HP: 2971, A Avg: 90439, D Avg: 892099, [Yggdrasil[126, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 630: HP: 2456, STR: 952, VIT: 807235, SPD: 90, LUK: 1, Attack: 85777, Defense: 892099, Current HP: 2456, A Avg: 90065, D Avg: 892099, [Kraken[145, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 629: HP: 2519, STR: 849, VIT: 807235, SPD: 90, LUK: 1, Attack: 85661, Defense: 892099, Current HP: 2519, A Avg: 89944, D Avg: 892099, [Granada[150, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 628: HP: 1755, STR: 408, VIT: 807264, SPD: 90, LUK: 1, Attack: 88575, Defense: 892102, Current HP: 1755, A Avg: 93003, D Avg: 892102, [Basic[169, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 627: HP: 2662, STR: 858, VIT: 807241, SPD: 90, LUK: 1, Attack: 84890, Defense: 892105, Current HP: 2662, A Avg: 89134, D Avg: 892105, [Alucard[146, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 626: HP: 1301, STR: 1078, VIT: 808218, SPD: 90, LUK: 1, Attack: 86631, Defense: 892107, Current HP: 1301, A Avg: 90962, D Avg: 892107, [Hammer of Justice[186, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 625: HP: 3895, STR: 381, VIT: 806194, SPD: 90, LUK: 1, Attack: 84257, Defense: 892111, Current HP: 3895, A Avg: 88469, D Avg: 892111, [Tornado[111, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 624: HP: 4409, STR: 372, VIT: 806194, SPD: 90, LUK: 1, Attack: 84397, Defense: 892111, Current HP: 4409, A Avg: 88616, D Avg: 892111, [Fairy Sword[113, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 623: HP: 3895, STR: 478, VIT: 806194, SPD: 90, LUK: 1, Attack: 84627, Defense: 892111, Current HP: 3895, A Avg: 88858, D Avg: 892111, [Giant Tornado[114, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 622: HP: 3910, STR: 381, VIT: 806194, SPD: 90, LUK: 1, Attack: 84197, Defense: 892111, Current HP: 3910, A Avg: 88406, D Avg: 892111, [Hand Axe[140, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 621: HP: 3916, STR: 460, VIT: 806194, SPD: 90, LUK: 1, Attack: 84453, Defense: 892111, Current HP: 3916, A Avg: 88675, D Avg: 892111, [Wooden Boomerang[167, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 620: HP: 4120, STR: 385, VIT: 806197, SPD: 90, LUK: 1, Attack: 84183, Defense: 892114, Current HP: 4120, A Avg: 88392, D Avg: 892114, [Ninja[135, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 619: HP: 2167, STR: 1078, VIT: 808189, SPD: 90, LUK: 1, Attack: 86631, Defense: 892117, Current HP: 2167, A Avg: 90962, D Avg: 892117, [Hammer of Justice[186, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 618: HP: 3912, STR: 381, VIT: 806200, SPD: 90, LUK: 1, Attack: 84387, Defense: 892117, Current HP: 3912, A Avg: 88606, D Avg: 892117, [Crescent[141, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 617: HP: 1385, STR: 1078, VIT: 808203, SPD: 90, LUK: 1, Attack: 86631, Defense: 892131, Current HP: 1385, A Avg: 90962, D Avg: 892131, [Hammer of Justice[186, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 616: HP: 1553, STR: 1400, VIT: 808273, SPD: 90, LUK: 1, Attack: 87889, Defense: 892136, Current HP: 1553, A Avg: 92283, D Avg: 892136, [Cuttlefish[178, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 615: HP: 1694, STR: 1717, VIT: 808198, SPD: 90, LUK: 1, Attack: 86505, Defense: 892139, Current HP: 1694, A Avg: 90830, D Avg: 892139, [Pulse Knife[165, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 614: HP: 4430, STR: 567, VIT: 806223, SPD: 90, LUK: 1, Attack: 85249, Defense: 892140, Current HP: 4430, A Avg: 89511, D Avg: 892140, [Thunder Whip[143, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 613: HP: 2173, STR: 2066, VIT: 807916, SPD: 90, LUK: 1, Attack: 87944, Defense: 892156, Current HP: 2173, A Avg: 92341, D Avg: 892156, [God Hand[179, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 612: HP: 2131, STR: 2948, VIT: 807916, SPD: 90, LUK: 1, Attack: 88488, Defense: 892156, Current HP: 2131, A Avg: 92912, D Avg: 892156, [Zodiac[184, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 611: HP: 2133, STR: 3079, VIT: 807336, SPD: 90, LUK: 1, Attack: 92988, Defense: 892174, Current HP: 2133, A Avg: 97637, D Avg: 892174, [Spectral Sword Shigure[172, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 610: HP: 1553, STR: 1400, VIT: 808302, SPD: 90, LUK: 1, Attack: 87889, Defense: 892191, Current HP: 1553, A Avg: 92283, D Avg: 892191, [Cuttlefish[178, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 609: HP: 1721, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 84471, Defense: 892191, Current HP: 1721, A Avg: 88694, D Avg: 892191, [Wooden Stick[101, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 608: HP: 1721, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 84510, Defense: 892191, Current HP: 1721, A Avg: 88735, D Avg: 892191, [Club[102, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 607: HP: 1721, STR: 750, VIT: 807197, SPD: 90, LUK: 1, Attack: 84522, Defense: 892191, Current HP: 1721, A Avg: 88748, D Avg: 892191, [Short Sword[103, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 606: HP: 1721, STR: 842, VIT: 807197, SPD: 90, LUK: 1, Attack: 84653, Defense: 892191, Current HP: 1721, A Avg: 88885, D Avg: 892191, [Long Sword[104, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 605: HP: 1721, STR: 921, VIT: 807197, SPD: 90, LUK: 1, Attack: 84693, Defense: 892191, Current HP: 1721, A Avg: 88927, D Avg: 892191, [Wasp Knife[105, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 604: HP: 1721, STR: 833, VIT: 807197, SPD: 90, LUK: 1, Attack: 84657, Defense: 892191, Current HP: 1721, A Avg: 88889, D Avg: 892191, [Stun Knuckle[106, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 603: HP: 1721, STR: 930, VIT: 807197, SPD: 90, LUK: 1, Attack: 84773, Defense: 892191, Current HP: 1721, A Avg: 89011, D Avg: 892191, [Battle Scythe[107, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 602: HP: 1742, STR: 930, VIT: 807197, SPD: 90, LUK: 1, Attack: 84819, Defense: 892191, Current HP: 1742, A Avg: 89059, D Avg: 892191, [Iron Lumps[108, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 601: HP: 1721, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 84513, Defense: 892191, Current HP: 1721, A Avg: 88738, D Avg: 892191, [Decorative Swords[109, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 600: HP: 1721, STR: 948, VIT: 807197, SPD: 90, LUK: 1, Attack: 85071, Defense: 892191, Current HP: 1721, A Avg: 89324, D Avg: 892191, [Pinpoint[112, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 599: HP: 1742, STR: 1018, VIT: 807197, SPD: 90, LUK: 1, Attack: 85024, Defense: 892191, Current HP: 1742, A Avg: 89275, D Avg: 892191, [Great Iron Mass[122, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 598: HP: 1732, STR: 833, VIT: 807197, SPD: 90, LUK: 1, Attack: 84826, Defense: 892191, Current HP: 1732, A Avg: 89067, D Avg: 892191, [Sword of Wood[124, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 597: HP: 2257, STR: 1116, VIT: 807197, SPD: 90, LUK: 1, Attack: 85304, Defense: 892191, Current HP: 2257, A Avg: 89569, D Avg: 892191, [Sword of the Spirit Tree[125, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 596: HP: 1732, STR: 930, VIT: 807197, SPD: 90, LUK: 1, Attack: 84929, Defense: 892191, Current HP: 1732, A Avg: 89175, D Avg: 892191, [Greatsword[127, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 595: HP: 2253, STR: 1024, VIT: 807197, SPD: 90, LUK: 1, Attack: 85446, Defense: 892191, Current HP: 2253, A Avg: 89718, D Avg: 892191, [Dreaming Sword[128, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 594: HP: 1742, STR: 763, VIT: 807197, SPD: 90, LUK: 1, Attack: 84538, Defense: 892191, Current HP: 1742, A Avg: 88764, D Avg: 892191, [Peacemaker[131, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 593: HP: 1784, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 84647, Defense: 892191, Current HP: 1784, A Avg: 88879, D Avg: 892191, [Daydream[132, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 592: HP: 2960, STR: 1186, VIT: 807197, SPD: 90, LUK: 1, Attack: 86869, Defense: 892191, Current HP: 2960, A Avg: 91212, D Avg: 892191, [Dancing[155, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 591: HP: 1721, STR: 1733, VIT: 807197, SPD: 90, LUK: 1, Attack: 86389, Defense: 892191, Current HP: 1721, A Avg: 90708, D Avg: 892191, [Penetra[161, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 590: HP: 1931, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 85713, Defense: 892191, Current HP: 1931, A Avg: 89998, D Avg: 892191, [Cluster Bomb[170, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 589: HP: 2351, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 92931, Defense: 892191, Current HP: 2351, A Avg: 97577, D Avg: 892191, [Big Bang[171, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 588: HP: 7895, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 85798, Defense: 892191, Current HP: 7895, A Avg: 90087, D Avg: 892191, [Common Key[174, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 587: HP: 2351, STR: 745, VIT: 807197, SPD: 90, LUK: 1, Attack: 86987, Defense: 892191, Current HP: 2351, A Avg: 91336, D Avg: 892191, [Droid Hammer[177, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 586: HP: 1721, STR: 2959, VIT: 807197, SPD: 90, LUK: 1, Attack: 87888, Defense: 892191, Current HP: 1721, A Avg: 92282, D Avg: 892191, [Jack Knife[185, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 585: HP: 1721, STR: 4273, VIT: 807197, SPD: 90, LUK: 1, Attack: 88851, Defense: 892191, Current HP: 1721, A Avg: 93293, D Avg: 892191, [Magical[187, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 584: HP: 1721, STR: 1366, VIT: 807197, SPD: 90, LUK: 1, Attack: 88417, Defense: 892191, Current HP: 1721, A Avg: 92837, D Avg: 892191, [Tekken[188, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 583: HP: 1721, STR: -87367, VIT: 807197, SPD: 90, LUK: 1, Attack: 11899, Defense: 892191, Current HP: 1721, A Avg: 12493, D Avg: 892191, [Sword of Evil[189, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 582: HP: 1721, STR: 4633, VIT: 807197, SPD: 90, LUK: 1, Attack: 92294, Defense: 892191, Current HP: 1721, A Avg: 96908, D Avg: 892191, [Neural Edge[190, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 581: HP: 1713, STR: 567, VIT: 807362, SPD: 90, LUK: 1, Attack: 84443, Defense: 892200, Current HP: 1713, A Avg: 88665, D Avg: 892200, [Tornado[111, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 580: HP: 2228, STR: 558, VIT: 807362, SPD: 90, LUK: 1, Attack: 84583, Defense: 892200, Current HP: 2228, A Avg: 88812, D Avg: 892200, [Fairy Sword[113, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 579: HP: 1713, STR: 664, VIT: 807362, SPD: 90, LUK: 1, Attack: 84813, Defense: 892200, Current HP: 1713, A Avg: 89053, D Avg: 892200, [Giant Tornado[114, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 578: HP: 1728, STR: 567, VIT: 807362, SPD: 90, LUK: 1, Attack: 84383, Defense: 892200, Current HP: 1728, A Avg: 88602, D Avg: 892200, [Hand Axe[140, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 577: HP: 1734, STR: 646, VIT: 807362, SPD: 90, LUK: 1, Attack: 84639, Defense: 892200, Current HP: 1734, A Avg: 88870, D Avg: 892200, [Wooden Boomerang[167, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 576: HP: 2419, STR: 1400, VIT: 808273, SPD: 90, LUK: 1, Attack: 87889, Defense: 892201, Current HP: 2419, A Avg: 92283, D Avg: 892201, [Cuttlefish[178, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 575: HP: 1938, STR: 570, VIT: 807365, SPD: 90, LUK: 1, Attack: 84368, Defense: 892203, Current HP: 1938, A Avg: 88586, D Avg: 892203, [Ninja[135, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 574: HP: 1730, STR: 567, VIT: 807368, SPD: 90, LUK: 1, Attack: 84573, Defense: 892206, Current HP: 1730, A Avg: 88801, D Avg: 892206, [Crescent[141, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 573: HP: 2236, STR: 1022, VIT: 807215, SPD: 90, LUK: 1, Attack: 84989, Defense: 892209, Current HP: 2236, A Avg: 89238, D Avg: 892209, [Phantom Sword[117, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 572: HP: 2456, STR: 849, VIT: 807348, SPD: 90, LUK: 1, Attack: 84790, Defense: 892212, Current HP: 2456, A Avg: 89029, D Avg: 892212, [Rusty Knife[156, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 571: HP: 3611, STR: 752, VIT: 807974, SPD: 90, LUK: 1, Attack: 85460, Defense: 892214, Current HP: 3611, A Avg: 89733, D Avg: 892214, [Thin Blade[158, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 570: HP: 1637, STR: 1400, VIT: 808288, SPD: 90, LUK: 1, Attack: 87889, Defense: 892216, Current HP: 1637, A Avg: 92283, D Avg: 892216, [Cuttlefish[178, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 569: HP: 2551, STR: 2698, VIT: 807980, SPD: 90, LUK: 1, Attack: 87198, Defense: 892220, Current HP: 2551, A Avg: 91557, D Avg: 892220, [Divine Dragon Sword[181, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 568: HP: 1732, STR: 921, VIT: 807226, SPD: 90, LUK: 1, Attack: 84764, Defense: 892220, Current HP: 1732, A Avg: 89002, D Avg: 892220, [Salamander[110, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 567: HP: 1721, STR: 1009, VIT: 807226, SPD: 90, LUK: 1, Attack: 85093, Defense: 892220, Current HP: 1721, A Avg: 89347, D Avg: 892220, [Phantom Scythe[116, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
