Rank 1000: HP: 1249, STR: 691, VIT: 1434, SPD: 54, LUK: 1, Attack: 84812, Defense: 91212, Current HP: 1249, A Avg: 89052, D Avg: 91212, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 640: HP: 968, STR: 86, VIT: 1674, SPD: 48, LUK: 1, Attack: 88253, Defense: 91452, Current HP: 968, A Avg: 92665, D Avg: 91452, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 639: HP: 1273, STR: 2625, VIT: 1678, SPD: 48, LUK: 1, Attack: 87125, Defense: 91456, Current HP: 1273, A Avg: 91481, D Avg: 91456, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 638: HP: 1650, STR: 1131, VIT: 1681, SPD: 51, LUK: 1, Attack: 86983, Defense: 91459, Current HP: 1650, A Avg: 108728, D Avg: 91459, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 637: HP: 1349, STR: 334, VIT: 5790, SPD: 48, LUK: 1, Attack: 84722, Defense: 91460, Current HP: 1349, A Avg: 88958, D Avg: 91460, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 636: HP: 4655, STR: 1567, VIT: 5790, SPD: 48, LUK: 1, Attack: 89449, Defense: 91460, Current HP: 4655, A Avg: 93921, D Avg: 91460, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 635: HP: 1349, STR: 926, VIT: 5790, SPD: 48, LUK: 1, Attack: 86570, Defense: 91460, Current HP: 1349, A Avg: 90898, D Avg: 91460, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 634: HP: 617, STR: 163, VIT: 1684, SPD: 48, LUK: 1, Attack: 84039, Defense: 91462, Current HP: 617, A Avg: 88240, D Avg: 91462, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 633: HP: 608, STR: 171, VIT: 1684, SPD: 48, LUK: 1, Attack: 84047, Defense: 91462, Current HP: 608, A Avg: 88249, D Avg: 91462, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 632: HP: 893, STR: 155, VIT: 1684, SPD: 48, LUK: 1, Attack: 84180, Defense: 91462, Current HP: 893, A Avg: 88389, D Avg: 91462, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 631: HP: 883, STR: 163, VIT: 1684, SPD: 48, LUK: 1, Attack: 84188, Defense: 91462, Current HP: 883, A Avg: 88397, D Avg: 91462, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 630: HP: 617, STR: 217, VIT: 1684, SPD: 48, LUK: 1, Attack: 84366, Defense: 91462, Current HP: 617, A Avg: 88584, D Avg: 91462, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 629: HP: 608, STR: 225, VIT: 1684, SPD: 48, LUK: 1, Attack: 84374, Defense: 91462, Current HP: 608, A Avg: 88592, D Avg: 91462, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 628: HP: 630, STR: 224, VIT: 1684, SPD: 48, LUK: 1, Attack: 84040, Defense: 91462, Current HP: 630, A Avg: 88242, D Avg: 91462, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 627: HP: 621, STR: 171, VIT: 1684, SPD: 48, LUK: 1, Attack: 83987, Defense: 91462, Current HP: 621, A Avg: 88186, D Avg: 91462, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 626: HP: 636, STR: 201, VIT: 1684, SPD: 48, LUK: 1, Attack: 84194, Defense: 91462, Current HP: 636, A Avg: 88403, D Avg: 91462, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 625: HP: 627, STR: 419, VIT: 1684, SPD: 48, LUK: 1, Attack: 84412, Defense: 91462, Current HP: 627, A Avg: 88632, D Avg: 91462, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 624: HP: 1453, STR: 1245, VIT: 1686, SPD: 57, LUK: 1, Attack: 85186, Defense: 91464, Current HP: 1453, A Avg: 89445, D Avg: 91464, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 623: HP: 744, STR: 166, VIT: 1687, SPD: 48, LUK: 1, Attack: 83964, Defense: 91465, Current HP: 744, A Avg: 88162, D Avg: 91465, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 622: HP: 735, STR: 239, VIT: 1687, SPD: 48, LUK: 1, Attack: 84037, Defense: 91465, Current HP: 735, A Avg: 88238, D Avg: 91465, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 621: HP: 944, STR: 1086, VIT: 1688, SPD: 54, LUK: 1, Attack: 87614, Defense: 91466, Current HP: 944, A Avg: 91994, D Avg: 91466, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 620: HP: 923, STR: 3194, VIT: 1688, SPD: 54, LUK: 1, Attack: 89072, Defense: 91466, Current HP: 923, A Avg: 93525, D Avg: 91466, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 619: HP: 1356, STR: 993, VIT: 1688, SPD: 51, LUK: 1, Attack: 86637, Defense: 91466, Current HP: 1356, A Avg: 108296, D Avg: 91466, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 618: HP: 2850, STR: 1683, VIT: 3899, SPD: 48, LUK: 1, Attack: 89511, Defense: 91467, Current HP: 2850, A Avg: 93986, D Avg: 91467, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 617: HP: 3520, STR: 1674, VIT: 3899, SPD: 48, LUK: 1, Attack: 89502, Defense: 91467, Current HP: 3520, A Avg: 93977, D Avg: 91467, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 616: HP: 632, STR: 163, VIT: 1689, SPD: 48, LUK: 1, Attack: 84169, Defense: 91467, Current HP: 632, A Avg: 88377, D Avg: 91467, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 615: HP: 623, STR: 171, VIT: 1689, SPD: 48, LUK: 1, Attack: 84177, Defense: 91467, Current HP: 623, A Avg: 88385, D Avg: 91467, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 614: HP: 1453, STR: 1182, VIT: 1702, SPD: 57, LUK: 1, Attack: 86657, Defense: 91480, Current HP: 1453, A Avg: 90989, D Avg: 91480, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 613: HP: 1729, STR: 1359, VIT: 1702, SPD: 57, LUK: 1, Attack: 86009, Defense: 91480, Current HP: 1729, A Avg: 90309, D Avg: 91480, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 612: HP: 1159, STR: 1640, VIT: 1705, SPD: 57, LUK: 1, Attack: 86478, Defense: 91483, Current HP: 1159, A Avg: 90801, D Avg: 91483, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 611: HP: 836, STR: 574, VIT: 1707, SPD: 48, LUK: 2, Attack: 86127, Defense: 91485, Current HP: 836, A Avg: 90433, D Avg: 91485, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 610: HP: 608, STR: 1115, VIT: 1707, SPD: 48, LUK: 1, Attack: 86668, Defense: 91485, Current HP: 608, A Avg: 91001, D Avg: 91485, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 609: HP: 608, STR: 667, VIT: 1707, SPD: 48, LUK: 2, Attack: 86220, Defense: 91485, Current HP: 608, A Avg: 90531, D Avg: 91485, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 608: HP: 814, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 83850, Defense: 91488, Current HP: 814, A Avg: 105651, D Avg: 91488, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 607: HP: 814, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 83889, Defense: 91488, Current HP: 814, A Avg: 105700, D Avg: 91488, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 606: HP: 814, STR: 129, VIT: 1710, SPD: 48, LUK: 1, Attack: 83901, Defense: 91488, Current HP: 814, A Avg: 105715, D Avg: 91488, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 605: HP: 814, STR: 179, VIT: 1710, SPD: 48, LUK: 1, Attack: 83990, Defense: 91488, Current HP: 814, A Avg: 105827, D Avg: 91488, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 604: HP: 814, STR: 217, VIT: 1710, SPD: 48, LUK: 1, Attack: 83989, Defense: 91488, Current HP: 814, A Avg: 105826, D Avg: 91488, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 603: HP: 814, STR: 171, VIT: 1710, SPD: 48, LUK: 1, Attack: 83995, Defense: 91488, Current HP: 814, A Avg: 105833, D Avg: 91488, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 602: HP: 814, STR: 225, VIT: 1710, SPD: 48, LUK: 1, Attack: 84068, Defense: 91488, Current HP: 814, A Avg: 105925, D Avg: 91488, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 601: HP: 836, STR: 225, VIT: 1710, SPD: 48, LUK: 1, Attack: 84114, Defense: 91488, Current HP: 836, A Avg: 105983, D Avg: 91488, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 600: HP: 814, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 83892, Defense: 91488, Current HP: 814, A Avg: 105703, D Avg: 91488, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 599: HP: 608, STR: 171, VIT: 1710, SPD: 48, LUK: 1, Attack: 84047, Defense: 91488, Current HP: 608, A Avg: 88249, D Avg: 91488, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 598: HP: 924, STR: 163, VIT: 1710, SPD: 48, LUK: 1, Attack: 84039, Defense: 91488, Current HP: 924, A Avg: 88240, D Avg: 91488, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 597: HP: 814, STR: 241, VIT: 1710, SPD: 48, LUK: 1, Attack: 84364, Defense: 91488, Current HP: 814, A Avg: 106298, D Avg: 91488, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 596: HP: 883, STR: 163, VIT: 1710, SPD: 48, LUK: 1, Attack: 84188, Defense: 91488, Current HP: 883, A Avg: 88397, D Avg: 91488, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 595: HP: 1243, STR: 155, VIT: 1710, SPD: 48, LUK: 1, Attack: 84180, Defense: 91488, Current HP: 1243, A Avg: 88389, D Avg: 91488, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 594: HP: 608, STR: 225, VIT: 1710, SPD: 48, LUK: 1, Attack: 84374, Defense: 91488, Current HP: 608, A Avg: 88592, D Avg: 91488, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 593: HP: 924, STR: 217, VIT: 1710, SPD: 48, LUK: 1, Attack: 84366, Defense: 91488, Current HP: 924, A Avg: 88584, D Avg: 91488, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 592: HP: 836, STR: 272, VIT: 1710, SPD: 48, LUK: 1, Attack: 84278, Defense: 91488, Current HP: 836, A Avg: 106190, D Avg: 91488, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 591: HP: 825, STR: 171, VIT: 1710, SPD: 48, LUK: 1, Attack: 84164, Defense: 91488, Current HP: 825, A Avg: 106046, D Avg: 91488, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 590: HP: 1155, STR: 326, VIT: 1710, SPD: 48, LUK: 1, Attack: 84514, Defense: 91488, Current HP: 1155, A Avg: 106487, D Avg: 91488, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 589: HP: 825, STR: 225, VIT: 1710, SPD: 48, LUK: 1, Attack: 84224, Defense: 91488, Current HP: 825, A Avg: 106122, D Avg: 91488, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 588: HP: 1150, STR: 276, VIT: 1710, SPD: 48, LUK: 1, Attack: 84698, Defense: 91488, Current HP: 1150, A Avg: 106719, D Avg: 91488, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 587: HP: 836, STR: 140, VIT: 1710, SPD: 48, LUK: 1, Attack: 83915, Defense: 91488, Current HP: 836, A Avg: 105732, D Avg: 91488, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 586: HP: 880, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 84026, Defense: 91488, Current HP: 880, A Avg: 105872, D Avg: 91488, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 585: HP: 621, STR: 171, VIT: 1710, SPD: 48, LUK: 1, Attack: 83987, Defense: 91488, Current HP: 621, A Avg: 88186, D Avg: 91488, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 584: HP: 939, STR: 163, VIT: 1710, SPD: 48, LUK: 1, Attack: 83979, Defense: 91488, Current HP: 939, A Avg: 88177, D Avg: 91488, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 583: HP: 912, STR: 363, VIT: 1710, SPD: 48, LUK: 1, Attack: 85045, Defense: 91488, Current HP: 912, A Avg: 89297, D Avg: 91488, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 582: HP: 902, STR: 272, VIT: 1710, SPD: 48, LUK: 1, Attack: 84954, Defense: 91488, Current HP: 902, A Avg: 89201, D Avg: 91488, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 581: HP: 1672, STR: 356, VIT: 1710, SPD: 48, LUK: 1, Attack: 86039, Defense: 91488, Current HP: 1672, A Avg: 108409, D Avg: 91488, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 580: HP: 814, STR: 651, VIT: 1710, SPD: 48, LUK: 1, Attack: 85307, Defense: 91488, Current HP: 814, A Avg: 107486, D Avg: 91488, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 579: HP: 814, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 84965, Defense: 91488, Current HP: 814, A Avg: 107055, D Avg: 91488, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 578: HP: 627, STR: 209, VIT: 1710, SPD: 48, LUK: 1, Attack: 84202, Defense: 91488, Current HP: 627, A Avg: 88412, D Avg: 91488, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 577: HP: 946, STR: 201, VIT: 1710, SPD: 48, LUK: 1, Attack: 84194, Defense: 91488, Current HP: 946, A Avg: 88403, D Avg: 91488, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 576: HP: 1034, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 85092, Defense: 91488, Current HP: 1034, A Avg: 107215, D Avg: 91488, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 575: HP: 1474, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 92310, Defense: 91488, Current HP: 1474, A Avg: 116310, D Avg: 91488, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 574: HP: 4642, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 85177, Defense: 91488, Current HP: 4642, A Avg: 107323, D Avg: 91488, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 573: HP: 1474, STR: 124, VIT: 1710, SPD: 48, LUK: 1, Attack: 86366, Defense: 91488, Current HP: 1474, A Avg: 108821, D Avg: 91488, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 572: HP: 814, STR: 1452, VIT: 1710, SPD: 48, LUK: 1, Attack: 86381, Defense: 91488, Current HP: 814, A Avg: 108840, D Avg: 91488, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 571: HP: 814, STR: 1980, VIT: 1710, SPD: 48, LUK: 1, Attack: 86558, Defense: 91488, Current HP: 814, A Avg: 109063, D Avg: 91488, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 570: HP: 814, STR: 516, VIT: 1710, SPD: 48, LUK: 1, Attack: 87567, Defense: 91488, Current HP: 814, A Avg: 110334, D Avg: 91488, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 569: HP: 814, STR: -46229, VIT: 1710, SPD: 48, LUK: 1, Attack: 53037, Defense: 91488, Current HP: 814, A Avg: 66826, D Avg: 91488, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 568: HP: 814, STR: 2300, VIT: 1710, SPD: 48, LUK: 1, Attack: 89961, Defense: 91488, Current HP: 814, A Avg: 113350, D Avg: 91488, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 567: HP: 735, STR: 174, VIT: 1713, SPD: 48, LUK: 1, Attack: 83972, Defense: 91491, Current HP: 735, A Avg: 88170, D Avg: 91491, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 566: HP: 1071, STR: 166, VIT: 1713, SPD: 48, LUK: 1, Attack: 83964, Defense: 91491, Current HP: 1071, A Avg: 88162, D Avg: 91491, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 565: HP: 997, STR: 1916, VIT: 1713, SPD: 48, LUK: 1, Attack: 91825, Defense: 91491, Current HP: 997, A Avg: 96416, D Avg: 91491, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 564: HP: 988, STR: 1924, VIT: 1713, SPD: 48, LUK: 1, Attack: 91833, Defense: 91491, Current HP: 988, A Avg: 96424, D Avg: 91491, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 563: HP: 623, STR: 171, VIT: 1715, SPD: 48, LUK: 1, Attack: 84177, Defense: 91493, Current HP: 623, A Avg: 88385, D Avg: 91493, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 562: HP: 941, STR: 163, VIT: 1715, SPD: 48, LUK: 1, Attack: 84169, Defense: 91493, Current HP: 941, A Avg: 88377, D Avg: 91493, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 561: HP: 928, STR: 625, VIT: 1715, SPD: 48, LUK: 1, Attack: 86178, Defense: 91493, Current HP: 928, A Avg: 90486, D Avg: 91493, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 560: HP: 646, STR: 526, VIT: 1715, SPD: 87, LUK: 1, Attack: 86079, Defense: 91493, Current HP: 646, A Avg: 90382, D Avg: 109791, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 559: HP: 1055, STR: 574, VIT: 1715, SPD: 48, LUK: 1, Attack: 86127, Defense: 91493, Current HP: 1055, A Avg: 90433, D Avg: 91493, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 558: HP: 1100, STR: 828, VIT: 1721, SPD: 48, LUK: 2, Attack: 87317, Defense: 91499, Current HP: 1100, A Avg: 91682, D Avg: 91499, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 557: HP: 836, STR: 1528, VIT: 1721, SPD: 48, LUK: 1, Attack: 88017, Defense: 91499, Current HP: 836, A Avg: 92417, D Avg: 91499, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 556: HP: 836, STR: 921, VIT: 1721, SPD: 48, LUK: 2, Attack: 87410, Defense: 91499, Current HP: 836, A Avg: 91780, D Avg: 91499, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 555: HP: 627, STR: 526, VIT: 1723, SPD: 77, LUK: 1, Attack: 86079, Defense: 91501, Current HP: 627, A Avg: 90382, D Avg: 91501, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 554: HP: 627, STR: 542, VIT: 1723, SPD: 48, LUK: 2, Attack: 86095, Defense: 91501, Current HP: 627, A Avg: 90399, D Avg: 91501, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 553: HP: 608, STR: 907, VIT: 1723, SPD: 48, LUK: 1, Attack: 86460, Defense: 91501, Current HP: 608, A Avg: 90783, D Avg: 91501, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 552: HP: 1133, STR: 275, VIT: 1726, SPD: 48, LUK: 1, Attack: 84242, Defense: 91504, Current HP: 1133, A Avg: 106144, D Avg: 91504, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 551: HP: 640, STR: 1711, VIT: 1728, SPD: 51, LUK: 1, Attack: 86499, Defense: 91506, Current HP: 640, A Avg: 108123, D Avg: 91506, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 550: HP: 1276, STR: 780, VIT: 1729, SPD: 48, LUK: 1, Attack: 87269, Defense: 91507, Current HP: 1276, A Avg: 91632, D Avg: 91507, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 549: HP: 874, STR: 780, VIT: 1729, SPD: 87, LUK: 1, Attack: 87269, Defense: 91507, Current HP: 874, A Avg: 91632, D Avg: 109808, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 548: HP: 1439, STR: 828, VIT: 1729, SPD: 48, LUK: 1, Attack: 87317, Defense: 91507, Current HP: 1439, A Avg: 91682, D Avg: 91507, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 547: HP: 1073, STR: 734, VIT: 1731, SPD: 48, LUK: 1, Attack: 86287, Defense: 91509, Current HP: 1073, A Avg: 90601, D Avg: 91509, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 546: HP: 1453, STR: 1812, VIT: 1732, SPD: 57, LUK: 1, Attack: 86650, Defense: 91510, Current HP: 1453, A Avg: 90982, D Avg: 91510, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 545: HP: 2099, STR: 1609, VIT: 1732, SPD: 57, LUK: 1, Attack: 86532, Defense: 91510, Current HP: 2099, A Avg: 90858, D Avg: 91510, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 544: HP: 1240, STR: 2835, VIT: 1735, SPD: 51, LUK: 1, Attack: 87335, Defense: 91513, Current HP: 1240, A Avg: 109168, D Avg: 91513, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 543: HP: 825, STR: 217, VIT: 1736, SPD: 48, LUK: 1, Attack: 84060, Defense: 91514, Current HP: 825, A Avg: 105915, D Avg: 91514, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
