Rank 1000: HP: 1396, STR: 484, VIT: 418243, SPD: 36, LUK: 1, Attack: 85407, Defense: 502106, Current HP: 1396, A Avg: 89677, D Avg: 502106, [Pangaea[164, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 675: HP: 1396, STR: 2017, VIT: 418211, SPD: 36, LUK: 1, Attack: 91926, Defense: 503075, Current HP: 1396, A Avg: 96522, D Avg: 503075, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 674: HP: 875, STR: 160, VIT: 419139, SPD: 36, LUK: 1, Attack: 84548, Defense: 503080, Current HP: 875, A Avg: 88775, D Avg: 503080, [Encryption Key[173, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 673: HP: 3269, STR: 1015, VIT: 419139, SPD: 36, LUK: 1, Attack: 88897, Defense: 503080, Current HP: 3269, A Avg: 93341, D Avg: 503080, [Wild Card[175, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 672: HP: 875, STR: 570, VIT: 419139, SPD: 36, LUK: 1, Attack: 86214, Defense: 503080, Current HP: 875, A Avg: 90524, D Avg: 503080, [Portal Sword[176, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 671: HP: 1501, STR: 923, VIT: 418844, SPD: 36, LUK: 1, Attack: 86257, Defense: 503084, Current HP: 1501, A Avg: 90569, D Avg: 503084, [Impulse[166, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 670: HP: 1217, STR: 383, VIT: 418220, SPD: 36, LUK: 1, Attack: 84896, Defense: 503084, Current HP: 1217, A Avg: 89140, D Avg: 503084, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 669: HP: 1039, STR: 271, VIT: 418261, SPD: 36, LUK: 1, Attack: 84459, Defense: 503125, Current HP: 1039, A Avg: 88681, D Avg: 503125, [Cagliostro[133, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 668: HP: 986, STR: 419, VIT: 418269, SPD: 36, LUK: 1, Attack: 84529, Defense: 503133, Current HP: 986, A Avg: 88755, D Avg: 503133, [Windmill[137, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 667: HP: 976, STR: 374, VIT: 418272, SPD: 36, LUK: 1, Attack: 84374, Defense: 503136, Current HP: 976, A Avg: 88592, D Avg: 503136, [Kirisame[129, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 666: HP: 1196, STR: 383, VIT: 418272, SPD: 36, LUK: 1, Attack: 84504, Defense: 503136, Current HP: 1196, A Avg: 88729, D Avg: 503136, [Black Kirisame[130, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 665: HP: 1184, STR: 484, VIT: 418272, SPD: 36, LUK: 1, Attack: 86232, Defense: 503136, Current HP: 1184, A Avg: 90543, D Avg: 503136, [Scythe of the Grim Reaper[148, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 664: HP: 1217, STR: 383, VIT: 418275, SPD: 36, LUK: 1, Attack: 84493, Defense: 503139, Current HP: 1217, A Avg: 88717, D Avg: 503139, [Serpent[144, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 663: HP: 1316, STR: 455, VIT: 418281, SPD: 36, LUK: 1, Attack: 85421, Defense: 503145, Current HP: 1316, A Avg: 89692, D Avg: 503145, [Red Shark[134, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 662: HP: 1375, STR: 374, VIT: 418290, SPD: 36, LUK: 1, Attack: 84692, Defense: 503154, Current HP: 1375, A Avg: 88926, D Avg: 503154, [Ruby Knuckle[151, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 661: HP: 1196, STR: 599, VIT: 418319, SPD: 36, LUK: 1, Attack: 85333, Defense: 503183, Current HP: 1196, A Avg: 89599, D Avg: 503183, [Irruption[154, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 660: HP: 1199, STR: 415, VIT: 418327, SPD: 36, LUK: 1, Attack: 84525, Defense: 503191, Current HP: 1199, A Avg: 88751, D Avg: 503191, [Dragon Killer[139, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 659: HP: 1196, STR: 419, VIT: 418327, SPD: 36, LUK: 1, Attack: 84932, Defense: 503191, Current HP: 1196, A Avg: 89178, D Avg: 503191, [Volcano[142, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 658: HP: 1217, STR: 415, VIT: 418330, SPD: 36, LUK: 1, Attack: 86384, Defense: 503194, Current HP: 1217, A Avg: 90703, D Avg: 503194, [Fire Chariot[138, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 657: HP: 1396, STR: 495, VIT: 418345, SPD: 36, LUK: 1, Attack: 85593, Defense: 503209, Current HP: 1396, A Avg: 89872, D Avg: 503209, [Yggdrasil[126, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 656: HP: 1196, STR: 466, VIT: 418345, SPD: 36, LUK: 1, Attack: 85291, Defense: 503209, Current HP: 1196, A Avg: 89555, D Avg: 503209, [Kraken[145, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 655: HP: 1259, STR: 417, VIT: 418345, SPD: 36, LUK: 1, Attack: 85229, Defense: 503209, Current HP: 1259, A Avg: 89490, D Avg: 503209, [Granada[150, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 654: HP: 1276, STR: 426, VIT: 418351, SPD: 36, LUK: 1, Attack: 84458, Defense: 503215, Current HP: 1276, A Avg: 88680, D Avg: 503215, [Alucard[146, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 653: HP: 1228, STR: 804, VIT: 418989, SPD: 36, LUK: 1, Attack: 87293, Defense: 503229, Current HP: 1228, A Avg: 91657, D Avg: 503229, [Cuttlefish[178, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 652: HP: 976, STR: 536, VIT: 418992, SPD: 36, LUK: 1, Attack: 86089, Defense: 503232, Current HP: 976, A Avg: 90393, D Avg: 503232, [Hammer of Justice[186, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 651: HP: 1196, STR: 417, VIT: 418371, SPD: 36, LUK: 1, Attack: 84358, Defense: 503235, Current HP: 1196, A Avg: 88575, D Avg: 503235, [Rusty Knife[156, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 650: HP: 831, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 83945, Defense: 503255, Current HP: 831, A Avg: 88142, D Avg: 503255, [Wooden Stick[101, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 649: HP: 831, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 83984, Defense: 503255, Current HP: 831, A Avg: 88183, D Avg: 503255, [Club[102, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 648: HP: 831, STR: 225, VIT: 418417, SPD: 36, LUK: 1, Attack: 83997, Defense: 503255, Current HP: 831, A Avg: 88196, D Avg: 503255, [Short Sword[103, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 647: HP: 831, STR: 262, VIT: 418417, SPD: 36, LUK: 1, Attack: 84073, Defense: 503255, Current HP: 831, A Avg: 88276, D Avg: 503255, [Long Sword[104, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 646: HP: 831, STR: 288, VIT: 418417, SPD: 36, LUK: 1, Attack: 84060, Defense: 503255, Current HP: 831, A Avg: 88263, D Avg: 503255, [Wasp Knife[105, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 645: HP: 831, STR: 253, VIT: 418417, SPD: 36, LUK: 1, Attack: 84077, Defense: 503255, Current HP: 831, A Avg: 88280, D Avg: 503255, [Stun Knuckle[106, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 644: HP: 831, STR: 297, VIT: 418417, SPD: 36, LUK: 1, Attack: 84140, Defense: 503255, Current HP: 831, A Avg: 88347, D Avg: 503255, [Battle Scythe[107, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 643: HP: 852, STR: 297, VIT: 418417, SPD: 36, LUK: 1, Attack: 84186, Defense: 503255, Current HP: 852, A Avg: 88395, D Avg: 503255, [Iron Lumps[108, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 642: HP: 831, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 83987, Defense: 503255, Current HP: 831, A Avg: 88186, D Avg: 503255, [Decorative Swords[109, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 641: HP: 831, STR: 315, VIT: 418417, SPD: 36, LUK: 1, Attack: 84438, Defense: 503255, Current HP: 831, A Avg: 88659, D Avg: 503255, [Pinpoint[112, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 640: HP: 852, STR: 331, VIT: 418417, SPD: 36, LUK: 1, Attack: 84337, Defense: 503255, Current HP: 852, A Avg: 88553, D Avg: 503255, [Great Iron Mass[122, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 639: HP: 842, STR: 253, VIT: 418417, SPD: 36, LUK: 1, Attack: 84246, Defense: 503255, Current HP: 842, A Avg: 88458, D Avg: 503255, [Sword of Wood[124, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 638: HP: 1052, STR: 374, VIT: 418417, SPD: 36, LUK: 1, Attack: 84562, Defense: 503255, Current HP: 1052, A Avg: 88790, D Avg: 503255, [Sword of the Spirit Tree[125, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 637: HP: 842, STR: 297, VIT: 418417, SPD: 36, LUK: 1, Attack: 84296, Defense: 503255, Current HP: 842, A Avg: 88510, D Avg: 503255, [Greatsword[127, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 636: HP: 1047, STR: 336, VIT: 418417, SPD: 36, LUK: 1, Attack: 84758, Defense: 503255, Current HP: 1047, A Avg: 88995, D Avg: 503255, [Dreaming Sword[128, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 635: HP: 852, STR: 237, VIT: 418417, SPD: 36, LUK: 1, Attack: 84012, Defense: 503255, Current HP: 852, A Avg: 88212, D Avg: 503255, [Peacemaker[131, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 634: HP: 894, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 84121, Defense: 503255, Current HP: 894, A Avg: 88327, D Avg: 503255, [Daydream[132, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 633: HP: 1440, STR: 390, VIT: 418417, SPD: 36, LUK: 1, Attack: 86073, Defense: 503255, Current HP: 1440, A Avg: 90376, D Avg: 503255, [Dancing[155, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 632: HP: 831, STR: 613, VIT: 418417, SPD: 36, LUK: 1, Attack: 85269, Defense: 503255, Current HP: 831, A Avg: 89532, D Avg: 503255, [Penetra[161, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 631: HP: 831, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 85060, Defense: 503255, Current HP: 831, A Avg: 89313, D Avg: 503255, [Grand Slam[163, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 630: HP: 1041, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 85187, Defense: 503255, Current HP: 1041, A Avg: 89446, D Avg: 503255, [Cluster Bomb[170, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 629: HP: 1461, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 92405, Defense: 503255, Current HP: 1461, A Avg: 97025, D Avg: 503255, [Big Bang[171, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 628: HP: 3225, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 85272, Defense: 503255, Current HP: 3225, A Avg: 89535, D Avg: 503255, [Common Key[174, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 627: HP: 1461, STR: 219, VIT: 418417, SPD: 36, LUK: 1, Attack: 86461, Defense: 503255, Current HP: 1461, A Avg: 90784, D Avg: 503255, [Droid Hammer[177, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 626: HP: 831, STR: 1353, VIT: 418417, SPD: 36, LUK: 1, Attack: 86282, Defense: 503255, Current HP: 831, A Avg: 90596, D Avg: 503255, [Jack Knife[185, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 625: HP: 831, STR: 1587, VIT: 418417, SPD: 36, LUK: 1, Attack: 86165, Defense: 503255, Current HP: 831, A Avg: 90473, D Avg: 503255, [Magical[187, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 624: HP: 831, STR: 570, VIT: 418417, SPD: 36, LUK: 1, Attack: 87621, Defense: 503255, Current HP: 831, A Avg: 92002, D Avg: 503255, [Tekken[188, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 623: HP: 831, STR: -33947, VIT: 418417, SPD: 36, LUK: 1, Attack: 65319, Defense: 503255, Current HP: 831, A Avg: 68584, D Avg: 503255, [Sword of Evil[189, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 622: HP: 831, STR: 1947, VIT: 418417, SPD: 36, LUK: 1, Attack: 89608, Defense: 503255, Current HP: 831, A Avg: 94088, D Avg: 503255, [Neural Edge[190, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 621: HP: 1196, STR: 392, VIT: 418400, SPD: 36, LUK: 1, Attack: 85867, Defense: 503264, Current HP: 1196, A Avg: 90160, D Avg: 503264, [Elemental[121, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 620: HP: 1396, STR: 478, VIT: 418400, SPD: 36, LUK: 1, Attack: 85128, Defense: 503264, Current HP: 1396, A Avg: 89384, D Avg: 503264, [Diamond Knuckle[152, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 619: HP: 976, STR: 601, VIT: 418406, SPD: 36, LUK: 1, Attack: 85439, Defense: 503270, Current HP: 976, A Avg: 89710, D Avg: 503270, [Classic[168, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 618: HP: 1031, STR: 334, VIT: 418435, SPD: 36, LUK: 1, Attack: 84301, Defense: 503273, Current HP: 1031, A Avg: 88516, D Avg: 503273, [Phantom Sword[117, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 617: HP: 842, STR: 288, VIT: 418446, SPD: 36, LUK: 1, Attack: 84131, Defense: 503284, Current HP: 842, A Avg: 88337, D Avg: 503284, [Salamander[110, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 616: HP: 831, STR: 322, VIT: 418446, SPD: 36, LUK: 1, Attack: 84406, Defense: 503284, Current HP: 831, A Avg: 88626, D Avg: 503284, [Phantom Scythe[116, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 615: HP: 842, STR: 288, VIT: 418446, SPD: 36, LUK: 1, Attack: 84160, Defense: 503284, Current HP: 842, A Avg: 88368, D Avg: 503284, [Undine[118, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 614: HP: 842, STR: 288, VIT: 418446, SPD: 36, LUK: 1, Attack: 84187, Defense: 503284, Current HP: 842, A Avg: 88396, D Avg: 503284, [Sylph[119, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 613: HP: 842, STR: 288, VIT: 418446, SPD: 36, LUK: 1, Attack: 84214, Defense: 503284, Current HP: 842, A Avg: 88424, D Avg: 503284, [Gnome[120, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 612: HP: 1196, STR: 684, VIT: 418426, SPD: 36, LUK: 1, Attack: 85522, Defense: 503290, Current HP: 1196, A Avg: 89798, D Avg: 503290, [Willow Blade[157, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 611: HP: 1700, STR: 579, VIT: 418426, SPD: 36, LUK: 1, Attack: 85502, Defense: 503290, Current HP: 1700, A Avg: 89777, D Avg: 503290, [Pangaea[164, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 610: HP: 873, STR: 246, VIT: 418461, SPD: 36, LUK: 1, Attack: 88413, Defense: 503299, Current HP: 873, A Avg: 92833, D Avg: 503299, [Basic[169, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 609: HP: 831, STR: 297, VIT: 418472, SPD: 36, LUK: 1, Attack: 84173, Defense: 503310, Current HP: 831, A Avg: 88381, D Avg: 503310, [Tornado[111, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 608: HP: 1031, STR: 288, VIT: 418472, SPD: 36, LUK: 1, Attack: 84313, Defense: 503310, Current HP: 1031, A Avg: 88528, D Avg: 503310, [Fairy Sword[113, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 607: HP: 831, STR: 340, VIT: 418472, SPD: 36, LUK: 1, Attack: 84489, Defense: 503310, Current HP: 831, A Avg: 88713, D Avg: 503310, [Giant Tornado[114, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 606: HP: 846, STR: 297, VIT: 418472, SPD: 36, LUK: 1, Attack: 84113, Defense: 503310, Current HP: 846, A Avg: 88318, D Avg: 503310, [Hand Axe[140, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 605: HP: 852, STR: 322, VIT: 418472, SPD: 36, LUK: 1, Attack: 84315, Defense: 503310, Current HP: 852, A Avg: 88530, D Avg: 503310, [Wooden Boomerang[167, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 604: HP: 930, STR: 300, VIT: 418475, SPD: 36, LUK: 1, Attack: 84098, Defense: 503313, Current HP: 930, A Avg: 88302, D Avg: 503313, [Ninja[135, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 603: HP: 848, STR: 297, VIT: 418478, SPD: 36, LUK: 1, Attack: 84303, Defense: 503316, Current HP: 848, A Avg: 88518, D Avg: 503316, [Crescent[141, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 602: HP: 1280, STR: 460, VIT: 418455, SPD: 36, LUK: 1, Attack: 85792, Defense: 503319, Current HP: 1280, A Avg: 90081, D Avg: 503319, [Tower[149, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 601: HP: 1052, STR: 374, VIT: 418501, SPD: 36, LUK: 1, Attack: 85056, Defense: 503339, Current HP: 1052, A Avg: 89308, D Avg: 503339, [Thunder Whip[143, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 600: HP: 2099, STR: 1233, VIT: 419551, SPD: 36, LUK: 1, Attack: 89061, Defense: 503355, Current HP: 2099, A Avg: 93514, D Avg: 503355, [Stargazer[183, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 599: HP: 1339, STR: 489, VIT: 418501, SPD: 36, LUK: 1, Attack: 85532, Defense: 503365, Current HP: 1339, A Avg: 89808, D Avg: 503365, [White Snake[160, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 598: HP: 1073, STR: 288, VIT: 418528, SPD: 36, LUK: 1, Attack: 84144, Defense: 503366, Current HP: 1073, A Avg: 88351, D Avg: 503366, [Emerald Sword[115, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 597: HP: 951, STR: 331, VIT: 418533, SPD: 36, LUK: 1, Attack: 84233, Defense: 503371, Current HP: 951, A Avg: 88444, D Avg: 503371, [Crossed Shuriken[136, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 596: HP: 1251, STR: 1999, VIT: 418533, SPD: 36, LUK: 1, Attack: 91908, Defense: 503371, Current HP: 1251, A Avg: 96503, D Avg: 503371, [Spectral Sword Shigure[172, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 595: HP: 1417, STR: 597, VIT: 418510, SPD: 36, LUK: 1, Attack: 86943, Defense: 503374, Current HP: 1417, A Avg: 91290, D Avg: 503374, [Progress[147, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 594: HP: 881, STR: 142, VIT: 418409, SPD: 36, LUK: 1, Attack: 83868, Defense: 503377, Current HP: 881, A Avg: 88061, D Avg: 503377, [Wooden Stick[101, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 593: HP: 881, STR: 142, VIT: 418409, SPD: 36, LUK: 1, Attack: 83907, Defense: 503377, Current HP: 881, A Avg: 88102, D Avg: 503377, [Club[102, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 592: HP: 881, STR: 147, VIT: 418409, SPD: 36, LUK: 1, Attack: 83919, Defense: 503377, Current HP: 881, A Avg: 88114, D Avg: 503377, [Short Sword[103, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 591: HP: 881, STR: 185, VIT: 418409, SPD: 36, LUK: 1, Attack: 83996, Defense: 503377, Current HP: 881, A Avg: 88195, D Avg: 503377, [Long Sword[104, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 590: HP: 881, STR: 210, VIT: 418409, SPD: 36, LUK: 1, Attack: 83982, Defense: 503377, Current HP: 881, A Avg: 88181, D Avg: 503377, [Wasp Knife[105, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 589: HP: 881, STR: 176, VIT: 418409, SPD: 36, LUK: 1, Attack: 84000, Defense: 503377, Current HP: 881, A Avg: 88200, D Avg: 503377, [Stun Knuckle[106, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 588: HP: 881, STR: 219, VIT: 418409, SPD: 36, LUK: 1, Attack: 84062, Defense: 503377, Current HP: 881, A Avg: 88265, D Avg: 503377, [Battle Scythe[107, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 587: HP: 902, STR: 219, VIT: 418409, SPD: 36, LUK: 1, Attack: 84108, Defense: 503377, Current HP: 902, A Avg: 88313, D Avg: 503377, [Iron Lumps[108, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 586: HP: 881, STR: 142, VIT: 418409, SPD: 36, LUK: 1, Attack: 83910, Defense: 503377, Current HP: 881, A Avg: 88105, D Avg: 503377, [Decorative Swords[109, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 585: HP: 881, STR: 237, VIT: 418409, SPD: 36, LUK: 1, Attack: 84360, Defense: 503377, Current HP: 881, A Avg: 88578, D Avg: 503377, [Pinpoint[112, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
