Rank 1000: HP: 293, STR: 126, VIT: 417861, SPD: 1, LUK: 1, Attack: 85601, Defense: 501750, Current HP: 293, A Avg: 89881, D Avg: 501750, [Elemental[121, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 660: HP: 377, STR: 135, VIT: 417820, SPD: 1, LUK: 1, Attack: 84713, Defense: 502684, Current HP: 377, A Avg: 88948, D Avg: 502684, [Magical[187, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 659: HP: 377, STR: 315, VIT: 417820, SPD: 1, LUK: 1, Attack: 87366, Defense: 502684, Current HP: 377, A Avg: 91734, D Avg: 502684, [Tekken[188, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 658: HP: 377, STR: 135, VIT: 417820, SPD: 1, LUK: 1, Attack: 99401, Defense: 502684, Current HP: 377, A Avg: 104371, D Avg: 502684, [Sword of Evil[189, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 657: HP: 377, STR: 495, VIT: 417820, SPD: 1, LUK: 1, Attack: 88156, Defense: 502684, Current HP: 377, A Avg: 92563, D Avg: 502684, [Neural Edge[190, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 656: HP: 396, STR: 147, VIT: 417823, SPD: 1, LUK: 1, Attack: 83945, Defense: 502687, Current HP: 396, A Avg: 88142, D Avg: 502687, [Ninja[135, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 655: HP: 377, STR: 144, VIT: 417826, SPD: 1, LUK: 1, Attack: 84046, Defense: 502690, Current HP: 377, A Avg: 88248, D Avg: 502690, [Crossed Shuriken[136, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 654: HP: 394, STR: 144, VIT: 417826, SPD: 1, LUK: 1, Attack: 84150, Defense: 502690, Current HP: 394, A Avg: 88357, D Avg: 502690, [Crescent[141, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 653: HP: 388, STR: 145, VIT: 417829, SPD: 1, LUK: 1, Attack: 84255, Defense: 502693, Current HP: 388, A Avg: 88467, D Avg: 502693, [Windmill[137, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 652: HP: 377, STR: 135, VIT: 417832, SPD: 1, LUK: 1, Attack: 84135, Defense: 502696, Current HP: 377, A Avg: 88341, D Avg: 502696, [Kirisame[129, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 651: HP: 398, STR: 144, VIT: 417832, SPD: 1, LUK: 1, Attack: 84265, Defense: 502696, Current HP: 398, A Avg: 88478, D Avg: 502696, [Black Kirisame[130, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 650: HP: 440, STR: 142, VIT: 417832, SPD: 1, LUK: 1, Attack: 84252, Defense: 502696, Current HP: 440, A Avg: 88464, D Avg: 502696, [Dragon Killer[139, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 649: HP: 398, STR: 145, VIT: 417832, SPD: 1, LUK: 1, Attack: 84658, Defense: 502696, Current HP: 398, A Avg: 88890, D Avg: 502696, [Volcano[142, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 648: HP: 386, STR: 142, VIT: 417832, SPD: 1, LUK: 1, Attack: 85890, Defense: 502696, Current HP: 386, A Avg: 90184, D Avg: 502696, [Scythe of the Grim Reaper[148, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 647: HP: 419, STR: 144, VIT: 417834, SPD: 1, LUK: 1, Attack: 84657, Defense: 502698, Current HP: 419, A Avg: 88889, D Avg: 502698, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 646: HP: 419, STR: 142, VIT: 417834, SPD: 1, LUK: 1, Attack: 86111, Defense: 502698, Current HP: 419, A Avg: 90416, D Avg: 502698, [Fire Chariot[138, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 645: HP: 419, STR: 144, VIT: 417834, SPD: 1, LUK: 1, Attack: 84254, Defense: 502698, Current HP: 419, A Avg: 88466, D Avg: 502698, [Serpent[144, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 644: HP: 398, STR: 149, VIT: 417834, SPD: 1, LUK: 1, Attack: 85793, Defense: 502698, Current HP: 398, A Avg: 90082, D Avg: 502698, [Gladius[162, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 643: HP: 377, STR: 147, VIT: 417837, SPD: 1, LUK: 1, Attack: 84114, Defense: 502701, Current HP: 377, A Avg: 88319, D Avg: 502701, [Phantom Sword[117, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 642: HP: 398, STR: 147, VIT: 417840, SPD: 1, LUK: 1, Attack: 85113, Defense: 502704, Current HP: 398, A Avg: 89368, D Avg: 502704, [Red Shark[134, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 641: HP: 461, STR: 147, VIT: 417840, SPD: 1, LUK: 1, Attack: 85190, Defense: 502704, Current HP: 461, A Avg: 89449, D Avg: 502704, [White Snake[160, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 640: HP: 388, STR: 135, VIT: 417849, SPD: 1, LUK: 1, Attack: 83978, Defense: 502713, Current HP: 388, A Avg: 88176, D Avg: 502713, [Salamander[110, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 639: HP: 377, STR: 135, VIT: 417849, SPD: 1, LUK: 1, Attack: 84219, Defense: 502713, Current HP: 377, A Avg: 88429, D Avg: 502713, [Phantom Scythe[116, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 638: HP: 388, STR: 135, VIT: 417849, SPD: 1, LUK: 1, Attack: 84007, Defense: 502713, Current HP: 388, A Avg: 88207, D Avg: 502713, [Undine[118, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 637: HP: 388, STR: 135, VIT: 417849, SPD: 1, LUK: 1, Attack: 84034, Defense: 502713, Current HP: 388, A Avg: 88235, D Avg: 502713, [Sylph[119, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 636: HP: 388, STR: 135, VIT: 417849, SPD: 1, LUK: 1, Attack: 84061, Defense: 502713, Current HP: 388, A Avg: 88264, D Avg: 502713, [Gnome[120, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 635: HP: 398, STR: 153, VIT: 417849, SPD: 1, LUK: 1, Attack: 85628, Defense: 502713, Current HP: 398, A Avg: 89909, D Avg: 502713, [Elemental[121, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 634: HP: 398, STR: 153, VIT: 417849, SPD: 1, LUK: 1, Attack: 85251, Defense: 502713, Current HP: 398, A Avg: 89513, D Avg: 502713, [Yggdrasil[126, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 633: HP: 398, STR: 153, VIT: 417849, SPD: 1, LUK: 1, Attack: 84835, Defense: 502713, Current HP: 398, A Avg: 89076, D Avg: 502713, [Thunder Whip[143, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 632: HP: 398, STR: 158, VIT: 417849, SPD: 1, LUK: 1, Attack: 84983, Defense: 502713, Current HP: 398, A Avg: 89232, D Avg: 502713, [Kraken[145, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 631: HP: 419, STR: 153, VIT: 417849, SPD: 1, LUK: 1, Attack: 86499, Defense: 502713, Current HP: 419, A Avg: 90823, D Avg: 502713, [Progress[147, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 630: HP: 482, STR: 153, VIT: 417849, SPD: 1, LUK: 1, Attack: 85485, Defense: 502713, Current HP: 482, A Avg: 89759, D Avg: 502713, [Tower[149, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 629: HP: 461, STR: 144, VIT: 417849, SPD: 1, LUK: 1, Attack: 84956, Defense: 502713, Current HP: 461, A Avg: 89203, D Avg: 502713, [Granada[150, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 628: HP: 377, STR: 135, VIT: 417849, SPD: 1, LUK: 1, Attack: 84453, Defense: 502713, Current HP: 377, A Avg: 88675, D Avg: 502713, [Ruby Knuckle[151, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 627: HP: 398, STR: 171, VIT: 417849, SPD: 1, LUK: 1, Attack: 84821, Defense: 502713, Current HP: 398, A Avg: 89062, D Avg: 502713, [Diamond Knuckle[152, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 626: HP: 398, STR: 153, VIT: 417855, SPD: 1, LUK: 1, Attack: 84185, Defense: 502719, Current HP: 398, A Avg: 88394, D Avg: 502719, [Alucard[146, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 625: HP: 377, STR: 156, VIT: 417855, SPD: 1, LUK: 1, Attack: 84994, Defense: 502719, Current HP: 377, A Avg: 89243, D Avg: 502719, [Classic[168, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 624: HP: 419, STR: 162, VIT: 417863, SPD: 1, LUK: 1, Attack: 88329, Defense: 502727, Current HP: 419, A Avg: 92745, D Avg: 502727, [Basic[169, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 623: HP: 398, STR: 189, VIT: 417878, SPD: 1, LUK: 1, Attack: 84923, Defense: 502742, Current HP: 398, A Avg: 89169, D Avg: 502742, [Irruption[154, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 622: HP: 524, STR: 144, VIT: 417878, SPD: 1, LUK: 1, Attack: 84852, Defense: 502742, Current HP: 524, A Avg: 89094, D Avg: 502742, [Thin Blade[158, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 621: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83834, Defense: 502771, Current HP: 482, A Avg: 88025, D Avg: 502771, [Wooden Stick[101, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 620: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83873, Defense: 502771, Current HP: 482, A Avg: 88066, D Avg: 502771, [Club[102, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 619: HP: 482, STR: 113, VIT: 417803, SPD: 1, LUK: 1, Attack: 83885, Defense: 502771, Current HP: 482, A Avg: 88079, D Avg: 502771, [Short Sword[103, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 618: HP: 482, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83928, Defense: 502771, Current HP: 482, A Avg: 88124, D Avg: 502771, [Long Sword[104, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 617: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83880, Defense: 502771, Current HP: 482, A Avg: 88074, D Avg: 502771, [Wasp Knife[105, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 616: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83932, Defense: 502771, Current HP: 482, A Avg: 88128, D Avg: 502771, [Stun Knuckle[106, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 615: HP: 482, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83960, Defense: 502771, Current HP: 482, A Avg: 88158, D Avg: 502771, [Battle Scythe[107, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 614: HP: 503, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 84006, Defense: 502771, Current HP: 503, A Avg: 88206, D Avg: 502771, [Iron Lumps[108, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 613: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83876, Defense: 502771, Current HP: 482, A Avg: 88069, D Avg: 502771, [Decorative Swords[109, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 612: HP: 482, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83993, Defense: 502771, Current HP: 482, A Avg: 88192, D Avg: 502771, [Tornado[111, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 611: HP: 482, STR: 135, VIT: 417803, SPD: 1, LUK: 1, Attack: 84258, Defense: 502771, Current HP: 482, A Avg: 88470, D Avg: 502771, [Pinpoint[112, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 610: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84133, Defense: 502771, Current HP: 482, A Avg: 88339, D Avg: 502771, [Fairy Sword[113, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 609: HP: 482, STR: 126, VIT: 417803, SPD: 1, LUK: 1, Attack: 84275, Defense: 502771, Current HP: 482, A Avg: 88488, D Avg: 502771, [Giant Tornado[114, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 608: HP: 524, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83964, Defense: 502771, Current HP: 524, A Avg: 88162, D Avg: 502771, [Emerald Sword[115, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 607: HP: 503, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 84123, Defense: 502771, Current HP: 503, A Avg: 88329, D Avg: 502771, [Great Iron Mass[122, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 606: HP: 493, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84101, Defense: 502771, Current HP: 493, A Avg: 88306, D Avg: 502771, [Sword of Wood[124, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 605: HP: 503, STR: 126, VIT: 417803, SPD: 1, LUK: 1, Attack: 84314, Defense: 502771, Current HP: 503, A Avg: 88529, D Avg: 502771, [Sword of the Spirit Tree[125, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 604: HP: 493, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 84116, Defense: 502771, Current HP: 493, A Avg: 88321, D Avg: 502771, [Greatsword[127, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 603: HP: 499, STR: 122, VIT: 417803, SPD: 1, LUK: 1, Attack: 84544, Defense: 502771, Current HP: 499, A Avg: 88771, D Avg: 502771, [Dreaming Sword[128, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 602: HP: 503, STR: 126, VIT: 417803, SPD: 1, LUK: 1, Attack: 83901, Defense: 502771, Current HP: 503, A Avg: 88096, D Avg: 502771, [Peacemaker[131, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 601: HP: 545, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84010, Defense: 502771, Current HP: 545, A Avg: 88210, D Avg: 502771, [Daydream[132, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 600: HP: 545, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84296, Defense: 502771, Current HP: 545, A Avg: 88510, D Avg: 502771, [Cagliostro[133, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 599: HP: 497, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83933, Defense: 502771, Current HP: 497, A Avg: 88129, D Avg: 502771, [Hand Axe[140, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 598: HP: 503, STR: 162, VIT: 417803, SPD: 1, LUK: 1, Attack: 86690, Defense: 502771, Current HP: 503, A Avg: 91024, D Avg: 502771, [Moon Knuckle[153, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 597: HP: 692, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85791, Defense: 502771, Current HP: 692, A Avg: 90080, D Avg: 502771, [Dancing[155, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 596: HP: 503, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 84058, Defense: 502771, Current HP: 503, A Avg: 88260, D Avg: 502771, [Rusty Knife[156, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 595: HP: 503, STR: 144, VIT: 417803, SPD: 1, LUK: 1, Attack: 84982, Defense: 502771, Current HP: 503, A Avg: 89231, D Avg: 502771, [Willow Blade[157, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 594: HP: 524, STR: 189, VIT: 417907, SPD: 1, LUK: 1, Attack: 86041, Defense: 502771, Current HP: 524, A Avg: 90343, D Avg: 502771, [Santoku[159, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 593: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84949, Defense: 502771, Current HP: 482, A Avg: 89196, D Avg: 502771, [Grand Slam[163, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 592: HP: 608, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85031, Defense: 502771, Current HP: 608, A Avg: 89282, D Avg: 502771, [Pangaea[164, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 591: HP: 482, STR: 288, VIT: 417803, SPD: 1, LUK: 1, Attack: 85076, Defense: 502771, Current HP: 482, A Avg: 89329, D Avg: 502771, [Pulse Knife[165, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 590: HP: 503, STR: 351, VIT: 417907, SPD: 1, LUK: 1, Attack: 85685, Defense: 502771, Current HP: 503, A Avg: 89969, D Avg: 502771, [Impulse[166, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 589: HP: 503, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84101, Defense: 502771, Current HP: 503, A Avg: 88306, D Avg: 502771, [Wooden Boomerang[167, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 588: HP: 692, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85076, Defense: 502771, Current HP: 692, A Avg: 89329, D Avg: 502771, [Cluster Bomb[170, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 587: HP: 1112, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 92294, Defense: 502771, Current HP: 1112, A Avg: 96908, D Avg: 502771, [Big Bang[171, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 586: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84496, Defense: 502771, Current HP: 482, A Avg: 88720, D Avg: 502771, [Encryption Key[173, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 585: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85161, Defense: 502771, Current HP: 482, A Avg: 89419, D Avg: 502771, [Common Key[174, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 584: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 87990, Defense: 502771, Current HP: 482, A Avg: 92389, D Avg: 502771, [Wild Card[175, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 583: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85752, Defense: 502771, Current HP: 482, A Avg: 90039, D Avg: 502771, [Portal Sword[176, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 582: HP: 1112, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 86350, Defense: 502771, Current HP: 1112, A Avg: 90667, D Avg: 502771, [Droid Hammer[177, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 581: HP: 734, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85986, Defense: 502771, Current HP: 734, A Avg: 90285, D Avg: 502771, [God Hand[179, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 580: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85986, Defense: 502771, Current HP: 482, A Avg: 90285, D Avg: 502771, [Blue Sword[180, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 579: HP: 692, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85648, Defense: 502771, Current HP: 692, A Avg: 89930, D Avg: 502771, [Zodiac[184, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 578: HP: 482, STR: 558, VIT: 417803, SPD: 1, LUK: 1, Attack: 85487, Defense: 502771, Current HP: 482, A Avg: 89761, D Avg: 502771, [Jack Knife[185, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 577: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84686, Defense: 502771, Current HP: 482, A Avg: 88920, D Avg: 502771, [Magical[187, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 576: HP: 482, STR: 288, VIT: 417803, SPD: 1, LUK: 1, Attack: 87339, Defense: 502771, Current HP: 482, A Avg: 91705, D Avg: 502771, [Tekken[188, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 575: HP: 482, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 99374, Defense: 502771, Current HP: 482, A Avg: 104342, D Avg: 502771, [Sword of Evil[189, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 574: HP: 482, STR: 468, VIT: 417803, SPD: 1, LUK: 1, Attack: 88129, Defense: 502771, Current HP: 482, A Avg: 92535, D Avg: 502771, [Neural Edge[190, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 573: HP: 501, STR: 120, VIT: 417805, SPD: 1, LUK: 1, Attack: 83918, Defense: 502773, Current HP: 501, A Avg: 88113, D Avg: 502773, [Ninja[135, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 572: HP: 482, STR: 117, VIT: 417808, SPD: 1, LUK: 1, Attack: 84019, Defense: 502776, Current HP: 482, A Avg: 88219, D Avg: 502776, [Crossed Shuriken[136, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 571: HP: 499, STR: 117, VIT: 417808, SPD: 1, LUK: 1, Attack: 84123, Defense: 502776, Current HP: 499, A Avg: 88329, D Avg: 502776, [Crescent[141, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 570: HP: 493, STR: 118, VIT: 417811, SPD: 1, LUK: 1, Attack: 84228, Defense: 502779, Current HP: 493, A Avg: 88439, D Avg: 502779, [Windmill[137, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 569: HP: 482, STR: 108, VIT: 417814, SPD: 1, LUK: 1, Attack: 84108, Defense: 502782, Current HP: 482, A Avg: 88313, D Avg: 502782, [Kirisame[129, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 568: HP: 503, STR: 117, VIT: 417814, SPD: 1, LUK: 1, Attack: 84238, Defense: 502782, Current HP: 503, A Avg: 88449, D Avg: 502782, [Black Kirisame[130, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
