Rank 1000: HP: 2118, STR: 725, VIT: 6167, SPD: 64, LUK: 1, Attack: 84666, Defense: 91837, Current HP: 2118, A Avg: 88899, D Avg: 91837, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 689: HP: 2299, STR: 1801, VIT: 2278, SPD: 76, LUK: 1, Attack: 86451, Defense: 92056, Current HP: 2299, A Avg: 90773, D Avg: 92056, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 688: HP: 2323, STR: 861, VIT: 6388, SPD: 64, LUK: 1, Attack: 85904, Defense: 92058, Current HP: 2323, A Avg: 90199, D Avg: 92058, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 687: HP: 1539, STR: 2186, VIT: 2281, SPD: 76, LUK: 1, Attack: 87024, Defense: 92059, Current HP: 1539, A Avg: 91375, D Avg: 92059, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 686: HP: 1045, STR: 972, VIT: 2281, SPD: 103, LUK: 1, Attack: 87461, Defense: 92059, Current HP: 1045, A Avg: 91834, D Avg: 92059, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 685: HP: 1045, STR: 988, VIT: 2281, SPD: 64, LUK: 2, Attack: 87477, Defense: 92059, Current HP: 1045, A Avg: 91850, D Avg: 92059, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 684: HP: 1026, STR: 1821, VIT: 2281, SPD: 64, LUK: 1, Attack: 88310, Defense: 92059, Current HP: 1026, A Avg: 92725, D Avg: 92059, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 683: HP: 2475, STR: 506, VIT: 6390, SPD: 64, LUK: 1, Attack: 85214, Defense: 92060, Current HP: 2475, A Avg: 107369, D Avg: 92060, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 682: HP: 1034, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 83882, Defense: 92060, Current HP: 1034, A Avg: 105691, D Avg: 92060, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 681: HP: 1034, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 83921, Defense: 92060, Current HP: 1034, A Avg: 105740, D Avg: 92060, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 680: HP: 1034, STR: 161, VIT: 2282, SPD: 64, LUK: 1, Attack: 83933, Defense: 92060, Current HP: 1034, A Avg: 105755, D Avg: 92060, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 679: HP: 1034, STR: 227, VIT: 2282, SPD: 64, LUK: 1, Attack: 84038, Defense: 92060, Current HP: 1034, A Avg: 105887, D Avg: 92060, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 678: HP: 1034, STR: 281, VIT: 2282, SPD: 64, LUK: 1, Attack: 84053, Defense: 92060, Current HP: 1034, A Avg: 105906, D Avg: 92060, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 677: HP: 1034, STR: 219, VIT: 2282, SPD: 64, LUK: 1, Attack: 84043, Defense: 92060, Current HP: 1034, A Avg: 105894, D Avg: 92060, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 676: HP: 1034, STR: 289, VIT: 2282, SPD: 64, LUK: 1, Attack: 84132, Defense: 92060, Current HP: 1034, A Avg: 106006, D Avg: 92060, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 675: HP: 1056, STR: 289, VIT: 2282, SPD: 64, LUK: 1, Attack: 84178, Defense: 92060, Current HP: 1056, A Avg: 106064, D Avg: 92060, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 674: HP: 1034, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 83924, Defense: 92060, Current HP: 1034, A Avg: 105744, D Avg: 92060, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 673: HP: 798, STR: 219, VIT: 2282, SPD: 64, LUK: 1, Attack: 84095, Defense: 92060, Current HP: 798, A Avg: 88299, D Avg: 92060, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 672: HP: 1144, STR: 211, VIT: 2282, SPD: 64, LUK: 1, Attack: 84087, Defense: 92060, Current HP: 1144, A Avg: 88291, D Avg: 92060, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 671: HP: 1034, STR: 305, VIT: 2282, SPD: 64, LUK: 1, Attack: 84428, Defense: 92060, Current HP: 1034, A Avg: 106379, D Avg: 92060, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 670: HP: 1168, STR: 211, VIT: 2282, SPD: 64, LUK: 1, Attack: 84236, Defense: 92060, Current HP: 1168, A Avg: 88447, D Avg: 92060, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 669: HP: 1573, STR: 203, VIT: 2282, SPD: 64, LUK: 1, Attack: 84228, Defense: 92060, Current HP: 1573, A Avg: 88439, D Avg: 92060, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 668: HP: 798, STR: 289, VIT: 2282, SPD: 64, LUK: 1, Attack: 84438, Defense: 92060, Current HP: 798, A Avg: 88659, D Avg: 92060, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 667: HP: 1144, STR: 281, VIT: 2282, SPD: 64, LUK: 1, Attack: 84430, Defense: 92060, Current HP: 1144, A Avg: 88651, D Avg: 92060, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 666: HP: 1056, STR: 352, VIT: 2282, SPD: 64, LUK: 1, Attack: 84358, Defense: 92060, Current HP: 1056, A Avg: 106291, D Avg: 92060, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 665: HP: 1045, STR: 219, VIT: 2282, SPD: 64, LUK: 1, Attack: 84212, Defense: 92060, Current HP: 1045, A Avg: 106107, D Avg: 92060, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 664: HP: 1485, STR: 422, VIT: 2282, SPD: 64, LUK: 1, Attack: 84610, Defense: 92060, Current HP: 1485, A Avg: 106608, D Avg: 92060, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 663: HP: 1045, STR: 289, VIT: 2282, SPD: 64, LUK: 1, Attack: 84288, Defense: 92060, Current HP: 1045, A Avg: 106202, D Avg: 92060, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 662: HP: 1480, STR: 356, VIT: 2282, SPD: 64, LUK: 1, Attack: 84778, Defense: 92060, Current HP: 1480, A Avg: 106820, D Avg: 92060, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 661: HP: 1056, STR: 172, VIT: 2282, SPD: 64, LUK: 1, Attack: 83947, Defense: 92060, Current HP: 1056, A Avg: 105773, D Avg: 92060, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 660: HP: 1100, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 84058, Defense: 92060, Current HP: 1100, A Avg: 105913, D Avg: 92060, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 659: HP: 811, STR: 219, VIT: 2282, SPD: 64, LUK: 1, Attack: 84035, Defense: 92060, Current HP: 811, A Avg: 88236, D Avg: 92060, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 658: HP: 1159, STR: 211, VIT: 2282, SPD: 64, LUK: 1, Attack: 84027, Defense: 92060, Current HP: 1159, A Avg: 88228, D Avg: 92060, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 657: HP: 1197, STR: 473, VIT: 2282, SPD: 64, LUK: 1, Attack: 85155, Defense: 92060, Current HP: 1197, A Avg: 89412, D Avg: 92060, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 656: HP: 1187, STR: 352, VIT: 2282, SPD: 64, LUK: 1, Attack: 85034, Defense: 92060, Current HP: 1187, A Avg: 89285, D Avg: 92060, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 655: HP: 2112, STR: 468, VIT: 2282, SPD: 64, LUK: 1, Attack: 86151, Defense: 92060, Current HP: 2112, A Avg: 108550, D Avg: 92060, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 654: HP: 1034, STR: 859, VIT: 2282, SPD: 64, LUK: 1, Attack: 85515, Defense: 92060, Current HP: 1034, A Avg: 107748, D Avg: 92060, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 653: HP: 1034, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 84997, Defense: 92060, Current HP: 1034, A Avg: 107096, D Avg: 92060, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 652: HP: 817, STR: 273, VIT: 2282, SPD: 64, LUK: 1, Attack: 84266, Defense: 92060, Current HP: 817, A Avg: 88479, D Avg: 92060, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 651: HP: 1166, STR: 265, VIT: 2282, SPD: 64, LUK: 1, Attack: 84258, Defense: 92060, Current HP: 1166, A Avg: 88470, D Avg: 92060, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 650: HP: 1254, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 85124, Defense: 92060, Current HP: 1254, A Avg: 107256, D Avg: 92060, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 649: HP: 1694, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 92342, Defense: 92060, Current HP: 1694, A Avg: 116350, D Avg: 92060, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 648: HP: 6182, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 85209, Defense: 92060, Current HP: 6182, A Avg: 107363, D Avg: 92060, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 647: HP: 1694, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 86398, Defense: 92060, Current HP: 1694, A Avg: 108861, D Avg: 92060, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 646: HP: 1034, STR: 1804, VIT: 2282, SPD: 64, LUK: 1, Attack: 86733, Defense: 92060, Current HP: 1034, A Avg: 109283, D Avg: 92060, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 645: HP: 1034, STR: 2652, VIT: 2282, SPD: 64, LUK: 1, Attack: 87230, Defense: 92060, Current HP: 1034, A Avg: 109909, D Avg: 92060, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 644: HP: 1034, STR: 628, VIT: 2282, SPD: 64, LUK: 1, Attack: 87679, Defense: 92060, Current HP: 1034, A Avg: 110475, D Avg: 92060, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 643: HP: 1034, STR: -62181, VIT: 2282, SPD: 64, LUK: 1, Attack: 37085, Defense: 92060, Current HP: 1034, A Avg: 46727, D Avg: 92060, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 642: HP: 1034, STR: 2972, VIT: 2282, SPD: 64, LUK: 1, Attack: 90633, Defense: 92060, Current HP: 1034, A Avg: 114197, D Avg: 92060, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 641: HP: 1584, STR: 156, VIT: 5273, SPD: 64, LUK: 1, Attack: 84544, Defense: 92061, Current HP: 1584, A Avg: 106525, D Avg: 92061, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 640: HP: 6732, STR: 1716, VIT: 5273, SPD: 64, LUK: 1, Attack: 89598, Defense: 92061, Current HP: 6732, A Avg: 112893, D Avg: 92061, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 639: HP: 1584, STR: 905, VIT: 5273, SPD: 64, LUK: 1, Attack: 86549, Defense: 92061, Current HP: 1584, A Avg: 109051, D Avg: 92061, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 638: HP: 963, STR: 222, VIT: 2285, SPD: 64, LUK: 1, Attack: 84020, Defense: 92063, Current HP: 963, A Avg: 88221, D Avg: 92063, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 637: HP: 1335, STR: 214, VIT: 2285, SPD: 64, LUK: 1, Attack: 84012, Defense: 92063, Current HP: 1335, A Avg: 88212, D Avg: 92063, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 636: HP: 1178, STR: 2212, VIT: 2285, SPD: 64, LUK: 1, Attack: 92121, Defense: 92063, Current HP: 1178, A Avg: 96727, D Avg: 92063, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 635: HP: 1584, STR: 2204, VIT: 2285, SPD: 64, LUK: 1, Attack: 92113, Defense: 92063, Current HP: 1584, A Avg: 96718, D Avg: 92063, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 634: HP: 2508, STR: 1692, VIT: 6395, SPD: 64, LUK: 1, Attack: 88038, Defense: 92065, Current HP: 2508, A Avg: 92439, D Avg: 92065, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 633: HP: 813, STR: 219, VIT: 2287, SPD: 64, LUK: 1, Attack: 84225, Defense: 92065, Current HP: 813, A Avg: 88436, D Avg: 92065, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 632: HP: 1161, STR: 211, VIT: 2287, SPD: 64, LUK: 1, Attack: 84217, Defense: 92065, Current HP: 1161, A Avg: 88427, D Avg: 92065, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 631: HP: 840, STR: 2143, VIT: 2289, SPD: 68, LUK: 1, Attack: 86931, Defense: 92067, Current HP: 840, A Avg: 108663, D Avg: 92067, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 630: HP: 1711, STR: 980, VIT: 2289, SPD: 64, LUK: 1, Attack: 87469, Defense: 92067, Current HP: 1711, A Avg: 91842, D Avg: 92067, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 629: HP: 1083, STR: 972, VIT: 2297, SPD: 103, LUK: 1, Attack: 87461, Defense: 92075, Current HP: 1083, A Avg: 91834, D Avg: 92075, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 628: HP: 1121, STR: 1632, VIT: 2297, SPD: 64, LUK: 1, Attack: 88121, Defense: 92075, Current HP: 1121, A Avg: 94730, D Avg: 92075, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 627: HP: 1463, STR: 355, VIT: 2298, SPD: 64, LUK: 1, Attack: 84322, Defense: 92076, Current HP: 1463, A Avg: 106245, D Avg: 92076, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 626: HP: 807, STR: 1247, VIT: 6414, SPD: 64, LUK: 1, Attack: 86035, Defense: 92084, Current HP: 807, A Avg: 90336, D Avg: 92084, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 625: HP: 798, STR: 1256, VIT: 6414, SPD: 64, LUK: 1, Attack: 86044, Defense: 92084, Current HP: 798, A Avg: 90346, D Avg: 92084, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 624: HP: 2475, STR: 880, VIT: 6416, SPD: 64, LUK: 1, Attack: 86732, Defense: 92086, Current HP: 2475, A Avg: 109282, D Avg: 92086, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 623: HP: 1045, STR: 281, VIT: 2308, SPD: 64, LUK: 1, Attack: 84124, Defense: 92086, Current HP: 1045, A Avg: 105996, D Avg: 92086, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 622: HP: 1034, STR: 344, VIT: 2308, SPD: 64, LUK: 1, Attack: 84428, Defense: 92086, Current HP: 1034, A Avg: 106379, D Avg: 92086, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 621: HP: 1045, STR: 281, VIT: 2308, SPD: 64, LUK: 1, Attack: 84153, Defense: 92086, Current HP: 1045, A Avg: 106032, D Avg: 92086, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 620: HP: 1045, STR: 281, VIT: 2308, SPD: 64, LUK: 1, Attack: 84180, Defense: 92086, Current HP: 1045, A Avg: 106066, D Avg: 92086, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 619: HP: 1045, STR: 281, VIT: 2308, SPD: 64, LUK: 1, Attack: 84207, Defense: 92086, Current HP: 1045, A Avg: 106100, D Avg: 92086, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 618: HP: 1187, STR: 352, VIT: 2308, SPD: 64, LUK: 1, Attack: 85034, Defense: 92086, Current HP: 1187, A Avg: 89285, D Avg: 92086, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 617: HP: 1595, STR: 344, VIT: 2308, SPD: 64, LUK: 1, Attack: 85026, Defense: 92086, Current HP: 1595, A Avg: 89277, D Avg: 92086, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 616: HP: 1522, STR: 1115, VIT: 6420, SPD: 72, LUK: 1, Attack: 85953, Defense: 92090, Current HP: 1522, A Avg: 90250, D Avg: 92090, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 615: HP: 2446, STR: 929, VIT: 6420, SPD: 72, LUK: 1, Attack: 85852, Defense: 92090, Current HP: 2446, A Avg: 90144, D Avg: 92090, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 614: HP: 1078, STR: 180, VIT: 2321, SPD: 64, LUK: 1, Attack: 88347, Defense: 92099, Current HP: 1078, A Avg: 111317, D Avg: 92099, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 613: HP: 1928, STR: 2410, VIT: 2324, SPD: 76, LUK: 1, Attack: 87248, Defense: 92102, Current HP: 1928, A Avg: 91610, D Avg: 92102, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 612: HP: 2764, STR: 2155, VIT: 2324, SPD: 76, LUK: 1, Attack: 87078, Defense: 92102, Current HP: 2764, A Avg: 91431, D Avg: 92102, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 611: HP: 798, STR: 1699, VIT: 6440, SPD: 64, LUK: 1, Attack: 86487, Defense: 92110, Current HP: 798, A Avg: 90811, D Avg: 92110, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 610: HP: 1144, STR: 1247, VIT: 6440, SPD: 64, LUK: 1, Attack: 86035, Defense: 92110, Current HP: 1144, A Avg: 90336, D Avg: 92110, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 609: HP: 1694, STR: 2106, VIT: 6447, SPD: 64, LUK: 1, Attack: 86606, Defense: 92117, Current HP: 1694, A Avg: 109123, D Avg: 92117, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 608: HP: 1606, STR: 651, VIT: 6448, SPD: 72, LUK: 1, Attack: 85983, Defense: 92118, Current HP: 1606, A Avg: 90282, D Avg: 92118, [Tower[149, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 607: HP: 2004, STR: 1775, VIT: 2340, SPD: 76, LUK: 1, Attack: 87107, Defense: 92118, Current HP: 2004, A Avg: 91462, D Avg: 92118, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 606: HP: 1748, STR: 3250, VIT: 2342, SPD: 64, LUK: 1, Attack: 88584, Defense: 92120, Current HP: 1748, A Avg: 93013, D Avg: 92120, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 605: HP: 2085, STR: 776, VIT: 6453, SPD: 64, LUK: 1, Attack: 86420, Defense: 92123, Current HP: 2085, A Avg: 108889, D Avg: 92123, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 604: HP: 1216, STR: 203, VIT: 2358, SPD: 64, LUK: 1, Attack: 84059, Defense: 92136, Current HP: 1216, A Avg: 88261, D Avg: 92136, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 603: HP: 1206, STR: 211, VIT: 2358, SPD: 64, LUK: 1, Attack: 84067, Defense: 92136, Current HP: 1206, A Avg: 88270, D Avg: 92136, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 602: HP: 5624, STR: 7426, VIT: 2360, SPD: 76, LUK: 1, Attack: 93239, Defense: 92138, Current HP: 5624, A Avg: 97900, D Avg: 92138, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 601: HP: 1748, STR: 967, VIT: 6471, SPD: 64, LUK: 1, Attack: 87495, Defense: 92141, Current HP: 1748, A Avg: 91869, D Avg: 92141, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 600: HP: 1729, STR: 3661, VIT: 6471, SPD: 64, LUK: 1, Attack: 89539, Defense: 92141, Current HP: 1729, A Avg: 94015, D Avg: 92141, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 599: HP: 1029, STR: 273, VIT: 2363, SPD: 64, LUK: 1, Attack: 84175, Defense: 92141, Current HP: 1029, A Avg: 88383, D Avg: 92141, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 598: HP: 1020, STR: 387, VIT: 2363, SPD: 64, LUK: 1, Attack: 84289, Defense: 92141, Current HP: 1020, A Avg: 88503, D Avg: 92141, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 597: HP: 1216, STR: 462, VIT: 2371, SPD: 64, LUK: 1, Attack: 84975, Defense: 92149, Current HP: 1216, A Avg: 89223, D Avg: 92149, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 596: HP: 1206, STR: 344, VIT: 2371, SPD: 64, LUK: 1, Attack: 84857, Defense: 92149, Current HP: 1206, A Avg: 89099, D Avg: 92149, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 595: HP: 5606, STR: 3273, VIT: 6482, SPD: 72, LUK: 1, Attack: 89086, Defense: 92152, Current HP: 5606, A Avg: 93540, D Avg: 92152, [Spear of Regression[182, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 594: HP: 1034, STR: 289, VIT: 2384, SPD: 64, LUK: 1, Attack: 84165, Defense: 92162, Current HP: 1034, A Avg: 106047, D Avg: 92162, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 593: HP: 1463, STR: 281, VIT: 2384, SPD: 64, LUK: 1, Attack: 84306, Defense: 92162, Current HP: 1463, A Avg: 106225, D Avg: 92162, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
