Rank 1000: HP: 1112, STR: 579, VIT: 1150, SPD: 45, LUK: 1, Attack: 85092, Defense: 90928, Current HP: 1112, A Avg: 89346, D Avg: 90928, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 689: HP: 880, STR: 54, VIT: 1362, SPD: 40, LUK: 1, Attack: 83956, Defense: 91140, Current HP: 880, A Avg: 88153, D Avg: 91140, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 688: HP: 1159, STR: 254, VIT: 1362, SPD: 40, LUK: 1, Attack: 85937, Defense: 91140, Current HP: 1159, A Avg: 90233, D Avg: 91140, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 687: HP: 1562, STR: 246, VIT: 1362, SPD: 40, LUK: 1, Attack: 85929, Defense: 91140, Current HP: 1562, A Avg: 90225, D Avg: 91140, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 686: HP: 513, STR: 688, VIT: 1362, SPD: 40, LUK: 1, Attack: 85344, Defense: 91140, Current HP: 513, A Avg: 89611, D Avg: 91140, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 685: HP: 814, STR: 492, VIT: 1362, SPD: 40, LUK: 1, Attack: 85148, Defense: 91140, Current HP: 814, A Avg: 89405, D Avg: 91140, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 684: HP: 513, STR: 62, VIT: 1362, SPD: 40, LUK: 1, Attack: 84903, Defense: 91140, Current HP: 513, A Avg: 89148, D Avg: 91140, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 683: HP: 814, STR: 54, VIT: 1362, SPD: 40, LUK: 1, Attack: 84895, Defense: 91140, Current HP: 814, A Avg: 89139, D Avg: 91140, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 682: HP: 703, STR: 62, VIT: 1362, SPD: 40, LUK: 1, Attack: 85030, Defense: 91140, Current HP: 703, A Avg: 89281, D Avg: 91140, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 681: HP: 1034, STR: 54, VIT: 1362, SPD: 40, LUK: 1, Attack: 85022, Defense: 91140, Current HP: 1034, A Avg: 89273, D Avg: 91140, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 680: HP: 1083, STR: 62, VIT: 1362, SPD: 40, LUK: 1, Attack: 92248, Defense: 91140, Current HP: 1083, A Avg: 96860, D Avg: 91140, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 679: HP: 1474, STR: 54, VIT: 1362, SPD: 40, LUK: 1, Attack: 92240, Defense: 91140, Current HP: 1474, A Avg: 96852, D Avg: 91140, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 678: HP: 3249, STR: 62, VIT: 1362, SPD: 40, LUK: 1, Attack: 85115, Defense: 91140, Current HP: 3249, A Avg: 89370, D Avg: 91140, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 677: HP: 3982, STR: 54, VIT: 1362, SPD: 40, LUK: 1, Attack: 85107, Defense: 91140, Current HP: 3982, A Avg: 89362, D Avg: 91140, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 676: HP: 1083, STR: 62, VIT: 1362, SPD: 40, LUK: 1, Attack: 86304, Defense: 91140, Current HP: 1083, A Avg: 90619, D Avg: 91140, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 675: HP: 1474, STR: 54, VIT: 1362, SPD: 40, LUK: 1, Attack: 86296, Defense: 91140, Current HP: 1474, A Avg: 90610, D Avg: 91140, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 674: HP: 513, STR: 1691, VIT: 1362, SPD: 40, LUK: 1, Attack: 86620, Defense: 91140, Current HP: 513, A Avg: 90951, D Avg: 91140, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 673: HP: 814, STR: 1222, VIT: 1362, SPD: 40, LUK: 1, Attack: 86151, Defense: 91140, Current HP: 814, A Avg: 90458, D Avg: 91140, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 672: HP: 513, STR: 1598, VIT: 1362, SPD: 40, LUK: 1, Attack: 86176, Defense: 91140, Current HP: 513, A Avg: 90484, D Avg: 91140, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 671: HP: 814, STR: 1590, VIT: 1362, SPD: 40, LUK: 1, Attack: 86168, Defense: 91140, Current HP: 814, A Avg: 90476, D Avg: 91140, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 670: HP: 513, STR: 414, VIT: 1362, SPD: 40, LUK: 1, Attack: 87465, Defense: 91140, Current HP: 513, A Avg: 91838, D Avg: 91140, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 669: HP: 814, STR: 406, VIT: 1362, SPD: 40, LUK: 1, Attack: 87457, Defense: 91140, Current HP: 814, A Avg: 91829, D Avg: 91140, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 668: HP: 513, STR: -38300, VIT: 1362, SPD: 40, LUK: 1, Attack: 60966, Defense: 91140, Current HP: 513, A Avg: 64014, D Avg: 91140, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 667: HP: 814, STR: -38308, VIT: 1362, SPD: 40, LUK: 1, Attack: 60958, Defense: 91140, Current HP: 814, A Avg: 64005, D Avg: 91140, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 666: HP: 513, STR: 1918, VIT: 1362, SPD: 40, LUK: 1, Attack: 89579, Defense: 91140, Current HP: 513, A Avg: 94057, D Avg: 91140, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 665: HP: 814, STR: 1910, VIT: 1362, SPD: 40, LUK: 1, Attack: 89571, Defense: 91140, Current HP: 814, A Avg: 94049, D Avg: 91140, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 664: HP: 1425, STR: 1036, VIT: 1363, SPD: 40, LUK: 1, Attack: 86888, Defense: 91141, Current HP: 1425, A Avg: 91232, D Avg: 91141, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 663: HP: 1208, STR: 1034, VIT: 1366, SPD: 47, LUK: 1, Attack: 85144, Defense: 91144, Current HP: 1208, A Avg: 89401, D Avg: 91144, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 662: HP: 1216, STR: 1039, VIT: 1366, SPD: 47, LUK: 1, Attack: 85552, Defense: 91144, Current HP: 1216, A Avg: 89829, D Avg: 91144, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 661: HP: 780, STR: 1549, VIT: 1366, SPD: 42, LUK: 1, Attack: 87427, Defense: 91144, Current HP: 780, A Avg: 109283, D Avg: 91144, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 660: HP: 740, STR: 2197, VIT: 1366, SPD: 42, LUK: 1, Attack: 87737, Defense: 91144, Current HP: 740, A Avg: 109671, D Avg: 91144, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 659: HP: 1235, STR: 1034, VIT: 1368, SPD: 47, LUK: 1, Attack: 87003, Defense: 91146, Current HP: 1235, A Avg: 91353, D Avg: 91146, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 658: HP: 1255, STR: 786, VIT: 1369, SPD: 45, LUK: 1, Attack: 85829, Defense: 91147, Current HP: 1255, A Avg: 90120, D Avg: 91147, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 657: HP: 1386, STR: 870, VIT: 1369, SPD: 40, LUK: 2, Attack: 86204, Defense: 91147, Current HP: 1386, A Avg: 90514, D Avg: 91147, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 656: HP: 1083, STR: 1596, VIT: 1369, SPD: 40, LUK: 1, Attack: 86930, Defense: 91147, Current HP: 1083, A Avg: 91276, D Avg: 91147, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 655: HP: 1083, STR: 947, VIT: 1369, SPD: 40, LUK: 2, Attack: 86281, Defense: 91147, Current HP: 1083, A Avg: 90595, D Avg: 91147, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 654: HP: 1364, STR: 996, VIT: 1375, SPD: 45, LUK: 1, Attack: 87342, Defense: 91153, Current HP: 1364, A Avg: 91709, D Avg: 91153, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 653: HP: 560, STR: 78, VIT: 1375, SPD: 40, LUK: 1, Attack: 88245, Defense: 91153, Current HP: 560, A Avg: 92657, D Avg: 91153, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 652: HP: 551, STR: 172, VIT: 1375, SPD: 40, LUK: 1, Attack: 88339, Defense: 91153, Current HP: 551, A Avg: 92755, D Avg: 91153, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 651: HP: 1444, STR: 1175, VIT: 1376, SPD: 47, LUK: 1, Attack: 86273, Defense: 91154, Current HP: 1444, A Avg: 90586, D Avg: 91154, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 650: HP: 1216, STR: 1551, VIT: 1376, SPD: 47, LUK: 1, Attack: 86376, Defense: 91154, Current HP: 1216, A Avg: 90694, D Avg: 91154, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 649: HP: 1273, STR: 1037, VIT: 1376, SPD: 47, LUK: 1, Attack: 85849, Defense: 91154, Current HP: 1273, A Avg: 90141, D Avg: 91154, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 648: HP: 741, STR: 188, VIT: 1377, SPD: 40, LUK: 1, Attack: 84155, Defense: 91155, Current HP: 741, A Avg: 88362, D Avg: 91155, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 647: HP: 1078, STR: 180, VIT: 1377, SPD: 40, LUK: 1, Attack: 84147, Defense: 91155, Current HP: 1078, A Avg: 88354, D Avg: 91155, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 646: HP: 1653, STR: 822, VIT: 1377, SPD: 40, LUK: 1, Attack: 86156, Defense: 91155, Current HP: 1653, A Avg: 90463, D Avg: 91155, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 645: HP: 1121, STR: 822, VIT: 1377, SPD: 72, LUK: 1, Attack: 86156, Defense: 91155, Current HP: 1121, A Avg: 90463, D Avg: 109386, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 644: HP: 1855, STR: 870, VIT: 1377, SPD: 40, LUK: 1, Attack: 86204, Defense: 91155, Current HP: 1855, A Avg: 90514, D Avg: 91155, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 643: HP: 1307, STR: 1050, VIT: 1379, SPD: 47, LUK: 1, Attack: 85082, Defense: 91157, Current HP: 1307, A Avg: 89336, D Avg: 91157, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 642: HP: 1102, STR: 822, VIT: 1385, SPD: 64, LUK: 1, Attack: 86156, Defense: 91163, Current HP: 1102, A Avg: 90463, D Avg: 91163, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 641: HP: 1102, STR: 838, VIT: 1385, SPD: 40, LUK: 2, Attack: 86172, Defense: 91163, Current HP: 1102, A Avg: 90480, D Avg: 91163, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 640: HP: 1083, STR: 1548, VIT: 1385, SPD: 40, LUK: 1, Attack: 86882, Defense: 91163, Current HP: 1083, A Avg: 91226, D Avg: 91163, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 639: HP: 522, STR: 278, VIT: 1388, SPD: 40, LUK: 1, Attack: 84121, Defense: 91166, Current HP: 522, A Avg: 88327, D Avg: 91166, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 638: HP: 825, STR: 131, VIT: 1388, SPD: 40, LUK: 1, Attack: 83974, Defense: 91166, Current HP: 825, A Avg: 88172, D Avg: 91166, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 637: HP: 513, STR: 177, VIT: 1388, SPD: 40, LUK: 1, Attack: 84261, Defense: 91166, Current HP: 513, A Avg: 88474, D Avg: 91166, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 636: HP: 814, STR: 275, VIT: 1388, SPD: 40, LUK: 1, Attack: 84359, Defense: 91166, Current HP: 814, A Avg: 88576, D Avg: 91166, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 635: HP: 522, STR: 278, VIT: 1388, SPD: 40, LUK: 1, Attack: 84150, Defense: 91166, Current HP: 522, A Avg: 88357, D Avg: 91166, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 634: HP: 825, STR: 131, VIT: 1388, SPD: 40, LUK: 1, Attack: 84003, Defense: 91166, Current HP: 825, A Avg: 88203, D Avg: 91166, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 633: HP: 522, STR: 278, VIT: 1388, SPD: 40, LUK: 1, Attack: 84177, Defense: 91166, Current HP: 522, A Avg: 88385, D Avg: 91166, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 632: HP: 825, STR: 131, VIT: 1388, SPD: 40, LUK: 1, Attack: 84030, Defense: 91166, Current HP: 825, A Avg: 88231, D Avg: 91166, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 631: HP: 522, STR: 278, VIT: 1388, SPD: 40, LUK: 1, Attack: 84204, Defense: 91166, Current HP: 522, A Avg: 88414, D Avg: 91166, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 630: HP: 825, STR: 131, VIT: 1388, SPD: 40, LUK: 1, Attack: 84057, Defense: 91166, Current HP: 825, A Avg: 88259, D Avg: 91166, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 629: HP: 608, STR: 2158, VIT: 1392, SPD: 40, LUK: 1, Attack: 86946, Defense: 91170, Current HP: 608, A Avg: 91293, D Avg: 91170, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 628: HP: 1798, STR: 830, VIT: 1393, SPD: 40, LUK: 1, Attack: 86164, Defense: 91171, Current HP: 1798, A Avg: 90472, D Avg: 91171, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 627: HP: 1216, STR: 1037, VIT: 1398, SPD: 47, LUK: 1, Attack: 84978, Defense: 91176, Current HP: 1216, A Avg: 89226, D Avg: 91176, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 626: HP: 522, STR: 139, VIT: 1398, SPD: 40, LUK: 1, Attack: 84015, Defense: 91176, Current HP: 522, A Avg: 88215, D Avg: 91176, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 625: HP: 513, STR: 147, VIT: 1398, SPD: 40, LUK: 1, Attack: 84023, Defense: 91176, Current HP: 513, A Avg: 88224, D Avg: 91176, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 624: HP: 750, STR: 131, VIT: 1398, SPD: 40, LUK: 1, Attack: 84156, Defense: 91176, Current HP: 750, A Avg: 88363, D Avg: 91176, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 623: HP: 741, STR: 139, VIT: 1398, SPD: 40, LUK: 1, Attack: 84164, Defense: 91176, Current HP: 741, A Avg: 88372, D Avg: 91176, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 622: HP: 522, STR: 185, VIT: 1398, SPD: 40, LUK: 1, Attack: 84334, Defense: 91176, Current HP: 522, A Avg: 88550, D Avg: 91176, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 621: HP: 513, STR: 193, VIT: 1398, SPD: 40, LUK: 1, Attack: 84342, Defense: 91176, Current HP: 513, A Avg: 88559, D Avg: 91176, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 620: HP: 535, STR: 191, VIT: 1398, SPD: 40, LUK: 1, Attack: 84007, Defense: 91176, Current HP: 535, A Avg: 88207, D Avg: 91176, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 619: HP: 526, STR: 147, VIT: 1398, SPD: 40, LUK: 1, Attack: 83963, Defense: 91176, Current HP: 526, A Avg: 88161, D Avg: 91176, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 618: HP: 541, STR: 169, VIT: 1398, SPD: 40, LUK: 1, Attack: 84162, Defense: 91176, Current HP: 541, A Avg: 88370, D Avg: 91176, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 617: HP: 532, STR: 355, VIT: 1398, SPD: 40, LUK: 1, Attack: 84348, Defense: 91176, Current HP: 532, A Avg: 88565, D Avg: 91176, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 616: HP: 839, STR: 918, VIT: 1400, SPD: 45, LUK: 1, Attack: 87446, Defense: 91178, Current HP: 839, A Avg: 91818, D Avg: 91178, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 615: HP: 818, STR: 2648, VIT: 1400, SPD: 45, LUK: 1, Attack: 88526, Defense: 91178, Current HP: 818, A Avg: 92952, D Avg: 91178, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 614: HP: 1400, STR: 591, VIT: 1400, SPD: 42, LUK: 1, Attack: 85299, Defense: 91178, Current HP: 1400, A Avg: 106623, D Avg: 91178, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 613: HP: 630, STR: 142, VIT: 1401, SPD: 40, LUK: 1, Attack: 83940, Defense: 91179, Current HP: 630, A Avg: 88137, D Avg: 91179, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 612: HP: 621, STR: 206, VIT: 1401, SPD: 40, LUK: 1, Attack: 84004, Defense: 91179, Current HP: 621, A Avg: 88204, D Avg: 91179, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 611: HP: 551, STR: 86, VIT: 1401, SPD: 40, LUK: 1, Attack: 88253, Defense: 91179, Current HP: 551, A Avg: 92665, D Avg: 91179, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 610: HP: 858, STR: 78, VIT: 1401, SPD: 40, LUK: 1, Attack: 88245, Defense: 91179, Current HP: 858, A Avg: 92657, D Avg: 91179, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 609: HP: 1140, STR: 822, VIT: 1401, SPD: 64, LUK: 1, Attack: 86156, Defense: 91179, Current HP: 1140, A Avg: 90463, D Avg: 91179, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 608: HP: 1178, STR: 1388, VIT: 1401, SPD: 40, LUK: 1, Attack: 86722, Defense: 91179, Current HP: 1178, A Avg: 93226, D Avg: 91179, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 607: HP: 537, STR: 139, VIT: 1403, SPD: 40, LUK: 1, Attack: 84145, Defense: 91181, Current HP: 537, A Avg: 88352, D Avg: 91181, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 606: HP: 528, STR: 147, VIT: 1403, SPD: 40, LUK: 1, Attack: 84153, Defense: 91181, Current HP: 528, A Avg: 88360, D Avg: 91181, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 605: HP: 1216, STR: 987, VIT: 1414, SPD: 47, LUK: 1, Attack: 86462, Defense: 91192, Current HP: 1216, A Avg: 90785, D Avg: 91192, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 604: HP: 1444, STR: 1138, VIT: 1414, SPD: 47, LUK: 1, Attack: 85788, Defense: 91192, Current HP: 1444, A Avg: 90077, D Avg: 91192, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 603: HP: 1136, STR: 858, VIT: 1416, SPD: 42, LUK: 1, Attack: 86502, Defense: 91194, Current HP: 1136, A Avg: 108127, D Avg: 91194, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 602: HP: 969, STR: 1367, VIT: 1417, SPD: 47, LUK: 1, Attack: 86205, Defense: 91195, Current HP: 969, A Avg: 90515, D Avg: 91195, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 601: HP: 1400, STR: 982, VIT: 1417, SPD: 42, LUK: 1, Attack: 86834, Defense: 91195, Current HP: 1400, A Avg: 108542, D Avg: 91195, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 600: HP: 704, STR: 108, VIT: 1424, SPD: 40, LUK: 1, Attack: 83834, Defense: 91202, Current HP: 704, A Avg: 105630, D Avg: 91202, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 599: HP: 704, STR: 108, VIT: 1424, SPD: 40, LUK: 1, Attack: 83873, Defense: 91202, Current HP: 704, A Avg: 105679, D Avg: 91202, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 598: HP: 704, STR: 113, VIT: 1424, SPD: 40, LUK: 1, Attack: 83885, Defense: 91202, Current HP: 704, A Avg: 105695, D Avg: 91202, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 597: HP: 704, STR: 155, VIT: 1424, SPD: 40, LUK: 1, Attack: 83966, Defense: 91202, Current HP: 704, A Avg: 105797, D Avg: 91202, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 596: HP: 704, STR: 185, VIT: 1424, SPD: 40, LUK: 1, Attack: 83957, Defense: 91202, Current HP: 704, A Avg: 105785, D Avg: 91202, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 595: HP: 704, STR: 147, VIT: 1424, SPD: 40, LUK: 1, Attack: 83971, Defense: 91202, Current HP: 704, A Avg: 105803, D Avg: 91202, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 594: HP: 704, STR: 193, VIT: 1424, SPD: 40, LUK: 1, Attack: 84036, Defense: 91202, Current HP: 704, A Avg: 105885, D Avg: 91202, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 593: HP: 726, STR: 193, VIT: 1424, SPD: 40, LUK: 1, Attack: 84082, Defense: 91202, Current HP: 726, A Avg: 105943, D Avg: 91202, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 592: HP: 704, STR: 108, VIT: 1424, SPD: 40, LUK: 1, Attack: 83876, Defense: 91202, Current HP: 704, A Avg: 105683, D Avg: 91202, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 591: HP: 513, STR: 147, VIT: 1424, SPD: 40, LUK: 1, Attack: 84023, Defense: 91202, Current HP: 513, A Avg: 88224, D Avg: 91202, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
