Rank 1000: HP: 1080, STR: 449193, VIT: 265, SPD: 64, LUK: 1, Attack: 536854, Defense: 83988, Current HP: 1080, A Avg: 1428031, D Avg: 83988, [Neural Edge(190)[630, 630, 630], Pot Lid(201)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 670: HP: 1396, STR: 625686, VIT: 1187, SPD: 64, LUK: 1, Attack: 711226, Defense: 88105, Current HP: 1396, A Avg: 1443788, D Avg: 88105, [Zodiac(184)[630, 630, 630], White Hole(230)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 669: HP: 2152, STR: 457749, VIT: 1220, SPD: 76, LUK: 1, Attack: 542792, Defense: 85083, Current HP: 2152, A Avg: 1443826, D Avg: 85083, [White Snake(160)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 668: HP: 1824, STR: 626467, VIT: 984, SPD: 68, LUK: 1, Attack: 711255, Defense: 87772, Current HP: 1824, A Avg: 1443847, D Avg: 87772, [Pulse Knife(165)[630, 630, 630], C Magnum(239)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 667: HP: 2060, STR: 625732, VIT: 1172, SPD: 64, LUK: 1, Attack: 711272, Defense: 87284, Current HP: 2060, A Avg: 1443882, D Avg: 87284, [Zodiac(184)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 666: HP: 4170, STR: 623465, VIT: 2409, SPD: 64, LUK: 1, Attack: 711293, Defense: 89834, Current HP: 4170, A Avg: 1443924, D Avg: 89834, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 665: HP: 2207, STR: 458004, VIT: 1108, SPD: 76, LUK: 1, Attack: 542829, Defense: 85114, Current HP: 2207, A Avg: 1443925, D Avg: 85114, [Kraken(145)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 664: HP: 1368, STR: 625774, VIT: 1332, SPD: 64, LUK: 1, Attack: 711314, Defense: 86326, Current HP: 1368, A Avg: 1443967, D Avg: 86326, [Zodiac(184)[630, 630, 630], Metalization(228)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 663: HP: 1704, STR: 625522, VIT: 984, SPD: 64, LUK: 1, Attack: 711400, Defense: 85718, Current HP: 1704, A Avg: 1444141, D Avg: 85718, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 662: HP: 1947, STR: 458970, VIT: 897, SPD: 76, LUK: 1, Attack: 543080, Defense: 85085, Current HP: 1947, A Avg: 1444592, D Avg: 85085, [Serpent(144)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 661: HP: 2561, STR: 458037, VIT: 1283, SPD: 76, LUK: 1, Attack: 543080, Defense: 85172, Current HP: 2561, A Avg: 1444592, D Avg: 85172, [White Snake(160)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 660: HP: 2413, STR: 458126, VIT: 1291, SPD: 76, LUK: 1, Attack: 543169, Defense: 85297, Current HP: 2413, A Avg: 1444829, D Avg: 85297, [White Snake(160)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 659: HP: 2679, STR: 626551, VIT: 1094, SPD: 68, LUK: 1, Attack: 711885, Defense: 87882, Current HP: 2679, A Avg: 1445126, D Avg: 87882, [Impulse(166)[630, 630, 630], C Magnum(239)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 658: HP: 2633, STR: 457678, VIT: 1529, SPD: 76, LUK: 1, Attack: 543322, Defense: 86029, Current HP: 2633, A Avg: 1445236, D Avg: 86029, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 657: HP: 4978, STR: 626274, VIT: 1892, SPD: 64, LUK: 1, Attack: 712087, Defense: 91670, Current HP: 4978, A Avg: 1445536, D Avg: 91670, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 656: HP: 4170, STR: 624350, VIT: 2329, SPD: 64, LUK: 1, Attack: 712178, Defense: 89754, Current HP: 4170, A Avg: 1445721, D Avg: 89754, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 655: HP: 988, STR: 626690, VIT: 702, SPD: 68, LUK: 1, Attack: 712230, Defense: 84838, Current HP: 988, A Avg: 1445826, D Avg: 84838, [Zodiac(184)[630, 630, 630], Magnum(237)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 654: HP: 1026, STR: 457686, VIT: 3838, SPD: 64, LUK: 1, Attack: 543564, Defense: 89508, Current HP: 1026, A Avg: 1445880, D Avg: 89508, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 653: HP: 1121, STR: 457686, VIT: 3979, SPD: 64, LUK: 1, Attack: 543564, Defense: 89649, Current HP: 1121, A Avg: 1445880, D Avg: 89649, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 652: HP: 1026, STR: 457834, VIT: 3902, SPD: 64, LUK: 1, Attack: 543712, Defense: 89572, Current HP: 1026, A Avg: 1446273, D Avg: 89572, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 651: HP: 1026, STR: 457834, VIT: 3902, SPD: 64, LUK: 1, Attack: 543712, Defense: 89572, Current HP: 1026, A Avg: 1446273, D Avg: 89572, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 650: HP: 1776, STR: 620398, VIT: 643, SPD: 64, LUK: 1, Attack: 712584, Defense: 87561, Current HP: 1776, A Avg: 1446545, D Avg: 87561, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 649: HP: 1026, STR: 457982, VIT: 3822, SPD: 64, LUK: 1, Attack: 543860, Defense: 89492, Current HP: 1026, A Avg: 1446667, D Avg: 89492, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 648: HP: 1254, STR: 458045, VIT: 4009, SPD: 64, LUK: 1, Attack: 543923, Defense: 89679, Current HP: 1254, A Avg: 1446835, D Avg: 89679, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 647: HP: 2356, STR: 459873, VIT: 1166, SPD: 76, LUK: 1, Attack: 543983, Defense: 86394, Current HP: 2356, A Avg: 1446994, D Avg: 86394, [Serpent(144)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 646: HP: 988, STR: 627274, VIT: 702, SPD: 68, LUK: 1, Attack: 712814, Defense: 85046, Current HP: 988, A Avg: 1447012, D Avg: 85046, [Zodiac(184)[630, 630, 630], V Magnum(238)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 645: HP: 1928, STR: 459288, VIT: 968, SPD: 76, LUK: 1, Attack: 544113, Defense: 85156, Current HP: 1928, A Avg: 1447340, D Avg: 85156, [Kraken(145)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 644: HP: 2133, STR: 459410, VIT: 1150, SPD: 76, LUK: 1, Attack: 544453, Defense: 85338, Current HP: 2133, A Avg: 1448244, D Avg: 85338, [White Snake(160)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 643: HP: 1767, STR: 459055, VIT: 4446, SPD: 76, LUK: 1, Attack: 544933, Defense: 90116, Current HP: 1767, A Avg: 1449521, D Avg: 90116, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 642: HP: 2337, STR: 460191, VIT: 1236, SPD: 76, LUK: 1, Attack: 545016, Defense: 86464, Current HP: 2337, A Avg: 1449742, D Avg: 86464, [Kraken(145)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 641: HP: 1919, STR: 628840, VIT: 702, SPD: 68, LUK: 1, Attack: 714380, Defense: 87490, Current HP: 1919, A Avg: 1450191, D Avg: 87490, [Zodiac(184)[630, 630, 630], C Magnum(239)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 640: HP: 2542, STR: 460313, VIT: 1419, SPD: 76, LUK: 1, Attack: 545356, Defense: 86647, Current HP: 2542, A Avg: 1450646, D Avg: 86647, [White Snake(160)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 639: HP: 1206, STR: 458999, VIT: 363, SPD: 64, LUK: 1, Attack: 546050, Defense: 85591, Current HP: 1206, A Avg: 1452492, D Avg: 85591, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 638: HP: 1301, STR: 458999, VIT: 504, SPD: 64, LUK: 1, Attack: 546050, Defense: 85732, Current HP: 1301, A Avg: 1452492, D Avg: 85732, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 637: HP: 1206, STR: 459147, VIT: 427, SPD: 64, LUK: 1, Attack: 546198, Defense: 85655, Current HP: 1206, A Avg: 1452886, D Avg: 85655, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 636: HP: 1206, STR: 459147, VIT: 427, SPD: 64, LUK: 1, Attack: 546198, Defense: 85655, Current HP: 1206, A Avg: 1452886, D Avg: 85655, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 635: HP: 1206, STR: 459295, VIT: 347, SPD: 64, LUK: 1, Attack: 546346, Defense: 85575, Current HP: 1206, A Avg: 1453280, D Avg: 85575, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 634: HP: 1434, STR: 459358, VIT: 534, SPD: 64, LUK: 1, Attack: 546409, Defense: 85762, Current HP: 1434, A Avg: 1453447, D Avg: 85762, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 633: HP: 1947, STR: 462555, VIT: 897, SPD: 76, LUK: 1, Attack: 546665, Defense: 88725, Current HP: 1947, A Avg: 1454128, D Avg: 88725, [Serpent(144)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 632: HP: 1947, STR: 460368, VIT: 971, SPD: 76, LUK: 1, Attack: 547419, Defense: 86199, Current HP: 1947, A Avg: 1456134, D Avg: 86199, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 631: HP: 1928, STR: 462873, VIT: 968, SPD: 76, LUK: 1, Attack: 547698, Defense: 88796, Current HP: 1928, A Avg: 1456876, D Avg: 88796, [Kraken(145)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 630: HP: 2133, STR: 462995, VIT: 1150, SPD: 76, LUK: 1, Attack: 548038, Defense: 88978, Current HP: 2133, A Avg: 1457781, D Avg: 88978, [White Snake(160)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 629: HP: 1368, STR: 635333, VIT: 1396, SPD: 64, LUK: 1, Attack: 719209, Defense: 88964, Current HP: 1368, A Avg: 1459994, D Avg: 88964, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 628: HP: 1368, STR: 635522, VIT: 1396, SPD: 64, LUK: 1, Attack: 719671, Defense: 88964, Current HP: 1368, A Avg: 1460932, D Avg: 88964, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 627: HP: 1045, STR: 461671, VIT: 398, SPD: 64, LUK: 1, Attack: 549332, Defense: 84404, Current HP: 1045, A Avg: 1461223, D Avg: 84404, [Neural Edge(190)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 626: HP: 1026, STR: 461671, VIT: 3385, SPD: 64, LUK: 1, Attack: 549332, Defense: 89055, Current HP: 1026, A Avg: 1461223, D Avg: 89055, [Neural Edge(190)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 625: HP: 1212, STR: 461852, VIT: 398, SPD: 64, LUK: 1, Attack: 549513, Defense: 84898, Current HP: 1212, A Avg: 1461704, D Avg: 84898, [Neural Edge(190)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 624: HP: 1596, STR: 462041, VIT: 1521, SPD: 64, LUK: 1, Attack: 549702, Defense: 89089, Current HP: 1596, A Avg: 1462207, D Avg: 89089, [Neural Edge(190)[630, 630, 630], Storm Wall(242)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 623: HP: 1045, STR: 462215, VIT: 336, SPD: 64, LUK: 1, Attack: 549876, Defense: 84199, Current HP: 1045, A Avg: 1462670, D Avg: 84199, [Neural Edge(190)[630, 630, 630], Small Sword(218)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 622: HP: 1453, STR: 462503, VIT: 398, SPD: 64, LUK: 1, Attack: 550164, Defense: 84287, Current HP: 1453, A Avg: 1463436, D Avg: 84287, [Neural Edge(190)[630, 630, 630], Small Lion(219)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 621: HP: 1305, STR: 462592, VIT: 406, SPD: 64, LUK: 1, Attack: 550253, Defense: 84412, Current HP: 1305, A Avg: 1463672, D Avg: 84412, [Neural Edge(190)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 620: HP: 1368, STR: 637443, VIT: 1476, SPD: 64, LUK: 1, Attack: 721319, Defense: 89044, Current HP: 1368, A Avg: 1464277, D Avg: 89044, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 619: HP: 1368, STR: 637606, VIT: 1476, SPD: 64, LUK: 1, Attack: 721755, Defense: 89044, Current HP: 1368, A Avg: 1465162, D Avg: 89044, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 618: HP: 912, STR: 637148, VIT: 1116, SPD: 64, LUK: 1, Attack: 721936, Defense: 85122, Current HP: 912, A Avg: 1465530, D Avg: 85122, [Pulse Knife(165)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 617: HP: 893, STR: 637148, VIT: 4104, SPD: 64, LUK: 1, Attack: 721936, Defense: 89774, Current HP: 893, A Avg: 1465530, D Avg: 89774, [Pulse Knife(165)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 616: HP: 1892, STR: 636301, VIT: 905, SPD: 64, LUK: 1, Attack: 721945, Defense: 85405, Current HP: 1892, A Avg: 1465548, D Avg: 85405, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 615: HP: 1079, STR: 637358, VIT: 1116, SPD: 64, LUK: 1, Attack: 722146, Defense: 85616, Current HP: 1079, A Avg: 1465956, D Avg: 85616, [Pulse Knife(165)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 614: HP: 1463, STR: 637578, VIT: 2240, SPD: 64, LUK: 1, Attack: 722366, Defense: 89808, Current HP: 1463, A Avg: 1466402, D Avg: 89808, [Pulse Knife(165)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 613: HP: 912, STR: 637780, VIT: 1054, SPD: 64, LUK: 1, Attack: 722568, Defense: 84917, Current HP: 912, A Avg: 1466813, D Avg: 84917, [Pulse Knife(165)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 612: HP: 1767, STR: 637234, VIT: 1227, SPD: 64, LUK: 1, Attack: 722568, Defense: 85233, Current HP: 1767, A Avg: 1466813, D Avg: 85233, [Impulse(166)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 611: HP: 1748, STR: 637234, VIT: 4214, SPD: 64, LUK: 1, Attack: 722568, Defense: 89884, Current HP: 1748, A Avg: 1466813, D Avg: 89884, [Impulse(166)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 610: HP: 1026, STR: 463876, VIT: 265, SPD: 64, LUK: 1, Attack: 551537, Defense: 84453, Current HP: 1026, A Avg: 1467088, D Avg: 84453, [Neural Edge(190)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 609: HP: 1934, STR: 637444, VIT: 1227, SPD: 64, LUK: 1, Attack: 722778, Defense: 85727, Current HP: 1934, A Avg: 1467239, D Avg: 85727, [Impulse(166)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 608: HP: 1320, STR: 638115, VIT: 1116, SPD: 64, LUK: 1, Attack: 722903, Defense: 85005, Current HP: 1320, A Avg: 1467493, D Avg: 85005, [Pulse Knife(165)[630, 630, 630], Small Lion(219)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 607: HP: 2318, STR: 637664, VIT: 2350, SPD: 64, LUK: 1, Attack: 722998, Defense: 89918, Current HP: 2318, A Avg: 1467685, D Avg: 89918, [Impulse(166)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 606: HP: 1172, STR: 638218, VIT: 1124, SPD: 64, LUK: 1, Attack: 723006, Defense: 85130, Current HP: 1172, A Avg: 1467702, D Avg: 85130, [Pulse Knife(165)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 605: HP: 1767, STR: 637866, VIT: 1164, SPD: 64, LUK: 1, Attack: 723200, Defense: 85027, Current HP: 1767, A Avg: 1468095, D Avg: 85027, [Impulse(166)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 604: HP: 912, STR: 688608, VIT: 243, SPD: 64, LUK: 1, Attack: 772731, Defense: 84249, Current HP: 912, A Avg: 1468188, D Avg: 84249, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 603: HP: 893, STR: 688608, VIT: 3230, SPD: 64, LUK: 1, Attack: 772731, Defense: 88900, Current HP: 893, A Avg: 1468188, D Avg: 88900, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 602: HP: 1079, STR: 688804, VIT: 243, SPD: 64, LUK: 1, Attack: 772927, Defense: 84743, Current HP: 1079, A Avg: 1468561, D Avg: 84743, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 601: HP: 2175, STR: 638201, VIT: 1227, SPD: 64, LUK: 1, Attack: 723535, Defense: 85116, Current HP: 2175, A Avg: 1468776, D Avg: 85116, [Impulse(166)[630, 630, 630], Small Lion(219)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 600: HP: 1463, STR: 689008, VIT: 1366, SPD: 64, LUK: 1, Attack: 773131, Defense: 88934, Current HP: 1463, A Avg: 1468948, D Avg: 88934, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 599: HP: 2027, STR: 638304, VIT: 1235, SPD: 64, LUK: 1, Attack: 723638, Defense: 85241, Current HP: 2027, A Avg: 1468985, D Avg: 85241, [Impulse(166)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 598: HP: 912, STR: 689196, VIT: 180, SPD: 64, LUK: 1, Attack: 773319, Defense: 84043, Current HP: 912, A Avg: 1469306, D Avg: 84043, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 597: HP: 1434, STR: 464779, VIT: 534, SPD: 64, LUK: 1, Attack: 552440, Defense: 85762, Current HP: 1434, A Avg: 1469490, D Avg: 85762, [Neural Edge(190)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 596: HP: 1892, STR: 638275, VIT: 985, SPD: 64, LUK: 1, Attack: 723919, Defense: 85485, Current HP: 1892, A Avg: 1469555, D Avg: 85485, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 595: HP: 1320, STR: 689508, VIT: 243, SPD: 64, LUK: 1, Attack: 773631, Defense: 84132, Current HP: 1320, A Avg: 1469898, D Avg: 84132, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 594: HP: 1172, STR: 689604, VIT: 251, SPD: 64, LUK: 1, Attack: 773727, Defense: 84257, Current HP: 1172, A Avg: 1470081, D Avg: 84257, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 593: HP: 893, STR: 639711, VIT: 984, SPD: 64, LUK: 1, Attack: 724499, Defense: 85172, Current HP: 893, A Avg: 1470732, D Avg: 85172, [Pulse Knife(165)[630, 630, 630], Dragon Sword(225)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 592: HP: 1007, STR: 639577, VIT: 835, SPD: 64, LUK: 1, Attack: 725117, Defense: 84841, Current HP: 1007, A Avg: 1471987, D Avg: 84841, [Zodiac(184)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 591: HP: 988, STR: 639577, VIT: 3822, SPD: 64, LUK: 1, Attack: 725117, Defense: 89492, Current HP: 988, A Avg: 1471987, D Avg: 89492, [Zodiac(184)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 590: HP: 1748, STR: 639797, VIT: 1094, SPD: 64, LUK: 1, Attack: 725131, Defense: 85282, Current HP: 1748, A Avg: 1472015, D Avg: 85282, [Impulse(166)[630, 630, 630], Dragon Sword(225)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 589: HP: 1174, STR: 639788, VIT: 835, SPD: 64, LUK: 1, Attack: 725328, Defense: 85335, Current HP: 1174, A Avg: 1472415, D Avg: 85335, [Zodiac(184)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 588: HP: 893, STR: 690992, VIT: 110, SPD: 64, LUK: 1, Attack: 775115, Defense: 84298, Current HP: 893, A Avg: 1472718, D Avg: 84298, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 587: HP: 1026, STR: 639652, VIT: 3902, SPD: 64, LUK: 1, Attack: 725530, Defense: 89572, Current HP: 1026, A Avg: 1472825, D Avg: 89572, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 586: HP: 1558, STR: 640007, VIT: 1958, SPD: 64, LUK: 1, Attack: 725547, Defense: 89526, Current HP: 1558, A Avg: 1472860, D Avg: 89526, [Zodiac(184)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 585: HP: 1301, STR: 640760, VIT: 1252, SPD: 64, LUK: 1, Attack: 725548, Defense: 86480, Current HP: 1301, A Avg: 1472862, D Avg: 86480, [Pulse Knife(165)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 584: HP: 1007, STR: 640209, VIT: 772, SPD: 64, LUK: 1, Attack: 725749, Defense: 84635, Current HP: 1007, A Avg: 1473270, D Avg: 84635, [Zodiac(184)[630, 630, 630], Small Sword(218)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 583: HP: 1415, STR: 640545, VIT: 835, SPD: 64, LUK: 1, Attack: 726085, Defense: 84724, Current HP: 1415, A Avg: 1473952, D Avg: 84724, [Zodiac(184)[630, 630, 630], Small Lion(219)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 582: HP: 2156, STR: 640846, VIT: 1363, SPD: 64, LUK: 1, Attack: 726180, Defense: 86591, Current HP: 2156, A Avg: 1474145, D Avg: 86591, [Impulse(166)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 581: HP: 1267, STR: 640648, VIT: 843, SPD: 64, LUK: 1, Attack: 726188, Defense: 84849, Current HP: 1267, A Avg: 1474161, D Avg: 84849, [Zodiac(184)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 580: HP: 1301, STR: 691968, VIT: 379, SPD: 64, LUK: 1, Attack: 776091, Defense: 85607, Current HP: 1301, A Avg: 1474572, D Avg: 85607, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
