Rank 1000: HP: 440, STR: 289436, VIT: 99, SPD: 16, LUK: 1, Attack: 374014, Defense: 84118, Current HP: 440, A Avg: 994877, D Avg: 84118, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 677: HP: 893, STR: 296651, VIT: 612, SPD: 16, LUK: 1, Attack: 380800, Defense: 88180, Current HP: 893, A Avg: 1012927, D Avg: 88180, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 676: HP: 798, STR: 296651, VIT: 596, SPD: 16, LUK: 1, Attack: 380800, Defense: 88164, Current HP: 798, A Avg: 1012927, D Avg: 88164, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 675: HP: 893, STR: 296651, VIT: 641, SPD: 16, LUK: 1, Attack: 380800, Defense: 88209, Current HP: 893, A Avg: 1012927, D Avg: 88209, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 674: HP: 893, STR: 296651, VIT: 612, SPD: 16, LUK: 1, Attack: 380800, Defense: 88180, Current HP: 893, A Avg: 1012927, D Avg: 88180, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 673: HP: 921, STR: 288622, VIT: 179, SPD: 16, LUK: 1, Attack: 380808, Defense: 87097, Current HP: 921, A Avg: 1012949, D Avg: 87097, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 672: HP: 342, STR: 414223, VIT: 286, SPD: 16, LUK: 1, Attack: 499011, Defense: 84149, Current HP: 342, A Avg: 1012992, D Avg: 84149, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 671: HP: 1026, STR: 296677, VIT: 624, SPD: 16, LUK: 1, Attack: 380826, Defense: 88192, Current HP: 1026, A Avg: 1012997, D Avg: 88192, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 670: HP: 798, STR: 415147, VIT: 660, SPD: 16, LUK: 1, Attack: 499023, Defense: 88228, Current HP: 798, A Avg: 1013016, D Avg: 88228, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 669: HP: 431, STR: 414274, VIT: 308, SPD: 16, LUK: 1, Attack: 499062, Defense: 84314, Current HP: 431, A Avg: 1013095, D Avg: 84314, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 668: HP: 541, STR: 296765, VIT: 248, SPD: 19, LUK: 1, Attack: 380875, Defense: 84111, Current HP: 541, A Avg: 1013127, D Avg: 84111, [Serpent(144)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 667: HP: 465, STR: 414300, VIT: 300, SPD: 16, LUK: 1, Attack: 499088, Defense: 84189, Current HP: 465, A Avg: 1013148, D Avg: 84189, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 666: HP: 630, STR: 296810, VIT: 270, SPD: 19, LUK: 1, Attack: 380920, Defense: 84276, Current HP: 630, A Avg: 1013247, D Avg: 84276, [Serpent(144)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 665: HP: 665, STR: 296832, VIT: 262, SPD: 19, LUK: 1, Attack: 380942, Defense: 84151, Current HP: 665, A Avg: 1013305, D Avg: 84151, [Serpent(144)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 664: HP: 798, STR: 296799, VIT: 660, SPD: 16, LUK: 1, Attack: 380948, Defense: 88228, Current HP: 798, A Avg: 1013321, D Avg: 88228, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 663: HP: 798, STR: 296799, VIT: 660, SPD: 16, LUK: 1, Attack: 380948, Defense: 88228, Current HP: 798, A Avg: 1013321, D Avg: 88228, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 662: HP: 893, STR: 414408, VIT: 800, SPD: 16, LUK: 1, Attack: 499196, Defense: 88368, Current HP: 893, A Avg: 1013367, D Avg: 88368, [Pulse Knife(165)[230, 230, 230], Storm Wall(242)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 661: HP: 446, STR: 449248, VIT: 139, SPD: 16, LUK: 1, Attack: 533371, Defense: 85367, Current HP: 446, A Avg: 1013404, D Avg: 85367, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 660: HP: 1092, STR: 296925, VIT: 761, SPD: 19, LUK: 1, Attack: 381035, Defense: 88329, Current HP: 1092, A Avg: 1013553, D Avg: 88329, [Serpent(144)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 659: HP: 969, STR: 296910, VIT: 724, SPD: 19, LUK: 1, Attack: 381059, Defense: 88292, Current HP: 969, A Avg: 1013616, D Avg: 88292, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 658: HP: 798, STR: 415199, VIT: 660, SPD: 16, LUK: 1, Attack: 499348, Defense: 88228, Current HP: 798, A Avg: 1013676, D Avg: 88228, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 657: HP: 627, STR: 414064, VIT: 363, SPD: 16, LUK: 1, Attack: 499398, Defense: 84369, Current HP: 627, A Avg: 1013777, D Avg: 84369, [Impulse(166)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 656: HP: 608, STR: 414064, VIT: 1046, SPD: 16, LUK: 1, Attack: 499398, Defense: 86716, Current HP: 608, A Avg: 1013777, D Avg: 86716, [Impulse(166)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 655: HP: 524, STR: 413776, VIT: 233, SPD: 16, LUK: 1, Attack: 499420, Defense: 84733, Current HP: 524, A Avg: 1013822, D Avg: 84733, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 654: HP: 680, STR: 414145, VIT: 363, SPD: 16, LUK: 1, Attack: 499479, Defense: 84863, Current HP: 680, A Avg: 1013942, D Avg: 84863, [Impulse(166)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 653: HP: 323, STR: 414735, VIT: 264, SPD: 16, LUK: 1, Attack: 499523, Defense: 84452, Current HP: 323, A Avg: 1014031, D Avg: 84452, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 652: HP: 627, STR: 414309, VIT: 348, SPD: 16, LUK: 1, Attack: 499643, Defense: 84211, Current HP: 627, A Avg: 1014275, D Avg: 84211, [Impulse(166)[230, 230, 230], Small Sword(218)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 651: HP: 522, STR: 297206, VIT: 225, SPD: 19, LUK: 1, Attack: 381316, Defense: 84413, Current HP: 522, A Avg: 1014300, D Avg: 84413, [Serpent(144)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 650: HP: 716, STR: 414360, VIT: 371, SPD: 16, LUK: 1, Attack: 499694, Defense: 84377, Current HP: 716, A Avg: 1014378, D Avg: 84377, [Impulse(166)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 649: HP: 750, STR: 414386, VIT: 363, SPD: 16, LUK: 1, Attack: 499720, Defense: 84252, Current HP: 750, A Avg: 1014431, D Avg: 84252, [Impulse(166)[230, 230, 230], Small Lion(219)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 648: HP: 446, STR: 415010, VIT: 340, SPD: 16, LUK: 1, Attack: 499798, Defense: 85568, Current HP: 446, A Avg: 1014589, D Avg: 85568, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 647: HP: 1178, STR: 414494, VIT: 862, SPD: 16, LUK: 1, Attack: 499828, Defense: 88430, Current HP: 1178, A Avg: 1014650, D Avg: 88430, [Impulse(166)[230, 230, 230], Storm Wall(242)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 646: HP: 522, STR: 296651, VIT: 284, SPD: 19, LUK: 1, Attack: 381476, Defense: 84290, Current HP: 522, A Avg: 1014726, D Avg: 84290, [Kraken(145)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 645: HP: 503, STR: 296651, VIT: 968, SPD: 19, LUK: 1, Attack: 381476, Defense: 86638, Current HP: 503, A Avg: 1014726, D Avg: 86638, [Kraken(145)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 644: HP: 575, STR: 296721, VIT: 284, SPD: 19, LUK: 1, Attack: 381546, Defense: 84784, Current HP: 575, A Avg: 1014912, D Avg: 84784, [Kraken(145)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 643: HP: 646, STR: 297443, VIT: 302, SPD: 19, LUK: 1, Attack: 381553, Defense: 85530, Current HP: 646, A Avg: 1014930, D Avg: 85530, [Serpent(144)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 642: HP: 437, STR: 414472, VIT: 211, SPD: 16, LUK: 1, Attack: 500012, Defense: 84217, Current HP: 437, A Avg: 1015024, D Avg: 84217, [Zodiac(184)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 641: HP: 418, STR: 414472, VIT: 894, SPD: 16, LUK: 1, Attack: 500012, Defense: 86564, Current HP: 418, A Avg: 1015024, D Avg: 86564, [Zodiac(184)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 640: HP: 490, STR: 414554, VIT: 211, SPD: 16, LUK: 1, Attack: 500094, Defense: 84711, Current HP: 490, A Avg: 1015190, D Avg: 84711, [Zodiac(184)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 639: HP: 522, STR: 296862, VIT: 270, SPD: 19, LUK: 1, Attack: 381687, Defense: 84133, Current HP: 522, A Avg: 1015287, D Avg: 84133, [Kraken(145)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 638: HP: 608, STR: 414821, VIT: 326, SPD: 16, LUK: 1, Attack: 500155, Defense: 84514, Current HP: 608, A Avg: 1015314, D Avg: 84514, [Impulse(166)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 637: HP: 613, STR: 296662, VIT: 323, SPD: 19, LUK: 1, Attack: 381705, Defense: 84329, Current HP: 613, A Avg: 1015335, D Avg: 84329, [White Snake(160)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 636: HP: 594, STR: 296662, VIT: 1006, SPD: 19, LUK: 1, Attack: 381705, Defense: 86676, Current HP: 594, A Avg: 1015335, D Avg: 86676, [White Snake(160)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 635: HP: 611, STR: 296906, VIT: 292, SPD: 19, LUK: 1, Attack: 381731, Defense: 84298, Current HP: 611, A Avg: 1015404, D Avg: 84298, [Kraken(145)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 634: HP: 646, STR: 296928, VIT: 284, SPD: 19, LUK: 1, Attack: 381753, Defense: 84173, Current HP: 646, A Avg: 1015462, D Avg: 84173, [Kraken(145)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 633: HP: 323, STR: 450348, VIT: 62, SPD: 16, LUK: 1, Attack: 534471, Defense: 87890, Current HP: 323, A Avg: 1015494, D Avg: 87890, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 632: HP: 437, STR: 414717, VIT: 196, SPD: 16, LUK: 1, Attack: 500257, Defense: 84059, Current HP: 437, A Avg: 1015521, D Avg: 84059, [Zodiac(184)[230, 230, 230], Small Sword(218)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 631: HP: 666, STR: 296732, VIT: 323, SPD: 19, LUK: 1, Attack: 381775, Defense: 84823, Current HP: 666, A Avg: 1015521, D Avg: 84823, [White Snake(160)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 630: HP: 526, STR: 414769, VIT: 219, SPD: 16, LUK: 1, Attack: 500309, Defense: 84225, Current HP: 526, A Avg: 1015627, D Avg: 84225, [Zodiac(184)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 629: HP: 560, STR: 414795, VIT: 211, SPD: 16, LUK: 1, Attack: 500335, Defense: 84100, Current HP: 560, A Avg: 1015680, D Avg: 84100, [Zodiac(184)[230, 230, 230], Small Lion(219)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 628: HP: 1073, STR: 297021, VIT: 784, SPD: 19, LUK: 1, Attack: 381846, Defense: 88352, Current HP: 1073, A Avg: 1015710, D Avg: 88352, [Kraken(145)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 627: HP: 731, STR: 415096, VIT: 403, SPD: 16, LUK: 1, Attack: 500430, Defense: 85631, Current HP: 731, A Avg: 1015872, D Avg: 85631, [Impulse(166)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 626: HP: 613, STR: 296873, VIT: 308, SPD: 19, LUK: 1, Attack: 381916, Defense: 84171, Current HP: 613, A Avg: 1015896, D Avg: 84171, [White Snake(160)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 625: HP: 988, STR: 414902, VIT: 710, SPD: 16, LUK: 1, Attack: 500442, Defense: 88278, Current HP: 988, A Avg: 1015897, D Avg: 88278, [Zodiac(184)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 624: HP: 703, STR: 296917, VIT: 331, SPD: 19, LUK: 1, Attack: 381960, Defense: 84337, Current HP: 703, A Avg: 1016013, D Avg: 84337, [White Snake(160)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 623: HP: 551, STR: 448876, VIT: 926, SPD: 16, LUK: 1, Attack: 534754, Defense: 86596, Current HP: 551, A Avg: 1016032, D Avg: 86596, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 622: HP: 737, STR: 296939, VIT: 323, SPD: 19, LUK: 1, Attack: 381982, Defense: 84212, Current HP: 737, A Avg: 1016072, D Avg: 84212, [White Snake(160)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 621: HP: 1164, STR: 297032, VIT: 822, SPD: 19, LUK: 1, Attack: 382075, Defense: 88390, Current HP: 1164, A Avg: 1016319, D Avg: 88390, [White Snake(160)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 620: HP: 503, STR: 297302, VIT: 248, SPD: 19, LUK: 1, Attack: 382127, Defense: 84436, Current HP: 503, A Avg: 1016457, D Avg: 84436, [Kraken(145)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 619: HP: 524, STR: 415091, VIT: 313, SPD: 16, LUK: 1, Attack: 500735, Defense: 84813, Current HP: 524, A Avg: 1016492, D Avg: 84813, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 618: HP: 418, STR: 415229, VIT: 174, SPD: 16, LUK: 1, Attack: 500769, Defense: 84362, Current HP: 418, A Avg: 1016561, D Avg: 84362, [Zodiac(184)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 617: HP: 619, STR: 296543, VIT: 265, SPD: 16, LUK: 1, Attack: 382187, Defense: 84765, Current HP: 619, A Avg: 1016617, D Avg: 84765, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 616: HP: 524, STR: 296543, VIT: 249, SPD: 16, LUK: 1, Attack: 382187, Defense: 84749, Current HP: 524, A Avg: 1016617, D Avg: 84749, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 615: HP: 619, STR: 296543, VIT: 294, SPD: 16, LUK: 1, Attack: 382187, Defense: 84794, Current HP: 619, A Avg: 1016617, D Avg: 84794, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 614: HP: 619, STR: 296543, VIT: 265, SPD: 16, LUK: 1, Attack: 382187, Defense: 84765, Current HP: 619, A Avg: 1016617, D Avg: 84765, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 613: HP: 752, STR: 296569, VIT: 276, SPD: 16, LUK: 1, Attack: 382213, Defense: 84776, Current HP: 752, A Avg: 1016686, D Avg: 84776, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 612: HP: 323, STR: 416192, VIT: 264, SPD: 16, LUK: 1, Attack: 500980, Defense: 88092, Current HP: 323, A Avg: 1016989, D Avg: 88092, [Pulse Knife(165)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 611: HP: 524, STR: 296691, VIT: 313, SPD: 16, LUK: 1, Attack: 382335, Defense: 84813, Current HP: 524, A Avg: 1017011, D Avg: 84813, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 610: HP: 524, STR: 296691, VIT: 313, SPD: 16, LUK: 1, Attack: 382335, Defense: 84813, Current HP: 524, A Avg: 1017011, D Avg: 84813, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 609: HP: 594, STR: 297313, VIT: 286, SPD: 19, LUK: 1, Attack: 382356, Defense: 84474, Current HP: 594, A Avg: 1017066, D Avg: 84474, [White Snake(160)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 608: HP: 627, STR: 297539, VIT: 324, SPD: 19, LUK: 1, Attack: 382364, Defense: 85552, Current HP: 627, A Avg: 1017088, D Avg: 85552, [Kraken(145)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 607: HP: 541, STR: 415504, VIT: 251, SPD: 16, LUK: 1, Attack: 501044, Defense: 85479, Current HP: 541, A Avg: 1017119, D Avg: 85479, [Zodiac(184)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 606: HP: 695, STR: 296802, VIT: 377, SPD: 19, LUK: 1, Attack: 382446, Defense: 84877, Current HP: 695, A Avg: 1017306, D Avg: 84877, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 605: HP: 456, STR: 415358, VIT: 974, SPD: 16, LUK: 1, Attack: 501236, Defense: 86644, Current HP: 456, A Avg: 1017509, D Avg: 86644, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 604: HP: 522, STR: 298460, VIT: 225, SPD: 19, LUK: 1, Attack: 382570, Defense: 88053, Current HP: 522, A Avg: 1017636, D Avg: 88053, [Serpent(144)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 603: HP: 718, STR: 297550, VIT: 363, SPD: 19, LUK: 1, Attack: 382593, Defense: 85591, Current HP: 718, A Avg: 1017697, D Avg: 85591, [White Snake(160)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 602: HP: 456, STR: 296810, VIT: 910, SPD: 16, LUK: 1, Attack: 382688, Defense: 86580, Current HP: 456, A Avg: 1017950, D Avg: 86580, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 601: HP: 551, STR: 296810, VIT: 955, SPD: 16, LUK: 1, Attack: 382688, Defense: 86625, Current HP: 551, A Avg: 1017950, D Avg: 86625, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 600: HP: 684, STR: 296836, VIT: 937, SPD: 16, LUK: 1, Attack: 382714, Defense: 86607, Current HP: 684, A Avg: 1018019, D Avg: 86607, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 599: HP: 608, STR: 416278, VIT: 326, SPD: 16, LUK: 1, Attack: 501612, Defense: 88154, Current HP: 608, A Avg: 1018272, D Avg: 88154, [Impulse(166)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 598: HP: 456, STR: 296958, VIT: 974, SPD: 16, LUK: 1, Attack: 382836, Defense: 86644, Current HP: 456, A Avg: 1018343, D Avg: 86644, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 597: HP: 456, STR: 296958, VIT: 974, SPD: 16, LUK: 1, Attack: 382836, Defense: 86644, Current HP: 456, A Avg: 1018343, D Avg: 86644, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 596: HP: 627, STR: 297069, VIT: 1038, SPD: 19, LUK: 1, Attack: 382947, Defense: 86708, Current HP: 627, A Avg: 1018639, D Avg: 86708, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 595: HP: 456, STR: 297106, VIT: 894, SPD: 16, LUK: 1, Attack: 382984, Defense: 86564, Current HP: 456, A Avg: 1018737, D Avg: 86564, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 594: HP: 418, STR: 416687, VIT: 174, SPD: 16, LUK: 1, Attack: 502227, Defense: 88002, Current HP: 418, A Avg: 1019520, D Avg: 88002, [Zodiac(184)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 593: HP: 503, STR: 298556, VIT: 248, SPD: 19, LUK: 1, Attack: 383381, Defense: 88076, Current HP: 503, A Avg: 1019793, D Avg: 88076, [Kraken(145)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 592: HP: 446, STR: 449696, VIT: 139, SPD: 16, LUK: 1, Attack: 536747, Defense: 85367, Current HP: 446, A Avg: 1019819, D Avg: 85367, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 591: HP: 594, STR: 298567, VIT: 286, SPD: 19, LUK: 1, Attack: 383610, Defense: 88114, Current HP: 594, A Avg: 1020402, D Avg: 88114, [White Snake(160)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 590: HP: 351, STR: 416116, VIT: 187, SPD: 16, LUK: 1, Attack: 503167, Defense: 85415, Current HP: 351, A Avg: 1021429, D Avg: 85415, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 589: HP: 351, STR: 297568, VIT: 123, SPD: 16, LUK: 1, Attack: 384619, Defense: 85351, Current HP: 351, A Avg: 1023086, D Avg: 85351, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 588: HP: 446, STR: 297568, VIT: 168, SPD: 16, LUK: 1, Attack: 384619, Defense: 85396, Current HP: 446, A Avg: 1023086, D Avg: 85396, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
