Rank 1000: HP: 1342, STR: 899, VIT: 925, SPD: 56, LUK: 1, Attack: 87950, Defense: 87843, Current HP: 1342, A Avg: 110817, D Avg: 87843, [Tekken(188)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 637: HP: 1640, STR: 3553, VIT: 622, SPD: 63, LUK: 1, Attack: 90081, Defense: 87410, Current HP: 1640, A Avg: 112601, D Avg: 87410, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 636: HP: 1892, STR: 3500, VIT: 935, SPD: 59, LUK: 1, Attack: 89378, Defense: 87723, Current HP: 1892, A Avg: 112616, D Avg: 87723, [Blue Sword(180)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 635: HP: 5658, STR: 1500, VIT: 1996, SPD: 56, LUK: 1, Attack: 89382, Defense: 85719, Current HP: 5658, A Avg: 112621, D Avg: 85719, [Wild Card(175)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 634: HP: 5658, STR: 1500, VIT: 1996, SPD: 56, LUK: 1, Attack: 89382, Defense: 85729, Current HP: 5658, A Avg: 112621, D Avg: 85729, [Wild Card(175)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 633: HP: 5412, STR: 1500, VIT: 2087, SPD: 56, LUK: 1, Attack: 89382, Defense: 85956, Current HP: 5412, A Avg: 112621, D Avg: 85956, [Wild Card(175)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 632: HP: 5412, STR: 1500, VIT: 2095, SPD: 56, LUK: 1, Attack: 89382, Defense: 85899, Current HP: 5412, A Avg: 112621, D Avg: 85899, [Wild Card(175)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 631: HP: 5412, STR: 1500, VIT: 2165, SPD: 56, LUK: 1, Attack: 89382, Defense: 86028, Current HP: 5412, A Avg: 112621, D Avg: 86028, [Wild Card(175)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 630: HP: 5412, STR: 1500, VIT: 2192, SPD: 56, LUK: 1, Attack: 89382, Defense: 86081, Current HP: 5412, A Avg: 112621, D Avg: 86081, [Wild Card(175)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 629: HP: 5658, STR: 1500, VIT: 2186, SPD: 56, LUK: 1, Attack: 89382, Defense: 86062, Current HP: 5658, A Avg: 112621, D Avg: 86062, [Wild Card(175)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 628: HP: 5808, STR: 1500, VIT: 2349, SPD: 56, LUK: 1, Attack: 89382, Defense: 86186, Current HP: 5808, A Avg: 112621, D Avg: 86186, [Wild Card(175)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 627: HP: 5727, STR: 1500, VIT: 2098, SPD: 56, LUK: 1, Attack: 89382, Defense: 85870, Current HP: 5727, A Avg: 112621, D Avg: 85870, [Wild Card(175)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 626: HP: 5773, STR: 1500, VIT: 2186, SPD: 56, LUK: 1, Attack: 89382, Defense: 86205, Current HP: 5773, A Avg: 112621, D Avg: 86205, [Wild Card(175)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 625: HP: 5500, STR: 1500, VIT: 2178, SPD: 56, LUK: 1, Attack: 89382, Defense: 86106, Current HP: 5500, A Avg: 112621, D Avg: 86106, [Wild Card(175)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 624: HP: 6320, STR: 1500, VIT: 2464, SPD: 56, LUK: 1, Attack: 89382, Defense: 87026, Current HP: 6320, A Avg: 112621, D Avg: 87026, [Wild Card(175)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 623: HP: 6054, STR: 1500, VIT: 2165, SPD: 56, LUK: 1, Attack: 89382, Defense: 86093, Current HP: 6054, A Avg: 112621, D Avg: 86093, [Wild Card(175)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 622: HP: 5658, STR: 1500, VIT: 3005, SPD: 56, LUK: 1, Attack: 89382, Defense: 89793, Current HP: 5658, A Avg: 112621, D Avg: 89793, [Wild Card(175)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 621: HP: 7634, STR: 1500, VIT: 2073, SPD: 56, LUK: 1, Attack: 89382, Defense: 87990, Current HP: 7634, A Avg: 112621, D Avg: 87990, [Wild Card(175)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 620: HP: 6559, STR: 1500, VIT: 2579, SPD: 56, LUK: 1, Attack: 89382, Defense: 87313, Current HP: 6559, A Avg: 112621, D Avg: 87313, [Wild Card(175)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 619: HP: 6210, STR: 1500, VIT: 2464, SPD: 56, LUK: 1, Attack: 89382, Defense: 87939, Current HP: 6210, A Avg: 112621, D Avg: 87939, [Wild Card(175)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 618: HP: 5632, STR: 1500, VIT: 2991, SPD: 56, LUK: 1, Attack: 89382, Defense: 87959, Current HP: 5632, A Avg: 112621, D Avg: 87959, [Wild Card(175)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 617: HP: 5544, STR: 1500, VIT: 3062, SPD: 56, LUK: 1, Attack: 89382, Defense: 89902, Current HP: 5544, A Avg: 112621, D Avg: 89902, [Wild Card(175)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 616: HP: 6831, STR: 1500, VIT: 2792, SPD: 56, LUK: 1, Attack: 89382, Defense: 90217, Current HP: 6831, A Avg: 112621, D Avg: 90217, [Wild Card(175)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 615: HP: 5412, STR: 1500, VIT: 1996, SPD: 56, LUK: 1, Attack: 89382, Defense: 88785, Current HP: 5412, A Avg: 112621, D Avg: 88785, [Wild Card(175)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 614: HP: 5412, STR: 1500, VIT: 3764, SPD: 56, LUK: 1, Attack: 89382, Defense: 93542, Current HP: 5412, A Avg: 112621, D Avg: 93542, [Wild Card(175)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 613: HP: 5962, STR: 1500, VIT: 4638, SPD: 56, LUK: 1, Attack: 89382, Defense: 91426, Current HP: 5962, A Avg: 112621, D Avg: 91426, [Wild Card(175)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 612: HP: 5742, STR: 1500, VIT: 2729, SPD: 59, LUK: 1, Attack: 89382, Defense: 88607, Current HP: 5742, A Avg: 112621, D Avg: 88607, [Wild Card(175)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 611: HP: 6573, STR: 1500, VIT: 2759, SPD: 56, LUK: 1, Attack: 89382, Defense: 88975, Current HP: 6573, A Avg: 112621, D Avg: 88975, [Wild Card(175)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 610: HP: 6118, STR: 1500, VIT: 2870, SPD: 56, LUK: 1, Attack: 89382, Defense: 89905, Current HP: 6118, A Avg: 112621, D Avg: 89905, [Wild Card(175)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 609: HP: 5658, STR: 1500, VIT: 3057, SPD: 56, LUK: 1, Attack: 89382, Defense: 90105, Current HP: 5658, A Avg: 112621, D Avg: 90105, [Wild Card(175)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 608: HP: 5724, STR: 1516, VIT: 2362, SPD: 56, LUK: 1, Attack: 89398, Defense: 86303, Current HP: 5724, A Avg: 112641, D Avg: 86303, [Wild Card(175)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 607: HP: 1180, STR: 4782, VIT: 523, SPD: 59, LUK: 1, Attack: 90114, Defense: 88351, Current HP: 1180, A Avg: 112642, D Avg: 88351, [Tower(149)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 606: HP: 1004, STR: 4236, VIT: 754, SPD: 59, LUK: 1, Attack: 90114, Defense: 84760, Current HP: 1004, A Avg: 112642, D Avg: 84760, [Blue Sword(180)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 605: HP: 924, STR: 4824, VIT: 228, SPD: 56, LUK: 1, Attack: 89402, Defense: 88056, Current HP: 924, A Avg: 112646, D Avg: 88056, [Magical(187)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 604: HP: 940, STR: 4579, VIT: 737, SPD: 63, LUK: 1, Attack: 90119, Defense: 85081, Current HP: 940, A Avg: 112648, D Avg: 85081, [Zodiac(184)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 603: HP: 1360, STR: 4267, VIT: 989, SPD: 59, LUK: 1, Attack: 90145, Defense: 86217, Current HP: 1360, A Avg: 112681, D Avg: 86217, [God Hand(179)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 602: HP: 740, STR: 5572, VIT: 159, SPD: 59, LUK: 1, Attack: 90150, Defense: 84347, Current HP: 740, A Avg: 112687, D Avg: 84347, [Magical(187)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 601: HP: 940, STR: 4620, VIT: 737, SPD: 59, LUK: 1, Attack: 90160, Defense: 84925, Current HP: 940, A Avg: 112700, D Avg: 84925, [Zodiac(184)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 600: HP: 5412, STR: 1563, VIT: 2186, SPD: 59, LUK: 1, Attack: 89445, Defense: 86211, Current HP: 5412, A Avg: 112700, D Avg: 86211, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 599: HP: 1716, STR: 3107, VIT: 873, SPD: 56, LUK: 1, Attack: 89453, Defense: 88701, Current HP: 1716, A Avg: 112710, D Avg: 88701, [Progress(147)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 598: HP: 5896, STR: 1571, VIT: 2365, SPD: 56, LUK: 1, Attack: 89453, Defense: 86605, Current HP: 5896, A Avg: 112710, D Avg: 86605, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 597: HP: 1620, STR: 5248, VIT: 159, SPD: 63, LUK: 1, Attack: 90177, Defense: 86947, Current HP: 1620, A Avg: 112721, D Avg: 86947, [Jack Knife(185)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 596: HP: 5434, STR: 1594, VIT: 2186, SPD: 56, LUK: 1, Attack: 89476, Defense: 86192, Current HP: 5434, A Avg: 112739, D Avg: 86192, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 595: HP: 5412, STR: 1594, VIT: 6416, SPD: 56, LUK: 1, Attack: 89476, Defense: 92086, Current HP: 5412, A Avg: 112739, D Avg: 92086, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 594: HP: 5104, STR: 3668, VIT: 842, SPD: 56, LUK: 1, Attack: 89481, Defense: 85030, Current HP: 5104, A Avg: 112746, D Avg: 85030, [Spear of Regression(182)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 593: HP: 6136, STR: 1616, VIT: 2537, SPD: 56, LUK: 1, Attack: 89498, Defense: 88155, Current HP: 6136, A Avg: 112767, D Avg: 88155, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 592: HP: 5711, STR: 1617, VIT: 2878, SPD: 56, LUK: 1, Attack: 89499, Defense: 87716, Current HP: 5711, A Avg: 112768, D Avg: 87716, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 591: HP: 1100, STR: 5381, VIT: 506, SPD: 59, LUK: 1, Attack: 90219, Defense: 88334, Current HP: 1100, A Avg: 112773, D Avg: 88334, [Willow Blade(157)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 590: HP: 3220, STR: 1686, VIT: 2662, SPD: 56, LUK: 1, Attack: 89514, Defense: 86385, Current HP: 3220, A Avg: 112787, D Avg: 86385, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 589: HP: 3220, STR: 1686, VIT: 2662, SPD: 56, LUK: 1, Attack: 89514, Defense: 86395, Current HP: 3220, A Avg: 112787, D Avg: 86395, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 588: HP: 3080, STR: 1686, VIT: 2778, SPD: 56, LUK: 1, Attack: 89514, Defense: 86647, Current HP: 3080, A Avg: 112787, D Avg: 86647, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 587: HP: 3080, STR: 1686, VIT: 2786, SPD: 56, LUK: 1, Attack: 89514, Defense: 86590, Current HP: 3080, A Avg: 112787, D Avg: 86590, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 586: HP: 3080, STR: 1686, VIT: 2856, SPD: 56, LUK: 1, Attack: 89514, Defense: 86719, Current HP: 3080, A Avg: 112787, D Avg: 86719, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 585: HP: 3080, STR: 1686, VIT: 2883, SPD: 56, LUK: 1, Attack: 89514, Defense: 86772, Current HP: 3080, A Avg: 112787, D Avg: 86772, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 584: HP: 3220, STR: 1686, VIT: 2852, SPD: 56, LUK: 1, Attack: 89514, Defense: 86728, Current HP: 3220, A Avg: 112787, D Avg: 86728, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 583: HP: 3476, STR: 1686, VIT: 3040, SPD: 56, LUK: 1, Attack: 89514, Defense: 86877, Current HP: 3476, A Avg: 112787, D Avg: 86877, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 582: HP: 3289, STR: 1686, VIT: 2763, SPD: 56, LUK: 1, Attack: 89514, Defense: 86535, Current HP: 3289, A Avg: 112787, D Avg: 86535, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 581: HP: 3335, STR: 1686, VIT: 2852, SPD: 56, LUK: 1, Attack: 89514, Defense: 86871, Current HP: 3335, A Avg: 112787, D Avg: 86871, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 580: HP: 3168, STR: 1686, VIT: 2870, SPD: 56, LUK: 1, Attack: 89514, Defense: 86798, Current HP: 3168, A Avg: 112787, D Avg: 86798, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 579: HP: 3882, STR: 1686, VIT: 3130, SPD: 56, LUK: 1, Attack: 89514, Defense: 87692, Current HP: 3882, A Avg: 112787, D Avg: 87692, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 578: HP: 3722, STR: 1686, VIT: 2856, SPD: 56, LUK: 1, Attack: 89514, Defense: 86784, Current HP: 3722, A Avg: 112787, D Avg: 86784, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 577: HP: 3220, STR: 1686, VIT: 3671, SPD: 56, LUK: 1, Attack: 89514, Defense: 90459, Current HP: 3220, A Avg: 112787, D Avg: 90459, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 576: HP: 5302, STR: 1686, VIT: 2764, SPD: 56, LUK: 1, Attack: 89514, Defense: 88681, Current HP: 5302, A Avg: 112787, D Avg: 88681, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 575: HP: 4121, STR: 1686, VIT: 3244, SPD: 56, LUK: 1, Attack: 89514, Defense: 87978, Current HP: 4121, A Avg: 112787, D Avg: 87978, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 574: HP: 3772, STR: 1686, VIT: 3130, SPD: 56, LUK: 1, Attack: 89514, Defense: 88605, Current HP: 3772, A Avg: 112787, D Avg: 88605, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 573: HP: 3300, STR: 1686, VIT: 3682, SPD: 56, LUK: 1, Attack: 89514, Defense: 88650, Current HP: 3300, A Avg: 112787, D Avg: 88650, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 572: HP: 3212, STR: 1686, VIT: 3728, SPD: 56, LUK: 1, Attack: 89514, Defense: 90568, Current HP: 3212, A Avg: 112787, D Avg: 90568, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 571: HP: 3080, STR: 1686, VIT: 2662, SPD: 56, LUK: 1, Attack: 89514, Defense: 89451, Current HP: 3080, A Avg: 112787, D Avg: 89451, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 570: HP: 3080, STR: 1686, VIT: 4430, SPD: 56, LUK: 1, Attack: 89514, Defense: 94208, Current HP: 3080, A Avg: 112787, D Avg: 94208, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 569: HP: 3630, STR: 1686, VIT: 5329, SPD: 56, LUK: 1, Attack: 89514, Defense: 92117, Current HP: 3630, A Avg: 112787, D Avg: 92117, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 568: HP: 3410, STR: 1686, VIT: 3395, SPD: 59, LUK: 1, Attack: 89514, Defense: 89273, Current HP: 3410, A Avg: 112787, D Avg: 89273, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 567: HP: 4241, STR: 1686, VIT: 3450, SPD: 56, LUK: 1, Attack: 89514, Defense: 89666, Current HP: 4241, A Avg: 112787, D Avg: 89666, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 566: HP: 3680, STR: 1686, VIT: 3535, SPD: 56, LUK: 1, Attack: 89514, Defense: 90570, Current HP: 3680, A Avg: 112787, D Avg: 90570, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 565: HP: 3220, STR: 1686, VIT: 3723, SPD: 56, LUK: 1, Attack: 89514, Defense: 90771, Current HP: 3220, A Avg: 112787, D Avg: 90771, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 564: HP: 5896, STR: 1633, VIT: 2457, SPD: 56, LUK: 1, Attack: 89515, Defense: 87321, Current HP: 5896, A Avg: 112788, D Avg: 87321, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 563: HP: 5808, STR: 1633, VIT: 2464, SPD: 59, LUK: 1, Attack: 89515, Defense: 86886, Current HP: 5808, A Avg: 112788, D Avg: 86886, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 562: HP: 3392, STR: 1702, VIT: 3053, SPD: 56, LUK: 1, Attack: 89530, Defense: 86994, Current HP: 3392, A Avg: 112807, D Avg: 86994, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 561: HP: 1188, STR: 3668, VIT: 1112, SPD: 56, LUK: 1, Attack: 89546, Defense: 88940, Current HP: 1188, A Avg: 112827, D Avg: 88940, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 560: HP: 4767, STR: 4449, VIT: 561, SPD: 59, LUK: 1, Attack: 90262, Defense: 84284, Current HP: 4767, A Avg: 112827, D Avg: 84284, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 559: HP: 4767, STR: 4449, VIT: 561, SPD: 59, LUK: 1, Attack: 90262, Defense: 84294, Current HP: 4767, A Avg: 112827, D Avg: 84294, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 558: HP: 4540, STR: 4449, VIT: 603, SPD: 59, LUK: 1, Attack: 90262, Defense: 84472, Current HP: 4540, A Avg: 112827, D Avg: 84472, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 557: HP: 4540, STR: 4449, VIT: 608, SPD: 59, LUK: 1, Attack: 90262, Defense: 84412, Current HP: 4540, A Avg: 112827, D Avg: 84412, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 556: HP: 4540, STR: 4449, VIT: 655, SPD: 59, LUK: 1, Attack: 90262, Defense: 84518, Current HP: 4540, A Avg: 112827, D Avg: 84518, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 555: HP: 4540, STR: 4449, VIT: 673, SPD: 59, LUK: 1, Attack: 90262, Defense: 84562, Current HP: 4540, A Avg: 112827, D Avg: 84562, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 554: HP: 4767, STR: 4449, VIT: 685, SPD: 59, LUK: 1, Attack: 90262, Defense: 84561, Current HP: 4767, A Avg: 112827, D Avg: 84561, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 553: HP: 4900, STR: 4449, VIT: 777, SPD: 59, LUK: 1, Attack: 90262, Defense: 84614, Current HP: 4900, A Avg: 112827, D Avg: 84614, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 552: HP: 4830, STR: 4449, VIT: 627, SPD: 59, LUK: 1, Attack: 90262, Defense: 84399, Current HP: 4830, A Avg: 112827, D Avg: 84399, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 551: HP: 4872, STR: 4449, VIT: 685, SPD: 59, LUK: 1, Attack: 90262, Defense: 84704, Current HP: 4872, A Avg: 112827, D Avg: 84704, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 550: HP: 4620, STR: 4449, VIT: 664, SPD: 59, LUK: 1, Attack: 90262, Defense: 84592, Current HP: 4620, A Avg: 112827, D Avg: 84592, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 549: HP: 5371, STR: 4449, VIT: 867, SPD: 59, LUK: 1, Attack: 90262, Defense: 85429, Current HP: 5371, A Avg: 112827, D Avg: 85429, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 548: HP: 5124, STR: 4449, VIT: 655, SPD: 59, LUK: 1, Attack: 90262, Defense: 84583, Current HP: 5124, A Avg: 112827, D Avg: 84583, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 547: HP: 4767, STR: 4449, VIT: 1220, SPD: 59, LUK: 1, Attack: 90262, Defense: 88008, Current HP: 4767, A Avg: 112827, D Avg: 88008, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 546: HP: 6560, STR: 4449, VIT: 594, SPD: 59, LUK: 1, Attack: 90262, Defense: 86511, Current HP: 6560, A Avg: 112827, D Avg: 86511, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 545: HP: 5590, STR: 4449, VIT: 941, SPD: 59, LUK: 1, Attack: 90262, Defense: 85675, Current HP: 5590, A Avg: 112827, D Avg: 85675, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 544: HP: 5271, STR: 4449, VIT: 867, SPD: 59, LUK: 1, Attack: 90262, Defense: 86342, Current HP: 5271, A Avg: 112827, D Avg: 86342, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 543: HP: 4740, STR: 4449, VIT: 1206, SPD: 59, LUK: 1, Attack: 90262, Defense: 86174, Current HP: 4740, A Avg: 112827, D Avg: 86174, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 542: HP: 4660, STR: 4449, VIT: 1258, SPD: 59, LUK: 1, Attack: 90262, Defense: 88098, Current HP: 4660, A Avg: 112827, D Avg: 88098, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 541: HP: 5838, STR: 4449, VIT: 1081, SPD: 59, LUK: 1, Attack: 90262, Defense: 88506, Current HP: 5838, A Avg: 112827, D Avg: 88506, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
