Rank 1000: HP: 1064, STR: 288928, VIT: 539, SPD: 42, LUK: 1, Attack: 374897, Defense: 86417, Current HP: 1064, A Avg: 997226, D Avg: 86417, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 663: HP: 1539, STR: 297687, VIT: 1372, SPD: 47, LUK: 1, Attack: 381836, Defense: 88940, Current HP: 1539, A Avg: 1015683, D Avg: 88940, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 662: HP: 1805, STR: 297757, VIT: 1457, SPD: 47, LUK: 1, Attack: 381867, Defense: 89025, Current HP: 1805, A Avg: 1015766, D Avg: 89025, [Serpent(144)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 661: HP: 1254, STR: 297764, VIT: 608, SPD: 47, LUK: 1, Attack: 381874, Defense: 84471, Current HP: 1254, A Avg: 1015784, D Avg: 84471, [Serpent(144)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 660: HP: 1197, STR: 415096, VIT: 795, SPD: 40, LUK: 1, Attack: 500430, Defense: 84801, Current HP: 1197, A Avg: 1015872, D Avg: 84801, [Impulse(166)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 659: HP: 1178, STR: 415096, VIT: 2630, SPD: 40, LUK: 1, Attack: 500430, Defense: 88300, Current HP: 1178, A Avg: 1015872, D Avg: 88300, [Impulse(166)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 658: HP: 893, STR: 415655, VIT: 708, SPD: 40, LUK: 1, Attack: 500443, Defense: 84597, Current HP: 893, A Avg: 1015899, D Avg: 84597, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 657: HP: 801, STR: 415693, VIT: 716, SPD: 40, LUK: 1, Attack: 500481, Defense: 84722, Current HP: 801, A Avg: 1015976, D Avg: 84722, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 656: HP: 874, STR: 450628, VIT: 259, SPD: 40, LUK: 1, Attack: 534751, Defense: 85487, Current HP: 874, A Avg: 1016026, D Avg: 85487, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 655: HP: 741, STR: 294328, VIT: 169, SPD: 42, LUK: 1, Attack: 381989, Defense: 84513, Current HP: 741, A Avg: 1016090, D Avg: 84513, [Neural Edge(190)[230, 230, 230], V Magnum(238)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 654: HP: 1307, STR: 415242, VIT: 795, SPD: 40, LUK: 1, Attack: 500576, Defense: 85295, Current HP: 1307, A Avg: 1016169, D Avg: 85295, [Impulse(166)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 653: HP: 1520, STR: 297942, VIT: 646, SPD: 47, LUK: 1, Attack: 382052, Defense: 84535, Current HP: 1520, A Avg: 1016258, D Avg: 84535, [Serpent(144)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 652: HP: 1428, STR: 297975, VIT: 654, SPD: 47, LUK: 1, Attack: 382085, Defense: 84660, Current HP: 1428, A Avg: 1016346, D Avg: 84660, [Serpent(144)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 651: HP: 1748, STR: 415526, VIT: 1606, SPD: 40, LUK: 1, Attack: 500860, Defense: 89174, Current HP: 1748, A Avg: 1016745, D Avg: 89174, [Impulse(166)[230, 230, 230], Storm Wall(242)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 650: HP: 1197, STR: 415534, VIT: 756, SPD: 40, LUK: 1, Attack: 500868, Defense: 84619, Current HP: 1197, A Avg: 1016762, D Avg: 84619, [Impulse(166)[230, 230, 230], Small Sword(218)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 649: HP: 1463, STR: 415741, VIT: 795, SPD: 40, LUK: 1, Attack: 501075, Defense: 84684, Current HP: 1463, A Avg: 1017182, D Avg: 84684, [Impulse(166)[230, 230, 230], Small Lion(219)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 648: HP: 1235, STR: 297594, VIT: 692, SPD: 47, LUK: 1, Attack: 382419, Defense: 84698, Current HP: 1235, A Avg: 1017234, D Avg: 84698, [Kraken(145)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 647: HP: 1216, STR: 297594, VIT: 2528, SPD: 47, LUK: 1, Attack: 382419, Defense: 88198, Current HP: 1216, A Avg: 1017234, D Avg: 88198, [Kraken(145)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 646: HP: 1371, STR: 415779, VIT: 803, SPD: 40, LUK: 1, Attack: 501113, Defense: 84809, Current HP: 1371, A Avg: 1017259, D Avg: 84809, [Impulse(166)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 645: HP: 1345, STR: 297720, VIT: 692, SPD: 47, LUK: 1, Attack: 382545, Defense: 85192, Current HP: 1345, A Avg: 1017569, D Avg: 85192, [Kraken(145)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 644: HP: 1208, STR: 415702, VIT: 649, SPD: 40, LUK: 1, Attack: 501346, Defense: 85149, Current HP: 1208, A Avg: 1017732, D Avg: 85149, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 643: HP: 608, STR: 416670, VIT: 624, SPD: 40, LUK: 1, Attack: 501458, Defense: 84812, Current HP: 608, A Avg: 1017959, D Avg: 84812, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 642: HP: 1383, STR: 297661, VIT: 803, SPD: 47, LUK: 1, Attack: 382704, Defense: 84809, Current HP: 1383, A Avg: 1017992, D Avg: 84809, [White Snake(160)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 641: HP: 1364, STR: 297661, VIT: 2638, SPD: 47, LUK: 1, Attack: 382704, Defense: 88308, Current HP: 1364, A Avg: 1017992, D Avg: 88308, [White Snake(160)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 640: HP: 1786, STR: 297964, VIT: 1504, SPD: 47, LUK: 1, Attack: 382789, Defense: 89072, Current HP: 1786, A Avg: 1018218, D Avg: 89072, [Kraken(145)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 639: HP: 1235, STR: 297972, VIT: 654, SPD: 47, LUK: 1, Attack: 382797, Defense: 84517, Current HP: 1235, A Avg: 1018240, D Avg: 84517, [Kraken(145)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 638: HP: 1303, STR: 297154, VIT: 601, SPD: 40, LUK: 1, Attack: 382798, Defense: 85101, Current HP: 1303, A Avg: 1018242, D Avg: 85101, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 637: HP: 1208, STR: 297154, VIT: 585, SPD: 40, LUK: 1, Attack: 382798, Defense: 85085, Current HP: 1208, A Avg: 1018242, D Avg: 85085, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 636: HP: 1303, STR: 297154, VIT: 678, SPD: 40, LUK: 1, Attack: 382798, Defense: 85178, Current HP: 1303, A Avg: 1018242, D Avg: 85178, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 635: HP: 1303, STR: 297154, VIT: 601, SPD: 40, LUK: 1, Attack: 382798, Defense: 85101, Current HP: 1303, A Avg: 1018242, D Avg: 85101, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 634: HP: 1493, STR: 297787, VIT: 803, SPD: 47, LUK: 1, Attack: 382830, Defense: 85303, Current HP: 1493, A Avg: 1018327, D Avg: 85303, [White Snake(160)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 633: HP: 836, STR: 450136, VIT: 2390, SPD: 40, LUK: 1, Attack: 536014, Defense: 88060, Current HP: 836, A Avg: 1018426, D Avg: 88060, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 632: HP: 1235, STR: 298815, VIT: 561, SPD: 47, LUK: 1, Attack: 382925, Defense: 84749, Current HP: 1235, A Avg: 1018580, D Avg: 84749, [Serpent(144)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 631: HP: 1208, STR: 297302, VIT: 649, SPD: 40, LUK: 1, Attack: 382946, Defense: 85149, Current HP: 1208, A Avg: 1018636, D Avg: 85149, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 630: HP: 1208, STR: 297302, VIT: 649, SPD: 40, LUK: 1, Attack: 382946, Defense: 85149, Current HP: 1208, A Avg: 1018636, D Avg: 85149, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 629: HP: 1387, STR: 295293, VIT: 169, SPD: 42, LUK: 1, Attack: 382954, Defense: 86957, Current HP: 1387, A Avg: 1018657, D Avg: 86957, [Neural Edge(190)[230, 230, 230], C Magnum(239)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 628: HP: 1501, STR: 298149, VIT: 692, SPD: 47, LUK: 1, Attack: 382974, Defense: 84581, Current HP: 1501, A Avg: 1018710, D Avg: 84581, [Kraken(145)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 627: HP: 1436, STR: 297346, VIT: 684, SPD: 40, LUK: 1, Attack: 382990, Defense: 85184, Current HP: 1436, A Avg: 1018753, D Avg: 85184, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 626: HP: 1409, STR: 298183, VIT: 700, SPD: 47, LUK: 1, Attack: 383008, Defense: 84706, Current HP: 1409, A Avg: 1018801, D Avg: 84706, [Kraken(145)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 625: HP: 1934, STR: 298031, VIT: 1614, SPD: 47, LUK: 1, Attack: 383074, Defense: 89182, Current HP: 1934, A Avg: 1018976, D Avg: 89182, [White Snake(160)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 624: HP: 1383, STR: 298038, VIT: 764, SPD: 47, LUK: 1, Attack: 383081, Defense: 84627, Current HP: 1383, A Avg: 1018995, D Avg: 84627, [White Snake(160)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 623: HP: 722, STR: 416472, VIT: 523, SPD: 40, LUK: 1, Attack: 502012, Defense: 84529, Current HP: 722, A Avg: 1019084, D Avg: 84529, [Zodiac(184)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 622: HP: 703, STR: 416472, VIT: 2358, SPD: 40, LUK: 1, Attack: 502012, Defense: 88028, Current HP: 703, A Avg: 1019084, D Avg: 88028, [Zodiac(184)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 621: HP: 1178, STR: 416756, VIT: 710, SPD: 40, LUK: 1, Attack: 502090, Defense: 84898, Current HP: 1178, A Avg: 1019242, D Avg: 84898, [Impulse(166)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 620: HP: 874, STR: 417332, VIT: 796, SPD: 40, LUK: 1, Attack: 502120, Defense: 86024, Current HP: 874, A Avg: 1019303, D Avg: 86024, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 619: HP: 832, STR: 416618, VIT: 523, SPD: 40, LUK: 1, Attack: 502158, Defense: 85023, Current HP: 832, A Avg: 1019380, D Avg: 85023, [Zodiac(184)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 618: HP: 1649, STR: 298216, VIT: 803, SPD: 47, LUK: 1, Attack: 383259, Defense: 84692, Current HP: 1649, A Avg: 1019468, D Avg: 84692, [White Snake(160)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 617: HP: 1558, STR: 298249, VIT: 811, SPD: 47, LUK: 1, Attack: 383292, Defense: 84817, Current HP: 1558, A Avg: 1019556, D Avg: 84817, [White Snake(160)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 616: HP: 608, STR: 452628, VIT: 86, SPD: 40, LUK: 1, Attack: 536751, Defense: 87914, Current HP: 608, A Avg: 1019826, D Avg: 87914, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 615: HP: 741, STR: 416523, VIT: 2438, SPD: 40, LUK: 1, Attack: 502401, Defense: 88108, Current HP: 741, A Avg: 1019874, D Avg: 88108, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 614: HP: 1273, STR: 416902, VIT: 1334, SPD: 40, LUK: 1, Attack: 502442, Defense: 88902, Current HP: 1273, A Avg: 1019957, D Avg: 88902, [Zodiac(184)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 613: HP: 722, STR: 416910, VIT: 484, SPD: 40, LUK: 1, Attack: 502450, Defense: 84347, Current HP: 722, A Avg: 1019973, D Avg: 84347, [Zodiac(184)[230, 230, 230], Small Sword(218)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 612: HP: 1501, STR: 299385, VIT: 734, SPD: 47, LUK: 1, Attack: 383495, Defense: 85962, Current HP: 1501, A Avg: 1020096, D Avg: 85962, [Serpent(144)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 611: HP: 988, STR: 417117, VIT: 523, SPD: 40, LUK: 1, Attack: 502657, Defense: 84412, Current HP: 988, A Avg: 1020393, D Avg: 84412, [Zodiac(184)[230, 230, 230], Small Lion(219)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 610: HP: 1664, STR: 297968, VIT: 953, SPD: 47, LUK: 1, Attack: 383612, Defense: 85453, Current HP: 1664, A Avg: 1020407, D Avg: 85453, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 609: HP: 896, STR: 417155, VIT: 531, SPD: 40, LUK: 1, Attack: 502695, Defense: 84537, Current HP: 896, A Avg: 1020470, D Avg: 84537, [Zodiac(184)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 608: HP: 1444, STR: 417418, VIT: 883, SPD: 40, LUK: 1, Attack: 502752, Defense: 86111, Current HP: 1444, A Avg: 1020586, D Avg: 86111, [Impulse(166)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 607: HP: 1216, STR: 299022, VIT: 608, SPD: 47, LUK: 1, Attack: 383847, Defense: 84796, Current HP: 1216, A Avg: 1021033, D Avg: 84796, [Kraken(145)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 606: HP: 741, STR: 297975, VIT: 2374, SPD: 40, LUK: 1, Attack: 383853, Defense: 88044, Current HP: 741, A Avg: 1021048, D Avg: 88044, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 605: HP: 836, STR: 297975, VIT: 2467, SPD: 40, LUK: 1, Attack: 383853, Defense: 88137, Current HP: 836, A Avg: 1021048, D Avg: 88137, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 604: HP: 741, STR: 298123, VIT: 2438, SPD: 40, LUK: 1, Attack: 384001, Defense: 88108, Current HP: 741, A Avg: 1021442, D Avg: 88108, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 603: HP: 741, STR: 298123, VIT: 2438, SPD: 40, LUK: 1, Attack: 384001, Defense: 88108, Current HP: 741, A Avg: 1021442, D Avg: 88108, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 602: HP: 969, STR: 298168, VIT: 2473, SPD: 40, LUK: 1, Attack: 384046, Defense: 88143, Current HP: 969, A Avg: 1021562, D Avg: 88143, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 601: HP: 1364, STR: 299089, VIT: 718, SPD: 47, LUK: 1, Attack: 384132, Defense: 84906, Current HP: 1364, A Avg: 1021791, D Avg: 84906, [White Snake(160)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 600: HP: 741, STR: 298271, VIT: 2358, SPD: 40, LUK: 1, Attack: 384149, Defense: 88028, Current HP: 741, A Avg: 1021836, D Avg: 88028, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 599: HP: 703, STR: 418132, VIT: 438, SPD: 40, LUK: 1, Attack: 503672, Defense: 84626, Current HP: 703, A Avg: 1022454, D Avg: 84626, [Zodiac(184)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 598: HP: 1482, STR: 299592, VIT: 780, SPD: 47, LUK: 1, Attack: 384417, Defense: 86008, Current HP: 1482, A Avg: 1022549, D Avg: 86008, [Kraken(145)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 597: HP: 874, STR: 451256, VIT: 259, SPD: 40, LUK: 1, Attack: 538307, Defense: 85487, Current HP: 874, A Avg: 1022783, D Avg: 85487, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 596: HP: 1197, STR: 298789, VIT: 2742, SPD: 47, LUK: 1, Attack: 384667, Defense: 88412, Current HP: 1197, A Avg: 1023214, D Avg: 88412, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 595: HP: 1630, STR: 299659, VIT: 891, SPD: 47, LUK: 1, Attack: 384702, Defense: 86119, Current HP: 1630, A Avg: 1023307, D Avg: 86119, [White Snake(160)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 594: HP: 608, STR: 419482, VIT: 624, SPD: 40, LUK: 1, Attack: 504270, Defense: 88452, Current HP: 608, A Avg: 1023668, D Avg: 88452, [Pulse Knife(165)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 593: HP: 969, STR: 418794, VIT: 611, SPD: 40, LUK: 1, Attack: 504334, Defense: 85839, Current HP: 969, A Avg: 1023798, D Avg: 85839, [Zodiac(184)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 592: HP: 779, STR: 417559, VIT: 307, SPD: 40, LUK: 1, Attack: 504610, Defense: 85535, Current HP: 779, A Avg: 1024358, D Avg: 85535, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 591: HP: 1178, STR: 419568, VIT: 710, SPD: 40, LUK: 1, Attack: 504902, Defense: 88538, Current HP: 1178, A Avg: 1024951, D Avg: 88538, [Impulse(166)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 590: HP: 1235, STR: 301235, VIT: 561, SPD: 47, LUK: 1, Attack: 385345, Defense: 88389, Current HP: 1235, A Avg: 1025017, D Avg: 88389, [Serpent(144)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 589: HP: 779, STR: 299011, VIT: 243, SPD: 40, LUK: 1, Attack: 386062, Defense: 85471, Current HP: 779, A Avg: 1026924, D Avg: 85471, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 588: HP: 874, STR: 299011, VIT: 336, SPD: 40, LUK: 1, Attack: 386062, Defense: 85564, Current HP: 874, A Avg: 1026924, D Avg: 85564, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 587: HP: 779, STR: 299159, VIT: 307, SPD: 40, LUK: 1, Attack: 386210, Defense: 85535, Current HP: 779, A Avg: 1027318, D Avg: 85535, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 586: HP: 779, STR: 299159, VIT: 307, SPD: 40, LUK: 1, Attack: 386210, Defense: 85535, Current HP: 779, A Avg: 1027318, D Avg: 85535, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 585: HP: 1007, STR: 299204, VIT: 342, SPD: 40, LUK: 1, Attack: 386255, Defense: 85570, Current HP: 1007, A Avg: 1027438, D Avg: 85570, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 584: HP: 1216, STR: 301442, VIT: 608, SPD: 47, LUK: 1, Attack: 386267, Defense: 88436, Current HP: 1216, A Avg: 1027470, D Avg: 88436, [Kraken(145)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 583: HP: 779, STR: 299307, VIT: 227, SPD: 40, LUK: 1, Attack: 386358, Defense: 85455, Current HP: 779, A Avg: 1027712, D Avg: 85455, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 582: HP: 703, STR: 420944, VIT: 438, SPD: 40, LUK: 1, Attack: 506484, Defense: 88266, Current HP: 703, A Avg: 1028162, D Avg: 88266, [Zodiac(184)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 581: HP: 1364, STR: 301509, VIT: 718, SPD: 47, LUK: 1, Attack: 386552, Defense: 88546, Current HP: 1364, A Avg: 1028228, D Avg: 88546, [White Snake(160)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 580: HP: 1235, STR: 299825, VIT: 611, SPD: 47, LUK: 1, Attack: 386876, Defense: 85839, Current HP: 1235, A Avg: 1029090, D Avg: 85839, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 579: HP: 760, STR: 300684, VIT: 254, SPD: 40, LUK: 1, Attack: 388345, Defense: 84260, Current HP: 760, A Avg: 1032997, D Avg: 84260, [Neural Edge(190)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 578: HP: 741, STR: 300684, VIT: 2089, SPD: 40, LUK: 1, Attack: 388345, Defense: 87759, Current HP: 741, A Avg: 1032997, D Avg: 87759, [Neural Edge(190)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 577: HP: 870, STR: 300810, VIT: 254, SPD: 40, LUK: 1, Attack: 388471, Defense: 84754, Current HP: 870, A Avg: 1033332, D Avg: 84754, [Neural Edge(190)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 576: HP: 1311, STR: 301054, VIT: 1065, SPD: 40, LUK: 1, Attack: 388715, Defense: 88633, Current HP: 1311, A Avg: 1033981, D Avg: 88633, [Neural Edge(190)[230, 230, 230], Storm Wall(242)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 575: HP: 760, STR: 301061, VIT: 216, SPD: 40, LUK: 1, Attack: 388722, Defense: 84079, Current HP: 760, A Avg: 1034000, D Avg: 84079, [Neural Edge(190)[230, 230, 230], Small Sword(218)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 574: HP: 1026, STR: 301239, VIT: 254, SPD: 40, LUK: 1, Attack: 388900, Defense: 84143, Current HP: 1026, A Avg: 1034473, D Avg: 84143, [Neural Edge(190)[230, 230, 230], Small Lion(219)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
