Rank 1000: HP: 950, STR: 5437, VIT: 193, SPD: 76, LUK: 1, Attack: 89336, Defense: 88021, Current HP: 950, A Avg: 111670, D Avg: 88021, [Sylph(119)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 673: HP: 6952, STR: 1932, VIT: 2689, SPD: 72, LUK: 1, Attack: 89814, Defense: 86493, Current HP: 6952, A Avg: 113165, D Avg: 86493, [Wild Card(175)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 672: HP: 6952, STR: 1932, VIT: 2786, SPD: 72, LUK: 1, Attack: 89814, Defense: 86649, Current HP: 6952, A Avg: 113165, D Avg: 86649, [Wild Card(175)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 671: HP: 6952, STR: 1932, VIT: 2813, SPD: 72, LUK: 1, Attack: 89814, Defense: 86702, Current HP: 6952, A Avg: 113165, D Avg: 86702, [Wild Card(175)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 670: HP: 7268, STR: 1932, VIT: 2810, SPD: 72, LUK: 1, Attack: 89814, Defense: 86686, Current HP: 7268, A Avg: 113165, D Avg: 86686, [Wild Card(175)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 669: HP: 7458, STR: 1932, VIT: 3024, SPD: 72, LUK: 1, Attack: 89814, Defense: 86861, Current HP: 7458, A Avg: 113165, D Avg: 86861, [Wild Card(175)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 668: HP: 7337, STR: 1932, VIT: 2696, SPD: 72, LUK: 1, Attack: 89814, Defense: 86468, Current HP: 7337, A Avg: 113165, D Avg: 86468, [Wild Card(175)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 667: HP: 7383, STR: 1932, VIT: 2810, SPD: 72, LUK: 1, Attack: 89814, Defense: 86829, Current HP: 7383, A Avg: 113165, D Avg: 86829, [Wild Card(175)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 666: HP: 7040, STR: 1932, VIT: 2799, SPD: 72, LUK: 1, Attack: 89814, Defense: 86727, Current HP: 7040, A Avg: 113165, D Avg: 86727, [Wild Card(175)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 665: HP: 8091, STR: 1932, VIT: 3166, SPD: 72, LUK: 1, Attack: 89814, Defense: 87728, Current HP: 8091, A Avg: 113165, D Avg: 87728, [Wild Card(175)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 664: HP: 7770, STR: 1932, VIT: 2786, SPD: 72, LUK: 1, Attack: 89814, Defense: 86714, Current HP: 7770, A Avg: 113165, D Avg: 86714, [Wild Card(175)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 663: HP: 7268, STR: 1932, VIT: 3759, SPD: 72, LUK: 1, Attack: 89814, Defense: 90547, Current HP: 7268, A Avg: 113165, D Avg: 90547, [Wild Card(175)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 662: HP: 9504, STR: 1932, VIT: 2667, SPD: 72, LUK: 1, Attack: 89814, Defense: 88584, Current HP: 9504, A Avg: 113165, D Avg: 88584, [Wild Card(175)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 661: HP: 8353, STR: 1932, VIT: 3307, SPD: 72, LUK: 1, Attack: 89814, Defense: 88041, Current HP: 8353, A Avg: 113165, D Avg: 88041, [Wild Card(175)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 660: HP: 7935, STR: 1932, VIT: 3166, SPD: 72, LUK: 1, Attack: 89814, Defense: 88641, Current HP: 7935, A Avg: 113165, D Avg: 88641, [Wild Card(175)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 659: HP: 7172, STR: 1932, VIT: 3855, SPD: 72, LUK: 1, Attack: 89814, Defense: 88823, Current HP: 7172, A Avg: 113165, D Avg: 88823, [Wild Card(175)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 658: HP: 7084, STR: 1932, VIT: 3894, SPD: 72, LUK: 1, Attack: 89814, Defense: 90734, Current HP: 7084, A Avg: 113165, D Avg: 90734, [Wild Card(175)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 657: HP: 8786, STR: 1932, VIT: 3598, SPD: 72, LUK: 1, Attack: 89814, Defense: 91023, Current HP: 8786, A Avg: 113165, D Avg: 91023, [Wild Card(175)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 656: HP: 6952, STR: 1932, VIT: 2568, SPD: 72, LUK: 1, Attack: 89814, Defense: 89357, Current HP: 6952, A Avg: 113165, D Avg: 89357, [Wild Card(175)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 655: HP: 6952, STR: 1932, VIT: 4856, SPD: 72, LUK: 1, Attack: 89814, Defense: 94634, Current HP: 6952, A Avg: 113165, D Avg: 94634, [Wild Card(175)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 654: HP: 7502, STR: 1932, VIT: 5907, SPD: 72, LUK: 1, Attack: 89814, Defense: 92695, Current HP: 7502, A Avg: 113165, D Avg: 92695, [Wild Card(175)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 653: HP: 7282, STR: 1932, VIT: 3509, SPD: 76, LUK: 1, Attack: 89814, Defense: 89387, Current HP: 7282, A Avg: 113165, D Avg: 89387, [Wild Card(175)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 652: HP: 8377, STR: 1932, VIT: 3515, SPD: 72, LUK: 1, Attack: 89814, Defense: 89731, Current HP: 8377, A Avg: 113165, D Avg: 89731, [Wild Card(175)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 651: HP: 7728, STR: 1932, VIT: 3546, SPD: 72, LUK: 1, Attack: 89814, Defense: 90581, Current HP: 7728, A Avg: 113165, D Avg: 90581, [Wild Card(175)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 650: HP: 7268, STR: 1932, VIT: 3941, SPD: 72, LUK: 1, Attack: 89814, Defense: 90989, Current HP: 7268, A Avg: 113165, D Avg: 90989, [Wild Card(175)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 649: HP: 1440, STR: 4020, VIT: 1094, SPD: 76, LUK: 1, Attack: 90548, Defense: 86322, Current HP: 1440, A Avg: 113185, D Avg: 86322, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 648: HP: 7330, STR: 1948, VIT: 3037, SPD: 72, LUK: 1, Attack: 89830, Defense: 86978, Current HP: 7330, A Avg: 113185, D Avg: 86978, [Wild Card(175)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 647: HP: 2340, STR: 4211, VIT: 1037, SPD: 76, LUK: 1, Attack: 90557, Defense: 86265, Current HP: 2340, A Avg: 113196, D Avg: 86265, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 646: HP: 1549, STR: 4714, VIT: 1230, SPD: 76, LUK: 1, Attack: 90592, Defense: 86848, Current HP: 1549, A Avg: 113240, D Avg: 86848, [Blue Sword(180)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 645: HP: 1292, STR: 4716, VIT: 1483, SPD: 76, LUK: 1, Attack: 90594, Defense: 86321, Current HP: 1292, A Avg: 113242, D Avg: 86321, [Blue Sword(180)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 644: HP: 1264, STR: 6028, VIT: 343, SPD: 76, LUK: 1, Attack: 90606, Defense: 84349, Current HP: 1264, A Avg: 113257, D Avg: 84349, [Magical(187)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 643: HP: 3020, STR: 5275, VIT: 1200, SPD: 81, LUK: 1, Attack: 90609, Defense: 87988, Current HP: 3020, A Avg: 113261, D Avg: 87988, [Impulse(166)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 642: HP: 6952, STR: 2011, VIT: 2810, SPD: 76, LUK: 1, Attack: 89893, Defense: 86835, Current HP: 6952, A Avg: 113265, D Avg: 86835, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 641: HP: 7546, STR: 2019, VIT: 3040, SPD: 72, LUK: 1, Attack: 89901, Defense: 87280, Current HP: 7546, A Avg: 113275, D Avg: 87280, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 640: HP: 1480, STR: 4743, VIT: 1148, SPD: 76, LUK: 1, Attack: 90621, Defense: 86012, Current HP: 1480, A Avg: 113276, D Avg: 86012, [Blue Sword(180)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 639: HP: 1400, STR: 4743, VIT: 1166, SPD: 81, LUK: 1, Attack: 90621, Defense: 85588, Current HP: 1400, A Avg: 113276, D Avg: 85588, [Blue Sword(180)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 638: HP: 1460, STR: 5821, VIT: 493, SPD: 76, LUK: 1, Attack: 90633, Defense: 88321, Current HP: 1460, A Avg: 113291, D Avg: 88321, [Granada(150)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 637: HP: 1840, STR: 5986, VIT: 567, SPD: 76, LUK: 1, Attack: 90636, Defense: 88395, Current HP: 1840, A Avg: 113295, D Avg: 88395, [Diamond Knuckle(152)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 636: HP: 3910, STR: 2102, VIT: 3338, SPD: 72, LUK: 1, Attack: 89930, Defense: 87061, Current HP: 3910, A Avg: 113311, D Avg: 87061, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 635: HP: 3910, STR: 2102, VIT: 3338, SPD: 72, LUK: 1, Attack: 89930, Defense: 87071, Current HP: 3910, A Avg: 113311, D Avg: 87071, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 634: HP: 3740, STR: 2102, VIT: 3480, SPD: 72, LUK: 1, Attack: 89930, Defense: 87349, Current HP: 3740, A Avg: 113311, D Avg: 87349, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 633: HP: 3740, STR: 2102, VIT: 3488, SPD: 72, LUK: 1, Attack: 89930, Defense: 87292, Current HP: 3740, A Avg: 113311, D Avg: 87292, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 632: HP: 3740, STR: 2102, VIT: 3585, SPD: 72, LUK: 1, Attack: 89930, Defense: 87448, Current HP: 3740, A Avg: 113311, D Avg: 87448, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 631: HP: 3740, STR: 2102, VIT: 3612, SPD: 72, LUK: 1, Attack: 89930, Defense: 87501, Current HP: 3740, A Avg: 113311, D Avg: 87501, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 630: HP: 3910, STR: 2102, VIT: 3580, SPD: 72, LUK: 1, Attack: 89930, Defense: 87456, Current HP: 3910, A Avg: 113311, D Avg: 87456, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 629: HP: 4246, STR: 2102, VIT: 3823, SPD: 72, LUK: 1, Attack: 89930, Defense: 87660, Current HP: 4246, A Avg: 113311, D Avg: 87660, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 628: HP: 3979, STR: 2102, VIT: 3465, SPD: 72, LUK: 1, Attack: 89930, Defense: 87237, Current HP: 3979, A Avg: 113311, D Avg: 87237, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 627: HP: 4025, STR: 2102, VIT: 3580, SPD: 72, LUK: 1, Attack: 89930, Defense: 87599, Current HP: 4025, A Avg: 113311, D Avg: 87599, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 626: HP: 3828, STR: 2102, VIT: 3599, SPD: 72, LUK: 1, Attack: 89930, Defense: 87527, Current HP: 3828, A Avg: 113311, D Avg: 87527, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 625: HP: 4733, STR: 2102, VIT: 3936, SPD: 72, LUK: 1, Attack: 89930, Defense: 88498, Current HP: 4733, A Avg: 113311, D Avg: 88498, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 624: HP: 4558, STR: 2102, VIT: 3585, SPD: 72, LUK: 1, Attack: 89930, Defense: 87513, Current HP: 4558, A Avg: 113311, D Avg: 87513, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 623: HP: 3910, STR: 2102, VIT: 4529, SPD: 72, LUK: 1, Attack: 89930, Defense: 91317, Current HP: 3910, A Avg: 113311, D Avg: 91317, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 622: HP: 6292, STR: 2102, VIT: 3466, SPD: 72, LUK: 1, Attack: 89930, Defense: 89383, Current HP: 6292, A Avg: 113311, D Avg: 89383, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 621: HP: 4995, STR: 2102, VIT: 4076, SPD: 72, LUK: 1, Attack: 89930, Defense: 88810, Current HP: 4995, A Avg: 113311, D Avg: 88810, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 620: HP: 4577, STR: 2102, VIT: 3936, SPD: 72, LUK: 1, Attack: 89930, Defense: 89411, Current HP: 4577, A Avg: 113311, D Avg: 89411, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 619: HP: 3960, STR: 2102, VIT: 4654, SPD: 72, LUK: 1, Attack: 89930, Defense: 89622, Current HP: 3960, A Avg: 113311, D Avg: 89622, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 618: HP: 3872, STR: 2102, VIT: 4664, SPD: 72, LUK: 1, Attack: 89930, Defense: 91504, Current HP: 3872, A Avg: 113311, D Avg: 91504, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 617: HP: 3740, STR: 2102, VIT: 3338, SPD: 72, LUK: 1, Attack: 89930, Defense: 90127, Current HP: 3740, A Avg: 113311, D Avg: 90127, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 616: HP: 3740, STR: 2102, VIT: 5626, SPD: 72, LUK: 1, Attack: 89930, Defense: 95404, Current HP: 3740, A Avg: 113311, D Avg: 95404, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 615: HP: 4290, STR: 2102, VIT: 6706, SPD: 72, LUK: 1, Attack: 89930, Defense: 93494, Current HP: 4290, A Avg: 113311, D Avg: 93494, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 614: HP: 4070, STR: 2102, VIT: 4279, SPD: 76, LUK: 1, Attack: 89930, Defense: 90157, Current HP: 4070, A Avg: 113311, D Avg: 90157, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 613: HP: 5165, STR: 2102, VIT: 4314, SPD: 72, LUK: 1, Attack: 89930, Defense: 90530, Current HP: 5165, A Avg: 113311, D Avg: 90530, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 612: HP: 4370, STR: 2102, VIT: 4315, SPD: 72, LUK: 1, Attack: 89930, Defense: 91350, Current HP: 4370, A Avg: 113311, D Avg: 91350, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 611: HP: 3910, STR: 2102, VIT: 4711, SPD: 72, LUK: 1, Attack: 89930, Defense: 91759, Current HP: 3910, A Avg: 113311, D Avg: 91759, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 610: HP: 6974, STR: 2053, VIT: 2810, SPD: 72, LUK: 1, Attack: 89935, Defense: 86816, Current HP: 6974, A Avg: 113318, D Avg: 86816, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 609: HP: 6952, STR: 2053, VIT: 8288, SPD: 72, LUK: 1, Attack: 89935, Defense: 93958, Current HP: 6952, A Avg: 113318, D Avg: 93958, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 608: HP: 1156, STR: 4782, VIT: 933, SPD: 76, LUK: 1, Attack: 90660, Defense: 85433, Current HP: 1156, A Avg: 113325, D Avg: 85433, [Blue Sword(180)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 607: HP: 4118, STR: 2118, VIT: 3836, SPD: 72, LUK: 1, Attack: 89946, Defense: 87777, Current HP: 4118, A Avg: 113331, D Avg: 87777, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 606: HP: 7884, STR: 2080, VIT: 3265, SPD: 72, LUK: 1, Attack: 89962, Defense: 88883, Current HP: 7884, A Avg: 113352, D Avg: 88883, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 605: HP: 7339, STR: 2081, VIT: 3661, SPD: 72, LUK: 1, Attack: 89963, Defense: 88499, Current HP: 7339, A Avg: 113353, D Avg: 88499, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 604: HP: 1716, STR: 1807, VIT: 808, SPD: 72, LUK: 1, Attack: 89974, Defense: 86036, Current HP: 1716, A Avg: 113367, D Avg: 86036, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 603: HP: 7546, STR: 2097, VIT: 3159, SPD: 72, LUK: 1, Attack: 89979, Defense: 88023, Current HP: 7546, A Avg: 113373, D Avg: 88023, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 602: HP: 7458, STR: 2097, VIT: 3166, SPD: 76, LUK: 1, Attack: 89979, Defense: 87588, Current HP: 7458, A Avg: 113373, D Avg: 87588, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 601: HP: 1144, STR: 5062, VIT: 280, SPD: 72, LUK: 1, Attack: 89991, Defense: 88108, Current HP: 1144, A Avg: 113388, D Avg: 88108, [Jack Knife(185)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 600: HP: 1480, STR: 4838, VIT: 1562, SPD: 76, LUK: 1, Attack: 90716, Defense: 88363, Current HP: 1480, A Avg: 113395, D Avg: 88363, [Blue Sword(180)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 599: HP: 6027, STR: 4908, VIT: 646, SPD: 76, LUK: 1, Attack: 90721, Defense: 84369, Current HP: 6027, A Avg: 113401, D Avg: 84369, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 598: HP: 6027, STR: 4908, VIT: 646, SPD: 76, LUK: 1, Attack: 90721, Defense: 84379, Current HP: 6027, A Avg: 113401, D Avg: 84379, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 597: HP: 5740, STR: 4908, VIT: 693, SPD: 76, LUK: 1, Attack: 90721, Defense: 84562, Current HP: 5740, A Avg: 113401, D Avg: 84562, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 596: HP: 5740, STR: 4908, VIT: 698, SPD: 76, LUK: 1, Attack: 90721, Defense: 84502, Current HP: 5740, A Avg: 113401, D Avg: 84502, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 595: HP: 5740, STR: 4908, VIT: 763, SPD: 76, LUK: 1, Attack: 90721, Defense: 84626, Current HP: 5740, A Avg: 113401, D Avg: 84626, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 594: HP: 5740, STR: 4908, VIT: 781, SPD: 76, LUK: 1, Attack: 90721, Defense: 84670, Current HP: 5740, A Avg: 113401, D Avg: 84670, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 593: HP: 6027, STR: 4908, VIT: 804, SPD: 76, LUK: 1, Attack: 90721, Defense: 84680, Current HP: 6027, A Avg: 113401, D Avg: 84680, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 592: HP: 6200, STR: 4908, VIT: 921, SPD: 76, LUK: 1, Attack: 90721, Defense: 84758, Current HP: 6200, A Avg: 113401, D Avg: 84758, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 591: HP: 6090, STR: 4908, VIT: 729, SPD: 76, LUK: 1, Attack: 90721, Defense: 84501, Current HP: 6090, A Avg: 113401, D Avg: 84501, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 590: HP: 6132, STR: 4908, VIT: 804, SPD: 76, LUK: 1, Attack: 90721, Defense: 84823, Current HP: 6132, A Avg: 113401, D Avg: 84823, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 589: HP: 5820, STR: 4908, VIT: 772, SPD: 76, LUK: 1, Attack: 90721, Defense: 84700, Current HP: 5820, A Avg: 113401, D Avg: 84700, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 588: HP: 6778, STR: 4908, VIT: 1037, SPD: 76, LUK: 1, Attack: 90721, Defense: 85599, Current HP: 6778, A Avg: 113401, D Avg: 85599, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 587: HP: 6484, STR: 4908, VIT: 763, SPD: 76, LUK: 1, Attack: 90721, Defense: 84691, Current HP: 6484, A Avg: 113401, D Avg: 84691, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 586: HP: 6027, STR: 4908, VIT: 1424, SPD: 76, LUK: 1, Attack: 90721, Defense: 88212, Current HP: 6027, A Avg: 113401, D Avg: 88212, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 585: HP: 8060, STR: 4908, VIT: 684, SPD: 76, LUK: 1, Attack: 90721, Defense: 86601, Current HP: 8060, A Avg: 113401, D Avg: 86601, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 584: HP: 7018, STR: 4908, VIT: 1128, SPD: 76, LUK: 1, Attack: 90721, Defense: 85862, Current HP: 7018, A Avg: 113401, D Avg: 85862, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 583: HP: 6636, STR: 4908, VIT: 1037, SPD: 76, LUK: 1, Attack: 90721, Defense: 86512, Current HP: 6636, A Avg: 113401, D Avg: 86512, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 582: HP: 5940, STR: 4908, VIT: 1476, SPD: 76, LUK: 1, Attack: 90721, Defense: 86444, Current HP: 5940, A Avg: 113401, D Avg: 86444, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 581: HP: 5860, STR: 4908, VIT: 1513, SPD: 76, LUK: 1, Attack: 90721, Defense: 88353, Current HP: 5860, A Avg: 113401, D Avg: 88353, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 580: HP: 7413, STR: 4908, VIT: 1319, SPD: 76, LUK: 1, Attack: 90721, Defense: 88744, Current HP: 7413, A Avg: 113401, D Avg: 88744, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 579: HP: 5740, STR: 4908, VIT: 646, SPD: 76, LUK: 1, Attack: 90721, Defense: 87435, Current HP: 5740, A Avg: 113401, D Avg: 87435, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 578: HP: 6240, STR: 4908, VIT: 2844, SPD: 76, LUK: 1, Attack: 90721, Defense: 89632, Current HP: 6240, A Avg: 113401, D Avg: 89632, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
