Rank 1000: HP: 1155, STR: 540554, VIT: 806, SPD: 56, LUK: 1, Attack: 624976, Defense: 87646, Current HP: 1155, A Avg: 1268701, D Avg: 87646, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 685: HP: 3720, STR: 544445, VIT: 2057, SPD: 56, LUK: 1, Attack: 632273, Defense: 89482, Current HP: 3720, A Avg: 1283514, D Avg: 89482, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 684: HP: 4408, STR: 546537, VIT: 1676, SPD: 56, LUK: 1, Attack: 632350, Defense: 91454, Current HP: 4408, A Avg: 1283670, D Avg: 91454, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 683: HP: 1919, STR: 398475, VIT: 1804, SPD: 66, LUK: 1, Attack: 482624, Defense: 89372, Current HP: 1919, A Avg: 1283779, D Avg: 89372, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 682: HP: 1767, STR: 394977, VIT: 233, SPD: 59, LUK: 1, Attack: 482638, Defense: 87021, Current HP: 1767, A Avg: 1283817, D Avg: 87021, [Neural Edge(190)[630, 630, 630], C Magnum(239)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 681: HP: 2280, STR: 398582, VIT: 1921, SPD: 66, LUK: 1, Attack: 482692, Defense: 89489, Current HP: 2280, A Avg: 1283960, D Avg: 89489, [Serpent(144)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 680: HP: 893, STR: 547075, VIT: 614, SPD: 59, LUK: 1, Attack: 632615, Defense: 84958, Current HP: 893, A Avg: 1284208, D Avg: 84958, [Zodiac(184)[630, 630, 630], V Magnum(238)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 679: HP: 1729, STR: 398700, VIT: 848, SPD: 66, LUK: 1, Attack: 482810, Defense: 84711, Current HP: 1729, A Avg: 1284274, D Avg: 84711, [Serpent(144)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 678: HP: 2090, STR: 398952, VIT: 902, SPD: 66, LUK: 1, Attack: 483062, Defense: 84791, Current HP: 2090, A Avg: 1284944, D Avg: 84791, [Serpent(144)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 677: HP: 1960, STR: 399022, VIT: 910, SPD: 66, LUK: 1, Attack: 483132, Defense: 84916, Current HP: 1960, A Avg: 1285131, D Avg: 84916, [Serpent(144)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 676: HP: 1634, STR: 540892, VIT: 579, SPD: 56, LUK: 1, Attack: 633078, Defense: 87497, Current HP: 1634, A Avg: 1285148, D Avg: 87497, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 675: HP: 1710, STR: 398493, VIT: 964, SPD: 66, LUK: 1, Attack: 483318, Defense: 84970, Current HP: 1710, A Avg: 1285625, D Avg: 84970, [Kraken(145)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 674: HP: 1691, STR: 398493, VIT: 3568, SPD: 66, LUK: 1, Attack: 483318, Defense: 89238, Current HP: 1691, A Avg: 1285625, D Avg: 89238, [Kraken(145)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 673: HP: 1759, STR: 397831, VIT: 825, SPD: 56, LUK: 1, Attack: 483475, Defense: 85325, Current HP: 1759, A Avg: 1286043, D Avg: 85325, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 672: HP: 1664, STR: 397831, VIT: 809, SPD: 56, LUK: 1, Attack: 483475, Defense: 85309, Current HP: 1664, A Avg: 1286043, D Avg: 85309, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 671: HP: 1759, STR: 397831, VIT: 934, SPD: 56, LUK: 1, Attack: 483475, Defense: 85434, Current HP: 1759, A Avg: 1286043, D Avg: 85434, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 670: HP: 1759, STR: 397831, VIT: 825, SPD: 56, LUK: 1, Attack: 483475, Defense: 85325, Current HP: 1759, A Avg: 1286043, D Avg: 85325, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 669: HP: 1858, STR: 398656, VIT: 964, SPD: 66, LUK: 1, Attack: 483481, Defense: 85464, Current HP: 1858, A Avg: 1286059, D Avg: 85464, [Kraken(145)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 668: HP: 1664, STR: 397979, VIT: 873, SPD: 56, LUK: 1, Attack: 483623, Defense: 85373, Current HP: 1664, A Avg: 1286437, D Avg: 85373, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 667: HP: 1664, STR: 397979, VIT: 873, SPD: 56, LUK: 1, Attack: 483623, Defense: 85373, Current HP: 1664, A Avg: 1286437, D Avg: 85373, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 666: HP: 1896, STR: 398597, VIT: 1123, SPD: 66, LUK: 1, Attack: 483640, Defense: 85129, Current HP: 1896, A Avg: 1286482, D Avg: 85129, [White Snake(160)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 665: HP: 1877, STR: 398597, VIT: 3726, SPD: 66, LUK: 1, Attack: 483640, Defense: 89396, Current HP: 1877, A Avg: 1286482, D Avg: 89396, [White Snake(160)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 664: HP: 2261, STR: 398863, VIT: 1984, SPD: 66, LUK: 1, Attack: 483688, Defense: 89552, Current HP: 2261, A Avg: 1286610, D Avg: 89552, [Kraken(145)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 663: HP: 1892, STR: 398134, VIT: 956, SPD: 56, LUK: 1, Attack: 483778, Defense: 85456, Current HP: 1892, A Avg: 1286849, D Avg: 85456, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 662: HP: 2044, STR: 398760, VIT: 1123, SPD: 66, LUK: 1, Attack: 483803, Defense: 85623, Current HP: 2044, A Avg: 1286915, D Avg: 85623, [White Snake(160)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 661: HP: 1710, STR: 398982, VIT: 910, SPD: 66, LUK: 1, Attack: 483807, Defense: 84773, Current HP: 1710, A Avg: 1286926, D Avg: 84773, [Kraken(145)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 660: HP: 1729, STR: 548494, VIT: 614, SPD: 59, LUK: 1, Attack: 634034, Defense: 87402, Current HP: 1729, A Avg: 1287089, D Avg: 87402, [Zodiac(184)[630, 630, 630], C Magnum(239)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 659: HP: 2447, STR: 398967, VIT: 2142, SPD: 66, LUK: 1, Attack: 484010, Defense: 89710, Current HP: 2447, A Avg: 1287466, D Avg: 89710, [White Snake(160)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 658: HP: 2071, STR: 399233, VIT: 964, SPD: 66, LUK: 1, Attack: 484058, Defense: 84853, Current HP: 2071, A Avg: 1287594, D Avg: 84853, [Kraken(145)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 657: HP: 1896, STR: 399085, VIT: 1068, SPD: 66, LUK: 1, Attack: 484128, Defense: 84931, Current HP: 1896, A Avg: 1287780, D Avg: 84931, [White Snake(160)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 656: HP: 1941, STR: 399304, VIT: 972, SPD: 66, LUK: 1, Attack: 484129, Defense: 84978, Current HP: 1941, A Avg: 1287783, D Avg: 84978, [Kraken(145)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 655: HP: 1710, STR: 400158, VIT: 785, SPD: 66, LUK: 1, Attack: 484268, Defense: 84973, Current HP: 1710, A Avg: 1288152, D Avg: 84973, [Serpent(144)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 654: HP: 2257, STR: 399337, VIT: 1123, SPD: 66, LUK: 1, Attack: 484380, Defense: 85012, Current HP: 2257, A Avg: 1288450, D Avg: 85012, [White Snake(160)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 653: HP: 2128, STR: 399407, VIT: 1131, SPD: 66, LUK: 1, Attack: 484450, Defense: 85137, Current HP: 2128, A Avg: 1288636, D Avg: 85137, [White Snake(160)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 652: HP: 2310, STR: 399015, VIT: 1337, SPD: 66, LUK: 1, Attack: 484659, Defense: 85837, Current HP: 2310, A Avg: 1289192, D Avg: 85837, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 651: HP: 931, STR: 399022, VIT: 3350, SPD: 56, LUK: 1, Attack: 484900, Defense: 89020, Current HP: 931, A Avg: 1289833, D Avg: 89020, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 650: HP: 1026, STR: 399022, VIT: 3475, SPD: 56, LUK: 1, Attack: 484900, Defense: 89145, Current HP: 1026, A Avg: 1289833, D Avg: 89145, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 649: HP: 931, STR: 399170, VIT: 3414, SPD: 56, LUK: 1, Attack: 485048, Defense: 89084, Current HP: 931, A Avg: 1290227, D Avg: 89084, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 648: HP: 931, STR: 399170, VIT: 3414, SPD: 56, LUK: 1, Attack: 485048, Defense: 89084, Current HP: 931, A Avg: 1290227, D Avg: 89084, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 647: HP: 2071, STR: 400950, VIT: 1022, SPD: 66, LUK: 1, Attack: 485060, Defense: 86250, Current HP: 2071, A Avg: 1290259, D Avg: 86250, [Serpent(144)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 646: HP: 931, STR: 399318, VIT: 3334, SPD: 56, LUK: 1, Attack: 485196, Defense: 89004, Current HP: 931, A Avg: 1290621, D Avg: 89004, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 645: HP: 1159, STR: 399326, VIT: 3497, SPD: 56, LUK: 1, Attack: 485204, Defense: 89167, Current HP: 1159, A Avg: 1290642, D Avg: 89167, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 644: HP: 1691, STR: 400439, VIT: 848, SPD: 66, LUK: 1, Attack: 485264, Defense: 85036, Current HP: 1691, A Avg: 1290802, D Avg: 85036, [Kraken(145)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 643: HP: 1877, STR: 400543, VIT: 1006, SPD: 66, LUK: 1, Attack: 485586, Defense: 85194, Current HP: 1877, A Avg: 1291658, D Avg: 85194, [White Snake(160)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 642: HP: 2052, STR: 401231, VIT: 1084, SPD: 66, LUK: 1, Attack: 486056, Defense: 86312, Current HP: 2052, A Avg: 1292908, D Avg: 86312, [Kraken(145)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 641: HP: 1577, STR: 400206, VIT: 3878, SPD: 66, LUK: 1, Attack: 486084, Defense: 89548, Current HP: 1577, A Avg: 1292983, D Avg: 89548, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 640: HP: 2238, STR: 401335, VIT: 1243, SPD: 66, LUK: 1, Attack: 486378, Defense: 86471, Current HP: 2238, A Avg: 1293765, D Avg: 86471, [White Snake(160)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 639: HP: 1273, STR: 553999, VIT: 1260, SPD: 56, LUK: 1, Attack: 637875, Defense: 88828, Current HP: 1273, A Avg: 1294886, D Avg: 88828, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 638: HP: 1273, STR: 554166, VIT: 1260, SPD: 56, LUK: 1, Attack: 638315, Defense: 88828, Current HP: 1273, A Avg: 1295779, D Avg: 88828, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 637: HP: 1064, STR: 400243, VIT: 323, SPD: 56, LUK: 1, Attack: 487294, Defense: 85551, Current HP: 1064, A Avg: 1296202, D Avg: 85551, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 636: HP: 1159, STR: 400243, VIT: 448, SPD: 56, LUK: 1, Attack: 487294, Defense: 85676, Current HP: 1159, A Avg: 1296202, D Avg: 85676, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 635: HP: 1064, STR: 400391, VIT: 387, SPD: 56, LUK: 1, Attack: 487442, Defense: 85615, Current HP: 1064, A Avg: 1296595, D Avg: 85615, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 634: HP: 1064, STR: 400391, VIT: 387, SPD: 56, LUK: 1, Attack: 487442, Defense: 85615, Current HP: 1064, A Avg: 1296595, D Avg: 85615, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 633: HP: 1710, STR: 403355, VIT: 785, SPD: 66, LUK: 1, Attack: 487465, Defense: 88613, Current HP: 1710, A Avg: 1296656, D Avg: 88613, [Serpent(144)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 632: HP: 1064, STR: 400539, VIT: 307, SPD: 56, LUK: 1, Attack: 487590, Defense: 85535, Current HP: 1064, A Avg: 1296989, D Avg: 85535, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 631: HP: 1292, STR: 400547, VIT: 470, SPD: 56, LUK: 1, Attack: 487598, Defense: 85698, Current HP: 1292, A Avg: 1297010, D Avg: 85698, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 630: HP: 1273, STR: 555802, VIT: 1340, SPD: 56, LUK: 1, Attack: 639678, Defense: 88908, Current HP: 1273, A Avg: 1298546, D Avg: 88908, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 629: HP: 1691, STR: 403636, VIT: 848, SPD: 66, LUK: 1, Attack: 488461, Defense: 88676, Current HP: 1691, A Avg: 1299306, D Avg: 88676, [Kraken(145)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 628: HP: 1710, STR: 401427, VIT: 851, SPD: 66, LUK: 1, Attack: 488478, Defense: 86079, Current HP: 1710, A Avg: 1299351, D Avg: 86079, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 627: HP: 1273, STR: 555947, VIT: 1340, SPD: 56, LUK: 1, Attack: 640096, Defense: 88908, Current HP: 1273, A Avg: 1299394, D Avg: 88908, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 626: HP: 817, STR: 555534, VIT: 980, SPD: 56, LUK: 1, Attack: 640322, Defense: 84986, Current HP: 817, A Avg: 1299853, D Avg: 84986, [Pulse Knife(165)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 625: HP: 798, STR: 555534, VIT: 3584, SPD: 56, LUK: 1, Attack: 640322, Defense: 89254, Current HP: 798, A Avg: 1299853, D Avg: 89254, [Pulse Knife(165)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 624: HP: 1664, STR: 554794, VIT: 793, SPD: 56, LUK: 1, Attack: 640438, Defense: 85293, Current HP: 1664, A Avg: 1300089, D Avg: 85293, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 623: HP: 1877, STR: 403740, VIT: 1006, SPD: 66, LUK: 1, Attack: 488783, Defense: 88834, Current HP: 1877, A Avg: 1300162, D Avg: 88834, [White Snake(160)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 622: HP: 965, STR: 555723, VIT: 980, SPD: 56, LUK: 1, Attack: 640511, Defense: 85480, Current HP: 965, A Avg: 1300237, D Avg: 85480, [Pulse Knife(165)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 621: HP: 817, STR: 600348, VIT: 219, SPD: 56, LUK: 1, Attack: 684471, Defense: 84225, Current HP: 817, A Avg: 1300494, D Avg: 84225, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 620: HP: 798, STR: 600348, VIT: 2822, SPD: 56, LUK: 1, Attack: 684471, Defense: 88492, Current HP: 798, A Avg: 1300494, D Avg: 88492, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 619: HP: 1368, STR: 555964, VIT: 2000, SPD: 56, LUK: 1, Attack: 640752, Defense: 89568, Current HP: 1368, A Avg: 1300726, D Avg: 89568, [Pulse Knife(165)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 618: HP: 965, STR: 600524, VIT: 219, SPD: 56, LUK: 1, Attack: 684647, Defense: 84719, Current HP: 965, A Avg: 1300829, D Avg: 84719, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 617: HP: 817, STR: 556101, VIT: 926, SPD: 56, LUK: 1, Attack: 640889, Defense: 84789, Current HP: 817, A Avg: 1301004, D Avg: 84789, [Pulse Knife(165)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 616: HP: 1577, STR: 555620, VIT: 1083, SPD: 56, LUK: 1, Attack: 640954, Defense: 85089, Current HP: 1577, A Avg: 1301136, D Avg: 85089, [Impulse(166)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 615: HP: 1558, STR: 555620, VIT: 3686, SPD: 56, LUK: 1, Attack: 640954, Defense: 89356, Current HP: 1558, A Avg: 1301136, D Avg: 89356, [Impulse(166)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 614: HP: 1368, STR: 600748, VIT: 1238, SPD: 56, LUK: 1, Attack: 684871, Defense: 88806, Current HP: 1368, A Avg: 1301254, D Avg: 88806, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 613: HP: 817, STR: 600876, VIT: 164, SPD: 56, LUK: 1, Attack: 684999, Defense: 84027, Current HP: 817, A Avg: 1301498, D Avg: 84027, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 612: HP: 1725, STR: 555809, VIT: 1083, SPD: 56, LUK: 1, Attack: 641143, Defense: 85583, Current HP: 1725, A Avg: 1301520, D Avg: 85583, [Impulse(166)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 611: HP: 1178, STR: 556394, VIT: 980, SPD: 56, LUK: 1, Attack: 641182, Defense: 84869, Current HP: 1178, A Avg: 1301599, D Avg: 84869, [Pulse Knife(165)[630, 630, 630], Small Lion(219)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 610: HP: 1048, STR: 556475, VIT: 988, SPD: 56, LUK: 1, Attack: 641263, Defense: 84994, Current HP: 1048, A Avg: 1301763, D Avg: 84994, [Pulse Knife(165)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 609: HP: 2128, STR: 556050, VIT: 2102, SPD: 56, LUK: 1, Attack: 641384, Defense: 89670, Current HP: 2128, A Avg: 1302009, D Avg: 89670, [Impulse(166)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 608: HP: 1178, STR: 601148, VIT: 219, SPD: 56, LUK: 1, Attack: 685271, Defense: 84108, Current HP: 1178, A Avg: 1302014, D Avg: 84108, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 607: HP: 1048, STR: 601224, VIT: 227, SPD: 56, LUK: 1, Attack: 685347, Defense: 84233, Current HP: 1048, A Avg: 1302159, D Avg: 84233, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 606: HP: 1577, STR: 556187, VIT: 1028, SPD: 56, LUK: 1, Attack: 641521, Defense: 84891, Current HP: 1577, A Avg: 1302287, D Avg: 84891, [Impulse(166)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 605: HP: 1938, STR: 556480, VIT: 1083, SPD: 56, LUK: 1, Attack: 641814, Defense: 84972, Current HP: 1938, A Avg: 1302882, D Avg: 84972, [Impulse(166)[630, 630, 630], Small Lion(219)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 604: HP: 1808, STR: 556561, VIT: 1091, SPD: 56, LUK: 1, Attack: 641895, Defense: 85097, Current HP: 1808, A Avg: 1303046, D Avg: 85097, [Impulse(166)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 603: HP: 1664, STR: 556487, VIT: 873, SPD: 56, LUK: 1, Attack: 642131, Defense: 85373, Current HP: 1664, A Avg: 1303525, D Avg: 85373, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 602: HP: 950, STR: 402582, VIT: 350, SPD: 56, LUK: 1, Attack: 490243, Defense: 84356, Current HP: 950, A Avg: 1304046, D Avg: 84356, [Neural Edge(190)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 601: HP: 931, STR: 402582, VIT: 2953, SPD: 56, LUK: 1, Attack: 490243, Defense: 88623, Current HP: 931, A Avg: 1304046, D Avg: 88623, [Neural Edge(190)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 600: HP: 798, STR: 557796, VIT: 864, SPD: 56, LUK: 1, Attack: 642584, Defense: 85052, Current HP: 798, A Avg: 1304445, D Avg: 85052, [Pulse Knife(165)[630, 630, 630], Dragon Sword(225)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 599: HP: 1098, STR: 402745, VIT: 350, SPD: 56, LUK: 1, Attack: 490406, Defense: 84850, Current HP: 1098, A Avg: 1304479, D Avg: 84850, [Neural Edge(190)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 598: HP: 798, STR: 602452, VIT: 102, SPD: 56, LUK: 1, Attack: 686575, Defense: 84290, Current HP: 798, A Avg: 1304492, D Avg: 84290, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 597: HP: 1501, STR: 402952, VIT: 1369, SPD: 56, LUK: 1, Attack: 490613, Defense: 88937, Current HP: 1501, A Avg: 1305030, D Avg: 88937, [Neural Edge(190)[630, 630, 630], Storm Wall(242)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 596: HP: 950, STR: 403070, VIT: 296, SPD: 56, LUK: 1, Attack: 490731, Defense: 84159, Current HP: 950, A Avg: 1305344, D Avg: 84159, [Neural Edge(190)[630, 630, 630], Small Sword(218)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
