Rank 1000: HP: 1560, STR: 500046, VIT: 468, SPD: 48, LUK: 1, Attack: 584169, Defense: 86580, Current HP: 1560, A Avg: 1109921, D Avg: 86580, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 684: HP: 1491, STR: 339660, VIT: 774, SPD: 57, LUK: 1, Attack: 423770, Defense: 84780, Current HP: 1491, A Avg: 1127228, D Avg: 84780, [Serpent(144)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 683: HP: 1472, STR: 339660, VIT: 2993, SPD: 57, LUK: 1, Attack: 423770, Defense: 88663, Current HP: 1472, A Avg: 1127228, D Avg: 88663, [Serpent(144)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 682: HP: 836, STR: 336124, VIT: 201, SPD: 51, LUK: 1, Attack: 423785, Defense: 84545, Current HP: 836, A Avg: 1127268, D Avg: 84545, [Neural Edge(190)[630, 630, 630], V Magnum(238)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 681: HP: 1620, STR: 339804, VIT: 774, SPD: 57, LUK: 1, Attack: 423914, Defense: 85274, Current HP: 1620, A Avg: 1127611, D Avg: 85274, [Serpent(144)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 680: HP: 1729, STR: 339941, VIT: 1588, SPD: 57, LUK: 1, Attack: 424090, Defense: 89156, Current HP: 1729, A Avg: 1128079, D Avg: 89156, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 679: HP: 2042, STR: 340030, VIT: 1689, SPD: 57, LUK: 1, Attack: 424140, Defense: 89257, Current HP: 2042, A Avg: 1128212, D Avg: 89257, [Serpent(144)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 678: HP: 1491, STR: 340092, VIT: 728, SPD: 57, LUK: 1, Attack: 424202, Defense: 84591, Current HP: 1491, A Avg: 1128377, D Avg: 84591, [Serpent(144)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 677: HP: 1805, STR: 340307, VIT: 774, SPD: 57, LUK: 1, Attack: 424417, Defense: 84663, Current HP: 1805, A Avg: 1128949, D Avg: 84663, [Serpent(144)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 676: HP: 1694, STR: 340359, VIT: 782, SPD: 57, LUK: 1, Attack: 424469, Defense: 84788, Current HP: 1694, A Avg: 1129087, D Avg: 84788, [Serpent(144)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 675: HP: 1178, STR: 472664, VIT: 1124, SPD: 48, LUK: 1, Attack: 556540, Defense: 88692, Current HP: 1178, A Avg: 1129776, D Avg: 88692, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 674: HP: 1472, STR: 339904, VIT: 828, SPD: 57, LUK: 1, Attack: 424729, Defense: 84834, Current HP: 1472, A Avg: 1129779, D Avg: 84834, [Kraken(145)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 673: HP: 1453, STR: 339904, VIT: 3048, SPD: 57, LUK: 1, Attack: 424729, Defense: 88718, Current HP: 1453, A Avg: 1129779, D Avg: 88718, [Kraken(145)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 672: HP: 1601, STR: 340048, VIT: 828, SPD: 57, LUK: 1, Attack: 424873, Defense: 85328, Current HP: 1601, A Avg: 1130162, D Avg: 85328, [Kraken(145)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 671: HP: 1577, STR: 337215, VIT: 201, SPD: 51, LUK: 1, Attack: 424876, Defense: 86989, Current HP: 1577, A Avg: 1130170, D Avg: 86989, [Neural Edge(190)[630, 630, 630], C Magnum(239)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 670: HP: 1531, STR: 339352, VIT: 713, SPD: 48, LUK: 1, Attack: 424996, Defense: 85213, Current HP: 1531, A Avg: 1130489, D Avg: 85213, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 669: HP: 1436, STR: 339352, VIT: 697, SPD: 48, LUK: 1, Attack: 424996, Defense: 85197, Current HP: 1436, A Avg: 1130489, D Avg: 85197, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 668: HP: 1531, STR: 339352, VIT: 806, SPD: 48, LUK: 1, Attack: 424996, Defense: 85306, Current HP: 1531, A Avg: 1130489, D Avg: 85306, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 667: HP: 1531, STR: 339352, VIT: 713, SPD: 48, LUK: 1, Attack: 424996, Defense: 85213, Current HP: 1531, A Avg: 1130489, D Avg: 85213, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 666: HP: 1639, STR: 339989, VIT: 963, SPD: 57, LUK: 1, Attack: 425032, Defense: 84969, Current HP: 1639, A Avg: 1130585, D Avg: 84969, [White Snake(160)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 665: HP: 1620, STR: 339989, VIT: 3182, SPD: 57, LUK: 1, Attack: 425032, Defense: 88852, Current HP: 1620, A Avg: 1130585, D Avg: 88852, [White Snake(160)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 664: HP: 1178, STR: 472810, VIT: 1124, SPD: 48, LUK: 1, Attack: 556959, Defense: 88692, Current HP: 1178, A Avg: 1130626, D Avg: 88692, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 663: HP: 2023, STR: 340274, VIT: 1744, SPD: 57, LUK: 1, Attack: 425099, Defense: 89312, Current HP: 2023, A Avg: 1130763, D Avg: 89312, [Kraken(145)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 662: HP: 1436, STR: 339500, VIT: 761, SPD: 48, LUK: 1, Attack: 425144, Defense: 85261, Current HP: 1436, A Avg: 1130883, D Avg: 85261, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 661: HP: 1436, STR: 339500, VIT: 761, SPD: 48, LUK: 1, Attack: 425144, Defense: 85261, Current HP: 1436, A Avg: 1130883, D Avg: 85261, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 660: HP: 1472, STR: 340337, VIT: 782, SPD: 57, LUK: 1, Attack: 425162, Defense: 84645, Current HP: 1472, A Avg: 1130930, D Avg: 84645, [Kraken(145)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 659: HP: 1768, STR: 340133, VIT: 963, SPD: 57, LUK: 1, Attack: 425176, Defense: 85463, Current HP: 1768, A Avg: 1130968, D Avg: 85463, [White Snake(160)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 658: HP: 1664, STR: 339600, VIT: 820, SPD: 48, LUK: 1, Attack: 425244, Defense: 85320, Current HP: 1664, A Avg: 1131149, D Avg: 85320, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 657: HP: 1786, STR: 340551, VIT: 828, SPD: 57, LUK: 1, Attack: 425376, Defense: 84717, Current HP: 1786, A Avg: 1131500, D Avg: 84717, [Kraken(145)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 656: HP: 2190, STR: 340359, VIT: 1878, SPD: 57, LUK: 1, Attack: 425402, Defense: 89446, Current HP: 2190, A Avg: 1131569, D Avg: 89446, [White Snake(160)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 655: HP: 1675, STR: 340603, VIT: 836, SPD: 57, LUK: 1, Attack: 425428, Defense: 84842, Current HP: 1675, A Avg: 1131638, D Avg: 84842, [Kraken(145)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 654: HP: 1472, STR: 341347, VIT: 673, SPD: 57, LUK: 1, Attack: 425457, Defense: 84861, Current HP: 1472, A Avg: 1131715, D Avg: 84861, [Serpent(144)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 653: HP: 1639, STR: 340422, VIT: 916, SPD: 57, LUK: 1, Attack: 425465, Defense: 84779, Current HP: 1639, A Avg: 1131736, D Avg: 84779, [White Snake(160)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 652: HP: 1953, STR: 340636, VIT: 963, SPD: 57, LUK: 1, Attack: 425679, Defense: 84852, Current HP: 1953, A Avg: 1132306, D Avg: 84852, [White Snake(160)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 651: HP: 1843, STR: 340688, VIT: 971, SPD: 57, LUK: 1, Attack: 425731, Defense: 84977, Current HP: 1843, A Avg: 1132444, D Avg: 84977, [White Snake(160)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 650: HP: 722, STR: 512088, VIT: 195, SPD: 48, LUK: 1, Attack: 596211, Defense: 84201, Current HP: 722, A Avg: 1132800, D Avg: 84201, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 649: HP: 703, STR: 512088, VIT: 2414, SPD: 48, LUK: 1, Attack: 596211, Defense: 88084, Current HP: 703, A Avg: 1132800, D Avg: 88084, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 648: HP: 1178, STR: 474162, VIT: 1204, SPD: 48, LUK: 1, Attack: 558038, Defense: 88772, Current HP: 1178, A Avg: 1132817, D Avg: 88772, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 647: HP: 851, STR: 512244, VIT: 195, SPD: 48, LUK: 1, Attack: 596367, Defense: 84695, Current HP: 851, A Avg: 1133097, D Avg: 84695, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 646: HP: 1987, STR: 340351, VIT: 1145, SPD: 57, LUK: 1, Attack: 425995, Defense: 85645, Current HP: 1987, A Avg: 1133146, D Avg: 85645, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 645: HP: 1786, STR: 342028, VIT: 878, SPD: 57, LUK: 1, Attack: 426138, Defense: 86106, Current HP: 1786, A Avg: 1133527, D Avg: 86106, [Serpent(144)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 644: HP: 1273, STR: 512488, VIT: 1110, SPD: 48, LUK: 1, Attack: 596611, Defense: 88678, Current HP: 1273, A Avg: 1133560, D Avg: 88678, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 643: HP: 1178, STR: 474288, VIT: 1204, SPD: 48, LUK: 1, Attack: 558437, Defense: 88772, Current HP: 1178, A Avg: 1133627, D Avg: 88772, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 642: HP: 722, STR: 512556, VIT: 148, SPD: 48, LUK: 1, Attack: 596679, Defense: 84011, Current HP: 722, A Avg: 1133690, D Avg: 84011, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 641: HP: 836, STR: 340359, VIT: 2862, SPD: 48, LUK: 1, Attack: 426237, Defense: 88532, Current HP: 836, A Avg: 1133790, D Avg: 88532, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 640: HP: 931, STR: 340359, VIT: 2971, SPD: 48, LUK: 1, Attack: 426237, Defense: 88641, Current HP: 931, A Avg: 1133790, D Avg: 88641, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 639: HP: 1035, STR: 512788, VIT: 195, SPD: 48, LUK: 1, Attack: 596911, Defense: 84084, Current HP: 1035, A Avg: 1134130, D Avg: 84084, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 638: HP: 722, STR: 473920, VIT: 844, SPD: 48, LUK: 1, Attack: 558708, Defense: 84850, Current HP: 722, A Avg: 1134177, D Avg: 84850, [Pulse Knife(165)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 637: HP: 703, STR: 473920, VIT: 3064, SPD: 48, LUK: 1, Attack: 558708, Defense: 88734, Current HP: 703, A Avg: 1134177, D Avg: 88734, [Pulse Knife(165)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 636: HP: 836, STR: 340507, VIT: 2926, SPD: 48, LUK: 1, Attack: 426385, Defense: 88596, Current HP: 836, A Avg: 1134184, D Avg: 88596, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 635: HP: 836, STR: 340507, VIT: 2926, SPD: 48, LUK: 1, Attack: 426385, Defense: 88596, Current HP: 836, A Avg: 1134184, D Avg: 88596, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 634: HP: 925, STR: 512844, VIT: 203, SPD: 48, LUK: 1, Attack: 596967, Defense: 84209, Current HP: 925, A Avg: 1134237, D Avg: 84209, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 633: HP: 1453, STR: 341591, VIT: 728, SPD: 57, LUK: 1, Attack: 426416, Defense: 84916, Current HP: 1453, A Avg: 1134266, D Avg: 84916, [Kraken(145)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 632: HP: 1064, STR: 340607, VIT: 2985, SPD: 48, LUK: 1, Attack: 426485, Defense: 88655, Current HP: 1064, A Avg: 1134450, D Avg: 88655, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 631: HP: 851, STR: 474087, VIT: 844, SPD: 48, LUK: 1, Attack: 558875, Defense: 85344, Current HP: 851, A Avg: 1134516, D Avg: 85344, [Pulse Knife(165)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 630: HP: 836, STR: 340655, VIT: 2846, SPD: 48, LUK: 1, Attack: 426533, Defense: 88516, Current HP: 836, A Avg: 1134577, D Avg: 88516, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 629: HP: 1436, STR: 473288, VIT: 681, SPD: 48, LUK: 1, Attack: 558932, Defense: 85181, Current HP: 1436, A Avg: 1134631, D Avg: 85181, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 628: HP: 1273, STR: 474350, VIT: 1760, SPD: 48, LUK: 1, Attack: 559138, Defense: 89328, Current HP: 1273, A Avg: 1135050, D Avg: 89328, [Pulse Knife(165)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 627: HP: 1620, STR: 341676, VIT: 862, SPD: 57, LUK: 1, Attack: 426719, Defense: 85050, Current HP: 1620, A Avg: 1135072, D Avg: 85050, [White Snake(160)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 626: HP: 722, STR: 474423, VIT: 798, SPD: 48, LUK: 1, Attack: 559211, Defense: 84661, Current HP: 722, A Avg: 1135198, D Avg: 84661, [Pulse Knife(165)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 625: HP: 1387, STR: 474006, VIT: 939, SPD: 48, LUK: 1, Attack: 559340, Defense: 84945, Current HP: 1387, A Avg: 1135460, D Avg: 84945, [Impulse(166)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 624: HP: 1368, STR: 474006, VIT: 3158, SPD: 48, LUK: 1, Attack: 559340, Defense: 88828, Current HP: 1368, A Avg: 1135460, D Avg: 88828, [Impulse(166)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 623: HP: 1035, STR: 474672, VIT: 844, SPD: 48, LUK: 1, Attack: 559460, Defense: 84733, Current HP: 1035, A Avg: 1135703, D Avg: 84733, [Pulse Knife(165)[630, 630, 630], Small Lion(219)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 622: HP: 1516, STR: 474173, VIT: 939, SPD: 48, LUK: 1, Attack: 559507, Defense: 85439, Current HP: 1516, A Avg: 1135799, D Avg: 85439, [Impulse(166)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 621: HP: 925, STR: 474732, VIT: 852, SPD: 48, LUK: 1, Attack: 559520, Defense: 84858, Current HP: 925, A Avg: 1135825, D Avg: 84858, [Pulse Knife(165)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 620: HP: 1767, STR: 342272, VIT: 932, SPD: 57, LUK: 1, Attack: 427097, Defense: 86160, Current HP: 1767, A Avg: 1136078, D Avg: 86160, [Kraken(145)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 619: HP: 703, STR: 513912, VIT: 94, SPD: 48, LUK: 1, Attack: 598035, Defense: 84282, Current HP: 703, A Avg: 1136266, D Avg: 84282, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 618: HP: 1938, STR: 474436, VIT: 1854, SPD: 48, LUK: 1, Attack: 559770, Defense: 89422, Current HP: 1938, A Avg: 1136333, D Avg: 89422, [Impulse(166)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 617: HP: 1387, STR: 341358, VIT: 3310, SPD: 57, LUK: 1, Attack: 427236, Defense: 88980, Current HP: 1387, A Avg: 1136447, D Avg: 88980, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 616: HP: 1387, STR: 474509, VIT: 892, SPD: 48, LUK: 1, Attack: 559843, Defense: 84755, Current HP: 1387, A Avg: 1136481, D Avg: 84755, [Impulse(166)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 615: HP: 1934, STR: 342357, VIT: 1067, SPD: 57, LUK: 1, Attack: 427400, Defense: 86295, Current HP: 1934, A Avg: 1136883, D Avg: 86295, [White Snake(160)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 614: HP: 1700, STR: 474758, VIT: 939, SPD: 48, LUK: 1, Attack: 560092, Defense: 84828, Current HP: 1700, A Avg: 1136986, D Avg: 84828, [Impulse(166)[630, 630, 630], Small Lion(219)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 613: HP: 1590, STR: 474818, VIT: 947, SPD: 48, LUK: 1, Attack: 560152, Defense: 84953, Current HP: 1590, A Avg: 1137108, D Avg: 84953, [Impulse(166)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 612: HP: 1436, STR: 474698, VIT: 761, SPD: 48, LUK: 1, Attack: 560342, Defense: 85261, Current HP: 1436, A Avg: 1137494, D Avg: 85261, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 611: HP: 1016, STR: 514648, VIT: 299, SPD: 48, LUK: 1, Attack: 598771, Defense: 85527, Current HP: 1016, A Avg: 1137664, D Avg: 85527, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 610: HP: 703, STR: 475881, VIT: 744, SPD: 48, LUK: 1, Attack: 560669, Defense: 84932, Current HP: 703, A Avg: 1138158, D Avg: 84932, [Pulse Knife(165)[630, 630, 630], Dragon Sword(225)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 609: HP: 1472, STR: 344155, VIT: 673, SPD: 57, LUK: 1, Attack: 428265, Defense: 88501, Current HP: 1472, A Avg: 1139184, D Avg: 88501, [Serpent(144)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 608: HP: 817, STR: 475704, VIT: 627, SPD: 48, LUK: 1, Attack: 561244, Defense: 84633, Current HP: 817, A Avg: 1139325, D Avg: 84633, [Zodiac(184)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 607: HP: 798, STR: 475704, VIT: 2846, SPD: 48, LUK: 1, Attack: 561244, Defense: 88516, Current HP: 798, A Avg: 1139325, D Avg: 88516, [Zodiac(184)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 606: HP: 1368, STR: 475967, VIT: 838, SPD: 48, LUK: 1, Attack: 561301, Defense: 85026, Current HP: 1368, A Avg: 1139441, D Avg: 85026, [Impulse(166)[630, 630, 630], Dragon Sword(225)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 605: HP: 946, STR: 475872, VIT: 627, SPD: 48, LUK: 1, Attack: 561412, Defense: 85127, Current HP: 946, A Avg: 1139666, D Avg: 85127, [Zodiac(184)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 604: HP: 1016, STR: 476672, VIT: 948, SPD: 48, LUK: 1, Attack: 561460, Defense: 86176, Current HP: 1016, A Avg: 1139763, D Avg: 86176, [Pulse Knife(165)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 603: HP: 921, STR: 341487, VIT: 283, SPD: 48, LUK: 1, Attack: 428538, Defense: 85511, Current HP: 921, A Avg: 1139911, D Avg: 85511, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 602: HP: 1016, STR: 341487, VIT: 392, SPD: 48, LUK: 1, Attack: 428538, Defense: 85620, Current HP: 1016, A Avg: 1139911, D Avg: 85620, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 601: HP: 931, STR: 514116, VIT: 2878, SPD: 48, LUK: 1, Attack: 599994, Defense: 88548, Current HP: 931, A Avg: 1139988, D Avg: 88548, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 600: HP: 836, STR: 475705, VIT: 2926, SPD: 48, LUK: 1, Attack: 561583, Defense: 88596, Current HP: 836, A Avg: 1140013, D Avg: 88596, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 599: HP: 1368, STR: 476134, VIT: 1542, SPD: 48, LUK: 1, Attack: 561674, Defense: 89110, Current HP: 1368, A Avg: 1140198, D Avg: 89110, [Zodiac(184)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 598: HP: 921, STR: 341635, VIT: 347, SPD: 48, LUK: 1, Attack: 428686, Defense: 85575, Current HP: 921, A Avg: 1140304, D Avg: 85575, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 597: HP: 921, STR: 341635, VIT: 347, SPD: 48, LUK: 1, Attack: 428686, Defense: 85575, Current HP: 921, A Avg: 1140304, D Avg: 85575, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 596: HP: 817, STR: 476207, VIT: 580, SPD: 48, LUK: 1, Attack: 561747, Defense: 84443, Current HP: 817, A Avg: 1140346, D Avg: 84443, [Zodiac(184)[630, 630, 630], Small Sword(218)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 595: HP: 1149, STR: 341735, VIT: 406, SPD: 48, LUK: 1, Attack: 428786, Defense: 85634, Current HP: 1149, A Avg: 1140570, D Avg: 85634, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
