Rank 1000: HP: 380, STR: 288330, VIT: 123, SPD: 8, LUK: 1, Attack: 373662, Defense: 83986, Current HP: 380, A Avg: 993940, D Avg: 83986, [Tower(149)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 635: HP: 418, STR: 414021, VIT: 107, SPD: 8, LUK: 1, Attack: 499561, Defense: 83996, Current HP: 418, A Avg: 1014108, D Avg: 83996, [Zodiac(184)[230, 230, 230], Small Lion(219)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 634: HP: 345, STR: 296481, VIT: 156, SPD: 9, LUK: 1, Attack: 381306, Defense: 84162, Current HP: 345, A Avg: 1014273, D Avg: 84162, [Kraken(145)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 633: HP: 494, STR: 414322, VIT: 243, SPD: 8, LUK: 1, Attack: 499656, Defense: 85471, Current HP: 494, A Avg: 1014301, D Avg: 85471, [Impulse(166)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 632: HP: 285, STR: 296492, VIT: 142, SPD: 9, LUK: 1, Attack: 381317, Defense: 84005, Current HP: 285, A Avg: 1014303, D Avg: 84005, [Kraken(145)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 631: HP: 361, STR: 296521, VIT: 148, SPD: 9, LUK: 1, Attack: 381346, Defense: 84037, Current HP: 361, A Avg: 1014380, D Avg: 84037, [Kraken(145)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 630: HP: 357, STR: 296329, VIT: 163, SPD: 9, LUK: 1, Attack: 381372, Defense: 84169, Current HP: 357, A Avg: 1014449, D Avg: 84169, [White Snake(160)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 629: HP: 338, STR: 296329, VIT: 462, SPD: 9, LUK: 1, Attack: 381372, Defense: 86132, Current HP: 338, A Avg: 1014449, D Avg: 86132, [White Snake(160)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 628: HP: 893, STR: 414236, VIT: 502, SPD: 8, LUK: 1, Attack: 499776, Defense: 88070, Current HP: 893, A Avg: 1014545, D Avg: 88070, [Zodiac(184)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 627: HP: 391, STR: 296381, VIT: 163, SPD: 9, LUK: 1, Attack: 381424, Defense: 84663, Current HP: 391, A Avg: 1014587, D Avg: 84663, [White Snake(160)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 626: HP: 323, STR: 414262, VIT: 86, SPD: 8, LUK: 1, Attack: 499802, Defense: 84274, Current HP: 323, A Avg: 1014598, D Avg: 84274, [Zodiac(184)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 625: HP: 228, STR: 415096, VIT: 144, SPD: 8, LUK: 1, Attack: 499884, Defense: 87972, Current HP: 228, A Avg: 1014764, D Avg: 87972, [Pulse Knife(165)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 624: HP: 418, STR: 296473, VIT: 171, SPD: 9, LUK: 1, Attack: 381516, Defense: 84177, Current HP: 418, A Avg: 1014832, D Avg: 84177, [White Snake(160)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 623: HP: 357, STR: 296484, VIT: 156, SPD: 9, LUK: 1, Attack: 381527, Defense: 84019, Current HP: 357, A Avg: 1014861, D Avg: 84019, [White Snake(160)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 622: HP: 836, STR: 296706, VIT: 544, SPD: 9, LUK: 1, Attack: 381531, Defense: 88112, Current HP: 836, A Avg: 1014872, D Avg: 88112, [Kraken(145)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 621: HP: 399, STR: 414408, VIT: 131, SPD: 8, LUK: 1, Attack: 499948, Defense: 85359, Current HP: 399, A Avg: 1014894, D Avg: 85359, [Zodiac(184)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 620: HP: 266, STR: 296728, VIT: 128, SPD: 9, LUK: 1, Attack: 381553, Defense: 84316, Current HP: 266, A Avg: 1014930, D Avg: 84316, [Kraken(145)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 619: HP: 433, STR: 296514, VIT: 163, SPD: 9, LUK: 1, Attack: 381557, Defense: 84052, Current HP: 433, A Avg: 1014941, D Avg: 84052, [White Snake(160)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 618: HP: 285, STR: 297535, VIT: 113, SPD: 9, LUK: 1, Attack: 381645, Defense: 87941, Current HP: 285, A Avg: 1015175, D Avg: 87941, [Serpent(144)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 617: HP: 456, STR: 448456, VIT: 438, SPD: 8, LUK: 1, Attack: 534334, Defense: 86108, Current HP: 456, A Avg: 1015234, D Avg: 86108, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 616: HP: 342, STR: 296854, VIT: 172, SPD: 9, LUK: 1, Attack: 381679, Defense: 85400, Current HP: 342, A Avg: 1015266, D Avg: 85400, [Kraken(145)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 615: HP: 908, STR: 296699, VIT: 558, SPD: 9, LUK: 1, Attack: 381742, Defense: 88126, Current HP: 908, A Avg: 1015433, D Avg: 88126, [White Snake(160)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 614: HP: 338, STR: 296721, VIT: 142, SPD: 9, LUK: 1, Attack: 381764, Defense: 84330, Current HP: 338, A Avg: 1015492, D Avg: 84330, [White Snake(160)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 613: HP: 414, STR: 296847, VIT: 187, SPD: 9, LUK: 1, Attack: 381890, Defense: 85415, Current HP: 414, A Avg: 1015827, D Avg: 85415, [White Snake(160)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 612: HP: 524, STR: 296310, VIT: 140, SPD: 8, LUK: 1, Attack: 381954, Defense: 84640, Current HP: 524, A Avg: 1015997, D Avg: 84640, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 611: HP: 418, STR: 415182, VIT: 198, SPD: 8, LUK: 1, Attack: 500516, Defense: 88026, Current HP: 418, A Avg: 1016047, D Avg: 88026, [Impulse(166)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 610: HP: 391, STR: 296340, VIT: 153, SPD: 8, LUK: 1, Attack: 381984, Defense: 84653, Current HP: 391, A Avg: 1016077, D Avg: 84653, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 609: HP: 296, STR: 296340, VIT: 137, SPD: 8, LUK: 1, Attack: 381984, Defense: 84637, Current HP: 296, A Avg: 1016077, D Avg: 84637, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 608: HP: 391, STR: 296340, VIT: 166, SPD: 8, LUK: 1, Attack: 381984, Defense: 84666, Current HP: 391, A Avg: 1016077, D Avg: 84666, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 607: HP: 391, STR: 296340, VIT: 153, SPD: 8, LUK: 1, Attack: 381984, Defense: 84653, Current HP: 391, A Avg: 1016077, D Avg: 84653, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 606: HP: 296, STR: 414888, VIT: 201, SPD: 8, LUK: 1, Attack: 500532, Defense: 84701, Current HP: 296, A Avg: 1016079, D Avg: 84701, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 605: HP: 372, STR: 296414, VIT: 185, SPD: 9, LUK: 1, Attack: 382058, Defense: 84685, Current HP: 372, A Avg: 1016274, D Avg: 84685, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 604: HP: 296, STR: 296488, VIT: 201, SPD: 8, LUK: 1, Attack: 382132, Defense: 84701, Current HP: 296, A Avg: 1016471, D Avg: 84701, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 603: HP: 296, STR: 296488, VIT: 201, SPD: 8, LUK: 1, Attack: 382132, Defense: 84701, Current HP: 296, A Avg: 1016471, D Avg: 84701, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 602: HP: 323, STR: 415268, VIT: 86, SPD: 8, LUK: 1, Attack: 500808, Defense: 87914, Current HP: 323, A Avg: 1016640, D Avg: 87914, [Zodiac(184)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 601: HP: 361, STR: 414969, VIT: 486, SPD: 8, LUK: 1, Attack: 500847, Defense: 86156, Current HP: 361, A Avg: 1016719, D Avg: 86156, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 600: HP: 589, STR: 296392, VIT: 425, SPD: 8, LUK: 1, Attack: 382270, Defense: 86095, Current HP: 589, A Avg: 1016838, D Avg: 86095, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 599: HP: 361, STR: 296421, VIT: 422, SPD: 8, LUK: 1, Attack: 382299, Defense: 86092, Current HP: 361, A Avg: 1016915, D Avg: 86092, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 598: HP: 456, STR: 296421, VIT: 451, SPD: 8, LUK: 1, Attack: 382299, Defense: 86121, Current HP: 456, A Avg: 1016915, D Avg: 86121, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 597: HP: 437, STR: 296495, VIT: 470, SPD: 9, LUK: 1, Attack: 382373, Defense: 86140, Current HP: 437, A Avg: 1017112, D Avg: 86140, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 596: HP: 266, STR: 297594, VIT: 128, SPD: 9, LUK: 1, Attack: 382419, Defense: 87956, Current HP: 266, A Avg: 1017234, D Avg: 87956, [Kraken(145)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 595: HP: 361, STR: 296569, VIT: 486, SPD: 8, LUK: 1, Attack: 382447, Defense: 86156, Current HP: 361, A Avg: 1017309, D Avg: 86156, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 594: HP: 361, STR: 296569, VIT: 486, SPD: 8, LUK: 1, Attack: 382447, Defense: 86156, Current HP: 361, A Avg: 1017309, D Avg: 86156, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 593: HP: 361, STR: 296717, VIT: 406, SPD: 8, LUK: 1, Attack: 382595, Defense: 86076, Current HP: 361, A Avg: 1017702, D Avg: 86076, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 592: HP: 338, STR: 297587, VIT: 142, SPD: 9, LUK: 1, Attack: 382630, Defense: 87970, Current HP: 338, A Avg: 1017795, D Avg: 87970, [White Snake(160)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 591: HP: 304, STR: 449176, VIT: 99, SPD: 8, LUK: 1, Attack: 536227, Defense: 85327, Current HP: 304, A Avg: 1018831, D Avg: 85327, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 590: HP: 209, STR: 415635, VIT: 147, SPD: 8, LUK: 1, Attack: 502686, Defense: 85375, Current HP: 209, A Avg: 1020452, D Avg: 85375, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 589: HP: 437, STR: 297058, VIT: 86, SPD: 8, LUK: 1, Attack: 384109, Defense: 85314, Current HP: 437, A Avg: 1021729, D Avg: 85314, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 588: HP: 209, STR: 297087, VIT: 83, SPD: 8, LUK: 1, Attack: 384138, Defense: 85311, Current HP: 209, A Avg: 1021807, D Avg: 85311, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 587: HP: 304, STR: 297087, VIT: 112, SPD: 8, LUK: 1, Attack: 384138, Defense: 85340, Current HP: 304, A Avg: 1021807, D Avg: 85340, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 586: HP: 285, STR: 297161, VIT: 131, SPD: 9, LUK: 1, Attack: 384212, Defense: 85359, Current HP: 285, A Avg: 1022003, D Avg: 85359, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 585: HP: 209, STR: 297235, VIT: 147, SPD: 8, LUK: 1, Attack: 384286, Defense: 85375, Current HP: 209, A Avg: 1022200, D Avg: 85375, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 584: HP: 209, STR: 297235, VIT: 147, SPD: 8, LUK: 1, Attack: 384286, Defense: 85375, Current HP: 209, A Avg: 1022200, D Avg: 85375, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 583: HP: 209, STR: 297383, VIT: 67, SPD: 8, LUK: 1, Attack: 384434, Defense: 85295, Current HP: 209, A Avg: 1022594, D Avg: 85295, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 582: HP: 380, STR: 297428, VIT: 62, SPD: 8, LUK: 1, Attack: 385089, Defense: 84068, Current HP: 380, A Avg: 1024336, D Avg: 84068, [Neural Edge(190)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 581: HP: 361, STR: 297428, VIT: 361, SPD: 8, LUK: 1, Attack: 385089, Defense: 86031, Current HP: 361, A Avg: 1024336, D Avg: 86031, [Neural Edge(190)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 580: HP: 414, STR: 297480, VIT: 62, SPD: 8, LUK: 1, Attack: 385141, Defense: 84562, Current HP: 414, A Avg: 1024475, D Avg: 84562, [Neural Edge(190)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 579: HP: 440, STR: 297572, VIT: 70, SPD: 8, LUK: 1, Attack: 385233, Defense: 84076, Current HP: 440, A Avg: 1024719, D Avg: 84076, [Neural Edge(190)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 578: HP: 380, STR: 297583, VIT: 56, SPD: 8, LUK: 1, Attack: 385244, Defense: 83919, Current HP: 380, A Avg: 1024749, D Avg: 83919, [Neural Edge(190)[230, 230, 230], Small Sword(218)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 577: HP: 456, STR: 297613, VIT: 62, SPD: 8, LUK: 1, Attack: 385274, Defense: 83951, Current HP: 456, A Avg: 1024828, D Avg: 83951, [Neural Edge(190)[230, 230, 230], Small Lion(219)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 576: HP: 931, STR: 297798, VIT: 457, SPD: 8, LUK: 1, Attack: 385459, Defense: 88025, Current HP: 931, A Avg: 1025320, D Avg: 88025, [Neural Edge(190)[230, 230, 230], Storm Wall(242)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 575: HP: 361, STR: 297820, VIT: 41, SPD: 8, LUK: 1, Attack: 385481, Defense: 84229, Current HP: 361, A Avg: 1025379, D Avg: 84229, [Neural Edge(190)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 574: HP: 437, STR: 297946, VIT: 86, SPD: 8, LUK: 1, Attack: 385607, Defense: 85314, Current HP: 437, A Avg: 1025714, D Avg: 85314, [Neural Edge(190)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 573: HP: 361, STR: 298686, VIT: 41, SPD: 8, LUK: 1, Attack: 386347, Defense: 87869, Current HP: 361, A Avg: 1027683, D Avg: 87869, [Neural Edge(190)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 572: HP: 513, STR: 417908, VIT: 86, SPD: 8, LUK: 1, Attack: 507817, Defense: 87914, Current HP: 513, A Avg: 1030868, D Avg: 87914, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 571: HP: 513, STR: 418647, VIT: 166, SPD: 8, LUK: 1, Attack: 508556, Defense: 87994, Current HP: 513, A Avg: 1032368, D Avg: 87994, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 570: HP: 741, STR: 300070, VIT: 105, SPD: 8, LUK: 1, Attack: 389979, Defense: 87933, Current HP: 741, A Avg: 1037344, D Avg: 87933, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 569: HP: 608, STR: 300099, VIT: 118, SPD: 8, LUK: 1, Attack: 390008, Defense: 87946, Current HP: 608, A Avg: 1037421, D Avg: 87946, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 568: HP: 513, STR: 300099, VIT: 102, SPD: 8, LUK: 1, Attack: 390008, Defense: 87930, Current HP: 513, A Avg: 1037421, D Avg: 87930, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 567: HP: 608, STR: 300099, VIT: 131, SPD: 8, LUK: 1, Attack: 390008, Defense: 87959, Current HP: 608, A Avg: 1037421, D Avg: 87959, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 566: HP: 608, STR: 300099, VIT: 118, SPD: 8, LUK: 1, Attack: 390008, Defense: 87946, Current HP: 608, A Avg: 1037421, D Avg: 87946, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 565: HP: 589, STR: 300173, VIT: 150, SPD: 9, LUK: 1, Attack: 390082, Defense: 87978, Current HP: 589, A Avg: 1037618, D Avg: 87978, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 564: HP: 513, STR: 300247, VIT: 166, SPD: 8, LUK: 1, Attack: 390156, Defense: 87994, Current HP: 513, A Avg: 1037814, D Avg: 87994, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 563: HP: 513, STR: 300247, VIT: 166, SPD: 8, LUK: 1, Attack: 390156, Defense: 87994, Current HP: 513, A Avg: 1037814, D Avg: 87994, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 562: HP: 326, STR: 312132, VIT: 64, SPD: 8, LUK: 1, Attack: 395858, Defense: 83992, Current HP: 326, A Avg: 1052982, D Avg: 83992, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 561: HP: 326, STR: 312132, VIT: 64, SPD: 8, LUK: 1, Attack: 395858, Defense: 83992, Current HP: 326, A Avg: 1052982, D Avg: 83992, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 560: HP: 326, STR: 312132, VIT: 64, SPD: 8, LUK: 1, Attack: 395897, Defense: 83992, Current HP: 326, A Avg: 1053086, D Avg: 83992, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 559: HP: 326, STR: 312132, VIT: 64, SPD: 8, LUK: 1, Attack: 395897, Defense: 83992, Current HP: 326, A Avg: 1053086, D Avg: 83992, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 558: HP: 240, STR: 312132, VIT: 54, SPD: 8, LUK: 1, Attack: 395900, Defense: 83787, Current HP: 240, A Avg: 1053093, D Avg: 83787, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 557: HP: 240, STR: 312132, VIT: 54, SPD: 8, LUK: 1, Attack: 395900, Defense: 83787, Current HP: 240, A Avg: 1053093, D Avg: 83787, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 556: HP: 133, STR: 312163, VIT: 47, SPD: 8, LUK: 1, Attack: 395935, Defense: 83910, Current HP: 133, A Avg: 1053187, D Avg: 83910, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 555: HP: 716, STR: 312183, VIT: 404, SPD: 8, LUK: 1, Attack: 395999, Defense: 87192, Current HP: 716, A Avg: 1053357, D Avg: 87192, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 554: HP: 716, STR: 312183, VIT: 404, SPD: 8, LUK: 1, Attack: 395999, Defense: 87192, Current HP: 716, A Avg: 1053357, D Avg: 87192, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 553: HP: 660, STR: 312183, VIT: 400, SPD: 8, LUK: 1, Attack: 396072, Defense: 87435, Current HP: 660, A Avg: 1053551, D Avg: 87435, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 552: HP: 660, STR: 312183, VIT: 400, SPD: 8, LUK: 1, Attack: 396072, Defense: 87435, Current HP: 660, A Avg: 1053551, D Avg: 87435, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 551: HP: 336, STR: 312148, VIT: 64, SPD: 8, LUK: 1, Attack: 396141, Defense: 83992, Current HP: 336, A Avg: 1053735, D Avg: 83992, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 550: HP: 336, STR: 312148, VIT: 64, SPD: 8, LUK: 1, Attack: 396141, Defense: 83992, Current HP: 336, A Avg: 1053735, D Avg: 83992, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 549: HP: 1254, STR: 312230, VIT: 74, SPD: 8, LUK: 1, Attack: 396171, Defense: 85991, Current HP: 1254, A Avg: 1053814, D Avg: 85991, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 548: HP: 313, STR: 312183, VIT: 73, SPD: 8, LUK: 1, Attack: 396182, Defense: 84001, Current HP: 313, A Avg: 1053844, D Avg: 84001, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 547: HP: 313, STR: 312183, VIT: 73, SPD: 8, LUK: 1, Attack: 396182, Defense: 84001, Current HP: 313, A Avg: 1053844, D Avg: 84001, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 546: HP: 660, STR: 312198, VIT: 400, SPD: 8, LUK: 1, Attack: 396204, Defense: 87435, Current HP: 660, A Avg: 1053902, D Avg: 87435, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 545: HP: 660, STR: 312198, VIT: 400, SPD: 8, LUK: 1, Attack: 396204, Defense: 87435, Current HP: 660, A Avg: 1053902, D Avg: 87435, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
