Rank 1000: HP: 1121, STR: 506685, VIT: 329, SPD: 72, LUK: 1, Attack: 594346, Defense: 84133, Current HP: 1121, A Avg: 1580960, D Avg: 84133, [Neural Edge(190)[630, 630, 630], Iron Shield(204)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 694: HP: 1083, STR: 704734, VIT: 848, SPD: 72, LUK: 1, Attack: 790274, Defense: 84717, Current HP: 1083, A Avg: 1604256, D Avg: 84717, [Zodiac(184)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 693: HP: 1083, STR: 704734, VIT: 853, SPD: 72, LUK: 1, Attack: 790274, Defense: 84657, Current HP: 1083, A Avg: 1604256, D Avg: 84657, [Zodiac(184)[630, 630, 630], Iron Shield(204)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 692: HP: 1083, STR: 704734, VIT: 914, SPD: 72, LUK: 1, Attack: 790274, Defense: 84777, Current HP: 1083, A Avg: 1604256, D Avg: 84777, [Zodiac(184)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 691: HP: 1083, STR: 704734, VIT: 931, SPD: 72, LUK: 1, Attack: 790274, Defense: 84820, Current HP: 1083, A Avg: 1604256, D Avg: 84820, [Zodiac(184)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 690: HP: 1140, STR: 704734, VIT: 939, SPD: 72, LUK: 1, Attack: 790274, Defense: 84815, Current HP: 1140, A Avg: 1604256, D Avg: 84815, [Zodiac(184)[630, 630, 630], Magic Shield(207)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 689: HP: 1520, STR: 704734, VIT: 1064, SPD: 72, LUK: 1, Attack: 790274, Defense: 84901, Current HP: 1520, A Avg: 1604256, D Avg: 84901, [Zodiac(184)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 688: HP: 1200, STR: 704734, VIT: 868, SPD: 72, LUK: 1, Attack: 790274, Defense: 84640, Current HP: 1200, A Avg: 1604256, D Avg: 84640, [Zodiac(184)[630, 630, 630], Clear Shield(211)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 687: HP: 1240, STR: 704734, VIT: 939, SPD: 72, LUK: 1, Attack: 790274, Defense: 84958, Current HP: 1240, A Avg: 1604256, D Avg: 84958, [Zodiac(184)[630, 630, 630], Prism Shield(212)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 686: HP: 1159, STR: 704734, VIT: 923, SPD: 72, LUK: 1, Attack: 790274, Defense: 84851, Current HP: 1159, A Avg: 1604256, D Avg: 84851, [Zodiac(184)[630, 630, 630], Tower Shield(213)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 685: HP: 1856, STR: 704734, VIT: 1158, SPD: 72, LUK: 1, Attack: 790274, Defense: 85720, Current HP: 1856, A Avg: 1604256, D Avg: 85720, [Zodiac(184)[630, 630, 630], Slime Shield(221)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 684: HP: 1789, STR: 704734, VIT: 914, SPD: 72, LUK: 1, Attack: 790274, Defense: 84842, Current HP: 1789, A Avg: 1604256, D Avg: 84842, [Zodiac(184)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 683: HP: 1140, STR: 704734, VIT: 1523, SPD: 72, LUK: 1, Attack: 790274, Defense: 88311, Current HP: 1140, A Avg: 1604256, D Avg: 88311, [Zodiac(184)[630, 630, 630], Energy Shield(227)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 682: HP: 3287, STR: 704734, VIT: 839, SPD: 72, LUK: 1, Attack: 790274, Defense: 86756, Current HP: 3287, A Avg: 1604256, D Avg: 86756, [Zodiac(184)[630, 630, 630], Frying Pan(231)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 681: HP: 2084, STR: 704734, VIT: 1244, SPD: 72, LUK: 1, Attack: 790274, Defense: 85978, Current HP: 2084, A Avg: 1604256, D Avg: 85978, [Zodiac(184)[630, 630, 630], Slafield(232)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 680: HP: 1720, STR: 704734, VIT: 1158, SPD: 72, LUK: 1, Attack: 790274, Defense: 86633, Current HP: 1720, A Avg: 1604256, D Avg: 86633, [Zodiac(184)[630, 630, 630], Mist Shield(233)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 679: HP: 1273, STR: 704734, VIT: 1587, SPD: 72, LUK: 1, Attack: 790274, Defense: 86555, Current HP: 1273, A Avg: 1604256, D Avg: 86555, [Zodiac(184)[630, 630, 630], Huge Shield(234)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 678: HP: 1197, STR: 704734, VIT: 1606, SPD: 72, LUK: 1, Attack: 790274, Defense: 88446, Current HP: 1197, A Avg: 1604256, D Avg: 88446, [Zodiac(184)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 677: HP: 2460, STR: 704734, VIT: 1424, SPD: 72, LUK: 1, Attack: 790274, Defense: 88849, Current HP: 2460, A Avg: 1604256, D Avg: 88849, [Zodiac(184)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 676: HP: 1083, STR: 704734, VIT: 790, SPD: 72, LUK: 1, Attack: 790274, Defense: 87579, Current HP: 1083, A Avg: 1604256, D Avg: 87579, [Zodiac(184)[630, 630, 630], Graffiti(243)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 675: HP: 1083, STR: 704734, VIT: 2198, SPD: 72, LUK: 1, Attack: 790274, Defense: 91976, Current HP: 1083, A Avg: 1604256, D Avg: 91976, [Zodiac(184)[630, 630, 630], Blank Shield(244)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 674: HP: 1558, STR: 704734, VIT: 2879, SPD: 72, LUK: 1, Attack: 790274, Defense: 89667, Current HP: 1558, A Avg: 1604256, D Avg: 89667, [Zodiac(184)[630, 630, 630], Golem Shield(245)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 673: HP: 1368, STR: 704734, VIT: 1369, SPD: 76, LUK: 1, Attack: 790274, Defense: 87247, Current HP: 1368, A Avg: 1604256, D Avg: 87247, [Zodiac(184)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 672: HP: 2314, STR: 704734, VIT: 1373, SPD: 72, LUK: 1, Attack: 790274, Defense: 87589, Current HP: 2314, A Avg: 1604256, D Avg: 87589, [Zodiac(184)[630, 630, 630], King Shield(248)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 671: HP: 1540, STR: 704734, VIT: 1392, SPD: 72, LUK: 1, Attack: 790274, Defense: 88427, Current HP: 1540, A Avg: 1604256, D Avg: 88427, [Zodiac(184)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 670: HP: 1140, STR: 704734, VIT: 1635, SPD: 72, LUK: 1, Attack: 790274, Defense: 88683, Current HP: 1140, A Avg: 1604256, D Avg: 88683, [Zodiac(184)[630, 630, 630], Ghost shield(251)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 669: HP: 1409, STR: 704776, VIT: 1072, SPD: 72, LUK: 1, Attack: 790316, Defense: 85013, Current HP: 1409, A Avg: 1604341, D Avg: 85013, [Zodiac(184)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 668: HP: 1884, STR: 704498, VIT: 1184, SPD: 72, LUK: 1, Attack: 790376, Defense: 85918, Current HP: 1884, A Avg: 1604463, D Avg: 85918, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 667: HP: 1083, STR: 704940, VIT: 939, SPD: 76, LUK: 1, Attack: 790480, Defense: 84964, Current HP: 1083, A Avg: 1604674, D Avg: 84964, [Zodiac(184)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 666: HP: 1596, STR: 704961, VIT: 1074, SPD: 72, LUK: 1, Attack: 790501, Defense: 85314, Current HP: 1596, A Avg: 1604717, D Avg: 85314, [Zodiac(184)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 665: HP: 2390, STR: 518277, VIT: 1294, SPD: 85, LUK: 1, Attack: 603320, Defense: 85482, Current HP: 2390, A Avg: 1604831, D Avg: 85482, [White Snake(160)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 664: HP: 1676, STR: 705121, VIT: 1219, SPD: 72, LUK: 1, Attack: 790661, Defense: 86837, Current HP: 1676, A Avg: 1605041, D Avg: 86837, [Zodiac(184)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 663: HP: 1417, STR: 705125, VIT: 1465, SPD: 72, LUK: 1, Attack: 790665, Defense: 86303, Current HP: 1417, A Avg: 1605049, D Avg: 86303, [Zodiac(184)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 662: HP: 1596, STR: 705167, VIT: 1149, SPD: 72, LUK: 1, Attack: 790707, Defense: 86013, Current HP: 1596, A Avg: 1605135, D Avg: 86013, [Zodiac(184)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 661: HP: 1520, STR: 705167, VIT: 1158, SPD: 76, LUK: 1, Attack: 790707, Defense: 85580, Current HP: 1520, A Avg: 1605135, D Avg: 85580, [Zodiac(184)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 660: HP: 1596, STR: 705314, VIT: 1540, SPD: 72, LUK: 1, Attack: 790854, Defense: 88341, Current HP: 1596, A Avg: 1605433, D Avg: 88341, [Zodiac(184)[630, 630, 630], Riot(236)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 659: HP: 5453, STR: 705088, VIT: 2016, SPD: 72, LUK: 1, Attack: 790901, Defense: 91794, Current HP: 5453, A Avg: 1605529, D Avg: 91794, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 658: HP: 1060, STR: 758534, VIT: 1414, SPD: 72, LUK: 1, Attack: 845062, Defense: 88202, Current HP: 1060, A Avg: 1605617, D Avg: 88202, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 657: HP: 4620, STR: 703295, VIT: 2681, SPD: 72, LUK: 1, Attack: 791123, Defense: 90106, Current HP: 4620, A Avg: 1605979, D Avg: 90106, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 656: HP: 1957, STR: 517903, VIT: 5014, SPD: 85, LUK: 1, Attack: 603781, Defense: 90684, Current HP: 1957, A Avg: 1606057, D Avg: 90684, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 655: HP: 2014, STR: 706498, VIT: 1104, SPD: 76, LUK: 1, Attack: 791286, Defense: 87892, Current HP: 2014, A Avg: 1606310, D Avg: 87892, [Pulse Knife(165)[630, 630, 630], C Magnum(239)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 654: HP: 1121, STR: 705843, VIT: 1260, SPD: 72, LUK: 1, Attack: 791383, Defense: 85851, Current HP: 1121, A Avg: 1606507, D Avg: 85851, [Zodiac(184)[630, 630, 630], Black Hole(229)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 653: HP: 1539, STR: 705843, VIT: 1331, SPD: 72, LUK: 1, Attack: 791383, Defense: 88249, Current HP: 1539, A Avg: 1606507, D Avg: 88249, [Zodiac(184)[630, 630, 630], White Hole(230)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 652: HP: 2260, STR: 705868, VIT: 1308, SPD: 72, LUK: 1, Attack: 791408, Defense: 87420, Current HP: 2260, A Avg: 1606558, D Avg: 87420, [Zodiac(184)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 651: HP: 2622, STR: 519150, VIT: 1388, SPD: 85, LUK: 1, Attack: 603975, Defense: 86616, Current HP: 2622, A Avg: 1606573, D Avg: 86616, [Kraken(145)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 650: HP: 1463, STR: 705910, VIT: 1468, SPD: 72, LUK: 1, Attack: 791450, Defense: 86462, Current HP: 1463, A Avg: 1606643, D Avg: 86462, [Zodiac(184)[630, 630, 630], Metalization(228)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 649: HP: 1884, STR: 705658, VIT: 1104, SPD: 72, LUK: 1, Attack: 791536, Defense: 85838, Current HP: 1884, A Avg: 1606818, D Avg: 85838, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 648: HP: 2014, STR: 761580, VIT: 118, SPD: 76, LUK: 1, Attack: 845703, Defense: 86906, Current HP: 2014, A Avg: 1606835, D Avg: 86906, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 647: HP: 5548, STR: 706011, VIT: 2108, SPD: 72, LUK: 1, Attack: 791824, Defense: 91886, Current HP: 5548, A Avg: 1607402, D Avg: 91886, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 646: HP: 2846, STR: 519291, VIT: 1595, SPD: 85, LUK: 1, Attack: 604334, Defense: 86823, Current HP: 2846, A Avg: 1607528, D Avg: 86823, [White Snake(160)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 645: HP: 2964, STR: 706582, VIT: 1222, SPD: 76, LUK: 1, Attack: 791916, Defense: 88010, Current HP: 2964, A Avg: 1607589, D Avg: 88010, [Impulse(166)[630, 630, 630], C Magnum(239)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 644: HP: 4620, STR: 704255, VIT: 2601, SPD: 72, LUK: 1, Attack: 792083, Defense: 90026, Current HP: 4620, A Avg: 1607928, D Avg: 90026, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 643: HP: 1919, STR: 699904, VIT: 707, SPD: 72, LUK: 1, Attack: 792090, Defense: 87625, Current HP: 1919, A Avg: 1607942, D Avg: 87625, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 642: HP: 1083, STR: 706868, VIT: 790, SPD: 76, LUK: 1, Attack: 792408, Defense: 84926, Current HP: 1083, A Avg: 1608588, D Avg: 84926, [Zodiac(184)[630, 630, 630], Magnum(237)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 641: HP: 1349, STR: 517755, VIT: 403, SPD: 72, LUK: 1, Attack: 604806, Defense: 85631, Current HP: 1349, A Avg: 1608783, D Avg: 85631, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 640: HP: 1444, STR: 517755, VIT: 560, SPD: 72, LUK: 1, Attack: 604806, Defense: 85788, Current HP: 1444, A Avg: 1608783, D Avg: 85788, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 639: HP: 1349, STR: 517903, VIT: 467, SPD: 72, LUK: 1, Attack: 604954, Defense: 85695, Current HP: 1349, A Avg: 1609177, D Avg: 85695, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 638: HP: 1349, STR: 517903, VIT: 467, SPD: 72, LUK: 1, Attack: 604954, Defense: 85695, Current HP: 1349, A Avg: 1609177, D Avg: 85695, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 637: HP: 1349, STR: 518051, VIT: 387, SPD: 72, LUK: 1, Attack: 605102, Defense: 85615, Current HP: 1349, A Avg: 1609571, D Avg: 85615, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 636: HP: 1083, STR: 707473, VIT: 790, SPD: 76, LUK: 1, Attack: 793013, Defense: 85134, Current HP: 1083, A Avg: 1609816, D Avg: 85134, [Zodiac(184)[630, 630, 630], V Magnum(238)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 635: HP: 1577, STR: 518170, VIT: 598, SPD: 72, LUK: 1, Attack: 605221, Defense: 85826, Current HP: 1577, A Avg: 1609887, D Avg: 85826, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 634: HP: 2185, STR: 521755, VIT: 1009, SPD: 85, LUK: 1, Attack: 605865, Defense: 88837, Current HP: 2185, A Avg: 1611600, D Avg: 88837, [Serpent(144)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 633: HP: 2185, STR: 519309, VIT: 1091, SPD: 85, LUK: 1, Attack: 606360, Defense: 86319, Current HP: 2185, A Avg: 1612917, D Avg: 86319, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 632: HP: 2109, STR: 709186, VIT: 790, SPD: 76, LUK: 1, Attack: 794726, Defense: 87578, Current HP: 2109, A Avg: 1613293, D Avg: 87578, [Zodiac(184)[630, 630, 630], C Magnum(239)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 631: HP: 2166, STR: 522110, VIT: 1088, SPD: 85, LUK: 1, Attack: 606935, Defense: 88916, Current HP: 2166, A Avg: 1614447, D Avg: 88916, [Kraken(145)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 630: HP: 2390, STR: 522251, VIT: 1294, SPD: 85, LUK: 1, Attack: 607294, Defense: 89122, Current HP: 2390, A Avg: 1615402, D Avg: 89122, [White Snake(160)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 629: HP: 1140, STR: 520760, VIT: 446, SPD: 72, LUK: 1, Attack: 608421, Defense: 84452, Current HP: 1140, A Avg: 1618399, D Avg: 84452, [Neural Edge(190)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 628: HP: 1121, STR: 520760, VIT: 3817, SPD: 72, LUK: 1, Attack: 608421, Defense: 89487, Current HP: 1121, A Avg: 1618399, D Avg: 89487, [Neural Edge(190)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 627: HP: 1326, STR: 520960, VIT: 446, SPD: 72, LUK: 1, Attack: 608621, Defense: 84946, Current HP: 1326, A Avg: 1618931, D Avg: 84946, [Neural Edge(190)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 626: HP: 1691, STR: 521130, VIT: 1673, SPD: 72, LUK: 1, Attack: 608791, Defense: 89241, Current HP: 1691, A Avg: 1619384, D Avg: 89241, [Neural Edge(190)[630, 630, 630], Storm Wall(242)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 625: HP: 1140, STR: 521359, VIT: 376, SPD: 72, LUK: 1, Attack: 609020, Defense: 84239, Current HP: 1140, A Avg: 1619993, D Avg: 84239, [Neural Edge(190)[630, 630, 630], Small Sword(218)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 624: HP: 1596, STR: 521685, VIT: 446, SPD: 72, LUK: 1, Attack: 609346, Defense: 84335, Current HP: 1596, A Avg: 1620860, D Avg: 84335, [Neural Edge(190)[630, 630, 630], Small Lion(219)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 623: HP: 1428, STR: 521792, VIT: 454, SPD: 72, LUK: 1, Attack: 609453, Defense: 84460, Current HP: 1428, A Avg: 1621144, D Avg: 84460, [Neural Edge(190)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 622: HP: 1121, STR: 523224, VIT: 297, SPD: 72, LUK: 1, Attack: 610885, Defense: 84485, Current HP: 1121, A Avg: 1624954, D Avg: 84485, [Neural Edge(190)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 621: HP: 1463, STR: 716668, VIT: 1532, SPD: 72, LUK: 1, Attack: 800544, Defense: 89100, Current HP: 1463, A Avg: 1625104, D Avg: 89100, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 620: HP: 1463, STR: 716878, VIT: 1532, SPD: 72, LUK: 1, Attack: 801027, Defense: 89100, Current HP: 1463, A Avg: 1626084, D Avg: 89100, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 619: HP: 1577, STR: 524238, VIT: 598, SPD: 72, LUK: 1, Attack: 611899, Defense: 85826, Current HP: 1577, A Avg: 1627651, D Avg: 85826, [Neural Edge(190)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 618: HP: 1463, STR: 719083, VIT: 1612, SPD: 72, LUK: 1, Attack: 802959, Defense: 89180, Current HP: 1463, A Avg: 1630006, D Avg: 89180, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 617: HP: 1463, STR: 719265, VIT: 1612, SPD: 72, LUK: 1, Attack: 803414, Defense: 89180, Current HP: 1463, A Avg: 1630930, D Avg: 89180, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 616: HP: 2120, STR: 717807, VIT: 1017, SPD: 72, LUK: 1, Attack: 803451, Defense: 85517, Current HP: 2120, A Avg: 1631005, D Avg: 85517, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 615: HP: 1007, STR: 718762, VIT: 1252, SPD: 72, LUK: 1, Attack: 803550, Defense: 85258, Current HP: 1007, A Avg: 1631206, D Avg: 85258, [Pulse Knife(165)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 614: HP: 988, STR: 718762, VIT: 4624, SPD: 72, LUK: 1, Attack: 803550, Defense: 90294, Current HP: 988, A Avg: 1631206, D Avg: 90294, [Pulse Knife(165)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 613: HP: 1193, STR: 718994, VIT: 1252, SPD: 72, LUK: 1, Attack: 803782, Defense: 85752, Current HP: 1193, A Avg: 1631677, D Avg: 85752, [Pulse Knife(165)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 612: HP: 1558, STR: 719192, VIT: 2480, SPD: 72, LUK: 1, Attack: 803980, Defense: 90048, Current HP: 1558, A Avg: 1632079, D Avg: 90048, [Pulse Knife(165)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 611: HP: 1957, STR: 718848, VIT: 1371, SPD: 72, LUK: 1, Attack: 804182, Defense: 85377, Current HP: 1957, A Avg: 1632489, D Avg: 85377, [Impulse(166)[630, 630, 630], Wings of Beast(210)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 610: HP: 1938, STR: 718848, VIT: 4742, SPD: 72, LUK: 1, Attack: 804182, Defense: 90412, Current HP: 1938, A Avg: 1632489, D Avg: 90412, [Impulse(166)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 609: HP: 1007, STR: 719458, VIT: 1182, SPD: 72, LUK: 1, Attack: 804246, Defense: 85045, Current HP: 1007, A Avg: 1632619, D Avg: 85045, [Pulse Knife(165)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 608: HP: 2143, STR: 719080, VIT: 1371, SPD: 72, LUK: 1, Attack: 804414, Defense: 85871, Current HP: 2143, A Avg: 1632960, D Avg: 85871, [Impulse(166)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 607: HP: 2508, STR: 719278, VIT: 2598, SPD: 72, LUK: 1, Attack: 804612, Defense: 90166, Current HP: 2508, A Avg: 1633362, D Avg: 90166, [Impulse(166)[630, 630, 630], Storm Wall(242)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 606: HP: 1463, STR: 719837, VIT: 1252, SPD: 72, LUK: 1, Attack: 804625, Defense: 85141, Current HP: 1463, A Avg: 1633388, D Avg: 85141, [Pulse Knife(165)[630, 630, 630], Small Lion(219)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 605: HP: 1295, STR: 719961, VIT: 1260, SPD: 72, LUK: 1, Attack: 804749, Defense: 85266, Current HP: 1295, A Avg: 1633640, D Avg: 85266, [Pulse Knife(165)[630, 630, 630], Small Dragon Sword(224)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 604: HP: 1957, STR: 719544, VIT: 1300, SPD: 72, LUK: 1, Attack: 804878, Defense: 85163, Current HP: 1957, A Avg: 1633902, D Avg: 85163, [Impulse(166)[630, 630, 630], Small Sword(218)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
