Rank 1000: HP: 988, STR: 288132, VIT: 1190, SPD: 24, LUK: 1, Attack: 374374, Defense: 86860, Current HP: 988, A Avg: 995834, D Avg: 86860, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 645: HP: 760, STR: 297742, VIT: 337, SPD: 28, LUK: 1, Attack: 381852, Defense: 84525, Current HP: 760, A Avg: 1015726, D Avg: 84525, [Serpent(144)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 644: HP: 832, STR: 297054, VIT: 420, SPD: 28, LUK: 1, Attack: 381879, Defense: 84920, Current HP: 832, A Avg: 1015798, D Avg: 84920, [Kraken(145)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 643: HP: 589, STR: 415784, VIT: 492, SPD: 24, LUK: 1, Attack: 500572, Defense: 85720, Current HP: 589, A Avg: 1016161, D Avg: 85720, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 642: HP: 870, STR: 296995, VIT: 483, SPD: 28, LUK: 1, Attack: 382038, Defense: 84489, Current HP: 870, A Avg: 1016221, D Avg: 84489, [White Snake(160)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 641: HP: 851, STR: 296995, VIT: 1550, SPD: 28, LUK: 1, Attack: 382038, Defense: 87220, Current HP: 851, A Avg: 1016221, D Avg: 87220, [White Snake(160)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 640: HP: 760, STR: 297232, VIT: 398, SPD: 28, LUK: 1, Attack: 382057, Defense: 84261, Current HP: 760, A Avg: 1016271, D Avg: 84261, [Kraken(145)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 639: HP: 532, STR: 415139, VIT: 315, SPD: 24, LUK: 1, Attack: 500679, Defense: 84321, Current HP: 532, A Avg: 1016378, D Avg: 84321, [Zodiac(184)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 638: HP: 513, STR: 415139, VIT: 1382, SPD: 24, LUK: 1, Attack: 500679, Defense: 87052, Current HP: 513, A Avg: 1016378, D Avg: 87052, [Zodiac(184)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 637: HP: 942, STR: 297084, VIT: 483, SPD: 28, LUK: 1, Attack: 382127, Defense: 84983, Current HP: 942, A Avg: 1016457, D Avg: 84983, [White Snake(160)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 636: HP: 877, STR: 297332, VIT: 428, SPD: 28, LUK: 1, Attack: 382157, Defense: 84434, Current HP: 877, A Avg: 1016537, D Avg: 84434, [Kraken(145)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 635: HP: 931, STR: 297335, VIT: 420, SPD: 28, LUK: 1, Attack: 382160, Defense: 84309, Current HP: 931, A Avg: 1016545, D Avg: 84309, [Kraken(145)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 634: HP: 1311, STR: 297335, VIT: 1024, SPD: 28, LUK: 1, Attack: 382160, Defense: 88592, Current HP: 1311, A Avg: 1016545, D Avg: 88592, [Kraken(145)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 633: HP: 604, STR: 415242, VIT: 315, SPD: 24, LUK: 1, Attack: 500782, Defense: 84815, Current HP: 604, A Avg: 1016587, D Avg: 84815, [Zodiac(184)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 632: HP: 798, STR: 415466, VIT: 454, SPD: 24, LUK: 1, Attack: 500800, Defense: 84642, Current HP: 798, A Avg: 1016623, D Avg: 84642, [Impulse(166)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 631: HP: 931, STR: 298090, VIT: 446, SPD: 28, LUK: 1, Attack: 382200, Defense: 85674, Current HP: 931, A Avg: 1016651, D Avg: 85674, [Serpent(144)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 630: HP: 646, STR: 449296, VIT: 1414, SPD: 24, LUK: 1, Attack: 535174, Defense: 87084, Current HP: 646, A Avg: 1016830, D Avg: 87084, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 629: HP: 752, STR: 415295, VIT: 425, SPD: 24, LUK: 1, Attack: 500939, Defense: 84925, Current HP: 752, A Avg: 1016906, D Avg: 84925, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 628: HP: 870, STR: 297261, VIT: 460, SPD: 28, LUK: 1, Attack: 382304, Defense: 84323, Current HP: 870, A Avg: 1016928, D Avg: 84323, [White Snake(160)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 627: HP: 418, STR: 451108, VIT: 70, SPD: 24, LUK: 1, Attack: 535231, Defense: 87898, Current HP: 418, A Avg: 1016938, D Avg: 87898, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 626: HP: 532, STR: 415448, VIT: 292, SPD: 24, LUK: 1, Attack: 500988, Defense: 84155, Current HP: 532, A Avg: 1017005, D Avg: 84155, [Zodiac(184)[230, 230, 230], Small Sword(218)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 625: HP: 847, STR: 296747, VIT: 377, SPD: 24, LUK: 1, Attack: 382391, Defense: 84877, Current HP: 847, A Avg: 1017160, D Avg: 84877, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 624: HP: 752, STR: 296747, VIT: 361, SPD: 24, LUK: 1, Attack: 382391, Defense: 84861, Current HP: 752, A Avg: 1017160, D Avg: 84861, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 623: HP: 847, STR: 296747, VIT: 422, SPD: 24, LUK: 1, Attack: 382391, Defense: 84922, Current HP: 847, A Avg: 1017160, D Avg: 84922, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 622: HP: 847, STR: 296747, VIT: 377, SPD: 24, LUK: 1, Attack: 382391, Defense: 84877, Current HP: 847, A Avg: 1017160, D Avg: 84877, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 621: HP: 988, STR: 297361, VIT: 491, SPD: 28, LUK: 1, Attack: 382404, Defense: 84497, Current HP: 988, A Avg: 1017194, D Avg: 84497, [White Snake(160)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 620: HP: 1041, STR: 297365, VIT: 483, SPD: 28, LUK: 1, Attack: 382408, Defense: 84372, Current HP: 1041, A Avg: 1017205, D Avg: 84372, [White Snake(160)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 619: HP: 1421, STR: 297365, VIT: 1086, SPD: 28, LUK: 1, Attack: 382408, Defense: 88654, Current HP: 1421, A Avg: 1017205, D Avg: 88654, [White Snake(160)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 618: HP: 649, STR: 415564, VIT: 323, SPD: 24, LUK: 1, Attack: 501104, Defense: 84329, Current HP: 649, A Avg: 1017241, D Avg: 84329, [Zodiac(184)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 617: HP: 703, STR: 415569, VIT: 315, SPD: 24, LUK: 1, Attack: 501109, Defense: 84204, Current HP: 703, A Avg: 1017251, D Avg: 84204, [Zodiac(184)[230, 230, 230], Small Lion(219)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 616: HP: 1083, STR: 415569, VIT: 918, SPD: 24, LUK: 1, Attack: 501109, Defense: 88486, Current HP: 1083, A Avg: 1017251, D Avg: 88486, [Zodiac(184)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 615: HP: 980, STR: 296828, VIT: 412, SPD: 24, LUK: 1, Attack: 382472, Defense: 84912, Current HP: 980, A Avg: 1017375, D Avg: 84912, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 614: HP: 969, STR: 415870, VIT: 563, SPD: 24, LUK: 1, Attack: 501204, Defense: 85791, Current HP: 969, A Avg: 1017444, D Avg: 85791, [Impulse(166)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 613: HP: 752, STR: 296895, VIT: 425, SPD: 24, LUK: 1, Attack: 382539, Defense: 84925, Current HP: 752, A Avg: 1017553, D Avg: 84925, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 612: HP: 752, STR: 296895, VIT: 425, SPD: 24, LUK: 1, Attack: 382539, Defense: 84925, Current HP: 752, A Avg: 1017553, D Avg: 84925, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 611: HP: 741, STR: 297875, VIT: 368, SPD: 28, LUK: 1, Attack: 382700, Defense: 84556, Current HP: 741, A Avg: 1017981, D Avg: 84556, [Kraken(145)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 610: HP: 551, STR: 415746, VIT: 1462, SPD: 24, LUK: 1, Attack: 501624, Defense: 87132, Current HP: 551, A Avg: 1018296, D Avg: 87132, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 609: HP: 1018, STR: 297191, VIT: 569, SPD: 28, LUK: 1, Attack: 382835, Defense: 85069, Current HP: 1018, A Avg: 1018341, D Avg: 85069, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 608: HP: 513, STR: 416197, VIT: 262, SPD: 24, LUK: 1, Attack: 501737, Defense: 84450, Current HP: 513, A Avg: 1018526, D Avg: 84450, [Zodiac(184)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 607: HP: 851, STR: 297905, VIT: 430, SPD: 28, LUK: 1, Attack: 382948, Defense: 84618, Current HP: 851, A Avg: 1018641, D Avg: 84618, [White Snake(160)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 606: HP: 912, STR: 298223, VIT: 476, SPD: 28, LUK: 1, Attack: 383048, Defense: 85704, Current HP: 912, A Avg: 1018907, D Avg: 85704, [Kraken(145)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 605: HP: 551, STR: 297198, VIT: 1398, SPD: 24, LUK: 1, Attack: 383076, Defense: 87068, Current HP: 551, A Avg: 1018982, D Avg: 87068, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 604: HP: 646, STR: 297198, VIT: 1459, SPD: 24, LUK: 1, Attack: 383076, Defense: 87129, Current HP: 646, A Avg: 1018982, D Avg: 87129, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 603: HP: 779, STR: 297280, VIT: 1449, SPD: 24, LUK: 1, Attack: 383158, Defense: 87119, Current HP: 779, A Avg: 1019200, D Avg: 87119, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 602: HP: 418, STR: 417289, VIT: 384, SPD: 24, LUK: 1, Attack: 502077, Defense: 88212, Current HP: 418, A Avg: 1019216, D Avg: 88212, [Pulse Knife(165)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 601: HP: 684, STR: 416601, VIT: 371, SPD: 24, LUK: 1, Attack: 502141, Defense: 85599, Current HP: 684, A Avg: 1019346, D Avg: 85599, [Zodiac(184)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 600: HP: 551, STR: 297346, VIT: 1462, SPD: 24, LUK: 1, Attack: 383224, Defense: 87132, Current HP: 551, A Avg: 1019375, D Avg: 87132, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 599: HP: 551, STR: 297346, VIT: 1462, SPD: 24, LUK: 1, Attack: 383224, Defense: 87132, Current HP: 551, A Avg: 1019375, D Avg: 87132, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 598: HP: 1022, STR: 298253, VIT: 539, SPD: 28, LUK: 1, Attack: 383296, Defense: 85767, Current HP: 1022, A Avg: 1019567, D Avg: 85767, [White Snake(160)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 597: HP: 551, STR: 297494, VIT: 1382, SPD: 24, LUK: 1, Attack: 383372, Defense: 87052, Current HP: 551, A Avg: 1019769, D Avg: 87052, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 596: HP: 760, STR: 299385, VIT: 337, SPD: 28, LUK: 1, Attack: 383495, Defense: 88165, Current HP: 760, A Avg: 1020096, D Avg: 88165, [Serpent(144)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 595: HP: 817, STR: 297642, VIT: 1606, SPD: 28, LUK: 1, Attack: 383520, Defense: 87276, Current HP: 817, A Avg: 1020163, D Avg: 87276, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 594: HP: 798, STR: 417375, VIT: 454, SPD: 24, LUK: 1, Attack: 502709, Defense: 88282, Current HP: 798, A Avg: 1020499, D Avg: 88282, [Impulse(166)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 593: HP: 589, STR: 450216, VIT: 179, SPD: 24, LUK: 1, Attack: 537267, Defense: 85407, Current HP: 589, A Avg: 1020807, D Avg: 85407, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 592: HP: 741, STR: 299518, VIT: 368, SPD: 28, LUK: 1, Attack: 384343, Defense: 88196, Current HP: 741, A Avg: 1022352, D Avg: 88196, [Kraken(145)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 591: HP: 513, STR: 418106, VIT: 262, SPD: 24, LUK: 1, Attack: 503646, Defense: 88090, Current HP: 513, A Avg: 1022401, D Avg: 88090, [Zodiac(184)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 590: HP: 494, STR: 416597, VIT: 227, SPD: 24, LUK: 1, Attack: 503648, Defense: 85455, Current HP: 494, A Avg: 1022405, D Avg: 85455, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 589: HP: 851, STR: 299548, VIT: 430, SPD: 28, LUK: 1, Attack: 384591, Defense: 88258, Current HP: 851, A Avg: 1023012, D Avg: 88258, [White Snake(160)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 588: HP: 494, STR: 298049, VIT: 163, SPD: 24, LUK: 1, Attack: 385100, Defense: 85391, Current HP: 494, A Avg: 1024365, D Avg: 85391, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 587: HP: 589, STR: 298049, VIT: 224, SPD: 24, LUK: 1, Attack: 385100, Defense: 85452, Current HP: 589, A Avg: 1024365, D Avg: 85452, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 586: HP: 722, STR: 298131, VIT: 214, SPD: 24, LUK: 1, Attack: 385182, Defense: 85442, Current HP: 722, A Avg: 1024584, D Avg: 85442, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 585: HP: 494, STR: 298197, VIT: 227, SPD: 24, LUK: 1, Attack: 385248, Defense: 85455, Current HP: 494, A Avg: 1024759, D Avg: 85455, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 584: HP: 494, STR: 298197, VIT: 227, SPD: 24, LUK: 1, Attack: 385248, Defense: 85455, Current HP: 494, A Avg: 1024759, D Avg: 85455, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 583: HP: 494, STR: 298345, VIT: 147, SPD: 24, LUK: 1, Attack: 385396, Defense: 85375, Current HP: 494, A Avg: 1025153, D Avg: 85375, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 582: HP: 760, STR: 298493, VIT: 371, SPD: 28, LUK: 1, Attack: 385544, Defense: 85599, Current HP: 760, A Avg: 1025547, D Avg: 85599, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 581: HP: 570, STR: 299056, VIT: 158, SPD: 24, LUK: 1, Attack: 386717, Defense: 84164, Current HP: 570, A Avg: 1028667, D Avg: 84164, [Neural Edge(190)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 580: HP: 551, STR: 299056, VIT: 1225, SPD: 24, LUK: 1, Attack: 386717, Defense: 86895, Current HP: 551, A Avg: 1028667, D Avg: 86895, [Neural Edge(190)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 579: HP: 642, STR: 299145, VIT: 158, SPD: 24, LUK: 1, Attack: 386806, Defense: 84658, Current HP: 642, A Avg: 1028903, D Avg: 84658, [Neural Edge(190)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 578: HP: 570, STR: 299322, VIT: 136, SPD: 24, LUK: 1, Attack: 386983, Defense: 83999, Current HP: 570, A Avg: 1029374, D Avg: 83999, [Neural Edge(190)[230, 230, 230], Small Sword(218)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 577: HP: 687, STR: 299422, VIT: 166, SPD: 24, LUK: 1, Attack: 387083, Defense: 84172, Current HP: 687, A Avg: 1029640, D Avg: 84172, [Neural Edge(190)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 576: HP: 741, STR: 299426, VIT: 158, SPD: 24, LUK: 1, Attack: 387087, Defense: 84047, Current HP: 741, A Avg: 1029651, D Avg: 84047, [Neural Edge(190)[230, 230, 230], Small Lion(219)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 575: HP: 1121, STR: 299426, VIT: 761, SPD: 24, LUK: 1, Attack: 387087, Defense: 88329, Current HP: 1121, A Avg: 1029651, D Avg: 88329, [Neural Edge(190)[230, 230, 230], Storm Wall(242)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 574: HP: 551, STR: 299966, VIT: 105, SPD: 24, LUK: 1, Attack: 387627, Defense: 84293, Current HP: 551, A Avg: 1031087, D Avg: 84293, [Neural Edge(190)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 573: HP: 722, STR: 300314, VIT: 214, SPD: 24, LUK: 1, Attack: 387975, Defense: 85442, Current HP: 722, A Avg: 1032013, D Avg: 85442, [Neural Edge(190)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 572: HP: 551, STR: 301609, VIT: 105, SPD: 24, LUK: 1, Attack: 389270, Defense: 87933, Current HP: 551, A Avg: 1035458, D Avg: 87933, [Neural Edge(190)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 571: HP: 703, STR: 420187, VIT: 102, SPD: 24, LUK: 1, Attack: 510096, Defense: 87930, Current HP: 703, A Avg: 1035494, D Avg: 87930, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 570: HP: 703, STR: 420608, VIT: 182, SPD: 24, LUK: 1, Attack: 510517, Defense: 88010, Current HP: 703, A Avg: 1036349, D Avg: 88010, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 569: HP: 798, STR: 302060, VIT: 134, SPD: 24, LUK: 1, Attack: 391969, Defense: 87962, Current HP: 798, A Avg: 1042637, D Avg: 87962, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 568: HP: 703, STR: 302060, VIT: 118, SPD: 24, LUK: 1, Attack: 391969, Defense: 87946, Current HP: 703, A Avg: 1042637, D Avg: 87946, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 567: HP: 798, STR: 302060, VIT: 179, SPD: 24, LUK: 1, Attack: 391969, Defense: 88007, Current HP: 798, A Avg: 1042637, D Avg: 88007, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 566: HP: 798, STR: 302060, VIT: 134, SPD: 24, LUK: 1, Attack: 391969, Defense: 87962, Current HP: 798, A Avg: 1042637, D Avg: 87962, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 565: HP: 931, STR: 302142, VIT: 169, SPD: 24, LUK: 1, Attack: 392051, Defense: 87997, Current HP: 931, A Avg: 1042855, D Avg: 87997, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 564: HP: 703, STR: 302208, VIT: 182, SPD: 24, LUK: 1, Attack: 392117, Defense: 88010, Current HP: 703, A Avg: 1043031, D Avg: 88010, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 563: HP: 703, STR: 302208, VIT: 182, SPD: 24, LUK: 1, Attack: 392117, Defense: 88010, Current HP: 703, A Avg: 1043031, D Avg: 88010, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 562: HP: 969, STR: 302504, VIT: 326, SPD: 28, LUK: 1, Attack: 392413, Defense: 88154, Current HP: 969, A Avg: 1043818, D Avg: 88154, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 561: HP: 440, STR: 295408, VIT: 339, SPD: 24, LUK: 1, Attack: 394674, Defense: 87387, Current HP: 440, A Avg: 1049832, D Avg: 87387, [Sword of Evil(189)[230, 230, 230], Ghost shield(251)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 560: HP: 340, STR: 295552, VIT: 387, SPD: 24, LUK: 1, Attack: 394818, Defense: 87435, Current HP: 340, A Avg: 1050215, D Avg: 87435, [Sword of Evil(189)[230, 230, 230], Ghost shield(251)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 559: HP: 668, STR: 312171, VIT: 98, SPD: 24, LUK: 1, Attack: 395897, Defense: 84026, Current HP: 668, A Avg: 1053086, D Avg: 84026, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 558: HP: 668, STR: 312171, VIT: 98, SPD: 24, LUK: 1, Attack: 395897, Defense: 84026, Current HP: 668, A Avg: 1053086, D Avg: 84026, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 557: HP: 668, STR: 312171, VIT: 98, SPD: 24, LUK: 1, Attack: 395936, Defense: 84026, Current HP: 668, A Avg: 1053189, D Avg: 84026, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
