Rank 1000: HP: 988, STR: 603357, VIT: 922, SPD: 23, LUK: 1, Attack: 1033037, Defense: 85890, Current HP: 988, A Avg: 8605198, D Avg: 120245, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 639: HP: 741, STR: 604382, VIT: 730, SPD: 23, LUK: 1, Attack: 1034883, Defense: 87531, Current HP: 741, A Avg: 8620575, D Avg: 122543, [Zodiac[184, 230, 230, 230], Riot[236, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 638: HP: 1159, STR: 606047, VIT: 1220, SPD: 28, LUK: 1, Attack: 1034884, Defense: 88788, Current HP: 1159, A Avg: 8620583, D Avg: 124303, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 637: HP: 893, STR: 605791, VIT: 1033, SPD: 23, LUK: 1, Attack: 1034910, Defense: 88601, Current HP: 893, A Avg: 8620800, D Avg: 124041, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 636: HP: 851, STR: 605845, VIT: 506, SPD: 28, LUK: 1, Attack: 1034932, Defense: 85006, Current HP: 851, A Avg: 8620983, D Avg: 119008, [Serpent[144, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 635: HP: 418, STR: 605200, VIT: 498, SPD: 25, LUK: 1, Attack: 1034982, Defense: 84842, Current HP: 418, A Avg: 8621400, D Avg: 118778, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 634: HP: 418, STR: 605200, VIT: 498, SPD: 25, LUK: 1, Attack: 1034982, Defense: 84842, Current HP: 418, A Avg: 8621400, D Avg: 118778, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 633: HP: 418, STR: 605200, VIT: 498, SPD: 25, LUK: 1, Attack: 1034982, Defense: 84842, Current HP: 418, A Avg: 8621400, D Avg: 118778, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 632: HP: 418, STR: 605200, VIT: 498, SPD: 25, LUK: 1, Attack: 1034982, Defense: 84842, Current HP: 418, A Avg: 8621400, D Avg: 118778, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 631: HP: 418, STR: 605200, VIT: 498, SPD: 25, LUK: 1, Attack: 1034982, Defense: 84842, Current HP: 418, A Avg: 8621400, D Avg: 118778, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 630: HP: 1121, STR: 605515, VIT: 691, SPD: 23, LUK: 1, Attack: 1035022, Defense: 85555, Current HP: 1121, A Avg: 8621733, D Avg: 119776, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 629: HP: 1121, STR: 605515, VIT: 691, SPD: 23, LUK: 1, Attack: 1035022, Defense: 85555, Current HP: 1121, A Avg: 8621733, D Avg: 119776, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 628: HP: 1121, STR: 605515, VIT: 691, SPD: 23, LUK: 1, Attack: 1035022, Defense: 85555, Current HP: 1121, A Avg: 8621733, D Avg: 119776, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 627: HP: 1121, STR: 605515, VIT: 691, SPD: 23, LUK: 1, Attack: 1035022, Defense: 85555, Current HP: 1121, A Avg: 8621733, D Avg: 119776, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 626: HP: 1121, STR: 605515, VIT: 691, SPD: 23, LUK: 1, Attack: 1035022, Defense: 85555, Current HP: 1121, A Avg: 8621733, D Avg: 119776, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 625: HP: 551, STR: 604551, VIT: 576, SPD: 23, LUK: 1, Attack: 1035136, Defense: 85167, Current HP: 551, A Avg: 8622682, D Avg: 119233, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 624: HP: 684, STR: 604551, VIT: 605, SPD: 23, LUK: 1, Attack: 1035136, Defense: 87523, Current HP: 684, A Avg: 8622682, D Avg: 122532, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 623: HP: 551, STR: 604551, VIT: 576, SPD: 23, LUK: 1, Attack: 1035136, Defense: 85167, Current HP: 551, A Avg: 8622682, D Avg: 119233, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 622: HP: 684, STR: 604551, VIT: 605, SPD: 23, LUK: 1, Attack: 1035136, Defense: 87523, Current HP: 684, A Avg: 8622682, D Avg: 122532, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 621: HP: 551, STR: 604551, VIT: 576, SPD: 23, LUK: 1, Attack: 1035136, Defense: 85167, Current HP: 551, A Avg: 8622682, D Avg: 119233, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 620: HP: 684, STR: 604551, VIT: 605, SPD: 23, LUK: 1, Attack: 1035136, Defense: 87523, Current HP: 684, A Avg: 8622682, D Avg: 122532, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 619: HP: 551, STR: 604551, VIT: 576, SPD: 23, LUK: 1, Attack: 1035136, Defense: 85167, Current HP: 551, A Avg: 8622682, D Avg: 119233, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 618: HP: 684, STR: 604551, VIT: 605, SPD: 23, LUK: 1, Attack: 1035136, Defense: 87523, Current HP: 684, A Avg: 8622682, D Avg: 122532, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 617: HP: 551, STR: 604551, VIT: 576, SPD: 23, LUK: 1, Attack: 1035136, Defense: 85167, Current HP: 551, A Avg: 8622682, D Avg: 119233, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 616: HP: 684, STR: 604551, VIT: 605, SPD: 23, LUK: 1, Attack: 1035136, Defense: 87523, Current HP: 684, A Avg: 8622682, D Avg: 122532, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 615: HP: 798, STR: 604758, VIT: 589, SPD: 25, LUK: 1, Attack: 1035138, Defense: 84725, Current HP: 798, A Avg: 8622699, D Avg: 118614, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 614: HP: 798, STR: 604758, VIT: 589, SPD: 25, LUK: 1, Attack: 1035138, Defense: 84725, Current HP: 798, A Avg: 8622699, D Avg: 118614, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 613: HP: 798, STR: 604758, VIT: 589, SPD: 25, LUK: 1, Attack: 1035138, Defense: 84725, Current HP: 798, A Avg: 8622699, D Avg: 118614, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 612: HP: 798, STR: 604758, VIT: 589, SPD: 25, LUK: 1, Attack: 1035138, Defense: 84725, Current HP: 798, A Avg: 8622699, D Avg: 118614, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 611: HP: 798, STR: 604758, VIT: 589, SPD: 25, LUK: 1, Attack: 1035138, Defense: 84725, Current HP: 798, A Avg: 8622699, D Avg: 118614, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 610: HP: 779, STR: 606047, VIT: 477, SPD: 28, LUK: 1, Attack: 1035235, Defense: 84340, Current HP: 779, A Avg: 8623507, D Avg: 118075, [Serpent[144, 230, 230, 230], Small Sword[218, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 609: HP: 1060, STR: 604720, VIT: 639, SPD: 23, LUK: 1, Attack: 1035390, Defense: 86751, Current HP: 1060, A Avg: 8624798, D Avg: 121451, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 608: HP: 1060, STR: 604720, VIT: 639, SPD: 23, LUK: 1, Attack: 1035390, Defense: 86751, Current HP: 1060, A Avg: 8624798, D Avg: 121451, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 607: HP: 1060, STR: 604720, VIT: 639, SPD: 23, LUK: 1, Attack: 1035390, Defense: 86751, Current HP: 1060, A Avg: 8624798, D Avg: 121451, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 606: HP: 1060, STR: 604720, VIT: 639, SPD: 23, LUK: 1, Attack: 1035390, Defense: 86751, Current HP: 1060, A Avg: 8624798, D Avg: 121451, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 605: HP: 1060, STR: 604720, VIT: 639, SPD: 23, LUK: 1, Attack: 1035390, Defense: 86751, Current HP: 1060, A Avg: 8624798, D Avg: 121451, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 604: HP: 896, STR: 606160, VIT: 516, SPD: 28, LUK: 1, Attack: 1035405, Defense: 84522, Current HP: 896, A Avg: 8624923, D Avg: 118330, [Serpent[144, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 603: HP: 950, STR: 606165, VIT: 506, SPD: 28, LUK: 1, Attack: 1035412, Defense: 84395, Current HP: 950, A Avg: 8624981, D Avg: 118152, [Serpent[144, 230, 230, 230], Small Lion[219, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 602: HP: 1330, STR: 606165, VIT: 1288, SPD: 28, LUK: 1, Attack: 1035412, Defense: 88856, Current HP: 1330, A Avg: 8624981, D Avg: 124398, [Serpent[144, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 601: HP: 1159, STR: 606127, VIT: 1220, SPD: 28, LUK: 1, Attack: 1035414, Defense: 88788, Current HP: 1159, A Avg: 8624998, D Avg: 124303, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 600: HP: 893, STR: 604767, VIT: 835, SPD: 23, LUK: 1, Attack: 1035460, Defense: 85829, Current HP: 893, A Avg: 8625381, D Avg: 120160, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 599: HP: 893, STR: 604767, VIT: 835, SPD: 23, LUK: 1, Attack: 1035460, Defense: 85829, Current HP: 893, A Avg: 8625381, D Avg: 120160, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 598: HP: 893, STR: 604767, VIT: 835, SPD: 23, LUK: 1, Attack: 1035460, Defense: 85829, Current HP: 893, A Avg: 8625381, D Avg: 120160, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 597: HP: 893, STR: 604767, VIT: 835, SPD: 23, LUK: 1, Attack: 1035460, Defense: 85829, Current HP: 893, A Avg: 8625381, D Avg: 120160, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 596: HP: 893, STR: 604767, VIT: 835, SPD: 23, LUK: 1, Attack: 1035460, Defense: 85829, Current HP: 893, A Avg: 8625381, D Avg: 120160, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 595: HP: 804, STR: 604485, VIT: 498, SPD: 23, LUK: 1, Attack: 1035544, Defense: 85232, Current HP: 804, A Avg: 8626081, D Avg: 119324, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 594: HP: 804, STR: 604485, VIT: 498, SPD: 23, LUK: 1, Attack: 1035544, Defense: 85232, Current HP: 804, A Avg: 8626081, D Avg: 119324, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 593: HP: 804, STR: 604485, VIT: 498, SPD: 23, LUK: 1, Attack: 1035544, Defense: 85232, Current HP: 804, A Avg: 8626081, D Avg: 119324, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 592: HP: 804, STR: 604485, VIT: 498, SPD: 23, LUK: 1, Attack: 1035544, Defense: 85232, Current HP: 804, A Avg: 8626081, D Avg: 119324, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 591: HP: 804, STR: 604485, VIT: 498, SPD: 23, LUK: 1, Attack: 1035544, Defense: 85232, Current HP: 804, A Avg: 8626081, D Avg: 119324, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 590: HP: 1010, STR: 605477, VIT: 151, SPD: 25, LUK: 1, Attack: 1035665, Defense: 86939, Current HP: 1010, A Avg: 8627089, D Avg: 121714, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 589: HP: 1010, STR: 605477, VIT: 151, SPD: 25, LUK: 1, Attack: 1035665, Defense: 86939, Current HP: 1010, A Avg: 8627089, D Avg: 121714, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 588: HP: 1010, STR: 605477, VIT: 151, SPD: 25, LUK: 1, Attack: 1035665, Defense: 86939, Current HP: 1010, A Avg: 8627089, D Avg: 121714, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 587: HP: 1010, STR: 605477, VIT: 151, SPD: 25, LUK: 1, Attack: 1035665, Defense: 86939, Current HP: 1010, A Avg: 8627089, D Avg: 121714, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 586: HP: 1010, STR: 605477, VIT: 151, SPD: 25, LUK: 1, Attack: 1035665, Defense: 86939, Current HP: 1010, A Avg: 8627089, D Avg: 121714, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 585: HP: 798, STR: 605294, VIT: 589, SPD: 25, LUK: 1, Attack: 1035942, Defense: 84933, Current HP: 798, A Avg: 8629396, D Avg: 118906, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 584: HP: 798, STR: 605294, VIT: 589, SPD: 25, LUK: 1, Attack: 1035942, Defense: 84933, Current HP: 798, A Avg: 8629396, D Avg: 118906, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 583: HP: 798, STR: 605294, VIT: 589, SPD: 25, LUK: 1, Attack: 1035942, Defense: 84933, Current HP: 798, A Avg: 8629396, D Avg: 118906, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 582: HP: 798, STR: 605294, VIT: 589, SPD: 25, LUK: 1, Attack: 1035942, Defense: 84933, Current HP: 798, A Avg: 8629396, D Avg: 118906, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 581: HP: 798, STR: 605294, VIT: 589, SPD: 25, LUK: 1, Attack: 1035942, Defense: 84933, Current HP: 798, A Avg: 8629396, D Avg: 118906, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 580: HP: 760, STR: 605896, VIT: 545, SPD: 28, LUK: 1, Attack: 1036081, Defense: 84551, Current HP: 760, A Avg: 8630554, D Avg: 118371, [Kraken[145, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 579: HP: 741, STR: 605896, VIT: 1929, SPD: 28, LUK: 1, Attack: 1036081, Defense: 87599, Current HP: 741, A Avg: 8630554, D Avg: 122638, [Kraken[145, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 578: HP: 832, STR: 605997, VIT: 545, SPD: 28, LUK: 1, Attack: 1036233, Defense: 85045, Current HP: 832, A Avg: 8631820, D Avg: 119062, [Kraken[145, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 577: HP: 760, STR: 606778, VIT: 437, SPD: 28, LUK: 1, Attack: 1036332, Defense: 84625, Current HP: 760, A Avg: 8632645, D Avg: 118474, [Serpent[144, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 576: HP: 874, STR: 606130, VIT: 498, SPD: 25, LUK: 1, Attack: 1036377, Defense: 87286, Current HP: 874, A Avg: 8633020, D Avg: 122200, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 575: HP: 874, STR: 606130, VIT: 498, SPD: 25, LUK: 1, Attack: 1036377, Defense: 87286, Current HP: 874, A Avg: 8633020, D Avg: 122200, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 574: HP: 874, STR: 606130, VIT: 498, SPD: 25, LUK: 1, Attack: 1036377, Defense: 87286, Current HP: 874, A Avg: 8633020, D Avg: 122200, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 573: HP: 874, STR: 606130, VIT: 498, SPD: 25, LUK: 1, Attack: 1036377, Defense: 87286, Current HP: 874, A Avg: 8633020, D Avg: 122200, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 572: HP: 874, STR: 606130, VIT: 498, SPD: 25, LUK: 1, Attack: 1036377, Defense: 87286, Current HP: 874, A Avg: 8633020, D Avg: 122200, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 571: HP: 870, STR: 605929, VIT: 626, SPD: 28, LUK: 1, Attack: 1036458, Defense: 84632, Current HP: 870, A Avg: 8633695, D Avg: 118484, [White Snake[160, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 570: HP: 851, STR: 605929, VIT: 2010, SPD: 28, LUK: 1, Attack: 1036458, Defense: 87680, Current HP: 851, A Avg: 8633695, D Avg: 122751, [White Snake[160, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 569: HP: 760, STR: 606198, VIT: 516, SPD: 28, LUK: 1, Attack: 1036534, Defense: 84379, Current HP: 760, A Avg: 8634328, D Avg: 118130, [Kraken[145, 230, 230, 230], Small Sword[218, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 568: HP: 942, STR: 606030, VIT: 626, SPD: 28, LUK: 1, Attack: 1036610, Defense: 85126, Current HP: 942, A Avg: 8634961, D Avg: 119176, [White Snake[160, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 567: HP: 513, STR: 605557, VIT: 340, SPD: 25, LUK: 1, Attack: 1036645, Defense: 84476, Current HP: 513, A Avg: 8635252, D Avg: 118266, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 566: HP: 513, STR: 605557, VIT: 340, SPD: 25, LUK: 1, Attack: 1036645, Defense: 84476, Current HP: 513, A Avg: 8635252, D Avg: 118266, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 565: HP: 513, STR: 605557, VIT: 340, SPD: 25, LUK: 1, Attack: 1036645, Defense: 84476, Current HP: 513, A Avg: 8635252, D Avg: 118266, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 564: HP: 513, STR: 605557, VIT: 340, SPD: 25, LUK: 1, Attack: 1036645, Defense: 84476, Current HP: 513, A Avg: 8635252, D Avg: 118266, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 563: HP: 513, STR: 605557, VIT: 340, SPD: 25, LUK: 1, Attack: 1036645, Defense: 84476, Current HP: 513, A Avg: 8635252, D Avg: 118266, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 562: HP: 877, STR: 606312, VIT: 556, SPD: 28, LUK: 1, Attack: 1036705, Defense: 84562, Current HP: 877, A Avg: 8635752, D Avg: 118386, [Kraken[145, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 561: HP: 931, STR: 606316, VIT: 545, SPD: 28, LUK: 1, Attack: 1036711, Defense: 84434, Current HP: 931, A Avg: 8635802, D Avg: 118207, [Kraken[145, 230, 230, 230], Small Lion[219, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 560: HP: 1311, STR: 606316, VIT: 1328, SPD: 28, LUK: 1, Attack: 1036711, Defense: 88896, Current HP: 1311, A Avg: 8635802, D Avg: 124454, [Kraken[145, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 559: HP: 870, STR: 606232, VIT: 597, SPD: 28, LUK: 1, Attack: 1036913, Defense: 84460, Current HP: 870, A Avg: 8637485, D Avg: 118243, [White Snake[160, 230, 230, 230], Small Sword[218, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 558: HP: 931, STR: 607173, VIT: 578, SPD: 28, LUK: 1, Attack: 1036924, Defense: 85806, Current HP: 931, A Avg: 8637576, D Avg: 120128, [Serpent[144, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 557: HP: 752, STR: 605648, VIT: 468, SPD: 23, LUK: 1, Attack: 1036938, Defense: 84968, Current HP: 752, A Avg: 8637693, D Avg: 118955, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 556: HP: 847, STR: 605648, VIT: 547, SPD: 23, LUK: 1, Attack: 1036938, Defense: 85047, Current HP: 847, A Avg: 8637693, D Avg: 119065, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 555: HP: 847, STR: 605648, VIT: 489, SPD: 23, LUK: 1, Attack: 1036938, Defense: 84989, Current HP: 847, A Avg: 8637693, D Avg: 118984, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 554: HP: 980, STR: 605740, VIT: 535, SPD: 23, LUK: 1, Attack: 1037076, Defense: 85035, Current HP: 980, A Avg: 8638843, D Avg: 119048, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 553: HP: 988, STR: 606345, VIT: 637, SPD: 28, LUK: 1, Attack: 1037082, Defense: 84643, Current HP: 988, A Avg: 8638893, D Avg: 118500, [White Snake[160, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 552: HP: 1041, STR: 606349, VIT: 626, SPD: 28, LUK: 1, Attack: 1037088, Defense: 84515, Current HP: 1041, A Avg: 8638943, D Avg: 118320, [White Snake[160, 230, 230, 230], Small Lion[219, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 551: HP: 1421, STR: 606349, VIT: 1408, SPD: 28, LUK: 1, Attack: 1037088, Defense: 88976, Current HP: 1421, A Avg: 8638943, D Avg: 124566, [White Snake[160, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 550: HP: 752, STR: 605816, VIT: 551, SPD: 23, LUK: 1, Attack: 1037190, Defense: 85051, Current HP: 752, A Avg: 8639792, D Avg: 119071, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
