Rank 1000: HP: 285, STR: 602304, VIT: 130, SPD: 1, LUK: 1, Attack: 1031457, Defense: 83967, Current HP: 285, A Avg: 8592036, D Avg: 117553, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 695: HP: 1235, STR: 601881, VIT: 130, SPD: 1, LUK: 1, Attack: 1031599, Defense: 86047, Current HP: 1235, A Avg: 8593219, D Avg: 120465, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 694: HP: 1235, STR: 601881, VIT: 130, SPD: 1, LUK: 1, Attack: 1031599, Defense: 86047, Current HP: 1235, A Avg: 8593219, D Avg: 120465, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 693: HP: 1235, STR: 601881, VIT: 130, SPD: 1, LUK: 1, Attack: 1031599, Defense: 86047, Current HP: 1235, A Avg: 8593219, D Avg: 120465, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 692: HP: 1235, STR: 601881, VIT: 130, SPD: 1, LUK: 1, Attack: 1031599, Defense: 86047, Current HP: 1235, A Avg: 8593219, D Avg: 120465, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 691: HP: 1235, STR: 601881, VIT: 130, SPD: 1, LUK: 1, Attack: 1031599, Defense: 86047, Current HP: 1235, A Avg: 8593219, D Avg: 120465, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 690: HP: 380, STR: 602915, VIT: 174, SPD: 1, LUK: 1, Attack: 1031766, Defense: 86390, Current HP: 380, A Avg: 8594610, D Avg: 120945, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 689: HP: 380, STR: 602915, VIT: 174, SPD: 1, LUK: 1, Attack: 1031766, Defense: 86390, Current HP: 380, A Avg: 8594610, D Avg: 120945, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 688: HP: 380, STR: 602915, VIT: 174, SPD: 1, LUK: 1, Attack: 1031766, Defense: 86390, Current HP: 380, A Avg: 8594610, D Avg: 120945, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 687: HP: 380, STR: 602915, VIT: 174, SPD: 1, LUK: 1, Attack: 1031766, Defense: 86390, Current HP: 380, A Avg: 8594610, D Avg: 120945, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 686: HP: 380, STR: 602915, VIT: 174, SPD: 1, LUK: 1, Attack: 1031766, Defense: 86390, Current HP: 380, A Avg: 8594610, D Avg: 120945, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 685: HP: 520, STR: 602539, VIT: 249, SPD: 1, LUK: 1, Attack: 1031810, Defense: 86361, Current HP: 520, A Avg: 8594977, D Avg: 120905, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 684: HP: 520, STR: 602539, VIT: 249, SPD: 1, LUK: 1, Attack: 1031810, Defense: 86361, Current HP: 520, A Avg: 8594977, D Avg: 120905, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 683: HP: 520, STR: 602539, VIT: 249, SPD: 1, LUK: 1, Attack: 1031810, Defense: 86361, Current HP: 520, A Avg: 8594977, D Avg: 120905, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 682: HP: 520, STR: 602539, VIT: 249, SPD: 1, LUK: 1, Attack: 1031810, Defense: 86361, Current HP: 520, A Avg: 8594977, D Avg: 120905, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 681: HP: 520, STR: 602539, VIT: 249, SPD: 1, LUK: 1, Attack: 1031810, Defense: 86361, Current HP: 520, A Avg: 8594977, D Avg: 120905, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 680: HP: 500, STR: 602351, VIT: 145, SPD: 1, LUK: 1, Attack: 1031836, Defense: 86257, Current HP: 500, A Avg: 8595193, D Avg: 120759, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 679: HP: 500, STR: 602351, VIT: 145, SPD: 1, LUK: 1, Attack: 1031836, Defense: 86257, Current HP: 500, A Avg: 8595193, D Avg: 120759, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 678: HP: 500, STR: 602351, VIT: 145, SPD: 1, LUK: 1, Attack: 1031836, Defense: 86257, Current HP: 500, A Avg: 8595193, D Avg: 120759, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 677: HP: 500, STR: 602351, VIT: 145, SPD: 1, LUK: 1, Attack: 1031836, Defense: 86257, Current HP: 500, A Avg: 8595193, D Avg: 120759, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 676: HP: 500, STR: 602351, VIT: 145, SPD: 1, LUK: 1, Attack: 1031836, Defense: 86257, Current HP: 500, A Avg: 8595193, D Avg: 120759, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 675: HP: 76, STR: 602154, VIT: 37, SPD: 1, LUK: 1, Attack: 1031853, Defense: 85655, Current HP: 76, A Avg: 8595335, D Avg: 119916, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 674: HP: 76, STR: 602154, VIT: 37, SPD: 1, LUK: 1, Attack: 1031853, Defense: 85655, Current HP: 76, A Avg: 8595335, D Avg: 119916, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 673: HP: 76, STR: 602154, VIT: 37, SPD: 1, LUK: 1, Attack: 1031853, Defense: 85655, Current HP: 76, A Avg: 8595335, D Avg: 119916, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 672: HP: 76, STR: 602154, VIT: 37, SPD: 1, LUK: 1, Attack: 1031853, Defense: 85655, Current HP: 76, A Avg: 8595335, D Avg: 119916, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 671: HP: 76, STR: 602154, VIT: 37, SPD: 1, LUK: 1, Attack: 1031853, Defense: 85655, Current HP: 76, A Avg: 8595335, D Avg: 119916, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 670: HP: 646, STR: 602586, VIT: 456, SPD: 1, LUK: 1, Attack: 1031880, Defense: 85450, Current HP: 646, A Avg: 8595560, D Avg: 119629, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 669: HP: 646, STR: 602586, VIT: 456, SPD: 1, LUK: 1, Attack: 1031880, Defense: 85450, Current HP: 646, A Avg: 8595560, D Avg: 119629, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 668: HP: 646, STR: 602586, VIT: 456, SPD: 1, LUK: 1, Attack: 1031880, Defense: 85450, Current HP: 646, A Avg: 8595560, D Avg: 119629, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 667: HP: 646, STR: 602586, VIT: 456, SPD: 1, LUK: 1, Attack: 1031880, Defense: 85450, Current HP: 646, A Avg: 8595560, D Avg: 119629, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 666: HP: 646, STR: 602586, VIT: 456, SPD: 1, LUK: 1, Attack: 1031880, Defense: 85450, Current HP: 646, A Avg: 8595560, D Avg: 119629, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 665: HP: 152, STR: 603150, VIT: 62, SPD: 1, LUK: 1, Attack: 1031907, Defense: 84198, Current HP: 152, A Avg: 8595785, D Avg: 117877, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 664: HP: 627, STR: 602398, VIT: 348, SPD: 1, LUK: 1, Attack: 1031907, Defense: 85342, Current HP: 627, A Avg: 8595785, D Avg: 119478, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 663: HP: 152, STR: 603150, VIT: 62, SPD: 1, LUK: 1, Attack: 1031907, Defense: 84198, Current HP: 152, A Avg: 8595785, D Avg: 117877, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 662: HP: 627, STR: 602398, VIT: 348, SPD: 1, LUK: 1, Attack: 1031907, Defense: 85342, Current HP: 627, A Avg: 8595785, D Avg: 119478, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 661: HP: 152, STR: 603150, VIT: 62, SPD: 1, LUK: 1, Attack: 1031907, Defense: 84198, Current HP: 152, A Avg: 8595785, D Avg: 117877, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 660: HP: 627, STR: 602398, VIT: 348, SPD: 1, LUK: 1, Attack: 1031907, Defense: 85342, Current HP: 627, A Avg: 8595785, D Avg: 119478, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 659: HP: 152, STR: 603150, VIT: 62, SPD: 1, LUK: 1, Attack: 1031907, Defense: 84198, Current HP: 152, A Avg: 8595785, D Avg: 117877, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 658: HP: 627, STR: 602398, VIT: 348, SPD: 1, LUK: 1, Attack: 1031907, Defense: 85342, Current HP: 627, A Avg: 8595785, D Avg: 119478, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 657: HP: 152, STR: 603150, VIT: 62, SPD: 1, LUK: 1, Attack: 1031907, Defense: 84198, Current HP: 152, A Avg: 8595785, D Avg: 117877, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 656: HP: 627, STR: 602398, VIT: 348, SPD: 1, LUK: 1, Attack: 1031907, Defense: 85342, Current HP: 627, A Avg: 8595785, D Avg: 119478, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 655: HP: 300, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031991, Defense: 84796, Current HP: 300, A Avg: 8596485, D Avg: 118714, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 654: HP: 300, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031991, Defense: 84796, Current HP: 300, A Avg: 8596485, D Avg: 118714, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 653: HP: 300, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031991, Defense: 84796, Current HP: 300, A Avg: 8596485, D Avg: 118714, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 652: HP: 300, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031991, Defense: 84796, Current HP: 300, A Avg: 8596485, D Avg: 118714, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 651: HP: 300, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031991, Defense: 84796, Current HP: 300, A Avg: 8596485, D Avg: 118714, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 650: HP: 247, STR: 603996, VIT: 29, SPD: 1, LUK: 1, Attack: 1031995, Defense: 86817, Current HP: 247, A Avg: 8596518, D Avg: 121543, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 649: HP: 247, STR: 603996, VIT: 29, SPD: 1, LUK: 1, Attack: 1031995, Defense: 86817, Current HP: 247, A Avg: 8596518, D Avg: 121543, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 648: HP: 247, STR: 603996, VIT: 29, SPD: 1, LUK: 1, Attack: 1031995, Defense: 86817, Current HP: 247, A Avg: 8596518, D Avg: 121543, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 647: HP: 247, STR: 603996, VIT: 29, SPD: 1, LUK: 1, Attack: 1031995, Defense: 86817, Current HP: 247, A Avg: 8596518, D Avg: 121543, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 646: HP: 247, STR: 603996, VIT: 29, SPD: 1, LUK: 1, Attack: 1031995, Defense: 86817, Current HP: 247, A Avg: 8596518, D Avg: 121543, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 645: HP: 266, STR: 604020, VIT: 29, SPD: 1, LUK: 1, Attack: 1032212, Defense: 86817, Current HP: 266, A Avg: 8598325, D Avg: 121543, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 644: HP: 266, STR: 604020, VIT: 29, SPD: 1, LUK: 1, Attack: 1032212, Defense: 86817, Current HP: 266, A Avg: 8598325, D Avg: 121543, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 643: HP: 266, STR: 604020, VIT: 29, SPD: 1, LUK: 1, Attack: 1032212, Defense: 86817, Current HP: 266, A Avg: 8598325, D Avg: 121543, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 642: HP: 266, STR: 604020, VIT: 29, SPD: 1, LUK: 1, Attack: 1032212, Defense: 86817, Current HP: 266, A Avg: 8598325, D Avg: 121543, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 641: HP: 266, STR: 604020, VIT: 29, SPD: 1, LUK: 1, Attack: 1032212, Defense: 86817, Current HP: 266, A Avg: 8598325, D Avg: 121543, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 640: HP: 152, STR: 603620, VIT: 62, SPD: 1, LUK: 1, Attack: 1032612, Defense: 84406, Current HP: 152, A Avg: 8601657, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 639: HP: 152, STR: 603620, VIT: 62, SPD: 1, LUK: 1, Attack: 1032612, Defense: 84406, Current HP: 152, A Avg: 8601657, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 638: HP: 152, STR: 603620, VIT: 62, SPD: 1, LUK: 1, Attack: 1032612, Defense: 84406, Current HP: 152, A Avg: 8601657, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 637: HP: 152, STR: 603620, VIT: 62, SPD: 1, LUK: 1, Attack: 1032612, Defense: 84406, Current HP: 152, A Avg: 8601657, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 636: HP: 152, STR: 603620, VIT: 62, SPD: 1, LUK: 1, Attack: 1032612, Defense: 84406, Current HP: 152, A Avg: 8601657, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 635: HP: 722, STR: 604067, VIT: 295, SPD: 1, LUK: 1, Attack: 1032850, Defense: 85159, Current HP: 722, A Avg: 8603640, D Avg: 119222, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 634: HP: 722, STR: 604067, VIT: 295, SPD: 1, LUK: 1, Attack: 1032850, Defense: 85159, Current HP: 722, A Avg: 8603640, D Avg: 119222, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 633: HP: 722, STR: 604067, VIT: 295, SPD: 1, LUK: 1, Attack: 1032850, Defense: 85159, Current HP: 722, A Avg: 8603640, D Avg: 119222, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 632: HP: 722, STR: 604067, VIT: 295, SPD: 1, LUK: 1, Attack: 1032850, Defense: 85159, Current HP: 722, A Avg: 8603640, D Avg: 119222, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 631: HP: 722, STR: 604067, VIT: 295, SPD: 1, LUK: 1, Attack: 1032850, Defense: 85159, Current HP: 722, A Avg: 8603640, D Avg: 119222, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 630: HP: 266, STR: 603244, VIT: 124, SPD: 1, LUK: 1, Attack: 1032867, Defense: 84260, Current HP: 266, A Avg: 8603782, D Avg: 117963, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 629: HP: 266, STR: 603244, VIT: 124, SPD: 1, LUK: 1, Attack: 1032867, Defense: 84260, Current HP: 266, A Avg: 8603782, D Avg: 117963, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 628: HP: 266, STR: 603244, VIT: 124, SPD: 1, LUK: 1, Attack: 1032867, Defense: 84260, Current HP: 266, A Avg: 8603782, D Avg: 117963, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 627: HP: 266, STR: 603244, VIT: 124, SPD: 1, LUK: 1, Attack: 1032867, Defense: 84260, Current HP: 266, A Avg: 8603782, D Avg: 117963, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 626: HP: 266, STR: 603244, VIT: 124, SPD: 1, LUK: 1, Attack: 1032867, Defense: 84260, Current HP: 266, A Avg: 8603782, D Avg: 117963, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 625: HP: 247, STR: 603056, VIT: 20, SPD: 1, LUK: 1, Attack: 1032894, Defense: 84156, Current HP: 247, A Avg: 8604007, D Avg: 117818, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 624: HP: 247, STR: 603056, VIT: 20, SPD: 1, LUK: 1, Attack: 1032894, Defense: 84156, Current HP: 247, A Avg: 8604007, D Avg: 117818, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 623: HP: 247, STR: 603056, VIT: 20, SPD: 1, LUK: 1, Attack: 1032894, Defense: 84156, Current HP: 247, A Avg: 8604007, D Avg: 117818, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 622: HP: 247, STR: 603056, VIT: 20, SPD: 1, LUK: 1, Attack: 1032894, Defense: 84156, Current HP: 247, A Avg: 8604007, D Avg: 117818, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 621: HP: 247, STR: 603056, VIT: 20, SPD: 1, LUK: 1, Attack: 1032894, Defense: 84156, Current HP: 247, A Avg: 8604007, D Avg: 117818, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 620: HP: 342, STR: 604090, VIT: 62, SPD: 1, LUK: 1, Attack: 1033317, Defense: 86850, Current HP: 342, A Avg: 8607530, D Avg: 121589, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 619: HP: 342, STR: 604090, VIT: 62, SPD: 1, LUK: 1, Attack: 1033317, Defense: 86850, Current HP: 342, A Avg: 8607530, D Avg: 121589, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 618: HP: 342, STR: 604090, VIT: 62, SPD: 1, LUK: 1, Attack: 1033317, Defense: 86850, Current HP: 342, A Avg: 8607530, D Avg: 121589, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 617: HP: 342, STR: 604090, VIT: 62, SPD: 1, LUK: 1, Attack: 1033317, Defense: 86850, Current HP: 342, A Avg: 8607530, D Avg: 121589, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 616: HP: 342, STR: 604090, VIT: 62, SPD: 1, LUK: 1, Attack: 1033317, Defense: 86850, Current HP: 342, A Avg: 8607530, D Avg: 121589, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 615: HP: 399, STR: 602422, VIT: 249, SPD: 1, LUK: 1, Attack: 1033366, Defense: 84671, Current HP: 399, A Avg: 8607938, D Avg: 118539, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 614: HP: 399, STR: 602422, VIT: 249, SPD: 1, LUK: 1, Attack: 1033366, Defense: 84671, Current HP: 399, A Avg: 8607938, D Avg: 118539, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 613: HP: 399, STR: 602422, VIT: 249, SPD: 1, LUK: 1, Attack: 1033366, Defense: 84671, Current HP: 399, A Avg: 8607938, D Avg: 118539, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 612: HP: 399, STR: 602422, VIT: 249, SPD: 1, LUK: 1, Attack: 1033366, Defense: 84671, Current HP: 399, A Avg: 8607938, D Avg: 118539, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 611: HP: 399, STR: 602422, VIT: 249, SPD: 1, LUK: 1, Attack: 1033366, Defense: 84671, Current HP: 399, A Avg: 8607938, D Avg: 118539, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 610: HP: 114, STR: 604863, VIT: 41, SPD: 1, LUK: 1, Attack: 1033459, Defense: 84047, Current HP: 114, A Avg: 8608713, D Avg: 117665, [Serpent[144, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 609: HP: 95, STR: 604863, VIT: 31, SPD: 1, LUK: 1, Attack: 1033459, Defense: 85701, Current HP: 95, A Avg: 8608713, D Avg: 119981, [Serpent[144, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 608: HP: 266, STR: 604029, VIT: 35, SPD: 1, LUK: 1, Attack: 1033493, Defense: 86823, Current HP: 266, A Avg: 8608996, D Avg: 121552, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 607: HP: 266, STR: 604029, VIT: 35, SPD: 1, LUK: 1, Attack: 1033493, Defense: 86823, Current HP: 266, A Avg: 8608996, D Avg: 121552, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 606: HP: 266, STR: 604029, VIT: 35, SPD: 1, LUK: 1, Attack: 1033493, Defense: 86823, Current HP: 266, A Avg: 8608996, D Avg: 121552, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 605: HP: 266, STR: 604029, VIT: 35, SPD: 1, LUK: 1, Attack: 1033493, Defense: 86823, Current HP: 266, A Avg: 8608996, D Avg: 121552, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
