Rank 1000: HP: 1083, STR: 602981, VIT: 1150, SPD: 15, LUK: 1, Attack: 1032473, Defense: 87938, Current HP: 1083, A Avg: 8600500, D Avg: 123113, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 653: HP: 541, STR: 603682, VIT: 419, SPD: 15, LUK: 1, Attack: 1033833, Defense: 87337, Current HP: 541, A Avg: 8611828, D Avg: 122271, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 652: HP: 456, STR: 603682, VIT: 400, SPD: 15, LUK: 1, Attack: 1033833, Defense: 84991, Current HP: 456, A Avg: 8611828, D Avg: 118987, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 651: HP: 541, STR: 603682, VIT: 419, SPD: 15, LUK: 1, Attack: 1033833, Defense: 87337, Current HP: 541, A Avg: 8611828, D Avg: 122271, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 650: HP: 456, STR: 603682, VIT: 400, SPD: 15, LUK: 1, Attack: 1033833, Defense: 84991, Current HP: 456, A Avg: 8611828, D Avg: 118987, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 649: HP: 541, STR: 603682, VIT: 419, SPD: 15, LUK: 1, Attack: 1033833, Defense: 87337, Current HP: 541, A Avg: 8611828, D Avg: 122271, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 648: HP: 456, STR: 603682, VIT: 400, SPD: 15, LUK: 1, Attack: 1033833, Defense: 84991, Current HP: 456, A Avg: 8611828, D Avg: 118987, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 647: HP: 541, STR: 603682, VIT: 419, SPD: 15, LUK: 1, Attack: 1033833, Defense: 87337, Current HP: 541, A Avg: 8611828, D Avg: 122271, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 646: HP: 456, STR: 603682, VIT: 400, SPD: 15, LUK: 1, Attack: 1033833, Defense: 84991, Current HP: 456, A Avg: 8611828, D Avg: 118987, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 645: HP: 541, STR: 603682, VIT: 419, SPD: 15, LUK: 1, Attack: 1033833, Defense: 87337, Current HP: 541, A Avg: 8611828, D Avg: 122271, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 644: HP: 798, STR: 605480, VIT: 773, SPD: 15, LUK: 1, Attack: 1034034, Defense: 88341, Current HP: 798, A Avg: 8613503, D Avg: 123677, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 643: HP: 893, STR: 605480, VIT: 832, SPD: 15, LUK: 1, Attack: 1034034, Defense: 88400, Current HP: 893, A Avg: 8613503, D Avg: 123759, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 642: HP: 893, STR: 605480, VIT: 794, SPD: 15, LUK: 1, Attack: 1034034, Defense: 88362, Current HP: 893, A Avg: 8613503, D Avg: 123706, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 641: HP: 1026, STR: 605509, VIT: 809, SPD: 15, LUK: 1, Attack: 1034077, Defense: 88377, Current HP: 1026, A Avg: 8613861, D Avg: 123727, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 640: HP: 860, STR: 603874, VIT: 462, SPD: 15, LUK: 1, Attack: 1034121, Defense: 86574, Current HP: 860, A Avg: 8614227, D Avg: 121203, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 639: HP: 860, STR: 603874, VIT: 462, SPD: 15, LUK: 1, Attack: 1034121, Defense: 86574, Current HP: 860, A Avg: 8614227, D Avg: 121203, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 638: HP: 860, STR: 603874, VIT: 462, SPD: 15, LUK: 1, Attack: 1034121, Defense: 86574, Current HP: 860, A Avg: 8614227, D Avg: 121203, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 637: HP: 860, STR: 603874, VIT: 462, SPD: 15, LUK: 1, Attack: 1034121, Defense: 86574, Current HP: 860, A Avg: 8614227, D Avg: 121203, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 636: HP: 860, STR: 603874, VIT: 462, SPD: 15, LUK: 1, Attack: 1034121, Defense: 86574, Current HP: 860, A Avg: 8614227, D Avg: 121203, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 635: HP: 323, STR: 604636, VIT: 342, SPD: 17, LUK: 1, Attack: 1034136, Defense: 84686, Current HP: 323, A Avg: 8614352, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 634: HP: 323, STR: 604636, VIT: 342, SPD: 17, LUK: 1, Attack: 1034136, Defense: 84686, Current HP: 323, A Avg: 8614352, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 633: HP: 323, STR: 604636, VIT: 342, SPD: 17, LUK: 1, Attack: 1034136, Defense: 84686, Current HP: 323, A Avg: 8614352, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 632: HP: 323, STR: 604636, VIT: 342, SPD: 17, LUK: 1, Attack: 1034136, Defense: 84686, Current HP: 323, A Avg: 8614352, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 631: HP: 323, STR: 604636, VIT: 342, SPD: 17, LUK: 1, Attack: 1034136, Defense: 84686, Current HP: 323, A Avg: 8614352, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 630: HP: 798, STR: 603921, VIT: 661, SPD: 15, LUK: 1, Attack: 1034191, Defense: 85655, Current HP: 798, A Avg: 8614811, D Avg: 119916, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 629: HP: 798, STR: 603921, VIT: 661, SPD: 15, LUK: 1, Attack: 1034191, Defense: 85655, Current HP: 798, A Avg: 8614811, D Avg: 119916, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 628: HP: 798, STR: 603921, VIT: 661, SPD: 15, LUK: 1, Attack: 1034191, Defense: 85655, Current HP: 798, A Avg: 8614811, D Avg: 119916, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 627: HP: 798, STR: 603921, VIT: 661, SPD: 15, LUK: 1, Attack: 1034191, Defense: 85655, Current HP: 798, A Avg: 8614811, D Avg: 119916, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 626: HP: 798, STR: 603921, VIT: 661, SPD: 15, LUK: 1, Attack: 1034191, Defense: 85655, Current HP: 798, A Avg: 8614811, D Avg: 119916, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 625: HP: 978, STR: 604998, VIT: 550, SPD: 15, LUK: 1, Attack: 1034247, Defense: 85414, Current HP: 978, A Avg: 8615277, D Avg: 119579, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 624: HP: 978, STR: 604998, VIT: 550, SPD: 15, LUK: 1, Attack: 1034247, Defense: 85414, Current HP: 978, A Avg: 8615277, D Avg: 119579, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 623: HP: 978, STR: 604998, VIT: 550, SPD: 15, LUK: 1, Attack: 1034247, Defense: 85414, Current HP: 978, A Avg: 8615277, D Avg: 119579, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 622: HP: 978, STR: 604998, VIT: 550, SPD: 15, LUK: 1, Attack: 1034247, Defense: 85414, Current HP: 978, A Avg: 8615277, D Avg: 119579, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 621: HP: 978, STR: 604998, VIT: 550, SPD: 15, LUK: 1, Attack: 1034247, Defense: 85414, Current HP: 978, A Avg: 8615277, D Avg: 119579, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 620: HP: 655, STR: 603014, VIT: 641, SPD: 17, LUK: 1, Attack: 1034254, Defense: 85063, Current HP: 655, A Avg: 8615335, D Avg: 119088, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 619: HP: 655, STR: 603014, VIT: 641, SPD: 17, LUK: 1, Attack: 1034254, Defense: 85063, Current HP: 655, A Avg: 8615335, D Avg: 119088, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 618: HP: 655, STR: 603014, VIT: 641, SPD: 17, LUK: 1, Attack: 1034254, Defense: 85063, Current HP: 655, A Avg: 8615335, D Avg: 119088, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 617: HP: 655, STR: 603014, VIT: 641, SPD: 17, LUK: 1, Attack: 1034254, Defense: 85063, Current HP: 655, A Avg: 8615335, D Avg: 119088, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 616: HP: 655, STR: 603014, VIT: 641, SPD: 17, LUK: 1, Attack: 1034254, Defense: 85063, Current HP: 655, A Avg: 8615335, D Avg: 119088, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 615: HP: 624, STR: 603639, VIT: 342, SPD: 15, LUK: 1, Attack: 1034275, Defense: 85076, Current HP: 624, A Avg: 8615510, D Avg: 119106, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 614: HP: 624, STR: 603639, VIT: 342, SPD: 15, LUK: 1, Attack: 1034275, Defense: 85076, Current HP: 624, A Avg: 8615510, D Avg: 119106, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 613: HP: 624, STR: 603639, VIT: 342, SPD: 15, LUK: 1, Attack: 1034275, Defense: 85076, Current HP: 624, A Avg: 8615510, D Avg: 119106, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 612: HP: 624, STR: 603639, VIT: 342, SPD: 15, LUK: 1, Attack: 1034275, Defense: 85076, Current HP: 624, A Avg: 8615510, D Avg: 119106, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 611: HP: 624, STR: 603639, VIT: 342, SPD: 15, LUK: 1, Attack: 1034275, Defense: 85076, Current HP: 624, A Avg: 8615510, D Avg: 119106, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 610: HP: 798, STR: 605648, VIT: 856, SPD: 15, LUK: 1, Attack: 1034286, Defense: 88424, Current HP: 798, A Avg: 8615602, D Avg: 123793, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 609: HP: 541, STR: 605430, VIT: 340, SPD: 19, LUK: 1, Attack: 1034310, Defense: 84346, Current HP: 541, A Avg: 8615802, D Avg: 118084, [Serpent[144, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 608: HP: 522, STR: 605430, VIT: 1226, SPD: 19, LUK: 1, Attack: 1034310, Defense: 86896, Current HP: 522, A Avg: 8615802, D Avg: 121654, [Serpent[144, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 607: HP: 608, STR: 604217, VIT: 423, SPD: 17, LUK: 1, Attack: 1034327, Defense: 84559, Current HP: 608, A Avg: 8615943, D Avg: 118382, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 606: HP: 608, STR: 604217, VIT: 423, SPD: 17, LUK: 1, Attack: 1034327, Defense: 84559, Current HP: 608, A Avg: 8615943, D Avg: 118382, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 605: HP: 608, STR: 604217, VIT: 423, SPD: 17, LUK: 1, Attack: 1034327, Defense: 84559, Current HP: 608, A Avg: 8615943, D Avg: 118382, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 604: HP: 608, STR: 604217, VIT: 423, SPD: 17, LUK: 1, Attack: 1034327, Defense: 84559, Current HP: 608, A Avg: 8615943, D Avg: 118382, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 603: HP: 608, STR: 604217, VIT: 423, SPD: 17, LUK: 1, Attack: 1034327, Defense: 84559, Current HP: 608, A Avg: 8615943, D Avg: 118382, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 602: HP: 594, STR: 605509, VIT: 340, SPD: 19, LUK: 1, Attack: 1034428, Defense: 84840, Current HP: 594, A Avg: 8616785, D Avg: 118775, [Serpent[144, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 601: HP: 969, STR: 605774, VIT: 939, SPD: 19, LUK: 1, Attack: 1034475, Defense: 88507, Current HP: 969, A Avg: 8617176, D Avg: 123909, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 600: HP: 798, STR: 605539, VIT: 773, SPD: 15, LUK: 1, Attack: 1034532, Defense: 88341, Current HP: 798, A Avg: 8617651, D Avg: 123677, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 599: HP: 893, STR: 605539, VIT: 832, SPD: 15, LUK: 1, Attack: 1034532, Defense: 88400, Current HP: 893, A Avg: 8617651, D Avg: 123759, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 598: HP: 893, STR: 605539, VIT: 794, SPD: 15, LUK: 1, Attack: 1034532, Defense: 88362, Current HP: 893, A Avg: 8617651, D Avg: 123706, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 597: HP: 1026, STR: 605568, VIT: 809, SPD: 15, LUK: 1, Attack: 1034575, Defense: 88377, Current HP: 1026, A Avg: 8618009, D Avg: 123727, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 596: HP: 541, STR: 605669, VIT: 321, SPD: 19, LUK: 1, Attack: 1034668, Defense: 84184, Current HP: 541, A Avg: 8618784, D Avg: 117857, [Serpent[144, 230, 230, 230], Small Sword[218, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 595: HP: 630, STR: 605719, VIT: 350, SPD: 19, LUK: 1, Attack: 1034743, Defense: 84356, Current HP: 630, A Avg: 8619409, D Avg: 118098, [Serpent[144, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 594: HP: 665, STR: 605745, VIT: 340, SPD: 19, LUK: 1, Attack: 1034782, Defense: 84229, Current HP: 665, A Avg: 8619734, D Avg: 117920, [Serpent[144, 230, 230, 230], Small Lion[219, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 593: HP: 798, STR: 605707, VIT: 856, SPD: 15, LUK: 1, Attack: 1034784, Defense: 88424, Current HP: 798, A Avg: 8619750, D Avg: 123793, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 592: HP: 744, STR: 604960, VIT: 109, SPD: 17, LUK: 1, Attack: 1034890, Defense: 86897, Current HP: 744, A Avg: 8620633, D Avg: 121655, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 591: HP: 744, STR: 604960, VIT: 109, SPD: 17, LUK: 1, Attack: 1034890, Defense: 86897, Current HP: 744, A Avg: 8620633, D Avg: 121655, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 590: HP: 744, STR: 604960, VIT: 109, SPD: 17, LUK: 1, Attack: 1034890, Defense: 86897, Current HP: 744, A Avg: 8620633, D Avg: 121655, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 589: HP: 744, STR: 604960, VIT: 109, SPD: 17, LUK: 1, Attack: 1034890, Defense: 86897, Current HP: 744, A Avg: 8620633, D Avg: 121655, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 588: HP: 744, STR: 604960, VIT: 109, SPD: 17, LUK: 1, Attack: 1034890, Defense: 86897, Current HP: 744, A Avg: 8620633, D Avg: 121655, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 587: HP: 1092, STR: 605850, VIT: 987, SPD: 19, LUK: 1, Attack: 1034940, Defense: 88555, Current HP: 1092, A Avg: 8621050, D Avg: 123976, [Serpent[144, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 586: HP: 969, STR: 605833, VIT: 939, SPD: 19, LUK: 1, Attack: 1034973, Defense: 88507, Current HP: 969, A Avg: 8621325, D Avg: 123909, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 585: HP: 608, STR: 604730, VIT: 423, SPD: 17, LUK: 1, Attack: 1035096, Defense: 84767, Current HP: 608, A Avg: 8622349, D Avg: 118673, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 584: HP: 608, STR: 604730, VIT: 423, SPD: 17, LUK: 1, Attack: 1035096, Defense: 84767, Current HP: 608, A Avg: 8622349, D Avg: 118673, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 583: HP: 608, STR: 604730, VIT: 423, SPD: 17, LUK: 1, Attack: 1035096, Defense: 84767, Current HP: 608, A Avg: 8622349, D Avg: 118673, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 582: HP: 608, STR: 604730, VIT: 423, SPD: 17, LUK: 1, Attack: 1035096, Defense: 84767, Current HP: 608, A Avg: 8622349, D Avg: 118673, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 581: HP: 608, STR: 604730, VIT: 423, SPD: 17, LUK: 1, Attack: 1035096, Defense: 84767, Current HP: 608, A Avg: 8622349, D Avg: 118673, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 580: HP: 684, STR: 605402, VIT: 342, SPD: 17, LUK: 1, Attack: 1035285, Defense: 87130, Current HP: 684, A Avg: 8623924, D Avg: 121981, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 579: HP: 684, STR: 605402, VIT: 342, SPD: 17, LUK: 1, Attack: 1035285, Defense: 87130, Current HP: 684, A Avg: 8623924, D Avg: 121981, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 578: HP: 684, STR: 605402, VIT: 342, SPD: 17, LUK: 1, Attack: 1035285, Defense: 87130, Current HP: 684, A Avg: 8623924, D Avg: 121981, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 577: HP: 684, STR: 605402, VIT: 342, SPD: 17, LUK: 1, Attack: 1035285, Defense: 87130, Current HP: 684, A Avg: 8623924, D Avg: 121981, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 576: HP: 684, STR: 605402, VIT: 342, SPD: 17, LUK: 1, Attack: 1035285, Defense: 87130, Current HP: 684, A Avg: 8623924, D Avg: 121981, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 575: HP: 418, STR: 604664, VIT: 226, SPD: 17, LUK: 1, Attack: 1035306, Defense: 84362, Current HP: 418, A Avg: 8624098, D Avg: 118106, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 574: HP: 418, STR: 604664, VIT: 226, SPD: 17, LUK: 1, Attack: 1035306, Defense: 84362, Current HP: 418, A Avg: 8624098, D Avg: 118106, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 573: HP: 418, STR: 604664, VIT: 226, SPD: 17, LUK: 1, Attack: 1035306, Defense: 84362, Current HP: 418, A Avg: 8624098, D Avg: 118106, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 572: HP: 418, STR: 604664, VIT: 226, SPD: 17, LUK: 1, Attack: 1035306, Defense: 84362, Current HP: 418, A Avg: 8624098, D Avg: 118106, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 571: HP: 418, STR: 604664, VIT: 226, SPD: 17, LUK: 1, Attack: 1035306, Defense: 84362, Current HP: 418, A Avg: 8624098, D Avg: 118106, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 570: HP: 522, STR: 606169, VIT: 292, SPD: 19, LUK: 1, Attack: 1035418, Defense: 84480, Current HP: 522, A Avg: 8625031, D Avg: 118271, [Serpent[144, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 569: HP: 522, STR: 605539, VIT: 369, SPD: 19, LUK: 1, Attack: 1035546, Defense: 84375, Current HP: 522, A Avg: 8626098, D Avg: 118124, [Kraken[145, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 568: HP: 503, STR: 605539, VIT: 1255, SPD: 19, LUK: 1, Attack: 1035546, Defense: 86925, Current HP: 503, A Avg: 8626098, D Avg: 121694, [Kraken[145, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 567: HP: 575, STR: 605619, VIT: 369, SPD: 19, LUK: 1, Attack: 1035666, Defense: 84869, Current HP: 575, A Avg: 8627097, D Avg: 118816, [Kraken[145, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 566: HP: 646, STR: 606438, VIT: 392, SPD: 19, LUK: 1, Attack: 1035822, Defense: 85620, Current HP: 646, A Avg: 8628397, D Avg: 119867, [Serpent[144, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 565: HP: 613, STR: 605551, VIT: 419, SPD: 19, LUK: 1, Attack: 1035891, Defense: 84425, Current HP: 613, A Avg: 8628972, D Avg: 118194, [White Snake[160, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 564: HP: 594, STR: 605551, VIT: 1305, SPD: 19, LUK: 1, Attack: 1035891, Defense: 86975, Current HP: 594, A Avg: 8628972, D Avg: 121764, [White Snake[160, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 563: HP: 522, STR: 605778, VIT: 350, SPD: 19, LUK: 1, Attack: 1035904, Defense: 84213, Current HP: 522, A Avg: 8629080, D Avg: 117898, [Kraken[145, 230, 230, 230], Small Sword[218, 230, 230, 230], Black Box[323, 230, 230, 230]]
