Rank 1000: HP: 874, STR: 180, VIT: 71, SPD: 15, LUK: 2, Attack: 138550, Defense: 83999, Current HP: 874, A Avg: 1154121, D Avg: 117598, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 654: HP: 840, STR: 368, VIT: 481, SPD: 15, LUK: 1, Attack: 138832, Defense: 87269, Current HP: 840, A Avg: 1156470, D Avg: 122176, [Big Bang[171, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 653: HP: 2004, STR: 368, VIT: 41, SPD: 15, LUK: 1, Attack: 138832, Defense: 85958, Current HP: 2004, A Avg: 1156470, D Avg: 120341, [Big Bang[171, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 652: HP: 1224, STR: 368, VIT: 192, SPD: 15, LUK: 1, Attack: 138832, Defense: 84926, Current HP: 1224, A Avg: 1156470, D Avg: 118896, [Big Bang[171, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 651: HP: 1070, STR: 368, VIT: 153, SPD: 15, LUK: 1, Attack: 138832, Defense: 85628, Current HP: 1070, A Avg: 1156470, D Avg: 119879, [Big Bang[171, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 650: HP: 988, STR: 368, VIT: 237, SPD: 15, LUK: 1, Attack: 138832, Defense: 85205, Current HP: 988, A Avg: 1156470, D Avg: 119286, [Big Bang[171, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 649: HP: 912, STR: 368, VIT: 371, SPD: 15, LUK: 1, Attack: 138832, Defense: 87211, Current HP: 912, A Avg: 1156470, D Avg: 122095, [Big Bang[171, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 648: HP: 1110, STR: 368, VIT: 207, SPD: 15, LUK: 1, Attack: 138832, Defense: 87632, Current HP: 1110, A Avg: 1156470, D Avg: 122684, [Big Bang[171, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 647: HP: 798, STR: 368, VIT: 39, SPD: 15, LUK: 1, Attack: 138832, Defense: 86828, Current HP: 798, A Avg: 1156470, D Avg: 121559, [Big Bang[171, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 646: HP: 798, STR: 368, VIT: 412, SPD: 15, LUK: 1, Attack: 138832, Defense: 90190, Current HP: 798, A Avg: 1156470, D Avg: 126265, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 645: HP: 1273, STR: 368, VIT: 748, SPD: 15, LUK: 1, Attack: 138832, Defense: 87536, Current HP: 1273, A Avg: 1156470, D Avg: 122550, [Big Bang[171, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 644: HP: 1083, STR: 368, VIT: 209, SPD: 17, LUK: 1, Attack: 138832, Defense: 86087, Current HP: 1083, A Avg: 1156470, D Avg: 120521, [Big Bang[171, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 643: HP: 1231, STR: 368, VIT: 267, SPD: 15, LUK: 1, Attack: 138832, Defense: 86483, Current HP: 1231, A Avg: 1156470, D Avg: 121076, [Big Bang[171, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 642: HP: 1240, STR: 368, VIT: 529, SPD: 15, LUK: 1, Attack: 138832, Defense: 87564, Current HP: 1240, A Avg: 1156470, D Avg: 122589, [Big Bang[171, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 641: HP: 840, STR: 368, VIT: 263, SPD: 15, LUK: 1, Attack: 138832, Defense: 87311, Current HP: 840, A Avg: 1156470, D Avg: 122235, [Big Bang[171, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 640: HP: 881, STR: 2647, VIT: 389, SPD: 19, LUK: 1, Attack: 138834, Defense: 84525, Current HP: 881, A Avg: 1156487, D Avg: 118334, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 639: HP: 1606, STR: 377, VIT: 632, SPD: 18, LUK: 1, Attack: 138845, Defense: 86744, Current HP: 1606, A Avg: 1156578, D Avg: 121441, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 638: HP: 906, STR: 380, VIT: 97, SPD: 15, LUK: 2, Attack: 138850, Defense: 84103, Current HP: 906, A Avg: 1156620, D Avg: 117744, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 637: HP: 817, STR: 380, VIT: 87, SPD: 15, LUK: 1, Attack: 138850, Defense: 84093, Current HP: 817, A Avg: 1156620, D Avg: 117730, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 636: HP: 798, STR: 380, VIT: 973, SPD: 15, LUK: 1, Attack: 138850, Defense: 86643, Current HP: 798, A Avg: 1156620, D Avg: 121300, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 635: HP: 969, STR: 381, VIT: 273, SPD: 20, LUK: 1, Attack: 138851, Defense: 84298, Current HP: 969, A Avg: 1156628, D Avg: 118017, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 634: HP: 921, STR: 381, VIT: 253, SPD: 15, LUK: 1, Attack: 138851, Defense: 87171, Current HP: 921, A Avg: 1156628, D Avg: 122039, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 633: HP: 1016, STR: 381, VIT: 311, SPD: 15, LUK: 1, Attack: 138851, Defense: 87229, Current HP: 1016, A Avg: 1156628, D Avg: 122120, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 632: HP: 1016, STR: 381, VIT: 273, SPD: 15, LUK: 1, Attack: 138851, Defense: 87191, Current HP: 1016, A Avg: 1156628, D Avg: 122067, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 631: HP: 1111, STR: 381, VIT: 528, SPD: 15, LUK: 1, Attack: 138851, Defense: 87446, Current HP: 1111, A Avg: 1156628, D Avg: 122424, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 630: HP: 640, STR: 2659, VIT: 143, SPD: 15, LUK: 1, Attack: 138852, Defense: 83866, Current HP: 640, A Avg: 1156637, D Avg: 117412, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 629: HP: 740, STR: 2659, VIT: 201, SPD: 15, LUK: 1, Attack: 138852, Defense: 83924, Current HP: 740, A Avg: 1156637, D Avg: 117493, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 628: HP: 740, STR: 2659, VIT: 163, SPD: 15, LUK: 1, Attack: 138852, Defense: 83886, Current HP: 740, A Avg: 1156637, D Avg: 117440, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 627: HP: 640, STR: 2659, VIT: 143, SPD: 15, LUK: 1, Attack: 138852, Defense: 83876, Current HP: 640, A Avg: 1156637, D Avg: 117426, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 626: HP: 740, STR: 2659, VIT: 201, SPD: 15, LUK: 1, Attack: 138852, Defense: 83934, Current HP: 740, A Avg: 1156637, D Avg: 117507, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 625: HP: 740, STR: 2659, VIT: 163, SPD: 15, LUK: 1, Attack: 138852, Defense: 83896, Current HP: 740, A Avg: 1156637, D Avg: 117454, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 624: HP: 608, STR: 2659, VIT: 160, SPD: 15, LUK: 1, Attack: 138852, Defense: 84029, Current HP: 608, A Avg: 1156637, D Avg: 117640, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 623: HP: 703, STR: 2659, VIT: 221, SPD: 15, LUK: 1, Attack: 138852, Defense: 84090, Current HP: 703, A Avg: 1156637, D Avg: 117725, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 622: HP: 703, STR: 2659, VIT: 182, SPD: 15, LUK: 1, Attack: 138852, Defense: 84051, Current HP: 703, A Avg: 1156637, D Avg: 117671, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 621: HP: 608, STR: 2659, VIT: 167, SPD: 15, LUK: 1, Attack: 138852, Defense: 83971, Current HP: 608, A Avg: 1156637, D Avg: 117559, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 620: HP: 703, STR: 2659, VIT: 228, SPD: 15, LUK: 1, Attack: 138852, Defense: 84032, Current HP: 703, A Avg: 1156637, D Avg: 117644, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 619: HP: 703, STR: 2659, VIT: 189, SPD: 15, LUK: 1, Attack: 138852, Defense: 83993, Current HP: 703, A Avg: 1156637, D Avg: 117590, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 618: HP: 608, STR: 2659, VIT: 169, SPD: 15, LUK: 1, Attack: 138852, Defense: 84032, Current HP: 608, A Avg: 1156637, D Avg: 117644, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 617: HP: 703, STR: 2659, VIT: 230, SPD: 15, LUK: 1, Attack: 138852, Defense: 84093, Current HP: 703, A Avg: 1156637, D Avg: 117730, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 616: HP: 703, STR: 2659, VIT: 191, SPD: 15, LUK: 1, Attack: 138852, Defense: 84054, Current HP: 703, A Avg: 1156637, D Avg: 117675, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 615: HP: 608, STR: 2659, VIT: 191, SPD: 15, LUK: 1, Attack: 138852, Defense: 84080, Current HP: 608, A Avg: 1156637, D Avg: 117711, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 614: HP: 703, STR: 2659, VIT: 252, SPD: 15, LUK: 1, Attack: 138852, Defense: 84141, Current HP: 703, A Avg: 1156637, D Avg: 117797, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 613: HP: 703, STR: 2659, VIT: 213, SPD: 15, LUK: 1, Attack: 138852, Defense: 84102, Current HP: 703, A Avg: 1156637, D Avg: 117742, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 612: HP: 640, STR: 2659, VIT: 190, SPD: 15, LUK: 1, Attack: 138852, Defense: 84066, Current HP: 640, A Avg: 1156637, D Avg: 117692, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 611: HP: 740, STR: 2659, VIT: 249, SPD: 15, LUK: 1, Attack: 138852, Defense: 84125, Current HP: 740, A Avg: 1156637, D Avg: 117774, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 610: HP: 740, STR: 2659, VIT: 211, SPD: 15, LUK: 1, Attack: 138852, Defense: 84087, Current HP: 740, A Avg: 1156637, D Avg: 117721, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 609: HP: 712, STR: 2659, VIT: 208, SPD: 15, LUK: 1, Attack: 138852, Defense: 84045, Current HP: 712, A Avg: 1156637, D Avg: 117662, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 608: HP: 807, STR: 2659, VIT: 269, SPD: 15, LUK: 1, Attack: 138852, Defense: 84106, Current HP: 807, A Avg: 1156637, D Avg: 117748, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 607: HP: 807, STR: 2659, VIT: 230, SPD: 15, LUK: 1, Attack: 138852, Defense: 84067, Current HP: 807, A Avg: 1156637, D Avg: 117693, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 606: HP: 700, STR: 2659, VIT: 172, SPD: 15, LUK: 1, Attack: 138852, Defense: 83944, Current HP: 700, A Avg: 1156637, D Avg: 117521, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 605: HP: 800, STR: 2659, VIT: 230, SPD: 15, LUK: 1, Attack: 138852, Defense: 84002, Current HP: 800, A Avg: 1156637, D Avg: 117602, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 604: HP: 800, STR: 2659, VIT: 192, SPD: 15, LUK: 1, Attack: 138852, Defense: 83964, Current HP: 800, A Avg: 1156637, D Avg: 117549, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 603: HP: 740, STR: 2659, VIT: 190, SPD: 15, LUK: 1, Attack: 138852, Defense: 84209, Current HP: 740, A Avg: 1156637, D Avg: 117892, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 602: HP: 840, STR: 2659, VIT: 249, SPD: 15, LUK: 1, Attack: 138852, Defense: 84268, Current HP: 840, A Avg: 1156637, D Avg: 117975, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 601: HP: 840, STR: 2659, VIT: 211, SPD: 15, LUK: 1, Attack: 138852, Defense: 84230, Current HP: 840, A Avg: 1156637, D Avg: 117921, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 600: HP: 684, STR: 2659, VIT: 180, SPD: 15, LUK: 1, Attack: 138852, Defense: 84108, Current HP: 684, A Avg: 1156637, D Avg: 117751, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 599: HP: 779, STR: 2659, VIT: 241, SPD: 15, LUK: 1, Attack: 138852, Defense: 84169, Current HP: 779, A Avg: 1156637, D Avg: 117836, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 598: HP: 779, STR: 2659, VIT: 202, SPD: 15, LUK: 1, Attack: 138852, Defense: 84130, Current HP: 779, A Avg: 1156637, D Avg: 117781, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 597: HP: 866, STR: 2659, VIT: 257, SPD: 15, LUK: 1, Attack: 138852, Defense: 84819, Current HP: 866, A Avg: 1156637, D Avg: 118746, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 596: HP: 966, STR: 2659, VIT: 315, SPD: 15, LUK: 1, Attack: 138852, Defense: 84877, Current HP: 966, A Avg: 1156637, D Avg: 118827, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 595: HP: 966, STR: 2659, VIT: 278, SPD: 15, LUK: 1, Attack: 138852, Defense: 84840, Current HP: 966, A Avg: 1156637, D Avg: 118775, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 594: HP: 782, STR: 2659, VIT: 169, SPD: 15, LUK: 1, Attack: 138852, Defense: 84097, Current HP: 782, A Avg: 1156637, D Avg: 117735, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 593: HP: 877, STR: 2659, VIT: 230, SPD: 15, LUK: 1, Attack: 138852, Defense: 84158, Current HP: 877, A Avg: 1156637, D Avg: 117821, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 592: HP: 877, STR: 2659, VIT: 191, SPD: 15, LUK: 1, Attack: 138852, Defense: 84119, Current HP: 877, A Avg: 1156637, D Avg: 117766, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 591: HP: 640, STR: 2659, VIT: 585, SPD: 15, LUK: 1, Attack: 138852, Defense: 87373, Current HP: 640, A Avg: 1156637, D Avg: 122322, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 590: HP: 740, STR: 2659, VIT: 643, SPD: 15, LUK: 1, Attack: 138852, Defense: 87431, Current HP: 740, A Avg: 1156637, D Avg: 122403, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 589: HP: 740, STR: 2659, VIT: 605, SPD: 15, LUK: 1, Attack: 138852, Defense: 87393, Current HP: 740, A Avg: 1156637, D Avg: 122350, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 588: HP: 1814, STR: 2659, VIT: 150, SPD: 15, LUK: 1, Attack: 138852, Defense: 86067, Current HP: 1814, A Avg: 1156637, D Avg: 120493, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 587: HP: 1909, STR: 2659, VIT: 210, SPD: 15, LUK: 1, Attack: 138852, Defense: 86127, Current HP: 1909, A Avg: 1156637, D Avg: 120577, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 586: HP: 1909, STR: 2659, VIT: 171, SPD: 15, LUK: 1, Attack: 138852, Defense: 86088, Current HP: 1909, A Avg: 1156637, D Avg: 120523, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 585: HP: 1024, STR: 2659, VIT: 296, SPD: 15, LUK: 1, Attack: 138852, Defense: 85030, Current HP: 1024, A Avg: 1156637, D Avg: 119041, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 584: HP: 1124, STR: 2659, VIT: 354, SPD: 15, LUK: 1, Attack: 138852, Defense: 85088, Current HP: 1124, A Avg: 1156637, D Avg: 119123, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 583: HP: 1124, STR: 2659, VIT: 317, SPD: 15, LUK: 1, Attack: 138852, Defense: 85051, Current HP: 1124, A Avg: 1156637, D Avg: 119071, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 582: HP: 870, STR: 2659, VIT: 257, SPD: 15, LUK: 1, Attack: 138852, Defense: 85732, Current HP: 870, A Avg: 1156637, D Avg: 120024, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 581: HP: 970, STR: 2659, VIT: 315, SPD: 15, LUK: 1, Attack: 138852, Defense: 85790, Current HP: 970, A Avg: 1156637, D Avg: 120105, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 580: HP: 970, STR: 2659, VIT: 278, SPD: 15, LUK: 1, Attack: 138852, Defense: 85753, Current HP: 970, A Avg: 1156637, D Avg: 120054, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 579: HP: 798, STR: 2659, VIT: 345, SPD: 15, LUK: 1, Attack: 138852, Defense: 85313, Current HP: 798, A Avg: 1156637, D Avg: 119438, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 578: HP: 893, STR: 2659, VIT: 406, SPD: 15, LUK: 1, Attack: 138852, Defense: 85374, Current HP: 893, A Avg: 1156637, D Avg: 119523, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 577: HP: 893, STR: 2659, VIT: 367, SPD: 15, LUK: 1, Attack: 138852, Defense: 85335, Current HP: 893, A Avg: 1156637, D Avg: 119468, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 576: HP: 722, STR: 2659, VIT: 475, SPD: 15, LUK: 1, Attack: 138852, Defense: 87315, Current HP: 722, A Avg: 1156637, D Avg: 122240, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 575: HP: 817, STR: 2659, VIT: 533, SPD: 15, LUK: 1, Attack: 138852, Defense: 87373, Current HP: 817, A Avg: 1156637, D Avg: 122322, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 574: HP: 817, STR: 2659, VIT: 495, SPD: 15, LUK: 1, Attack: 138852, Defense: 87335, Current HP: 817, A Avg: 1156637, D Avg: 122268, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 573: HP: 910, STR: 2659, VIT: 311, SPD: 15, LUK: 1, Attack: 138852, Defense: 87736, Current HP: 910, A Avg: 1156637, D Avg: 122830, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 572: HP: 1010, STR: 2659, VIT: 369, SPD: 15, LUK: 1, Attack: 138852, Defense: 87794, Current HP: 1010, A Avg: 1156637, D Avg: 122911, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 571: HP: 1010, STR: 2659, VIT: 332, SPD: 15, LUK: 1, Attack: 138852, Defense: 87757, Current HP: 1010, A Avg: 1156637, D Avg: 122859, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 570: HP: 608, STR: 2659, VIT: 143, SPD: 15, LUK: 1, Attack: 138852, Defense: 86932, Current HP: 608, A Avg: 1156637, D Avg: 121704, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 569: HP: 703, STR: 2659, VIT: 201, SPD: 15, LUK: 1, Attack: 138852, Defense: 86990, Current HP: 703, A Avg: 1156637, D Avg: 121785, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 568: HP: 703, STR: 2659, VIT: 163, SPD: 15, LUK: 1, Attack: 138852, Defense: 86952, Current HP: 703, A Avg: 1156637, D Avg: 121732, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 567: HP: 608, STR: 2659, VIT: 516, SPD: 15, LUK: 1, Attack: 138852, Defense: 90294, Current HP: 608, A Avg: 1156637, D Avg: 126411, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 566: HP: 703, STR: 2659, VIT: 574, SPD: 15, LUK: 1, Attack: 138852, Defense: 90352, Current HP: 703, A Avg: 1156637, D Avg: 126492, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 565: HP: 703, STR: 2659, VIT: 537, SPD: 15, LUK: 1, Attack: 138852, Defense: 90315, Current HP: 703, A Avg: 1156637, D Avg: 126440, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 564: HP: 1083, STR: 2659, VIT: 856, SPD: 15, LUK: 1, Attack: 138852, Defense: 87644, Current HP: 1083, A Avg: 1156637, D Avg: 122701, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 563: HP: 1178, STR: 2659, VIT: 917, SPD: 15, LUK: 1, Attack: 138852, Defense: 87705, Current HP: 1178, A Avg: 1156637, D Avg: 122786, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 562: HP: 1178, STR: 2659, VIT: 878, SPD: 15, LUK: 1, Attack: 138852, Defense: 87666, Current HP: 1178, A Avg: 1156637, D Avg: 122732, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 561: HP: 893, STR: 2659, VIT: 313, SPD: 17, LUK: 1, Attack: 138852, Defense: 86191, Current HP: 893, A Avg: 1156637, D Avg: 120667, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 560: HP: 988, STR: 2659, VIT: 371, SPD: 17, LUK: 1, Attack: 138852, Defense: 86249, Current HP: 988, A Avg: 1156637, D Avg: 120748, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
