Rank 38249: 8005 - [10330, 7259, 710] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 275542, D Avg: 197786, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 40018: 1627 - [11608, 5194, 1497] - HP: 140273, STR: 75000, VIT: 51646, SPD: 8, LUK: 1, Attack: 174266, Defense: 139214, Current HP: 140273, A Avg: 182979, D Avg: 139214, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40037: 256 - [11125, 6662, 512] - HP: 141143, STR: 54593, VIT: 102846, SPD: 8, LUK: 1, Attack: 146779, Defense: 190414, Current HP: 141143, A Avg: 154117, D Avg: 190414, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 40038: 1166 - [12324, 3066, 2909] - HP: 187543, STR: 108993, VIT: 446, SPD: 8, LUK: 1, Attack: 201179, Defense: 88014, Current HP: 187543, A Avg: 253485, D Avg: 88014, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40041: 257 - [11122, 6675, 502] - HP: 140273, STR: 47800, VIT: 102846, SPD: 8, LUK: 1, Attack: 147066, Defense: 190414, Current HP: 140273, A Avg: 154419, D Avg: 190414, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 40041: 524 - [10898, 7347, 054] - HP: 1073, STR: 51222, VIT: 179358, SPD: 8, LUK: 1, Attack: 143408, Defense: 269136, Current HP: 1073, A Avg: 150578, D Avg: 269136, [Big Bang[171, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40041: 528 - [10898, 7347, 054] - HP: 1710, STR: 51222, VIT: 179576, SPD: 8, LUK: 1, Attack: 143408, Defense: 266611, Current HP: 1710, A Avg: 150578, D Avg: 266611, [Big Bang[171, 230, 230, 330], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40043: 1471 - [11605, 5228, 1466] - HP: 139403, STR: 121628, VIT: 158, SPD: 8, LUK: 1, Attack: 220894, Defense: 89936, Current HP: 139403, A Avg: 276117, D Avg: 89936, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40048: 520 - [10898, 7354, 047] - HP: 152, STR: 44844, VIT: 179366, SPD: 8, LUK: 2, Attack: 144110, Defense: 269144, Current HP: 152, A Avg: 151315, D Avg: 269144, [Sword of Evil[189, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40048: 521 - [10898, 7354, 047] - HP: 203, STR: 44828, VIT: 179358, SPD: 8, LUK: 1, Attack: 144094, Defense: 269136, Current HP: 203, A Avg: 151298, D Avg: 269136, [Sword of Evil[189, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40050: 425 - [10897, 7359, 043] - HP: 31692, STR: 64248, VIT: 154054, SPD: 8, LUK: 2, Attack: 156434, Defense: 241622, Current HP: 31692, A Avg: 164255, D Avg: 241622, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40057: 522 - [10898, 7363, 038] - HP: 1653, STR: 55841, VIT: 179710, SPD: 8, LUK: 1, Attack: 145750, Defense: 267278, Current HP: 1653, A Avg: 153037, D Avg: 267278, [Spectral Sword Shigure[172, 230, 230, 330], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40057: 526 - [10898, 7363, 038] - HP: 1943, STR: 54593, VIT: 179646, SPD: 8, LUK: 1, Attack: 146779, Defense: 267214, Current HP: 1943, A Avg: 154117, D Avg: 267214, [Big Bang[171, 230, 230, 330], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40057: 529 - [10898, 7363, 038] - HP: 1102, STR: 55858, VIT: 179718, SPD: 8, LUK: 2, Attack: 145767, Defense: 267286, Current HP: 1102, A Avg: 153055, D Avg: 267286, [Spectral Sword Shigure[172, 230, 230, 330], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40058: 527 - [10898, 7364, 037] - HP: 1073, STR: 47800, VIT: 179646, SPD: 8, LUK: 1, Attack: 147066, Defense: 267214, Current HP: 1073, A Avg: 154419, D Avg: 267214, [Sword of Evil[189, 230, 230, 330], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40061: 1468 - [11656, 5093, 1550] - HP: 145710, STR: 128022, VIT: 376, SPD: 8, LUK: 1, Attack: 220208, Defense: 87411, Current HP: 145710, A Avg: 277462, D Avg: 87411, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40065: 420 - [10920, 7305, 074] - HP: 30552, STR: 44844, VIT: 153766, SPD: 8, LUK: 2, Attack: 144110, Defense: 243544, Current HP: 30552, A Avg: 151315, D Avg: 243544, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40066: 293 - [10951, 7213, 135] - HP: 61522, STR: 182445, VIT: 25766, SPD: 8, LUK: 2, Attack: 274631, Defense: 115544, Current HP: 61522, A Avg: 288362, D Avg: 115544, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 40068: 1167 - [12335, 3063, 2901] - HP: 186673, STR: 102200, VIT: 446, SPD: 8, LUK: 1, Attack: 201466, Defense: 88014, Current HP: 186673, A Avg: 253847, D Avg: 88014, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40073: 523 - [10898, 7379, 022] - HP: 722, STR: 60845, VIT: 179366, SPD: 8, LUK: 2, Attack: 153031, Defense: 269144, Current HP: 722, A Avg: 160682, D Avg: 269144, [Big Bang[171, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40073: 525 - [10898, 7379, 022] - HP: 1292, STR: 64248, VIT: 179654, SPD: 8, LUK: 2, Attack: 156434, Defense: 267222, Current HP: 1292, A Avg: 164255, D Avg: 267222, [Big Bang[171, 230, 230, 330], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40074: 2410 - [11274, 6252, 773] - HP: 30552, STR: 96044, VIT: 76966, SPD: 8, LUK: 2, Attack: 195310, Defense: 166744, Current HP: 30552, A Avg: 205075, D Avg: 166744, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40074: 2460 - [11274, 6252, 773] - HP: 30552, STR: 96044, VIT: 76966, SPD: 8, LUK: 2, Attack: 195310, Defense: 166744, Current HP: 30552, A Avg: 205075, D Avg: 166744, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40076: 1461 - [11616, 5228, 1455] - HP: 139403, STR: 121628, VIT: 158, SPD: 8, LUK: 1, Attack: 220894, Defense: 89936, Current HP: 139403, A Avg: 278326, D Avg: 89936, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40092: 1606 - [11641, 5169, 1489] - HP: 141143, STR: 81793, VIT: 51646, SPD: 8, LUK: 1, Attack: 173979, Defense: 139214, Current HP: 141143, A Avg: 187027, D Avg: 139214, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40097: 2419 - [11244, 6365, 690] - HP: 31502, STR: 110258, VIT: 77318, SPD: 8, LUK: 2, Attack: 200167, Defense: 164886, Current HP: 31502, A Avg: 210175, D Avg: 164886, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40097: 2469 - [11244, 6365, 690] - HP: 31502, STR: 110258, VIT: 77318, SPD: 8, LUK: 2, Attack: 200167, Defense: 164886, Current HP: 31502, A Avg: 210175, D Avg: 164886, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40102: 2913 - [11040, 6982, 277] - HP: 722, STR: 152045, VIT: 76966, SPD: 8, LUK: 2, Attack: 244231, Defense: 166744, Current HP: 722, A Avg: 305288, D Avg: 166744, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40106: 1198 - [12618, 2252, 3429] - HP: 193710, STR: 102422, VIT: 376, SPD: 8, LUK: 1, Attack: 194608, Defense: 87411, Current HP: 193710, A Avg: 204338, D Avg: 104893, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 40109: 2903 - [11040, 6989, 270] - HP: 722, STR: 152045, VIT: 76966, SPD: 8, LUK: 2, Attack: 244231, Defense: 166744, Current HP: 722, A Avg: 307731, D Avg: 166744, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40112: 2479 - [11163, 6623, 513] - HP: 31502, STR: 83058, VIT: 102918, SPD: 8, LUK: 2, Attack: 172967, Defense: 190486, Current HP: 31502, A Avg: 181615, D Avg: 190486, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40112: 2529 - [11163, 6623, 513] - HP: 31502, STR: 83058, VIT: 102918, SPD: 8, LUK: 2, Attack: 172967, Defense: 190486, Current HP: 31502, A Avg: 181615, D Avg: 190486, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40135: 2449 - [11253, 6376, 670] - HP: 31502, STR: 110258, VIT: 77318, SPD: 8, LUK: 2, Attack: 200167, Defense: 164886, Current HP: 31502, A Avg: 215179, D Avg: 164886, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40145: 423 - [10945, 7310, 044] - HP: 31122, STR: 60845, VIT: 153766, SPD: 8, LUK: 2, Attack: 153031, Defense: 243544, Current HP: 31122, A Avg: 160682, D Avg: 243544, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40147: 2509 - [11170, 6637, 492] - HP: 31502, STR: 83058, VIT: 102918, SPD: 8, LUK: 2, Attack: 172967, Defense: 190486, Current HP: 31502, A Avg: 185939, D Avg: 190486, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40155: 229 - [11221, 6492, 586] - HP: 92302, STR: 137458, VIT: 26118, SPD: 8, LUK: 2, Attack: 227367, Defense: 113686, Current HP: 92302, A Avg: 238735, D Avg: 113686, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 40156: 2440 - [11284, 6304, 711] - HP: 30552, STR: 96044, VIT: 76966, SPD: 8, LUK: 2, Attack: 195310, Defense: 166744, Current HP: 30552, A Avg: 209958, D Avg: 166744, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40157: 1607 - [11671, 5144, 1484] - HP: 140273, STR: 75000, VIT: 51646, SPD: 8, LUK: 1, Attack: 174266, Defense: 139214, Current HP: 140273, A Avg: 187335, D Avg: 139214, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40174: 2375 - [11022, 7108, 169] - HP: 31692, STR: 160248, VIT: 51654, SPD: 8, LUK: 2, Attack: 252434, Defense: 139222, Current HP: 31692, A Avg: 315542, D Avg: 139222, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 40182: 2915 - [11040, 7062, 197] - HP: 1292, STR: 160248, VIT: 77254, SPD: 8, LUK: 2, Attack: 252434, Defense: 164822, Current HP: 1292, A Avg: 315542, D Avg: 164822, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40185: 173 - [11575, 5460, 1264] - HP: 122322, STR: 91245, VIT: 51366, SPD: 8, LUK: 2, Attack: 183431, Defense: 141144, Current HP: 122322, A Avg: 192602, D Avg: 141144, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 40186: 2365 - [11023, 7117, 159] - HP: 31692, STR: 160248, VIT: 51654, SPD: 8, LUK: 2, Attack: 252434, Defense: 139222, Current HP: 31692, A Avg: 318066, D Avg: 139222, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 40193: 2905 - [11040, 7073, 186] - HP: 1292, STR: 160248, VIT: 77254, SPD: 8, LUK: 2, Attack: 252434, Defense: 164822, Current HP: 1292, A Avg: 318066, D Avg: 164822, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40202: 1474 - [11690, 5132, 1477] - HP: 140273, STR: 128022, VIT: 158, SPD: 8, LUK: 1, Attack: 220208, Defense: 89936, Current HP: 140273, A Avg: 275260, D Avg: 89936, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40217: 1544 - [11773, 4898, 1628] - HP: 140273, STR: 102422, VIT: 25758, SPD: 8, LUK: 1, Attack: 194608, Defense: 115536, Current HP: 140273, A Avg: 209203, D Avg: 115536, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40223: 2381 - [11209, 6596, 494] - HP: 46603, STR: 121628, VIT: 51358, SPD: 8, LUK: 1, Attack: 220894, Defense: 141136, Current HP: 46603, A Avg: 237461, D Avg: 141136, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40232: 2384 - [11228, 6548, 523] - HP: 47473, STR: 128022, VIT: 51358, SPD: 8, LUK: 1, Attack: 220208, Defense: 141136, Current HP: 47473, A Avg: 236723, D Avg: 141136, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40250: 2352 - [11184, 6698, 417] - HP: 48053, STR: 137441, VIT: 51710, SPD: 8, LUK: 1, Attack: 227350, Defense: 139278, Current HP: 48053, A Avg: 238717, D Avg: 139278, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40250: 2402 - [11184, 6698, 417] - HP: 48053, STR: 137441, VIT: 51710, SPD: 8, LUK: 1, Attack: 227350, Defense: 139278, Current HP: 48053, A Avg: 238717, D Avg: 139278, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40253: 1464 - [11712, 5117, 1470] - HP: 140273, STR: 128022, VIT: 158, SPD: 8, LUK: 1, Attack: 220208, Defense: 89936, Current HP: 140273, A Avg: 277462, D Avg: 89936, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40253: 2357 - [11178, 6719, 402] - HP: 47473, STR: 129400, VIT: 51646, SPD: 8, LUK: 1, Attack: 228666, Defense: 139214, Current HP: 47473, A Avg: 240099, D Avg: 139214, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40253: 2407 - [11178, 6719, 402] - HP: 47473, STR: 129400, VIT: 51646, SPD: 8, LUK: 1, Attack: 228666, Defense: 139214, Current HP: 47473, A Avg: 240099, D Avg: 139214, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40279: 2470 - [11257, 6508, 534] - HP: 30552, STR: 70444, VIT: 102566, SPD: 8, LUK: 2, Attack: 169710, Defense: 192344, Current HP: 30552, A Avg: 178195, D Avg: 192344, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40279: 2520 - [11257, 6508, 534] - HP: 30552, STR: 70444, VIT: 102566, SPD: 8, LUK: 2, Attack: 169710, Defense: 192344, Current HP: 30552, A Avg: 178195, D Avg: 192344, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40289: 1541 - [11788, 4925, 1586] - HP: 139403, STR: 96028, VIT: 25758, SPD: 8, LUK: 1, Attack: 195294, Defense: 115536, Current HP: 139403, A Avg: 209941, D Avg: 115536, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40313: 2500 - [11265, 6518, 516] - HP: 30552, STR: 70444, VIT: 102566, SPD: 8, LUK: 2, Attack: 169710, Defense: 192344, Current HP: 30552, A Avg: 182438, D Avg: 192344, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40315: 2356 - [11211, 6682, 406] - HP: 48343, STR: 136193, VIT: 51646, SPD: 8, LUK: 1, Attack: 228379, Defense: 139214, Current HP: 48343, A Avg: 239797, D Avg: 139214, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40315: 2406 - [11211, 6682, 406] - HP: 48343, STR: 136193, VIT: 51646, SPD: 8, LUK: 1, Attack: 228379, Defense: 139214, Current HP: 48343, A Avg: 239797, D Avg: 139214, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40318: 1194 - [12653, 2359, 3287] - HP: 186673, STR: 102422, VIT: 158, SPD: 8, LUK: 1, Attack: 194608, Defense: 89936, Current HP: 186673, A Avg: 204338, D Avg: 107923, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 40319: 1598 - [11853, 4760, 1686] - HP: 145710, STR: 76822, VIT: 51576, SPD: 8, LUK: 1, Attack: 169008, Defense: 138611, Current HP: 145710, A Avg: 211260, D Avg: 138611, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40357: 1588 - [11868, 4753, 1678] - HP: 145710, STR: 76822, VIT: 51576, SPD: 8, LUK: 1, Attack: 169008, Defense: 138611, Current HP: 145710, A Avg: 212950, D Avg: 138611, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40378: 2382 - [11225, 6703, 371] - HP: 48053, STR: 137441, VIT: 51710, SPD: 8, LUK: 1, Attack: 227350, Defense: 139278, Current HP: 48053, A Avg: 244401, D Avg: 139278, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40379: 338 - [11135, 6974, 190] - HP: 97710, STR: 51222, VIT: 128376, SPD: 8, LUK: 1, Attack: 143408, Defense: 215411, Current HP: 97710, A Avg: 150578, D Avg: 215411, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40380: 1904 - [11382, 6234, 683] - HP: 93873, STR: 128022, VIT: 25758, SPD: 8, LUK: 1, Attack: 220208, Defense: 115536, Current HP: 93873, A Avg: 236723, D Avg: 115536, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40391: 1901 - [11368, 6287, 644] - HP: 93003, STR: 121628, VIT: 25758, SPD: 8, LUK: 1, Attack: 220894, Defense: 115536, Current HP: 93003, A Avg: 237461, D Avg: 115536, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40407: 2387 - [11230, 6717, 352] - HP: 47473, STR: 129400, VIT: 51646, SPD: 8, LUK: 1, Attack: 228666, Defense: 139214, Current HP: 47473, A Avg: 245815, D Avg: 139214, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40439: 2499 - [11238, 6725, 336] - HP: 31502, STR: 83058, VIT: 102918, SPD: 8, LUK: 2, Attack: 172967, Defense: 190486, Current HP: 31502, A Avg: 216208, D Avg: 190486, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40446: 2489 - [11239, 6729, 331] - HP: 31502, STR: 83058, VIT: 102918, SPD: 8, LUK: 2, Attack: 172967, Defense: 190486, Current HP: 31502, A Avg: 217938, D Avg: 190486, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40456: 334 - [11165, 6961, 173] - HP: 93873, STR: 51222, VIT: 128158, SPD: 8, LUK: 1, Attack: 143408, Defense: 217936, Current HP: 93873, A Avg: 150578, D Avg: 217936, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40466: 175 - [11674, 5444, 1181] - HP: 122892, STR: 96248, VIT: 51654, SPD: 8, LUK: 2, Attack: 188434, Defense: 139222, Current HP: 122892, A Avg: 197855, D Avg: 139222, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 40472: 428 - [11114, 7130, 055] - HP: 49710, STR: 51222, VIT: 153976, SPD: 8, LUK: 1, Attack: 143408, Defense: 241011, Current HP: 49710, A Avg: 150578, D Avg: 241011, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40475: 2386 - [11263, 6686, 350] - HP: 48343, STR: 136193, VIT: 51646, SPD: 8, LUK: 1, Attack: 228379, Defense: 139214, Current HP: 48343, A Avg: 245507, D Avg: 139214, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40478: 331 - [11172, 6962, 165] - HP: 93003, STR: 44828, VIT: 128158, SPD: 8, LUK: 1, Attack: 144094, Defense: 217936, Current HP: 93003, A Avg: 151298, D Avg: 217936, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40483: 2439 - [11329, 6496, 474] - HP: 31502, STR: 110258, VIT: 77318, SPD: 8, LUK: 2, Attack: 200167, Defense: 164886, Current HP: 31502, A Avg: 250208, D Avg: 164886, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40489: 2373 - [11201, 6886, 212] - HP: 31122, STR: 152045, VIT: 51366, SPD: 8, LUK: 2, Attack: 244231, Defense: 141144, Current HP: 31122, A Avg: 305288, D Avg: 141144, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 40495: 332 - [11177, 6964, 158] - HP: 94453, STR: 55841, VIT: 128510, SPD: 8, LUK: 1, Attack: 145750, Defense: 216078, Current HP: 94453, A Avg: 153037, D Avg: 216078, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40496: 2363 - [11201, 6893, 205] - HP: 31122, STR: 152045, VIT: 51366, SPD: 8, LUK: 2, Attack: 244231, Defense: 141144, Current HP: 31122, A Avg: 307731, D Avg: 141144, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 40496: 2378 - [11283, 6647, 369] - HP: 49710, STR: 128022, VIT: 51576, SPD: 8, LUK: 1, Attack: 220208, Defense: 138611, Current HP: 49710, A Avg: 275260, D Avg: 138611, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40500: 424 - [11125, 7125, 049] - HP: 47473, STR: 51222, VIT: 153758, SPD: 8, LUK: 1, Attack: 143408, Defense: 243536, Current HP: 47473, A Avg: 150578, D Avg: 243536, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
