Rank 38671: 1901 - [10534, 7069, 696] - HP: 61807, STR: 152074, VIT: 26270, SPD: 32, LUK: 2, Attack: 244260, Defense: 116048, Current HP: 61807, A Avg: 262579, D Avg: 116048, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 40097: 2014 - [11183, 6548, 568] - HP: 62377, STR: 96278, VIT: 77638, SPD: 32, LUK: 2, Attack: 188464, Defense: 165206, Current HP: 62377, A Avg: 235580, D Avg: 165206, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40098: 1163 - [12389, 2931, 2979] - HP: 187978, STR: 109019, VIT: 830, SPD: 32, LUK: 1, Attack: 201205, Defense: 88398, Current HP: 187978, A Avg: 253518, D Avg: 88398, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40101: 3040 - [11196, 6513, 590] - HP: 1508, STR: 76846, VIT: 128662, SPD: 32, LUK: 1, Attack: 169032, Defense: 218440, Current HP: 1508, A Avg: 181709, D Avg: 218440, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40103: 3052 - [11205, 6488, 606] - HP: 1218, STR: 78428, VIT: 128726, SPD: 32, LUK: 1, Attack: 168337, Defense: 218504, Current HP: 1218, A Avg: 176753, D Avg: 262204, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40110: 1902 - [11364, 6018, 917] - HP: 94018, STR: 129628, VIT: 26326, SPD: 32, LUK: 1, Attack: 219537, Defense: 116104, Current HP: 94018, A Avg: 236002, D Avg: 116104, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40134: 1990 - [11408, 5910, 981] - HP: 94308, STR: 76846, VIT: 77462, SPD: 32, LUK: 1, Attack: 169032, Defense: 167240, Current HP: 94308, A Avg: 177483, D Avg: 167240, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 40134: 2040 - [11408, 5910, 981] - HP: 94308, STR: 76846, VIT: 77462, SPD: 32, LUK: 1, Attack: 169032, Defense: 167240, Current HP: 94308, A Avg: 177483, D Avg: 167240, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 40135: 2004 - [11198, 6541, 560] - HP: 62377, STR: 96278, VIT: 77638, SPD: 32, LUK: 2, Attack: 188464, Defense: 165206, Current HP: 62377, A Avg: 237464, D Avg: 165206, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40144: 1455 - [11598, 5350, 1351] - HP: 140708, STR: 137519, VIT: 54, SPD: 32, LUK: 1, Attack: 229705, Defense: 87882, Current HP: 140708, A Avg: 241190, D Avg: 87882, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 40144: 1505 - [11598, 5350, 1351] - HP: 140708, STR: 137519, VIT: 54, SPD: 32, LUK: 1, Attack: 229705, Defense: 87882, Current HP: 140708, A Avg: 241190, D Avg: 87882, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 40150: 1907 - [11361, 6067, 871] - HP: 95033, STR: 128046, VIT: 28235, SPD: 32, LUK: 1, Attack: 220232, Defense: 115023, Current HP: 95033, A Avg: 236749, D Avg: 115023, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40166: 211 - [11054, 7004, 241] - HP: 92207, STR: 182474, VIT: 670, SPD: 32, LUK: 2, Attack: 274660, Defense: 90448, Current HP: 92207, A Avg: 288393, D Avg: 90448, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 40179: 5948 - [12184, 3627, 2488] - HP: 63764, STR: 178282, VIT: 52440, SPD: 38, LUK: 1, Attack: 264095, Defense: 142218, Current HP: 63764, A Avg: 277299, D Avg: 199105, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 230, 330], Black Box[323, 330, 806, 807]]
Rank 40188: 2356 - [11337, 6177, 785] - HP: 50415, STR: 128046, VIT: 51528, SPD: 32, LUK: 1, Attack: 220232, Defense: 138953, Current HP: 50415, A Avg: 231243, D Avg: 138953, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40188: 2406 - [11337, 6177, 785] - HP: 50415, STR: 128046, VIT: 51528, SPD: 32, LUK: 1, Attack: 220232, Defense: 138953, Current HP: 50415, A Avg: 231243, D Avg: 138953, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40208: 3039 - [11162, 6722, 415] - HP: 817, STR: 78444, VIT: 128734, SPD: 32, LUK: 2, Attack: 168353, Defense: 218512, Current HP: 817, A Avg: 210441, D Avg: 218512, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40209: 3029 - [11162, 6723, 414] - HP: 817, STR: 78444, VIT: 128734, SPD: 32, LUK: 2, Attack: 168353, Defense: 218512, Current HP: 817, A Avg: 212124, D Avg: 218512, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40217: 2020 - [11440, 5897, 962] - HP: 94308, STR: 76846, VIT: 77462, SPD: 32, LUK: 1, Attack: 169032, Defense: 167240, Current HP: 94308, A Avg: 181709, D Avg: 167240, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 40219: 1175 - [12422, 2953, 2924] - HP: 187108, STR: 110319, VIT: 54, SPD: 32, LUK: 1, Attack: 202505, Defense: 87882, Current HP: 187108, A Avg: 253131, D Avg: 87882, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40234: 3050 - [11264, 6442, 593] - HP: 1508, STR: 76846, VIT: 128662, SPD: 32, LUK: 1, Attack: 169032, Defense: 218440, Current HP: 1508, A Avg: 177483, D Avg: 262128, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40254: 1610 - [11967, 4353, 1979] - HP: 140708, STR: 76846, VIT: 51862, SPD: 32, LUK: 1, Attack: 169032, Defense: 141640, Current HP: 140708, A Avg: 177483, D Avg: 169968, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 40256: 2352 - [11369, 6149, 781] - HP: 47618, STR: 129628, VIT: 51926, SPD: 32, LUK: 1, Attack: 219537, Defense: 141704, Current HP: 47618, A Avg: 230513, D Avg: 141704, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40256: 2402 - [11369, 6149, 781] - HP: 47618, STR: 129628, VIT: 51926, SPD: 32, LUK: 1, Attack: 219537, Defense: 141704, Current HP: 47618, A Avg: 230513, D Avg: 141704, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40279: 2959 - [11440, 5959, 900] - HP: 817, STR: 104044, VIT: 103134, SPD: 32, LUK: 2, Attack: 193953, Defense: 192912, Current HP: 817, A Avg: 203650, D Avg: 192912, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40279: 2999 - [11440, 5959, 900] - HP: 817, STR: 104044, VIT: 103134, SPD: 32, LUK: 2, Attack: 193953, Defense: 192912, Current HP: 817, A Avg: 203650, D Avg: 231494, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40279: 3009 - [11440, 5959, 900] - HP: 817, STR: 104044, VIT: 103134, SPD: 32, LUK: 2, Attack: 193953, Defense: 192912, Current HP: 817, A Avg: 203650, D Avg: 192912, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40295: 3036 - [11188, 6731, 380] - HP: 2415, STR: 76846, VIT: 128328, SPD: 32, LUK: 1, Attack: 169032, Defense: 215753, Current HP: 2415, A Avg: 211290, D Avg: 215753, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40297: 3026 - [11188, 6733, 378] - HP: 2415, STR: 76846, VIT: 128328, SPD: 32, LUK: 1, Attack: 169032, Defense: 215753, Current HP: 2415, A Avg: 212980, D Avg: 215753, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40300: 2956 - [11440, 5980, 879] - HP: 2415, STR: 102446, VIT: 102728, SPD: 32, LUK: 1, Attack: 194632, Defense: 190153, Current HP: 2415, A Avg: 204363, D Avg: 190153, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40300: 2996 - [11440, 5980, 879] - HP: 2415, STR: 102446, VIT: 102728, SPD: 32, LUK: 1, Attack: 194632, Defense: 190153, Current HP: 2415, A Avg: 204363, D Avg: 228183, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40300: 3006 - [11440, 5980, 879] - HP: 2415, STR: 102446, VIT: 102728, SPD: 32, LUK: 1, Attack: 194632, Defense: 190153, Current HP: 2415, A Avg: 204363, D Avg: 190153, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40317: 2989 - [11440, 5997, 862] - HP: 817, STR: 104044, VIT: 103134, SPD: 32, LUK: 2, Attack: 193953, Defense: 192912, Current HP: 817, A Avg: 208499, D Avg: 192912, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40338: 2986 - [11440, 6018, 841] - HP: 2415, STR: 102446, VIT: 102728, SPD: 32, LUK: 1, Attack: 194632, Defense: 190153, Current HP: 2415, A Avg: 209229, D Avg: 190153, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40347: 2386 - [11371, 6234, 694] - HP: 50415, STR: 128046, VIT: 51528, SPD: 32, LUK: 1, Attack: 220232, Defense: 138953, Current HP: 50415, A Avg: 236749, D Avg: 138953, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40358: 1483 - [11711, 5225, 1363] - HP: 141578, STR: 136219, VIT: 830, SPD: 32, LUK: 1, Attack: 228405, Defense: 88398, Current HP: 141578, A Avg: 245535, D Avg: 88398, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
Rank 40358: 2350 - [11406, 6140, 753] - HP: 47908, STR: 128046, VIT: 51862, SPD: 32, LUK: 1, Attack: 220232, Defense: 141640, Current HP: 47908, A Avg: 231243, D Avg: 141640, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40358: 2400 - [11406, 6140, 753] - HP: 47908, STR: 128046, VIT: 51862, SPD: 32, LUK: 1, Attack: 220232, Defense: 141640, Current HP: 47908, A Avg: 231243, D Avg: 141640, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40364: 3032 - [11228, 6680, 391] - HP: 1218, STR: 78428, VIT: 128726, SPD: 32, LUK: 1, Attack: 168337, Defense: 218504, Current HP: 1218, A Avg: 210421, D Avg: 218504, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40365: 3022 - [11228, 6681, 390] - HP: 1218, STR: 78428, VIT: 128726, SPD: 32, LUK: 1, Attack: 168337, Defense: 218504, Current HP: 1218, A Avg: 212104, D Avg: 218504, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40370: 1165 - [12496, 2882, 2921] - HP: 187108, STR: 110319, VIT: 54, SPD: 32, LUK: 1, Attack: 202505, Defense: 87882, Current HP: 187108, A Avg: 255156, D Avg: 87882, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40376: 1900 - [11461, 5993, 845] - HP: 94308, STR: 128046, VIT: 26262, SPD: 32, LUK: 1, Attack: 220232, Defense: 116040, Current HP: 94308, A Avg: 236749, D Avg: 116040, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40378: 2382 - [11393, 6199, 707] - HP: 47618, STR: 129628, VIT: 51926, SPD: 32, LUK: 1, Attack: 219537, Defense: 141704, Current HP: 47618, A Avg: 236002, D Avg: 141704, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40396: 1951 - [11352, 6340, 607] - HP: 61807, STR: 121674, VIT: 51870, SPD: 32, LUK: 2, Attack: 213860, Defense: 141648, Current HP: 61807, A Avg: 267325, D Avg: 141648, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 40414: 1941 - [11360, 6334, 605] - HP: 61807, STR: 121674, VIT: 51870, SPD: 32, LUK: 2, Attack: 213860, Defense: 141648, Current HP: 61807, A Avg: 269463, D Avg: 141648, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 40414: 6888 - [12626, 2536, 3137] - HP: 33364, STR: 178282, VIT: 78040, SPD: 38, LUK: 1, Attack: 264095, Defense: 167818, Current HP: 33364, A Avg: 277299, D Avg: 201381, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 66, 806]]
Rank 40418: 106 - [12854, 1856, 3589] - HP: 242415, STR: 102446, VIT: 328, SPD: 32, LUK: 1, Attack: 194632, Defense: 87753, Current HP: 242415, A Avg: 204363, D Avg: 87753, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 40446: 6978 - [12628, 2562, 3109] - HP: 33364, STR: 178282, VIT: 78040, SPD: 38, LUK: 1, Attack: 264095, Defense: 167818, Current HP: 33364, A Avg: 283902, D Avg: 201381, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 803, 806]]
Rank 40447: 1617 - [12051, 4294, 1954] - HP: 141433, STR: 76846, VIT: 55435, SPD: 32, LUK: 1, Attack: 169032, Defense: 142223, Current HP: 141433, A Avg: 177483, D Avg: 170667, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 40452: 2952 - [11498, 5958, 843] - HP: 1218, STR: 104028, VIT: 103126, SPD: 32, LUK: 1, Attack: 193937, Defense: 192904, Current HP: 1218, A Avg: 203633, D Avg: 192904, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40452: 3002 - [11498, 5958, 843] - HP: 1218, STR: 104028, VIT: 103126, SPD: 32, LUK: 1, Attack: 193937, Defense: 192904, Current HP: 1218, A Avg: 203633, D Avg: 192904, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40459: 214 - [11154, 6997, 148] - HP: 92777, STR: 192278, VIT: 838, SPD: 32, LUK: 2, Attack: 284464, Defense: 88406, Current HP: 92777, A Avg: 298687, D Avg: 88406, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 40475: 1894 - [11203, 6866, 230] - HP: 62377, STR: 160278, VIT: 26438, SPD: 32, LUK: 2, Attack: 252464, Defense: 114006, Current HP: 62377, A Avg: 315580, D Avg: 114006, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 68]]
Rank 40481: 1485 - [11755, 5216, 1328] - HP: 140708, STR: 137519, VIT: 54, SPD: 32, LUK: 1, Attack: 229705, Defense: 87882, Current HP: 140708, A Avg: 246932, D Avg: 87882, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
Rank 40486: 6958 - [12628, 2602, 3069] - HP: 33364, STR: 178282, VIT: 78040, SPD: 38, LUK: 1, Attack: 264095, Defense: 167818, Current HP: 33364, A Avg: 330118, D Avg: 201381, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 68, 806]]
Rank 40489: 6928 - [12628, 2605, 3066] - HP: 33364, STR: 178282, VIT: 78040, SPD: 38, LUK: 1, Attack: 264095, Defense: 167818, Current HP: 33364, A Avg: 332759, D Avg: 201381, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 67, 806]]
Rank 40493: 2982 - [11500, 5993, 806] - HP: 1218, STR: 104028, VIT: 103126, SPD: 32, LUK: 1, Attack: 193937, Defense: 192904, Current HP: 1218, A Avg: 208482, D Avg: 192904, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40495: 174 - [11764, 5203, 1332] - HP: 123177, STR: 96278, VIT: 52038, SPD: 32, LUK: 2, Attack: 188464, Defense: 139606, Current HP: 123177, A Avg: 197887, D Avg: 139606, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 40503: 1884 - [11214, 6861, 224] - HP: 62377, STR: 160278, VIT: 26438, SPD: 32, LUK: 2, Attack: 252464, Defense: 114006, Current HP: 62377, A Avg: 318104, D Avg: 114006, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 67]]
Rank 40504: 1578 - [12263, 3715, 2321] - HP: 94164, STR: 178282, VIT: 52440, SPD: 38, LUK: 1, Attack: 264095, Defense: 142218, Current HP: 94164, A Avg: 277299, D Avg: 142218, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 230], Black Box[323, 330, 330, 66]]
Rank 40504: 1628 - [12263, 3715, 2321] - HP: 94164, STR: 178282, VIT: 52440, SPD: 38, LUK: 1, Attack: 264095, Defense: 142218, Current HP: 94164, A Avg: 277299, D Avg: 142218, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 230], Black Box[323, 330, 330, 807]]
Rank 40515: 2459 - [11477, 6084, 738] - HP: 31217, STR: 104044, VIT: 77534, SPD: 32, LUK: 2, Attack: 193953, Defense: 167312, Current HP: 31217, A Avg: 203650, D Avg: 200774, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40516: 2357 - [11462, 6130, 707] - HP: 48633, STR: 128046, VIT: 55435, SPD: 32, LUK: 1, Attack: 220232, Defense: 142223, Current HP: 48633, A Avg: 231243, D Avg: 142223, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40516: 2407 - [11462, 6130, 707] - HP: 48633, STR: 128046, VIT: 55435, SPD: 32, LUK: 1, Attack: 220232, Defense: 142223, Current HP: 48633, A Avg: 231243, D Avg: 142223, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40519: 285 - [11183, 6970, 146] - HP: 94308, STR: 191919, VIT: 54, SPD: 32, LUK: 1, Attack: 284105, Defense: 87882, Current HP: 94308, A Avg: 298310, D Avg: 87882, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 40519: 2380 - [11442, 6193, 664] - HP: 47908, STR: 128046, VIT: 51862, SPD: 32, LUK: 1, Attack: 220232, Defense: 141640, Current HP: 47908, A Avg: 236749, D Avg: 141640, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40532: 1472 - [11934, 4730, 1635] - HP: 140418, STR: 129628, VIT: 726, SPD: 32, LUK: 1, Attack: 219537, Defense: 90504, Current HP: 140418, A Avg: 274421, D Avg: 90504, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40549: 1476 - [11974, 4627, 1698] - HP: 146415, STR: 128046, VIT: 328, SPD: 32, LUK: 1, Attack: 220232, Defense: 87753, Current HP: 146415, A Avg: 275290, D Avg: 87753, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40554: 1462 - [11944, 4722, 1633] - HP: 140418, STR: 129628, VIT: 726, SPD: 32, LUK: 1, Attack: 219537, Defense: 90504, Current HP: 140418, A Avg: 276616, D Avg: 90504, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40572: 3030 - [11311, 6639, 349] - HP: 1508, STR: 76846, VIT: 128662, SPD: 32, LUK: 1, Attack: 169032, Defense: 218440, Current HP: 1508, A Avg: 211290, D Avg: 218440, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40575: 1855 - [11396, 6387, 516] - HP: 94308, STR: 164719, VIT: 54, SPD: 32, LUK: 1, Attack: 256905, Defense: 87882, Current HP: 94308, A Avg: 269750, D Avg: 105458, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 40575: 3020 - [11312, 6639, 348] - HP: 1508, STR: 76846, VIT: 128662, SPD: 32, LUK: 1, Attack: 169032, Defense: 218440, Current HP: 1508, A Avg: 212980, D Avg: 218440, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40588: 102 - [12885, 1933, 3481] - HP: 233218, STR: 104028, VIT: 726, SPD: 32, LUK: 1, Attack: 193937, Defense: 90504, Current HP: 233218, A Avg: 203633, D Avg: 90504, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 40591: 1911 - [11388, 6427, 484] - HP: 61807, STR: 152074, VIT: 26270, SPD: 32, LUK: 2, Attack: 244260, Defense: 116048, Current HP: 61807, A Avg: 256473, D Avg: 139257, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 40597: 128 - [11735, 5392, 1172] - HP: 154964, STR: 120682, VIT: 52440, SPD: 38, LUK: 1, Attack: 206495, Defense: 142218, Current HP: 154964, A Avg: 216819, D Avg: 142218, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 130, 130, 230], Black Box[323, 230, 330, 330]]
Rank 40601: 1466 - [11999, 4604, 1696] - HP: 146415, STR: 128046, VIT: 328, SPD: 32, LUK: 1, Attack: 220232, Defense: 87753, Current HP: 146415, A Avg: 277492, D Avg: 87753, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40605: 2476 - [11466, 6207, 626] - HP: 50415, STR: 76846, VIT: 102728, SPD: 32, LUK: 1, Attack: 169032, Defense: 190153, Current HP: 50415, A Avg: 177483, D Avg: 190153, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40605: 2526 - [11466, 6207, 626] - HP: 50415, STR: 76846, VIT: 102728, SPD: 32, LUK: 1, Attack: 169032, Defense: 190153, Current HP: 50415, A Avg: 177483, D Avg: 190153, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40611: 1608 - [12304, 3699, 2296] - HP: 94164, STR: 178282, VIT: 52440, SPD: 38, LUK: 1, Attack: 264095, Defense: 142218, Current HP: 94164, A Avg: 283902, D Avg: 142218, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 230], Black Box[323, 330, 330, 803]]
