Rank 38334: 3078 - [10172, 7818, 309] - HP: 722, STR: 52700, VIT: 154166, SPD: 24, LUK: 2, Attack: 142609, Defense: 243944, Current HP: 722, A Avg: 149739, D Avg: 243944, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39895: 489 - [11040, 6775, 484] - HP: 1943, STR: 164947, VIT: 77566, SPD: 24, LUK: 1, Attack: 254856, Defense: 165134, Current HP: 1943, A Avg: 267598, D Avg: 165134, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39904: 2911 - [10969, 6997, 333] - HP: 912, STR: 152064, VIT: 77302, SPD: 24, LUK: 2, Attack: 244250, Defense: 167080, Current HP: 912, A Avg: 305312, D Avg: 167080, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 39905: 2351 - [11101, 6602, 596] - HP: 31312, STR: 152064, VIT: 51702, SPD: 24, LUK: 2, Attack: 244250, Defense: 141480, Current HP: 31312, A Avg: 256462, D Avg: 141480, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 39905: 2401 - [11101, 6602, 596] - HP: 31312, STR: 152064, VIT: 51702, SPD: 24, LUK: 2, Attack: 244250, Defense: 141480, Current HP: 31312, A Avg: 256462, D Avg: 141480, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 39907: 151 - [11180, 6367, 752] - HP: 122512, STR: 152064, VIT: 502, SPD: 24, LUK: 2, Attack: 244250, Defense: 90280, Current HP: 122512, A Avg: 256462, D Avg: 90280, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 39907: 482 - [11040, 6787, 472] - HP: 2233, STR: 163410, VIT: 77502, SPD: 24, LUK: 1, Attack: 255596, Defense: 165070, Current HP: 2233, A Avg: 268375, D Avg: 165070, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39910: 2901 - [10969, 7003, 327] - HP: 912, STR: 152064, VIT: 77302, SPD: 24, LUK: 2, Attack: 244250, Defense: 167080, Current HP: 912, A Avg: 307755, D Avg: 167080, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 39915: 484 - [11040, 6795, 464] - HP: 1363, STR: 164413, VIT: 76846, SPD: 24, LUK: 1, Attack: 256599, Defense: 164674, Current HP: 1363, A Avg: 269428, D Avg: 164674, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39915: 1572 - [11576, 5187, 1536] - HP: 141433, STR: 81810, VIT: 51902, SPD: 24, LUK: 1, Attack: 173996, Defense: 139470, Current HP: 141433, A Avg: 182695, D Avg: 139470, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39915: 1622 - [11576, 5187, 1536] - HP: 141433, STR: 81810, VIT: 51902, SPD: 24, LUK: 1, Attack: 173996, Defense: 139470, Current HP: 141433, A Avg: 182695, D Avg: 139470, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39930: 388 - [11110, 6600, 589] - HP: 31122, STR: 155100, VIT: 51766, SPD: 24, LUK: 2, Attack: 245009, Defense: 141544, Current HP: 31122, A Avg: 257259, D Avg: 141544, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 39932: 2003 - [11060, 6752, 487] - HP: 62282, STR: 96268, VIT: 77510, SPD: 24, LUK: 2, Attack: 188454, Defense: 165078, Current HP: 62282, A Avg: 237452, D Avg: 165078, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 39939: 2381 - [11106, 6621, 572] - HP: 31312, STR: 152064, VIT: 51702, SPD: 24, LUK: 2, Attack: 244250, Defense: 141480, Current HP: 31312, A Avg: 262568, D Avg: 141480, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 39943: 293 - [10884, 7291, 124] - HP: 62282, STR: 192268, VIT: 26310, SPD: 24, LUK: 2, Attack: 284454, Defense: 113878, Current HP: 62282, A Avg: 298676, D Avg: 113878, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 39947: 1596 - [11686, 4889, 1724] - HP: 140273, STR: 78284, VIT: 51758, SPD: 24, LUK: 1, Attack: 168193, Defense: 141536, Current HP: 140273, A Avg: 210241, D Avg: 141536, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 39955: 291 - [10908, 7231, 160] - HP: 61712, STR: 182464, VIT: 26102, SPD: 24, LUK: 2, Attack: 274650, Defense: 115880, Current HP: 61712, A Avg: 288382, D Avg: 115880, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 39965: 1586 - [11694, 4883, 1722] - HP: 140273, STR: 78284, VIT: 51758, SPD: 24, LUK: 1, Attack: 168193, Defense: 141536, Current HP: 140273, A Avg: 211923, D Avg: 141536, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 39987: 1574 - [11595, 5202, 1502] - HP: 140563, STR: 82813, VIT: 51246, SPD: 24, LUK: 1, Attack: 174999, Defense: 139074, Current HP: 140563, A Avg: 183748, D Avg: 139074, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39987: 1624 - [11595, 5202, 1502] - HP: 140563, STR: 82813, VIT: 51246, SPD: 24, LUK: 1, Attack: 174999, Defense: 139074, Current HP: 140563, A Avg: 183748, D Avg: 139074, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39989: 2387 - [11141, 6566, 592] - HP: 48488, STR: 128038, VIT: 55214, SPD: 24, LUK: 1, Attack: 220224, Defense: 142002, Current HP: 48488, A Avg: 236740, D Avg: 142002, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39997: 259 - [11115, 6652, 532] - HP: 141143, STR: 56147, VIT: 103166, SPD: 24, LUK: 1, Attack: 146056, Defense: 190734, Current HP: 141143, A Avg: 153358, D Avg: 190734, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 40014: 252 - [11118, 6660, 521] - HP: 141433, STR: 54610, VIT: 103102, SPD: 24, LUK: 1, Attack: 146796, Defense: 190670, Current HP: 141433, A Avg: 154135, D Avg: 190670, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 40027: 1602 - [11625, 5152, 1522] - HP: 141433, STR: 81810, VIT: 51902, SPD: 24, LUK: 1, Attack: 173996, Defense: 139470, Current HP: 141433, A Avg: 187045, D Avg: 139470, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40035: 526 - [10898, 7341, 060] - HP: 1073, STR: 52684, VIT: 179758, SPD: 24, LUK: 1, Attack: 142593, Defense: 269536, Current HP: 1073, A Avg: 149722, D Avg: 269536, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40035: 528 - [10898, 7341, 060] - HP: 722, STR: 52700, VIT: 179766, SPD: 24, LUK: 2, Attack: 142609, Defense: 269544, Current HP: 722, A Avg: 149739, D Avg: 269544, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40037: 525 - [10898, 7343, 058] - HP: 2040, STR: 51238, VIT: 179448, SPD: 24, LUK: 1, Attack: 143424, Defense: 266873, Current HP: 2040, A Avg: 150595, D Avg: 266873, [Big Bang[171, 230, 230, 330], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40056: 522 - [10898, 7362, 039] - HP: 2233, STR: 54610, VIT: 179902, SPD: 24, LUK: 1, Attack: 146796, Defense: 267470, Current HP: 2233, A Avg: 154135, D Avg: 267470, [Big Bang[171, 230, 230, 330], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40056: 529 - [10898, 7362, 039] - HP: 1943, STR: 56147, VIT: 179966, SPD: 24, LUK: 1, Attack: 146056, Defense: 267534, Current HP: 1943, A Avg: 153358, D Avg: 267534, [Spectral Sword Shigure[172, 230, 230, 330], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40062: 524 - [10898, 7368, 033] - HP: 1363, STR: 55613, VIT: 179246, SPD: 24, LUK: 1, Attack: 147799, Defense: 267074, Current HP: 1363, A Avg: 155188, D Avg: 267074, [Big Bang[171, 230, 230, 330], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40063: 3016 - [11159, 6586, 554] - HP: 1073, STR: 78284, VIT: 128558, SPD: 24, LUK: 1, Attack: 168193, Defense: 218336, Current HP: 1073, A Avg: 176602, D Avg: 218336, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40063: 3018 - [11159, 6586, 554] - HP: 722, STR: 78300, VIT: 128566, SPD: 24, LUK: 2, Attack: 168209, Defense: 218344, Current HP: 722, A Avg: 176619, D Avg: 218344, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40063: 3058 - [11159, 6586, 554] - HP: 722, STR: 78300, VIT: 128566, SPD: 24, LUK: 2, Attack: 168209, Defense: 218344, Current HP: 722, A Avg: 176619, D Avg: 262012, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40063: 3066 - [11159, 6586, 554] - HP: 1073, STR: 78284, VIT: 128558, SPD: 24, LUK: 1, Attack: 168193, Defense: 218336, Current HP: 1073, A Avg: 176602, D Avg: 218336, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40063: 3068 - [11159, 6586, 554] - HP: 722, STR: 78300, VIT: 128566, SPD: 24, LUK: 2, Attack: 168209, Defense: 218344, Current HP: 722, A Avg: 176619, D Avg: 218344, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40071: 521 - [10898, 7377, 024] - HP: 912, STR: 60864, VIT: 179702, SPD: 24, LUK: 2, Attack: 153050, Defense: 269480, Current HP: 912, A Avg: 160702, D Avg: 269480, [Big Bang[171, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40071: 523 - [10898, 7377, 024] - HP: 1482, STR: 64268, VIT: 179910, SPD: 24, LUK: 2, Attack: 156454, Defense: 267478, Current HP: 1482, A Avg: 164276, D Avg: 267478, [Big Bang[171, 230, 230, 330], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40071: 3015 - [11159, 6594, 546] - HP: 2040, STR: 76838, VIT: 128248, SPD: 24, LUK: 1, Attack: 169024, Defense: 215673, Current HP: 2040, A Avg: 177475, D Avg: 215673, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40071: 3055 - [11159, 6594, 546] - HP: 2040, STR: 76838, VIT: 128248, SPD: 24, LUK: 1, Attack: 169024, Defense: 215673, Current HP: 2040, A Avg: 177475, D Avg: 258807, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40071: 3065 - [11159, 6594, 546] - HP: 2040, STR: 76838, VIT: 128248, SPD: 24, LUK: 1, Attack: 169024, Defense: 215673, Current HP: 2040, A Avg: 177475, D Avg: 215673, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40073: 3046 - [11159, 6596, 544] - HP: 1073, STR: 78284, VIT: 128558, SPD: 24, LUK: 1, Attack: 168193, Defense: 218336, Current HP: 1073, A Avg: 180807, D Avg: 218336, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40073: 3048 - [11159, 6596, 544] - HP: 722, STR: 78300, VIT: 128566, SPD: 24, LUK: 2, Attack: 168209, Defense: 218344, Current HP: 722, A Avg: 180824, D Avg: 218344, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40074: 1913 - [11033, 6975, 291] - HP: 62282, STR: 160268, VIT: 26310, SPD: 24, LUK: 2, Attack: 252454, Defense: 113878, Current HP: 62282, A Avg: 265076, D Avg: 136653, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 40082: 254 - [11139, 6665, 495] - HP: 140563, STR: 55613, VIT: 102446, SPD: 24, LUK: 1, Attack: 147799, Defense: 190274, Current HP: 140563, A Avg: 155188, D Avg: 190274, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 40091: 3045 - [11159, 6614, 526] - HP: 2040, STR: 76838, VIT: 128248, SPD: 24, LUK: 1, Attack: 169024, Defense: 215673, Current HP: 2040, A Avg: 181700, D Avg: 215673, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40094: 428 - [10940, 7274, 085] - HP: 31122, STR: 52700, VIT: 154166, SPD: 24, LUK: 2, Attack: 142609, Defense: 243944, Current HP: 31122, A Avg: 149739, D Avg: 243944, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40100: 520 - [10927, 7319, 053] - HP: 1363, STR: 51238, VIT: 179694, SPD: 24, LUK: 1, Attack: 143424, Defense: 269472, Current HP: 1363, A Avg: 150595, D Avg: 269472, [Big Bang[171, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40119: 1590 - [11745, 4884, 1670] - HP: 140563, STR: 76838, VIT: 51694, SPD: 24, LUK: 1, Attack: 169024, Defense: 141472, Current HP: 140563, A Avg: 211280, D Avg: 141472, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40132: 1604 - [11656, 5164, 1479] - HP: 140563, STR: 82813, VIT: 51246, SPD: 24, LUK: 1, Attack: 174999, Defense: 139074, Current HP: 140563, A Avg: 188123, D Avg: 139074, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 40140: 2913 - [11040, 7020, 239] - HP: 1482, STR: 160268, VIT: 77510, SPD: 24, LUK: 2, Attack: 252454, Defense: 165078, Current HP: 1482, A Avg: 315567, D Avg: 165078, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40141: 1533 - [11284, 6289, 726] - HP: 92682, STR: 128268, VIT: 26310, SPD: 24, LUK: 2, Attack: 220454, Defense: 113878, Current HP: 92682, A Avg: 275567, D Avg: 113878, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 68]]
Rank 40151: 2903 - [11040, 7031, 228] - HP: 1482, STR: 160268, VIT: 77510, SPD: 24, LUK: 2, Attack: 252454, Defense: 165078, Current HP: 1482, A Avg: 318092, D Avg: 165078, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40160: 423 - [10951, 7307, 041] - HP: 31882, STR: 64268, VIT: 154310, SPD: 24, LUK: 2, Attack: 156454, Defense: 241878, Current HP: 31882, A Avg: 164276, D Avg: 241878, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40166: 1580 - [11765, 4871, 1663] - HP: 140563, STR: 76838, VIT: 51694, SPD: 24, LUK: 1, Attack: 169024, Defense: 141472, Current HP: 140563, A Avg: 212970, D Avg: 141472, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40173: 421 - [10959, 7296, 044] - HP: 31312, STR: 60864, VIT: 154102, SPD: 24, LUK: 2, Attack: 153050, Defense: 243880, Current HP: 31312, A Avg: 160702, D Avg: 243880, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 40175: 171 - [11580, 5435, 1284] - HP: 122512, STR: 91264, VIT: 51702, SPD: 24, LUK: 2, Attack: 183450, Defense: 141480, Current HP: 122512, A Avg: 192622, D Avg: 141480, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 40176: 257 - [11128, 6792, 379] - HP: 141288, STR: 51238, VIT: 109614, SPD: 24, LUK: 1, Attack: 143424, Defense: 196402, Current HP: 141288, A Avg: 150595, D Avg: 196402, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 40188: 2353 - [11136, 6780, 383] - HP: 31882, STR: 160268, VIT: 51910, SPD: 24, LUK: 2, Attack: 252454, Defense: 139478, Current HP: 31882, A Avg: 265076, D Avg: 139478, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 40188: 2403 - [11136, 6780, 383] - HP: 31882, STR: 160268, VIT: 51910, SPD: 24, LUK: 2, Attack: 252454, Defense: 139478, Current HP: 31882, A Avg: 265076, D Avg: 139478, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 40198: 1523 - [11312, 6262, 725] - HP: 92682, STR: 128268, VIT: 26310, SPD: 24, LUK: 2, Attack: 220454, Defense: 113878, Current HP: 92682, A Avg: 277772, D Avg: 113878, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 67]]
Rank 40199: 3056 - [11210, 6569, 520] - HP: 1073, STR: 78284, VIT: 128558, SPD: 24, LUK: 1, Attack: 168193, Defense: 218336, Current HP: 1073, A Avg: 176602, D Avg: 262003, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40209: 3010 - [11211, 6576, 512] - HP: 1363, STR: 76838, VIT: 128494, SPD: 24, LUK: 1, Attack: 169024, Defense: 218272, Current HP: 1363, A Avg: 177475, D Avg: 218272, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40209: 3060 - [11211, 6576, 512] - HP: 1363, STR: 76838, VIT: 128494, SPD: 24, LUK: 1, Attack: 169024, Defense: 218272, Current HP: 1363, A Avg: 177475, D Avg: 218272, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40230: 2354 - [11180, 6690, 429] - HP: 47763, STR: 137213, VIT: 51246, SPD: 24, LUK: 1, Attack: 229399, Defense: 139074, Current HP: 47763, A Avg: 240868, D Avg: 139074, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40230: 2404 - [11180, 6690, 429] - HP: 47763, STR: 137213, VIT: 51246, SPD: 24, LUK: 1, Attack: 229399, Defense: 139074, Current HP: 47763, A Avg: 240868, D Avg: 139074, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40233: 3040 - [11213, 6594, 492] - HP: 1363, STR: 76838, VIT: 128494, SPD: 24, LUK: 1, Attack: 169024, Defense: 218272, Current HP: 1363, A Avg: 181700, D Avg: 218272, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40235: 2383 - [11150, 6785, 364] - HP: 31882, STR: 160268, VIT: 51910, SPD: 24, LUK: 2, Attack: 252454, Defense: 139478, Current HP: 31882, A Avg: 271388, D Avg: 139478, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 40247: 2359 - [11204, 6635, 460] - HP: 48343, STR: 137747, VIT: 51966, SPD: 24, LUK: 1, Attack: 227656, Defense: 139534, Current HP: 48343, A Avg: 239038, D Avg: 139534, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40247: 2409 - [11204, 6635, 460] - HP: 48343, STR: 137747, VIT: 51966, SPD: 24, LUK: 1, Attack: 227656, Defense: 139534, Current HP: 48343, A Avg: 239038, D Avg: 139534, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40261: 1597 - [11808, 4837, 1654] - HP: 141288, STR: 76838, VIT: 55214, SPD: 24, LUK: 1, Attack: 169024, Defense: 142002, Current HP: 141288, A Avg: 211280, D Avg: 142002, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40278: 2956 - [11406, 6060, 833] - HP: 1073, STR: 103884, VIT: 102958, SPD: 24, LUK: 1, Attack: 193793, Defense: 192736, Current HP: 1073, A Avg: 203482, D Avg: 192736, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40278: 2958 - [11406, 6060, 833] - HP: 722, STR: 103900, VIT: 102966, SPD: 24, LUK: 2, Attack: 193809, Defense: 192744, Current HP: 722, A Avg: 203499, D Avg: 192744, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40278: 2998 - [11406, 6060, 833] - HP: 722, STR: 103900, VIT: 102966, SPD: 24, LUK: 2, Attack: 193809, Defense: 192744, Current HP: 722, A Avg: 203499, D Avg: 231292, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40278: 3006 - [11406, 6060, 833] - HP: 1073, STR: 103884, VIT: 102958, SPD: 24, LUK: 1, Attack: 193793, Defense: 192736, Current HP: 1073, A Avg: 203482, D Avg: 192736, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40278: 3008 - [11406, 6060, 833] - HP: 722, STR: 103900, VIT: 102966, SPD: 24, LUK: 2, Attack: 193809, Defense: 192744, Current HP: 722, A Avg: 203499, D Avg: 192744, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40281: 2352 - [11215, 6636, 448] - HP: 48633, STR: 136210, VIT: 51902, SPD: 24, LUK: 1, Attack: 228396, Defense: 139470, Current HP: 48633, A Avg: 239815, D Avg: 139470, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 40281: 2402 - [11215, 6636, 448] - HP: 48633, STR: 136210, VIT: 51902, SPD: 24, LUK: 1, Attack: 228396, Defense: 139470, Current HP: 48633, A Avg: 239815, D Avg: 139470, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 40291: 2955 - [11406, 6073, 820] - HP: 2040, STR: 102438, VIT: 102648, SPD: 24, LUK: 1, Attack: 194624, Defense: 190073, Current HP: 2040, A Avg: 204355, D Avg: 190073, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40291: 2995 - [11406, 6073, 820] - HP: 2040, STR: 102438, VIT: 102648, SPD: 24, LUK: 1, Attack: 194624, Defense: 190073, Current HP: 2040, A Avg: 204355, D Avg: 228087, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
