Rank 1000: HP: 1585, STR: 8061, VIT: 1469, SPD: 72, LUK: 1, Attack: 140908, Defense: 86697, Current HP: 1585, A Avg: 1173763, D Avg: 121375, [Blue Sword[180, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 670: HP: 1539, STR: 6816, VIT: 910, SPD: 76, LUK: 1, Attack: 141716, Defense: 87699, Current HP: 1539, A Avg: 1180494, D Avg: 122778, [Neural Edge[190, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 669: HP: 1539, STR: 6816, VIT: 2529, SPD: 76, LUK: 1, Attack: 141716, Defense: 92307, Current HP: 1539, A Avg: 1180494, D Avg: 129229, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 668: HP: 2014, STR: 6816, VIT: 3292, SPD: 76, LUK: 1, Attack: 141716, Defense: 90080, Current HP: 2014, A Avg: 1180494, D Avg: 126111, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 667: HP: 1824, STR: 6816, VIT: 1579, SPD: 80, LUK: 1, Attack: 141716, Defense: 87457, Current HP: 1824, A Avg: 1180494, D Avg: 122439, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 666: HP: 2656, STR: 6816, VIT: 1572, SPD: 76, LUK: 1, Attack: 141716, Defense: 87788, Current HP: 2656, A Avg: 1180494, D Avg: 122903, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 665: HP: 2020, STR: 6816, VIT: 1649, SPD: 76, LUK: 1, Attack: 141716, Defense: 88684, Current HP: 2020, A Avg: 1180494, D Avg: 124157, [Neural Edge[190, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 664: HP: 1620, STR: 6816, VIT: 1882, SPD: 76, LUK: 1, Attack: 141716, Defense: 88930, Current HP: 1620, A Avg: 1180494, D Avg: 124501, [Neural Edge[190, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 663: HP: 1178, STR: 4580, VIT: 184, SPD: 63, LUK: 2, Attack: 141733, Defense: 84372, Current HP: 1178, A Avg: 1180635, D Avg: 118120, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 662: HP: 1440, STR: 2307, VIT: 215, SPD: 72, LUK: 1, Attack: 141740, Defense: 84559, Current HP: 1440, A Avg: 1180694, D Avg: 118382, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 661: HP: 1716, STR: 4587, VIT: 699, SPD: 63, LUK: 1, Attack: 141744, Defense: 86317, Current HP: 1716, A Avg: 1180727, D Avg: 120843, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 660: HP: 1816, STR: 4587, VIT: 881, SPD: 63, LUK: 1, Attack: 141744, Defense: 86499, Current HP: 1816, A Avg: 1180727, D Avg: 121098, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 659: HP: 1816, STR: 4587, VIT: 720, SPD: 63, LUK: 1, Attack: 141744, Defense: 86338, Current HP: 1816, A Avg: 1180727, D Avg: 120873, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 658: HP: 1474, STR: 4591, VIT: 939, SPD: 63, LUK: 1, Attack: 141750, Defense: 85777, Current HP: 1474, A Avg: 1180777, D Avg: 120087, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 657: HP: 1569, STR: 4591, VIT: 1131, SPD: 63, LUK: 1, Attack: 141750, Defense: 85969, Current HP: 1569, A Avg: 1180777, D Avg: 120356, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 656: HP: 1569, STR: 4591, VIT: 961, SPD: 63, LUK: 1, Attack: 141750, Defense: 85799, Current HP: 1569, A Avg: 1180777, D Avg: 120118, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 655: HP: 6500, STR: 6620, VIT: 1911, SPD: 72, LUK: 1, Attack: 141753, Defense: 88699, Current HP: 6500, A Avg: 1180802, D Avg: 124178, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 654: HP: 1837, STR: 6847, VIT: 1220, SPD: 76, LUK: 1, Attack: 141762, Defense: 85161, Current HP: 1837, A Avg: 1180877, D Avg: 119225, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 653: HP: 6120, STR: 8697, VIT: 772, SPD: 72, LUK: 1, Attack: 141765, Defense: 87560, Current HP: 6120, A Avg: 1180902, D Avg: 122583, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 652: HP: 1302, STR: 4601, VIT: 302, SPD: 68, LUK: 1, Attack: 141765, Defense: 84025, Current HP: 1302, A Avg: 1180902, D Avg: 117634, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 651: HP: 1302, STR: 4601, VIT: 302, SPD: 68, LUK: 1, Attack: 141765, Defense: 84035, Current HP: 1302, A Avg: 1180902, D Avg: 117648, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 650: HP: 1240, STR: 4601, VIT: 327, SPD: 68, LUK: 1, Attack: 141765, Defense: 84196, Current HP: 1240, A Avg: 1180902, D Avg: 117874, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 649: HP: 1240, STR: 4601, VIT: 334, SPD: 68, LUK: 1, Attack: 141765, Defense: 84138, Current HP: 1240, A Avg: 1180902, D Avg: 117793, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 648: HP: 1240, STR: 4601, VIT: 404, SPD: 68, LUK: 1, Attack: 141765, Defense: 84267, Current HP: 1240, A Avg: 1180902, D Avg: 117973, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 647: HP: 1240, STR: 4601, VIT: 427, SPD: 68, LUK: 1, Attack: 141765, Defense: 84316, Current HP: 1240, A Avg: 1180902, D Avg: 118042, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 646: HP: 1302, STR: 4601, VIT: 482, SPD: 68, LUK: 1, Attack: 141765, Defense: 84358, Current HP: 1302, A Avg: 1180902, D Avg: 118101, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 645: HP: 1650, STR: 4601, VIT: 582, SPD: 68, LUK: 1, Attack: 141765, Defense: 84419, Current HP: 1650, A Avg: 1180902, D Avg: 118186, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 644: HP: 1365, STR: 4601, VIT: 398, SPD: 68, LUK: 1, Attack: 141765, Defense: 84170, Current HP: 1365, A Avg: 1180902, D Avg: 117837, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 643: HP: 1407, STR: 4601, VIT: 482, SPD: 68, LUK: 1, Attack: 141765, Defense: 84501, Current HP: 1407, A Avg: 1180902, D Avg: 118301, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 642: HP: 1320, STR: 4601, VIT: 416, SPD: 68, LUK: 1, Attack: 141765, Defense: 84344, Current HP: 1320, A Avg: 1180902, D Avg: 118081, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 641: HP: 1980, STR: 4601, VIT: 748, SPD: 68, LUK: 1, Attack: 141765, Defense: 85310, Current HP: 1980, A Avg: 1180902, D Avg: 119433, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 640: HP: 1904, STR: 4601, VIT: 404, SPD: 68, LUK: 1, Attack: 141765, Defense: 84332, Current HP: 1904, A Avg: 1180902, D Avg: 118064, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 639: HP: 1302, STR: 4601, VIT: 1222, SPD: 68, LUK: 1, Attack: 141765, Defense: 88010, Current HP: 1302, A Avg: 1180902, D Avg: 123213, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 638: HP: 3410, STR: 4601, VIT: 316, SPD: 68, LUK: 1, Attack: 141765, Defense: 86233, Current HP: 3410, A Avg: 1180902, D Avg: 120726, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 637: HP: 2209, STR: 4601, VIT: 854, SPD: 68, LUK: 1, Attack: 141765, Defense: 85588, Current HP: 2209, A Avg: 1180902, D Avg: 119823, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 636: HP: 1858, STR: 4601, VIT: 748, SPD: 68, LUK: 1, Attack: 141765, Defense: 86223, Current HP: 1858, A Avg: 1180902, D Avg: 120712, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 635: HP: 1440, STR: 4601, VIT: 1203, SPD: 68, LUK: 1, Attack: 141765, Defense: 86171, Current HP: 1440, A Avg: 1180902, D Avg: 120639, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 634: HP: 1360, STR: 4601, VIT: 1302, SPD: 68, LUK: 1, Attack: 141765, Defense: 88142, Current HP: 1360, A Avg: 1180902, D Avg: 123398, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 633: HP: 2530, STR: 4601, VIT: 1065, SPD: 68, LUK: 1, Attack: 141765, Defense: 88490, Current HP: 2530, A Avg: 1180902, D Avg: 123885, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 632: HP: 1240, STR: 4601, VIT: 302, SPD: 68, LUK: 1, Attack: 141765, Defense: 87091, Current HP: 1240, A Avg: 1180902, D Avg: 121927, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 631: HP: 1240, STR: 4601, VIT: 1998, SPD: 68, LUK: 1, Attack: 141765, Defense: 91776, Current HP: 1240, A Avg: 1180902, D Avg: 128486, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 630: HP: 1740, STR: 4601, VIT: 2761, SPD: 68, LUK: 1, Attack: 141765, Defense: 89549, Current HP: 1740, A Avg: 1180902, D Avg: 125368, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 629: HP: 1540, STR: 4601, VIT: 1002, SPD: 72, LUK: 1, Attack: 141765, Defense: 86880, Current HP: 1540, A Avg: 1180902, D Avg: 121631, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 628: HP: 2416, STR: 4601, VIT: 962, SPD: 68, LUK: 1, Attack: 141765, Defense: 87178, Current HP: 2416, A Avg: 1180902, D Avg: 122049, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 627: HP: 1722, STR: 4601, VIT: 1076, SPD: 68, LUK: 1, Attack: 141765, Defense: 88111, Current HP: 1722, A Avg: 1180902, D Avg: 123355, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 626: HP: 1302, STR: 4601, VIT: 1320, SPD: 68, LUK: 1, Attack: 141765, Defense: 88368, Current HP: 1302, A Avg: 1180902, D Avg: 123715, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 625: HP: 4978, STR: 8698, VIT: 836, SPD: 63, LUK: 1, Attack: 141766, Defense: 85024, Current HP: 4978, A Avg: 1180910, D Avg: 119033, [Spear of Regression[182, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 624: HP: 988, STR: 8972, VIT: 931, SPD: 63, LUK: 1, Attack: 141768, Defense: 88759, Current HP: 988, A Avg: 1180927, D Avg: 124262, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 623: HP: 1083, STR: 8972, VIT: 1114, SPD: 63, LUK: 1, Attack: 141768, Defense: 88942, Current HP: 1083, A Avg: 1180927, D Avg: 124518, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 622: HP: 1083, STR: 8972, VIT: 952, SPD: 63, LUK: 1, Attack: 141768, Defense: 88780, Current HP: 1083, A Avg: 1180927, D Avg: 124291, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 621: HP: 1440, STR: 2326, VIT: 215, SPD: 68, LUK: 1, Attack: 141769, Defense: 84403, Current HP: 1440, A Avg: 1180935, D Avg: 118164, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 620: HP: 2470, STR: 8645, VIT: 1558, SPD: 80, LUK: 1, Attack: 141784, Defense: 88346, Current HP: 2470, A Avg: 1181060, D Avg: 123684, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 619: HP: 1643, STR: 4622, VIT: 567, SPD: 63, LUK: 1, Attack: 141796, Defense: 85431, Current HP: 1643, A Avg: 1181160, D Avg: 119603, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 618: HP: 1738, STR: 4622, VIT: 759, SPD: 63, LUK: 1, Attack: 141796, Defense: 85623, Current HP: 1738, A Avg: 1181160, D Avg: 119872, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 617: HP: 1738, STR: 4622, VIT: 589, SPD: 63, LUK: 1, Attack: 141796, Defense: 85453, Current HP: 1738, A Avg: 1181160, D Avg: 119634, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 616: HP: 1567, STR: 4622, VIT: 630, SPD: 68, LUK: 1, Attack: 141796, Defense: 85052, Current HP: 1567, A Avg: 1181160, D Avg: 119072, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 615: HP: 1662, STR: 4622, VIT: 813, SPD: 68, LUK: 1, Attack: 141796, Defense: 85235, Current HP: 1662, A Avg: 1181160, D Avg: 119328, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 614: HP: 1662, STR: 4622, VIT: 651, SPD: 68, LUK: 1, Attack: 141796, Defense: 85073, Current HP: 1662, A Avg: 1181160, D Avg: 119102, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 613: HP: 2707, STR: 2347, VIT: 1214, SPD: 63, LUK: 1, Attack: 141800, Defense: 86442, Current HP: 2707, A Avg: 1181193, D Avg: 121018, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 612: HP: 1364, STR: 4630, VIT: 377, SPD: 63, LUK: 1, Attack: 141808, Defense: 84877, Current HP: 1364, A Avg: 1181260, D Avg: 118827, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 611: HP: 1459, STR: 4630, VIT: 560, SPD: 63, LUK: 1, Attack: 141808, Defense: 85060, Current HP: 1459, A Avg: 1181260, D Avg: 119083, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 610: HP: 1459, STR: 4630, VIT: 398, SPD: 63, LUK: 1, Attack: 141808, Defense: 84898, Current HP: 1459, A Avg: 1181260, D Avg: 118857, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 609: HP: 1554, STR: 4633, VIT: 593, SPD: 68, LUK: 1, Attack: 141813, Defense: 84534, Current HP: 1554, A Avg: 1181302, D Avg: 118347, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 608: HP: 3430, STR: 6715, VIT: 2877, SPD: 68, LUK: 1, Attack: 141814, Defense: 88105, Current HP: 3430, A Avg: 1181310, D Avg: 123346, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 607: HP: 2679, STR: 4636, VIT: 3234, SPD: 63, LUK: 1, Attack: 141817, Defense: 90802, Current HP: 2679, A Avg: 1181335, D Avg: 127122, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 606: HP: 1368, STR: 2359, VIT: 101, SPD: 68, LUK: 1, Attack: 141818, Defense: 84445, Current HP: 1368, A Avg: 1181343, D Avg: 118222, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 605: HP: 2109, STR: 10064, VIT: 1807, SPD: 76, LUK: 1, Attack: 141846, Defense: 89635, Current HP: 2109, A Avg: 1181577, D Avg: 125488, [Divine Dragon Sword[181, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 604: HP: 1368, STR: 2384, VIT: 101, SPD: 63, LUK: 1, Attack: 141856, Defense: 84289, Current HP: 1368, A Avg: 1181660, D Avg: 118004, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 603: HP: 1290, STR: 6910, VIT: 395, SPD: 68, LUK: 1, Attack: 141857, Defense: 84284, Current HP: 1290, A Avg: 1181668, D Avg: 117997, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 602: HP: 2907, STR: 6750, VIT: 2334, SPD: 103, LUK: 1, Attack: 141867, Defense: 90162, Current HP: 2907, A Avg: 1181752, D Avg: 126226, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 601: HP: 1511, STR: 4692, VIT: 487, SPD: 76, LUK: 1, Attack: 141901, Defense: 84831, Current HP: 1511, A Avg: 1182035, D Avg: 118763, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 600: HP: 1539, STR: 6953, VIT: 1083, SPD: 80, LUK: 1, Attack: 141921, Defense: 85108, Current HP: 1539, A Avg: 1182201, D Avg: 119151, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 599: HP: 988, STR: 9075, VIT: 910, SPD: 68, LUK: 1, Attack: 141922, Defense: 85254, Current HP: 988, A Avg: 1182210, D Avg: 119355, [Zodiac[184, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 598: HP: 3591, STR: 6787, VIT: 3102, SPD: 76, LUK: 1, Attack: 141922, Defense: 87290, Current HP: 3591, A Avg: 1182210, D Avg: 122205, [Stargazer[183, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 597: HP: 6499, STR: 6735, VIT: 2534, SPD: 72, LUK: 1, Attack: 141926, Defense: 87762, Current HP: 6499, A Avg: 1182243, D Avg: 122866, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 596: HP: 1643, STR: 4715, VIT: 1024, SPD: 63, LUK: 1, Attack: 141936, Defense: 87825, Current HP: 1643, A Avg: 1182326, D Avg: 122954, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 595: HP: 1738, STR: 4715, VIT: 1215, SPD: 63, LUK: 1, Attack: 141936, Defense: 88016, Current HP: 1738, A Avg: 1182326, D Avg: 123222, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 594: HP: 1738, STR: 4715, VIT: 1046, SPD: 63, LUK: 1, Attack: 141936, Defense: 87847, Current HP: 1738, A Avg: 1182326, D Avg: 122985, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 593: HP: 1577, STR: 6460, VIT: 942, SPD: 76, LUK: 1, Attack: 141940, Defense: 88770, Current HP: 1577, A Avg: 1182360, D Avg: 124277, [Basic[169, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 592: HP: 2004, STR: 6968, VIT: 1222, SPD: 76, LUK: 1, Attack: 141944, Defense: 85462, Current HP: 2004, A Avg: 1182393, D Avg: 119646, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 591: HP: 2133, STR: 9592, VIT: 1491, SPD: 76, LUK: 1, Attack: 141953, Defense: 89319, Current HP: 2133, A Avg: 1182468, D Avg: 125046, [White Snake[160, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 590: HP: 1539, STR: 9708, VIT: 910, SPD: 76, LUK: 1, Attack: 141955, Defense: 88738, Current HP: 1539, A Avg: 1182485, D Avg: 124233, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 589: HP: 1134, STR: 6989, VIT: 406, SPD: 68, LUK: 1, Attack: 141975, Defense: 84412, Current HP: 1134, A Avg: 1182651, D Avg: 118176, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 588: HP: 1240, STR: 4742, VIT: 482, SPD: 72, LUK: 1, Attack: 141976, Defense: 84507, Current HP: 1240, A Avg: 1182660, D Avg: 118309, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 587: HP: 1260, STR: 4745, VIT: 482, SPD: 68, LUK: 1, Attack: 141981, Defense: 84488, Current HP: 1260, A Avg: 1182701, D Avg: 118283, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 586: HP: 1240, STR: 4745, VIT: 4543, SPD: 68, LUK: 1, Attack: 141981, Defense: 90213, Current HP: 1240, A Avg: 1182701, D Avg: 126298, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 585: HP: 2850, STR: 6833, VIT: 2292, SPD: 68, LUK: 1, Attack: 141991, Defense: 86636, Current HP: 2850, A Avg: 1182785, D Avg: 121290, [Stargazer[183, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 584: HP: 1730, STR: 4758, VIT: 596, SPD: 68, LUK: 1, Attack: 142000, Defense: 84836, Current HP: 1730, A Avg: 1182859, D Avg: 118770, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 583: HP: 2128, STR: 4768, VIT: 956, SPD: 63, LUK: 1, Attack: 142015, Defense: 84819, Current HP: 2128, A Avg: 1182984, D Avg: 118746, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 582: HP: 1729, STR: 7017, VIT: 698, SPD: 68, LUK: 1, Attack: 142017, Defense: 85042, Current HP: 1729, A Avg: 1183001, D Avg: 119058, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 581: HP: 5291, STR: 8865, VIT: 1002, SPD: 63, LUK: 1, Attack: 142017, Defense: 86230, Current HP: 5291, A Avg: 1183001, D Avg: 120721, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 580: HP: 2750, STR: 2493, VIT: 356, SPD: 76, LUK: 1, Attack: 142019, Defense: 87144, Current HP: 2750, A Avg: 1183018, D Avg: 122001, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 579: HP: 1235, STR: 4776, VIT: 226, SPD: 108, LUK: 1, Attack: 142027, Defense: 84570, Current HP: 1235, A Avg: 1183084, D Avg: 118397, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 578: HP: 1776, STR: 2503, VIT: 667, SPD: 63, LUK: 1, Attack: 142034, Defense: 85895, Current HP: 1776, A Avg: 1183143, D Avg: 120252, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 577: HP: 1767, STR: 8201, VIT: 2128, SPD: 76, LUK: 1, Attack: 142035, Defense: 89956, Current HP: 1767, A Avg: 1183151, D Avg: 125938, [Cuttlefish[178, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
