Rank 1000: HP: 1680, STR: 365, VIT: 441, SPD: 51, LUK: 1, Attack: 138827, Defense: 86553, Current HP: 1680, A Avg: 1156428, D Avg: 121174, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 664: HP: 798, STR: 3084, VIT: 143, SPD: 31, LUK: 2, Attack: 139489, Defense: 84331, Current HP: 798, A Avg: 1161943, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 663: HP: 807, STR: 3086, VIT: 212, SPD: 34, LUK: 1, Attack: 139492, Defense: 84556, Current HP: 807, A Avg: 1161968, D Avg: 118378, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 662: HP: 1218, STR: 3086, VIT: 153, SPD: 34, LUK: 1, Attack: 139492, Defense: 84497, Current HP: 1218, A Avg: 1161968, D Avg: 118295, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 661: HP: 836, STR: 3086, VIT: 153, SPD: 60, LUK: 1, Attack: 139492, Defense: 84497, Current HP: 836, A Avg: 1161968, D Avg: 118295, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 660: HP: 1144, STR: 3086, VIT: 242, SPD: 34, LUK: 1, Attack: 139492, Defense: 84586, Current HP: 1144, A Avg: 1161968, D Avg: 118420, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 659: HP: 1656, STR: 809, VIT: 699, SPD: 38, LUK: 1, Attack: 139493, Defense: 86317, Current HP: 1656, A Avg: 1161976, D Avg: 120843, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 658: HP: 1493, STR: 812, VIT: 896, SPD: 38, LUK: 1, Attack: 139498, Defense: 85734, Current HP: 1493, A Avg: 1162018, D Avg: 120027, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 657: HP: 1225, STR: 812, VIT: 149, SPD: 31, LUK: 1, Attack: 139498, Defense: 84038, Current HP: 1225, A Avg: 1162018, D Avg: 117653, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 656: HP: 418, STR: 5339, VIT: 60, SPD: 31, LUK: 1, Attack: 139500, Defense: 84248, Current HP: 418, A Avg: 1162034, D Avg: 117947, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 655: HP: 836, STR: 3094, VIT: 213, SPD: 51, LUK: 1, Attack: 139504, Defense: 84076, Current HP: 836, A Avg: 1162068, D Avg: 117706, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 654: HP: 1434, STR: 819, VIT: 516, SPD: 31, LUK: 1, Attack: 139508, Defense: 87434, Current HP: 1434, A Avg: 1162101, D Avg: 122407, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 653: HP: 798, STR: 3097, VIT: 212, SPD: 34, LUK: 1, Attack: 139509, Defense: 84556, Current HP: 798, A Avg: 1162109, D Avg: 118378, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 652: HP: 798, STR: 3097, VIT: 242, SPD: 34, LUK: 1, Attack: 139509, Defense: 84586, Current HP: 798, A Avg: 1162109, D Avg: 118420, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 651: HP: 1363, STR: 3097, VIT: 174, SPD: 34, LUK: 1, Attack: 139509, Defense: 84518, Current HP: 1363, A Avg: 1162109, D Avg: 118325, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 650: HP: 1254, STR: 821, VIT: 178, SPD: 34, LUK: 1, Attack: 139511, Defense: 84314, Current HP: 1254, A Avg: 1162126, D Avg: 118039, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 649: HP: 1254, STR: 822, VIT: 178, SPD: 31, LUK: 1, Attack: 139513, Defense: 84366, Current HP: 1254, A Avg: 1162143, D Avg: 118112, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 648: HP: 1695, STR: 823, VIT: 70, SPD: 34, LUK: 1, Attack: 139514, Defense: 84206, Current HP: 1695, A Avg: 1162151, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 647: HP: 1276, STR: 823, VIT: 60, SPD: 34, LUK: 2, Attack: 139514, Defense: 84196, Current HP: 1276, A Avg: 1162151, D Avg: 117874, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 646: HP: 1695, STR: 825, VIT: 70, SPD: 31, LUK: 1, Attack: 139517, Defense: 84258, Current HP: 1695, A Avg: 1162176, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 645: HP: 1276, STR: 825, VIT: 60, SPD: 31, LUK: 2, Attack: 139517, Defense: 84248, Current HP: 1276, A Avg: 1162176, D Avg: 117947, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 644: HP: 1153, STR: 825, VIT: 159, SPD: 31, LUK: 1, Attack: 139517, Defense: 84165, Current HP: 1153, A Avg: 1162176, D Avg: 117830, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 643: HP: 817, STR: 3107, VIT: 163, SPD: 34, LUK: 2, Attack: 139524, Defense: 84507, Current HP: 817, A Avg: 1162234, D Avg: 118309, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 642: HP: 1206, STR: 832, VIT: 502, SPD: 31, LUK: 1, Attack: 139528, Defense: 87420, Current HP: 1206, A Avg: 1162268, D Avg: 122387, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 641: HP: 1624, STR: 843, VIT: 654, SPD: 38, LUK: 1, Attack: 139544, Defense: 85518, Current HP: 1624, A Avg: 1162401, D Avg: 119725, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 640: HP: 1548, STR: 843, VIT: 672, SPD: 40, LUK: 1, Attack: 139544, Defense: 85094, Current HP: 1548, A Avg: 1162401, D Avg: 119131, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 639: HP: 1420, STR: 3121, VIT: 636, SPD: 31, LUK: 1, Attack: 139545, Defense: 84359, Current HP: 1420, A Avg: 1162409, D Avg: 118102, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 638: HP: 1420, STR: 3121, VIT: 636, SPD: 31, LUK: 1, Attack: 139545, Defense: 84369, Current HP: 1420, A Avg: 1162409, D Avg: 118116, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 637: HP: 1349, STR: 3121, VIT: 673, SPD: 31, LUK: 1, Attack: 139545, Defense: 84542, Current HP: 1349, A Avg: 1162409, D Avg: 118358, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 636: HP: 1349, STR: 3121, VIT: 682, SPD: 31, LUK: 1, Attack: 139545, Defense: 84486, Current HP: 1349, A Avg: 1162409, D Avg: 118280, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 635: HP: 1349, STR: 3121, VIT: 717, SPD: 31, LUK: 1, Attack: 139545, Defense: 84580, Current HP: 1349, A Avg: 1162409, D Avg: 118411, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 634: HP: 1349, STR: 3121, VIT: 749, SPD: 31, LUK: 1, Attack: 139545, Defense: 84638, Current HP: 1349, A Avg: 1162409, D Avg: 118493, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 633: HP: 1420, STR: 3121, VIT: 768, SPD: 31, LUK: 1, Attack: 139545, Defense: 84644, Current HP: 1420, A Avg: 1162409, D Avg: 118501, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 632: HP: 1548, STR: 3121, VIT: 838, SPD: 31, LUK: 1, Attack: 139545, Defense: 84675, Current HP: 1548, A Avg: 1162409, D Avg: 118544, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 631: HP: 1480, STR: 3121, VIT: 710, SPD: 31, LUK: 1, Attack: 139545, Defense: 84482, Current HP: 1480, A Avg: 1162409, D Avg: 118274, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 630: HP: 1520, STR: 3121, VIT: 768, SPD: 31, LUK: 1, Attack: 139545, Defense: 84787, Current HP: 1520, A Avg: 1162409, D Avg: 118701, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 629: HP: 1425, STR: 3121, VIT: 733, SPD: 31, LUK: 1, Attack: 139545, Defense: 84661, Current HP: 1425, A Avg: 1162409, D Avg: 118525, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 628: HP: 1786, STR: 3121, VIT: 959, SPD: 31, LUK: 1, Attack: 139545, Defense: 85521, Current HP: 1786, A Avg: 1162409, D Avg: 119729, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 627: HP: 1675, STR: 3121, VIT: 717, SPD: 31, LUK: 1, Attack: 139545, Defense: 84645, Current HP: 1675, A Avg: 1162409, D Avg: 118502, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 626: HP: 1420, STR: 3121, VIT: 1506, SPD: 31, LUK: 1, Attack: 139545, Defense: 88294, Current HP: 1420, A Avg: 1162409, D Avg: 123611, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 625: HP: 2840, STR: 3121, VIT: 657, SPD: 31, LUK: 1, Attack: 139545, Defense: 86574, Current HP: 2840, A Avg: 1162409, D Avg: 121203, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 624: HP: 1964, STR: 3121, VIT: 1048, SPD: 31, LUK: 1, Attack: 139545, Defense: 85782, Current HP: 1964, A Avg: 1162409, D Avg: 120094, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 623: HP: 1750, STR: 3121, VIT: 959, SPD: 31, LUK: 1, Attack: 139545, Defense: 86434, Current HP: 1750, A Avg: 1162409, D Avg: 121007, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 622: HP: 1539, STR: 3121, VIT: 1260, SPD: 31, LUK: 1, Attack: 139545, Defense: 86228, Current HP: 1539, A Avg: 1162409, D Avg: 120719, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 621: HP: 1463, STR: 3121, VIT: 1436, SPD: 31, LUK: 1, Attack: 139545, Defense: 88276, Current HP: 1463, A Avg: 1162409, D Avg: 123586, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 620: HP: 1990, STR: 3121, VIT: 1162, SPD: 31, LUK: 1, Attack: 139545, Defense: 88587, Current HP: 1990, A Avg: 1162409, D Avg: 124021, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 619: HP: 1349, STR: 3121, VIT: 636, SPD: 31, LUK: 1, Attack: 139545, Defense: 87425, Current HP: 1349, A Avg: 1162409, D Avg: 122394, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 618: HP: 1349, STR: 3121, VIT: 1805, SPD: 31, LUK: 1, Attack: 139545, Defense: 91583, Current HP: 1349, A Avg: 1162409, D Avg: 128216, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 617: HP: 1824, STR: 3121, VIT: 2482, SPD: 31, LUK: 1, Attack: 139545, Defense: 89270, Current HP: 1824, A Avg: 1162409, D Avg: 124977, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 616: HP: 1634, STR: 3121, VIT: 1134, SPD: 34, LUK: 1, Attack: 139545, Defense: 87012, Current HP: 1634, A Avg: 1162409, D Avg: 121816, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 615: HP: 2010, STR: 3121, VIT: 1177, SPD: 31, LUK: 1, Attack: 139545, Defense: 87393, Current HP: 2010, A Avg: 1162409, D Avg: 122350, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 614: HP: 1820, STR: 3121, VIT: 1485, SPD: 31, LUK: 1, Attack: 139545, Defense: 88520, Current HP: 1820, A Avg: 1162409, D Avg: 123927, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 613: HP: 1420, STR: 3121, VIT: 1337, SPD: 31, LUK: 1, Attack: 139545, Defense: 88385, Current HP: 1420, A Avg: 1162409, D Avg: 123738, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 612: HP: 1660, STR: 849, VIT: 421, SPD: 31, LUK: 1, Attack: 139553, Defense: 86533, Current HP: 1660, A Avg: 1162476, D Avg: 121146, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 611: HP: 1387, STR: 3130, VIT: 1170, SPD: 51, LUK: 1, Attack: 139558, Defense: 88738, Current HP: 1387, A Avg: 1162518, D Avg: 124233, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 610: HP: 608, STR: 7507, VIT: 454, SPD: 31, LUK: 1, Attack: 139570, Defense: 88282, Current HP: 608, A Avg: 1162618, D Avg: 123594, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 609: HP: 1480, STR: 3140, VIT: 524, SPD: 51, LUK: 1, Attack: 139573, Defense: 86636, Current HP: 1480, A Avg: 1162643, D Avg: 121290, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 608: HP: 1034, STR: 3147, VIT: 301, SPD: 34, LUK: 1, Attack: 139584, Defense: 84645, Current HP: 1034, A Avg: 1162734, D Avg: 118502, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 607: HP: 1533, STR: 3148, VIT: 854, SPD: 31, LUK: 1, Attack: 139585, Defense: 84795, Current HP: 1533, A Avg: 1162743, D Avg: 118712, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 606: HP: 1757, STR: 871, VIT: 1014, SPD: 31, LUK: 1, Attack: 139586, Defense: 87932, Current HP: 1757, A Avg: 1162751, D Avg: 123104, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 605: HP: 1375, STR: 3149, VIT: 153, SPD: 34, LUK: 1, Attack: 139587, Defense: 84497, Current HP: 1375, A Avg: 1162759, D Avg: 118295, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 604: HP: 1056, STR: 3149, VIT: 143, SPD: 34, LUK: 2, Attack: 139587, Defense: 84487, Current HP: 1056, A Avg: 1162759, D Avg: 118281, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 603: HP: 1624, STR: 874, VIT: 937, SPD: 38, LUK: 1, Attack: 139591, Defense: 87738, Current HP: 1624, A Avg: 1162793, D Avg: 122833, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 602: HP: 1368, STR: 880, VIT: 595, SPD: 31, LUK: 1, Attack: 139600, Defense: 85589, Current HP: 1368, A Avg: 1162867, D Avg: 119824, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 601: HP: 1007, STR: 887, VIT: 80, SPD: 31, LUK: 2, Attack: 139610, Defense: 84268, Current HP: 1007, A Avg: 1162951, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 600: HP: 1197, STR: 3167, VIT: 704, SPD: 51, LUK: 1, Attack: 139614, Defense: 85698, Current HP: 1197, A Avg: 1162984, D Avg: 119977, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 599: HP: 1007, STR: 892, VIT: 80, SPD: 34, LUK: 2, Attack: 139618, Defense: 84216, Current HP: 1007, A Avg: 1163017, D Avg: 117902, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 598: HP: 2261, STR: 5253, VIT: 1255, SPD: 34, LUK: 1, Attack: 139621, Defense: 88043, Current HP: 2261, A Avg: 1163042, D Avg: 123260, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 597: HP: 1349, STR: 3186, VIT: 768, SPD: 34, LUK: 1, Attack: 139642, Defense: 84793, Current HP: 1349, A Avg: 1163217, D Avg: 118710, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 596: HP: 1624, STR: 3199, VIT: 857, SPD: 31, LUK: 1, Attack: 139662, Defense: 85097, Current HP: 1624, A Avg: 1163384, D Avg: 119135, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 595: HP: 1054, STR: 3200, VIT: 253, SPD: 51, LUK: 1, Attack: 139663, Defense: 84142, Current HP: 1054, A Avg: 1163392, D Avg: 117798, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 594: HP: 1026, STR: 3207, VIT: 482, SPD: 31, LUK: 1, Attack: 139674, Defense: 85710, Current HP: 1026, A Avg: 1163484, D Avg: 119993, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 593: HP: 1551, STR: 3207, VIT: 336, SPD: 31, LUK: 1, Attack: 139674, Defense: 85564, Current HP: 1551, A Avg: 1163484, D Avg: 119789, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 592: HP: 1054, STR: 3207, VIT: 336, SPD: 58, LUK: 1, Attack: 139674, Defense: 85564, Current HP: 1054, A Avg: 1163484, D Avg: 119789, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 591: HP: 1397, STR: 3207, VIT: 513, SPD: 31, LUK: 1, Attack: 139674, Defense: 85741, Current HP: 1397, A Avg: 1163484, D Avg: 120037, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 590: HP: 982, STR: 3211, VIT: 263, SPD: 51, LUK: 1, Attack: 139680, Defense: 84269, Current HP: 982, A Avg: 1163534, D Avg: 117976, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 589: HP: 2141, STR: 5293, VIT: 1506, SPD: 36, LUK: 1, Attack: 139681, Defense: 89334, Current HP: 2141, A Avg: 1163542, D Avg: 125067, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 588: HP: 840, STR: 3217, VIT: 163, SPD: 31, LUK: 1, Attack: 139689, Defense: 83886, Current HP: 840, A Avg: 1163609, D Avg: 117440, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 587: HP: 940, STR: 3217, VIT: 263, SPD: 31, LUK: 1, Attack: 139689, Defense: 83986, Current HP: 940, A Avg: 1163609, D Avg: 117580, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 586: HP: 940, STR: 3217, VIT: 184, SPD: 31, LUK: 1, Attack: 139689, Defense: 83907, Current HP: 940, A Avg: 1163609, D Avg: 117469, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 585: HP: 840, STR: 3217, VIT: 163, SPD: 31, LUK: 1, Attack: 139689, Defense: 83896, Current HP: 840, A Avg: 1163609, D Avg: 117454, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 584: HP: 940, STR: 3217, VIT: 263, SPD: 31, LUK: 1, Attack: 139689, Defense: 83996, Current HP: 940, A Avg: 1163609, D Avg: 117594, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 583: HP: 940, STR: 3217, VIT: 184, SPD: 31, LUK: 1, Attack: 139689, Defense: 83917, Current HP: 940, A Avg: 1163609, D Avg: 117483, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 582: HP: 798, STR: 3217, VIT: 182, SPD: 31, LUK: 1, Attack: 139689, Defense: 84051, Current HP: 798, A Avg: 1163609, D Avg: 117671, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 581: HP: 893, STR: 3217, VIT: 287, SPD: 31, LUK: 1, Attack: 139689, Defense: 84156, Current HP: 893, A Avg: 1163609, D Avg: 117818, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 580: HP: 893, STR: 3217, VIT: 204, SPD: 31, LUK: 1, Attack: 139689, Defense: 84073, Current HP: 893, A Avg: 1163609, D Avg: 117702, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 579: HP: 798, STR: 3217, VIT: 189, SPD: 31, LUK: 1, Attack: 139689, Defense: 83993, Current HP: 798, A Avg: 1163609, D Avg: 117590, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 578: HP: 893, STR: 3217, VIT: 293, SPD: 31, LUK: 1, Attack: 139689, Defense: 84097, Current HP: 893, A Avg: 1163609, D Avg: 117735, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 577: HP: 893, STR: 3217, VIT: 210, SPD: 31, LUK: 1, Attack: 139689, Defense: 84014, Current HP: 893, A Avg: 1163609, D Avg: 117619, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 576: HP: 798, STR: 3217, VIT: 213, SPD: 31, LUK: 1, Attack: 139689, Defense: 84076, Current HP: 798, A Avg: 1163609, D Avg: 117706, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 575: HP: 893, STR: 3217, VIT: 317, SPD: 31, LUK: 1, Attack: 139689, Defense: 84180, Current HP: 893, A Avg: 1163609, D Avg: 117851, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 574: HP: 893, STR: 3217, VIT: 234, SPD: 31, LUK: 1, Attack: 139689, Defense: 84097, Current HP: 893, A Avg: 1163609, D Avg: 117735, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 573: HP: 798, STR: 3217, VIT: 234, SPD: 31, LUK: 1, Attack: 139689, Defense: 84123, Current HP: 798, A Avg: 1163609, D Avg: 117772, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 572: HP: 893, STR: 3217, VIT: 339, SPD: 31, LUK: 1, Attack: 139689, Defense: 84228, Current HP: 893, A Avg: 1163609, D Avg: 117919, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 571: HP: 893, STR: 3217, VIT: 256, SPD: 31, LUK: 1, Attack: 139689, Defense: 84145, Current HP: 893, A Avg: 1163609, D Avg: 117802, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
