Rank 108413: 82335 - [387, 107252, 000] - HP: 650, STR: 267, VIT: 821, SPD: 27, LUK: 1, Attack: 132651, Defense: 90599, Current HP: 650, A Avg: 1104982, D Avg: 126838, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 27302 - [390, 107249, 000] - HP: 494, STR: 188, VIT: 1036, SPD: 23, LUK: 1, Attack: 127051, Defense: 90814, Current HP: 494, A Avg: 1058334, D Avg: 127139, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 27306 - [390, 107249, 000] - HP: 494, STR: 188, VIT: 1067, SPD: 23, LUK: 1, Attack: 127051, Defense: 90845, Current HP: 494, A Avg: 1058334, D Avg: 127182, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 27311 - [390, 107249, 000] - HP: 792, STR: 178, VIT: 1067, SPD: 23, LUK: 1, Attack: 127036, Defense: 90845, Current HP: 792, A Avg: 1058209, D Avg: 127182, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 27321 - [390, 107249, 000] - HP: 682, STR: 228, VIT: 1110, SPD: 23, LUK: 1, Attack: 127111, Defense: 90888, Current HP: 682, A Avg: 1058834, D Avg: 127243, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 28514 - [390, 107249, 000] - HP: 577, STR: 202, VIT: 1192, SPD: 27, LUK: 1, Attack: 126292, Defense: 90970, Current HP: 577, A Avg: 1052012, D Avg: 127357, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 29710 - [390, 107249, 000] - HP: 734, STR: 322, VIT: 1192, SPD: 27, LUK: 1, Attack: 126765, Defense: 90970, Current HP: 734, A Avg: 1055952, D Avg: 127357, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 29713 - [390, 107249, 000] - HP: 660, STR: 239, VIT: 1008, SPD: 23, LUK: 1, Attack: 126640, Defense: 90786, Current HP: 660, A Avg: 1054911, D Avg: 127100, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 30889 - [390, 107249, 000] - HP: 617, STR: 277, VIT: 1137, SPD: 23, LUK: 1, Attack: 128062, Defense: 90915, Current HP: 617, A Avg: 1066756, D Avg: 127280, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 30890 - [390, 107249, 000] - HP: 608, STR: 287, VIT: 1137, SPD: 23, LUK: 1, Attack: 128077, Defense: 90915, Current HP: 608, A Avg: 1066881, D Avg: 127280, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 30894 - [390, 107249, 000] - HP: 608, STR: 287, VIT: 1168, SPD: 23, LUK: 1, Attack: 128077, Defense: 90946, Current HP: 608, A Avg: 1066881, D Avg: 127324, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 30911 - [390, 107249, 000] - HP: 874, STR: 843, VIT: 1058, SPD: 28, LUK: 1, Attack: 128911, Defense: 90836, Current HP: 874, A Avg: 1073828, D Avg: 127170, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 32102 - [390, 107249, 000] - HP: 577, STR: 246, VIT: 1192, SPD: 27, LUK: 1, Attack: 126368, Defense: 90970, Current HP: 577, A Avg: 1052645, D Avg: 127357, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 33298 - [390, 107249, 000] - HP: 730, STR: 285, VIT: 1192, SPD: 27, LUK: 1, Attack: 127060, Defense: 90970, Current HP: 730, A Avg: 1058409, D Avg: 127357, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 33301 - [390, 107249, 000] - HP: 655, STR: 205, VIT: 1008, SPD: 23, LUK: 1, Attack: 126940, Defense: 90786, Current HP: 655, A Avg: 1057410, D Avg: 127100, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 34477 - [390, 107249, 000] - HP: 332, STR: 167, VIT: 1076, SPD: 23, LUK: 1, Attack: 126251, Defense: 90854, Current HP: 332, A Avg: 1051670, D Avg: 127195, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 34478 - [390, 107249, 000] - HP: 323, STR: 178, VIT: 1076, SPD: 23, LUK: 1, Attack: 126268, Defense: 90854, Current HP: 323, A Avg: 1051812, D Avg: 127195, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 34482 - [390, 107249, 000] - HP: 323, STR: 178, VIT: 1106, SPD: 23, LUK: 1, Attack: 126268, Defense: 90884, Current HP: 323, A Avg: 1051812, D Avg: 127237, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 34487 - [390, 107249, 000] - HP: 594, STR: 167, VIT: 1106, SPD: 23, LUK: 1, Attack: 126251, Defense: 90884, Current HP: 594, A Avg: 1051670, D Avg: 127237, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 34497 - [390, 107249, 000] - HP: 484, STR: 218, VIT: 1150, SPD: 23, LUK: 1, Attack: 126328, Defense: 90928, Current HP: 484, A Avg: 1052312, D Avg: 127299, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 35673 - [390, 107249, 000] - HP: 484, STR: 178, VIT: 1076, SPD: 23, LUK: 1, Attack: 126449, Defense: 90854, Current HP: 484, A Avg: 1053320, D Avg: 127195, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 35674 - [390, 107249, 000] - HP: 475, STR: 188, VIT: 1076, SPD: 23, LUK: 1, Attack: 126464, Defense: 90854, Current HP: 475, A Avg: 1053445, D Avg: 127195, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 35678 - [390, 107249, 000] - HP: 475, STR: 188, VIT: 1106, SPD: 23, LUK: 1, Attack: 126464, Defense: 90884, Current HP: 475, A Avg: 1053445, D Avg: 127237, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 35683 - [390, 107249, 000] - HP: 770, STR: 178, VIT: 1106, SPD: 23, LUK: 1, Attack: 126449, Defense: 90884, Current HP: 770, A Avg: 1053320, D Avg: 127237, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 35693 - [390, 107249, 000] - HP: 660, STR: 228, VIT: 1150, SPD: 23, LUK: 1, Attack: 126524, Defense: 90928, Current HP: 660, A Avg: 1053944, D Avg: 127299, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 35695 - [390, 107249, 000] - HP: 741, STR: 697, VIT: 1016, SPD: 28, LUK: 1, Attack: 127228, Defense: 90794, Current HP: 741, A Avg: 1059809, D Avg: 127111, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 36886 - [390, 107249, 000] - HP: 587, STR: 193, VIT: 1192, SPD: 27, LUK: 1, Attack: 125953, Defense: 90970, Current HP: 587, A Avg: 1049188, D Avg: 127357, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 38082 - [390, 107249, 000] - HP: 629, STR: 170, VIT: 1192, SPD: 27, LUK: 1, Attack: 126108, Defense: 90970, Current HP: 629, A Avg: 1050479, D Avg: 127357, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 39261 - [390, 107249, 000] - HP: 389, STR: 79, VIT: 1063, SPD: 23, LUK: 1, Attack: 126400, Defense: 90841, Current HP: 389, A Avg: 1052911, D Avg: 127177, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 39262 - [390, 107249, 000] - HP: 380, STR: 116, VIT: 1063, SPD: 23, LUK: 1, Attack: 126456, Defense: 90841, Current HP: 380, A Avg: 1053378, D Avg: 127177, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 39266 - [390, 107249, 000] - HP: 380, STR: 90, VIT: 1094, SPD: 23, LUK: 1, Attack: 126417, Defense: 90872, Current HP: 380, A Avg: 1053053, D Avg: 127220, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 39271 - [390, 107249, 000] - HP: 660, STR: 79, VIT: 1094, SPD: 23, LUK: 1, Attack: 126400, Defense: 90872, Current HP: 660, A Avg: 1052911, D Avg: 127220, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 39281 - [390, 107249, 000] - HP: 550, STR: 130, VIT: 1137, SPD: 23, LUK: 1, Attack: 126477, Defense: 90915, Current HP: 550, A Avg: 1053553, D Avg: 127280, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 40457 - [390, 107249, 000] - HP: 564, STR: 241, VIT: 1085, SPD: 23, LUK: 1, Attack: 127811, Defense: 90863, Current HP: 564, A Avg: 1064665, D Avg: 127208, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 40458 - [390, 107249, 000] - HP: 554, STR: 251, VIT: 1085, SPD: 23, LUK: 1, Attack: 127826, Defense: 90863, Current HP: 554, A Avg: 1064790, D Avg: 127208, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 40462 - [390, 107249, 000] - HP: 554, STR: 251, VIT: 1116, SPD: 23, LUK: 1, Attack: 127826, Defense: 90894, Current HP: 554, A Avg: 1064790, D Avg: 127251, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 40467 - [390, 107249, 000] - HP: 862, STR: 241, VIT: 1116, SPD: 23, LUK: 1, Attack: 127811, Defense: 90894, Current HP: 862, A Avg: 1064665, D Avg: 127251, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 40477 - [390, 107249, 000] - HP: 752, STR: 291, VIT: 1159, SPD: 23, LUK: 1, Attack: 127886, Defense: 90937, Current HP: 752, A Avg: 1065290, D Avg: 127311, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 40479 - [390, 107249, 000] - HP: 820, STR: 790, VIT: 1022, SPD: 28, LUK: 1, Attack: 128635, Defense: 90800, Current HP: 820, A Avg: 1071529, D Avg: 127119, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 41663 - [390, 107249, 000] - HP: 675, STR: 123, VIT: 1011, SPD: 23, LUK: 1, Attack: 125881, Defense: 90789, Current HP: 675, A Avg: 1048588, D Avg: 127104, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 41673 - [390, 107249, 000] - HP: 565, STR: 174, VIT: 1054, SPD: 23, LUK: 1, Attack: 125958, Defense: 90832, Current HP: 565, A Avg: 1049230, D Avg: 127164, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 42854 - [390, 107249, 000] - HP: 402, STR: 159, VIT: 1057, SPD: 23, LUK: 1, Attack: 126091, Defense: 90835, Current HP: 402, A Avg: 1050338, D Avg: 127168, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 42859 - [390, 107249, 000] - HP: 686, STR: 149, VIT: 1057, SPD: 23, LUK: 1, Attack: 126076, Defense: 90835, Current HP: 686, A Avg: 1050213, D Avg: 127168, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 42869 - [390, 107249, 000] - HP: 576, STR: 199, VIT: 1100, SPD: 23, LUK: 1, Attack: 126151, Defense: 90878, Current HP: 576, A Avg: 1050837, D Avg: 127229, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 44045 - [390, 107249, 000] - HP: 342, STR: 209, VIT: 1073, SPD: 23, LUK: 1, Attack: 126478, Defense: 90851, Current HP: 342, A Avg: 1053561, D Avg: 127191, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 44046 - [390, 107249, 000] - HP: 332, STR: 283, VIT: 1073, SPD: 23, LUK: 1, Attack: 126589, Defense: 90851, Current HP: 332, A Avg: 1054486, D Avg: 127191, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 44050 - [390, 107249, 000] - HP: 332, STR: 220, VIT: 1103, SPD: 23, LUK: 1, Attack: 126495, Defense: 90881, Current HP: 332, A Avg: 1053703, D Avg: 127233, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 44055 - [390, 107249, 000] - HP: 605, STR: 209, VIT: 1103, SPD: 23, LUK: 1, Attack: 126478, Defense: 90881, Current HP: 605, A Avg: 1053561, D Avg: 127233, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 44065 - [390, 107249, 000] - HP: 495, STR: 260, VIT: 1146, SPD: 23, LUK: 1, Attack: 126555, Defense: 90924, Current HP: 495, A Avg: 1054203, D Avg: 127293, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 45241 - [390, 107249, 000] - HP: 503, STR: 205, VIT: 1122, SPD: 23, LUK: 1, Attack: 129261, Defense: 90900, Current HP: 503, A Avg: 1076744, D Avg: 127259, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 45242 - [390, 107249, 000] - HP: 494, STR: 278, VIT: 1122, SPD: 23, LUK: 1, Attack: 129370, Defense: 90900, Current HP: 494, A Avg: 1077652, D Avg: 127259, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 45246 - [390, 107249, 000] - HP: 494, STR: 216, VIT: 1153, SPD: 23, LUK: 1, Attack: 129277, Defense: 90931, Current HP: 494, A Avg: 1076877, D Avg: 127303, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 45251 - [390, 107249, 000] - HP: 792, STR: 205, VIT: 1153, SPD: 23, LUK: 1, Attack: 129261, Defense: 90931, Current HP: 792, A Avg: 1076744, D Avg: 127303, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 45261 - [390, 107249, 000] - HP: 682, STR: 256, VIT: 1196, SPD: 23, LUK: 1, Attack: 129337, Defense: 90974, Current HP: 682, A Avg: 1077377, D Avg: 127363, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 45263 - [390, 107249, 000] - HP: 760, STR: 737, VIT: 1047, SPD: 28, LUK: 1, Attack: 130059, Defense: 90825, Current HP: 760, A Avg: 1083391, D Avg: 127154, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 46437 - [390, 107249, 000] - HP: 495, STR: 264, VIT: 1119, SPD: 23, LUK: 1, Attack: 126561, Defense: 90897, Current HP: 495, A Avg: 1054253, D Avg: 127255, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 46438 - [390, 107249, 000] - HP: 486, STR: 216, VIT: 1119, SPD: 23, LUK: 1, Attack: 126489, Defense: 90897, Current HP: 486, A Avg: 1053653, D Avg: 127255, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 46442 - [390, 107249, 000] - HP: 486, STR: 216, VIT: 1150, SPD: 23, LUK: 1, Attack: 126489, Defense: 90928, Current HP: 486, A Avg: 1053653, D Avg: 127299, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 46447 - [390, 107249, 000] - HP: 783, STR: 205, VIT: 1150, SPD: 23, LUK: 1, Attack: 126472, Defense: 90928, Current HP: 783, A Avg: 1053511, D Avg: 127299, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 46457 - [390, 107249, 000] - HP: 673, STR: 256, VIT: 1193, SPD: 23, LUK: 1, Attack: 126549, Defense: 90971, Current HP: 673, A Avg: 1054153, D Avg: 127359, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 46459 - [390, 107249, 000] - HP: 752, STR: 737, VIT: 1045, SPD: 28, LUK: 1, Attack: 127270, Defense: 90823, Current HP: 752, A Avg: 1060159, D Avg: 127152, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 47653 - [390, 107249, 000] - HP: 499, STR: 170, VIT: 1051, SPD: 23, LUK: 1, Attack: 125979, Defense: 90829, Current HP: 499, A Avg: 1049405, D Avg: 127160, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 48849 - [390, 107249, 000] - HP: 501, STR: 170, VIT: 1057, SPD: 23, LUK: 1, Attack: 126264, Defense: 90835, Current HP: 501, A Avg: 1051779, D Avg: 127168, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 50025 - [390, 107249, 000] - HP: 484, STR: 209, VIT: 1119, SPD: 23, LUK: 1, Attack: 127083, Defense: 90897, Current HP: 484, A Avg: 1058601, D Avg: 127255, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 50026 - [390, 107249, 000] - HP: 475, STR: 220, VIT: 1119, SPD: 23, LUK: 1, Attack: 127099, Defense: 90897, Current HP: 475, A Avg: 1058734, D Avg: 127255, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 50030 - [390, 107249, 000] - HP: 475, STR: 220, VIT: 1150, SPD: 23, LUK: 1, Attack: 127099, Defense: 90928, Current HP: 475, A Avg: 1058734, D Avg: 127299, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 50035 - [390, 107249, 000] - HP: 770, STR: 209, VIT: 1150, SPD: 23, LUK: 1, Attack: 127083, Defense: 90928, Current HP: 770, A Avg: 1058601, D Avg: 127299, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 50045 - [390, 107249, 000] - HP: 660, STR: 260, VIT: 1193, SPD: 23, LUK: 1, Attack: 127159, Defense: 90971, Current HP: 660, A Avg: 1059234, D Avg: 127359, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 50047 - [390, 107249, 000] - HP: 741, STR: 743, VIT: 1045, SPD: 28, LUK: 1, Attack: 127884, Defense: 90823, Current HP: 741, A Avg: 1065273, D Avg: 127152, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 51226 - [390, 107249, 000] - HP: 475, STR: 199, VIT: 1039, SPD: 23, LUK: 1, Attack: 127906, Defense: 90817, Current HP: 475, A Avg: 1065456, D Avg: 127143, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 51231 - [390, 107249, 000] - HP: 770, STR: 188, VIT: 1039, SPD: 23, LUK: 1, Attack: 127890, Defense: 90817, Current HP: 770, A Avg: 1065323, D Avg: 127143, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 51241 - [390, 107249, 000] - HP: 660, STR: 239, VIT: 1082, SPD: 23, LUK: 1, Attack: 127966, Defense: 90860, Current HP: 660, A Avg: 1065956, D Avg: 127203, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 52417 - [390, 107249, 000] - HP: 503, STR: 229, VIT: 1079, SPD: 23, LUK: 1, Attack: 126508, Defense: 90857, Current HP: 503, A Avg: 1053811, D Avg: 127199, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 52418 - [390, 107249, 000] - HP: 494, STR: 188, VIT: 1079, SPD: 23, LUK: 1, Attack: 126447, Defense: 90857, Current HP: 494, A Avg: 1053303, D Avg: 127199, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 52422 - [390, 107249, 000] - HP: 494, STR: 188, VIT: 1110, SPD: 23, LUK: 1, Attack: 126447, Defense: 90888, Current HP: 494, A Avg: 1053303, D Avg: 127243, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 52427 - [390, 107249, 000] - HP: 792, STR: 178, VIT: 1110, SPD: 23, LUK: 1, Attack: 126432, Defense: 90888, Current HP: 792, A Avg: 1053178, D Avg: 127243, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 52437 - [390, 107249, 000] - HP: 682, STR: 228, VIT: 1153, SPD: 23, LUK: 1, Attack: 126507, Defense: 90931, Current HP: 682, A Avg: 1053803, D Avg: 127303, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 52439 - [390, 107249, 000] - HP: 760, STR: 922, VIT: 1018, SPD: 28, LUK: 1, Attack: 127548, Defense: 90796, Current HP: 760, A Avg: 1062474, D Avg: 127114, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 53613 - [390, 107249, 000] - HP: 484, STR: 326, VIT: 1137, SPD: 23, LUK: 1, Attack: 127726, Defense: 90915, Current HP: 484, A Avg: 1063957, D Avg: 127280, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 53614 - [390, 107249, 000] - HP: 475, STR: 264, VIT: 1137, SPD: 23, LUK: 1, Attack: 127633, Defense: 90915, Current HP: 475, A Avg: 1063182, D Avg: 127280, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 53618 - [390, 107249, 000] - HP: 475, STR: 264, VIT: 1168, SPD: 23, LUK: 1, Attack: 127633, Defense: 90946, Current HP: 475, A Avg: 1063182, D Avg: 127324, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 53623 - [390, 107249, 000] - HP: 770, STR: 254, VIT: 1168, SPD: 23, LUK: 1, Attack: 127618, Defense: 90946, Current HP: 770, A Avg: 1063057, D Avg: 127324, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 53635 - [390, 107249, 000] - HP: 741, STR: 1070, VIT: 1058, SPD: 28, LUK: 1, Attack: 128842, Defense: 90836, Current HP: 741, A Avg: 1073253, D Avg: 127170, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 54809 - [390, 107249, 000] - HP: 537, STR: 280, VIT: 1143, SPD: 23, LUK: 1, Attack: 126468, Defense: 90921, Current HP: 537, A Avg: 1053478, D Avg: 127289, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 54810 - [390, 107249, 000] - HP: 528, STR: 228, VIT: 1143, SPD: 23, LUK: 1, Attack: 126390, Defense: 90921, Current HP: 528, A Avg: 1052828, D Avg: 127289, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 54814 - [390, 107249, 000] - HP: 528, STR: 228, VIT: 1174, SPD: 23, LUK: 1, Attack: 126390, Defense: 90952, Current HP: 528, A Avg: 1052828, D Avg: 127332, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 54819 - [390, 107249, 000] - HP: 831, STR: 218, VIT: 1174, SPD: 23, LUK: 1, Attack: 126375, Defense: 90952, Current HP: 831, A Avg: 1052703, D Avg: 127332, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 54831 - [390, 107249, 000] - HP: 794, STR: 756, VIT: 1062, SPD: 28, LUK: 1, Attack: 127182, Defense: 90840, Current HP: 794, A Avg: 1059426, D Avg: 127175, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 56023 - [390, 107249, 000] - HP: 944, STR: 712, VIT: 1032, SPD: 27, LUK: 1, Attack: 130587, Defense: 90810, Current HP: 944, A Avg: 1087789, D Avg: 127133, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
